"ccode","year","revstate","fatality","hostlev"
"eqg",1985,0,0,0
"eqg",1986,0,0,0
"eqg",1987,0,0,0
"eqg",1988,0,0,0
"eqg",1989,0,0,0
"eqg",1990,0,0,0
"eqg",1991,0,0,0
"eqg",1992,0,0,0
"eqg",1993,0,0,0
"eqg",1994,0,0,0
"eqg",1995,0,0,0
"eqg",1996,0,0,0
"eqg",1997,0,0,0
"eqg",1998,0,0,0
"eqg",1999,0,0,0
"eqg",2000,1,0,4
"eqg",2001,0,0,0
"eqg",2002,0,0,0
"eqg",2003,0,0,0
"eqg",2004,0,0,0
"eqg",2005,0,0,0
"eqg",2006,0,0,0
"eqg",2007,0,0,0
"eqg",2008,0,0,0
"eqg",2009,0,0,0
"eqg",2010,0,0,0
"eqg",2011,0,0,0
"eqg",2012,0,0,0
"eqg",2013,0,0,0
"eqg",2014,0,0,0
"eri",1816,0,0,0
"eri",1817,0,0,0
"eri",1818,0,0,0
"eri",1819,0,0,0
"eri",1820,0,0,0
"eri",1821,0,0,0
"eri",1822,0,0,0
"eri",1823,0,0,0
"eri",1824,0,0,0
"eri",1825,0,0,0
"eri",1826,0,0,0
"eri",1827,0,0,0
"eri",1828,0,0,0
"eri",1829,0,0,0
"eri",1830,0,0,0
"eri",1831,0,0,0
"eri",1832,0,0,0
"eri",1833,0,0,0
"eri",1834,0,0,0
"eri",1835,0,0,0
"eri",1836,0,0,0
"eri",1837,0,0,0
"eri",1838,0,0,0
"eri",1839,0,0,0
"eri",1840,0,0,0
"eri",1841,0,0,0
"eri",1842,0,0,0
"eri",1843,0,0,0
"eri",1844,0,0,0
"eri",1845,0,0,0
"eri",1846,0,0,0
"eri",1847,0,0,0
"eri",1848,0,0,0
"eri",1849,0,0,0
"eri",1850,0,0,0
"eri",1851,0,0,0
"eri",1852,0,0,0
"eri",1853,0,0,0
"eri",1854,0,0,0
"eri",1855,0,0,0
"eri",1856,0,0,0
"eri",1857,0,0,0
"eri",1858,0,0,0
"eri",1859,0,0,0
"eri",1860,0,0,0
"eri",1861,0,0,0
"eri",1862,0,0,0
"eri",1863,0,0,0
"eri",1864,0,0,0
"eri",1865,0,0,0
"eri",1866,0,0,0
"eri",1867,0,0,0
"eri",1868,0,0,0
"eri",1869,0,0,0
"eri",1870,0,0,0
"eri",1871,0,0,0
"eri",1872,0,0,0
"eri",1873,0,0,0
"eri",1874,0,0,0
"eri",1875,0,0,0
"eri",1876,0,0,0
"eri",1877,0,0,0
"eri",1878,0,0,0
"eri",1879,0,0,0
"eri",1880,0,0,0
"eri",1881,0,0,0
"eri",1882,0,0,0
"eri",1883,0,0,0
"eri",1884,0,0,0
"eri",1885,0,0,0
"eri",1886,0,0,0
"eri",1887,0,0,0
"eri",1888,0,0,0
"eri",1889,0,0,0
"eri",1890,0,0,0
"eri",1891,0,0,0
"eri",1892,0,0,0
"eri",1893,0,0,0
"eri",1894,0,0,0
"eri",1895,0,0,0
"eri",1896,0,0,0
"eri",1897,0,0,0
"eri",1898,0,0,0
"eri",1899,0,0,0
"eri",1900,0,0,0
"eri",1901,0,0,0
"eri",1902,0,0,0
"eri",1903,0,0,0
"eri",1904,0,0,0
"eri",1905,0,0,0
"eri",1906,0,0,0
"eri",1907,0,0,0
"eri",1908,0,0,0
"eri",1909,0,0,0
"eri",1910,0,0,0
"eri",1911,0,0,0
"eri",1912,0,0,0
"eri",1913,0,0,0
"eri",1914,0,0,0
"eri",1915,0,0,0
"eri",1916,0,0,0
"eri",1917,0,0,0
"eri",1918,0,0,0
"eri",1919,0,0,0
"eri",1920,0,0,0
"eri",1921,0,0,0
"eri",1922,0,0,0
"eri",1923,0,0,0
"eri",1924,0,0,0
"eri",1925,0,0,0
"eri",1926,0,0,0
"eri",1927,0,0,0
"eri",1928,0,0,0
"eri",1929,0,0,0
"eri",1930,0,0,0
"eri",1931,0,0,0
"eri",1932,0,0,0
"eri",1933,0,0,0
"eri",1934,0,0,0
"eri",1935,0,0,0
"eri",1936,0,0,0
"eri",1937,0,0,0
"eri",1938,0,0,0
"eri",1939,0,0,0
"eri",1940,0,0,0
"eri",1941,0,0,0
"eri",1942,0,0,0
"eri",1943,0,0,0
"eri",1944,0,0,0
"eri",1945,0,0,0
"eri",1946,0,0,0
"eri",1947,0,0,0
"eri",1948,0,0,0
"eri",1949,0,0,0
"eri",1950,0,0,0
"eri",1951,0,0,0
"eri",1952,0,0,0
"eri",1953,0,0,0
"eri",1954,0,0,0
"eri",1955,0,0,0
"eri",1956,0,0,0
"eri",1957,0,0,0
"eri",1958,0,0,0
"eri",1959,0,0,0
"eri",1960,0,0,0
"eri",1961,0,0,0
"eri",1962,0,0,0
"eri",1963,0,0,0
"eri",1964,0,0,0
"eri",1965,0,0,0
"eri",1966,0,0,0
"eri",1967,0,0,0
"eri",1968,0,0,0
"eri",1969,0,0,0
"eri",1970,0,0,0
"eri",1971,0,0,0
"eri",1972,0,0,0
"eri",1973,0,0,0
"eri",1974,0,0,0
"eri",1975,0,0,0
"eri",1976,0,0,0
"eri",1977,0,0,0
"eri",1978,0,0,0
"eri",1979,0,0,0
"eri",1980,0,0,0
"eri",1981,0,0,0
"eri",1982,0,0,0
"eri",1983,0,0,0
"eri",1984,0,0,0
"eri",1985,0,0,0
"eri",1986,0,0,0
"eri",1987,0,0,0
"eri",1988,0,0,0
"eri",1989,0,0,0
"eri",1990,0,0,0
"eri",1991,0,0,0
"eri",1992,0,0,0
"eri",1993,0,0,0
"eri",1994,0,0,1
"eri",1995,1,0,4
"eri",1996,1,0,4
"eri",1997,1,0,4
"eri",1998,1,3,4
"eri",1999,1,3,4.5
"eri",2000,1,6,5
"eri",2001,0,0,0
"eri",2002,0,0,1
"eri",2003,0,1,4
"eri",2004,1,0,4
"eri",2005,0.5,0,3.5
"eri",2006,0,0,3
"eri",2007,0,0,4
"eri",2008,0,1,4
"eri",2009,0,0,0
"eri",2010,0,0.5,3.5
"eri",2011,0,0,0
"eri",2012,0,0,0
"eri",2013,0,0,0
"eri",2014,0,0,0
"est",1816,0,0,0
"est",1817,0,0,0
"est",1818,0,0,0
"est",1819,0,0,0
"est",1820,0,0,0
"est",1821,0,0,0
"est",1822,0,0,0
"est",1823,0,0,0
"est",1824,0,0,0
"est",1825,0,0,0
"est",1826,0,0,0
"est",1827,0,0,0
"est",1828,0,0,0
"est",1829,0,0,0
"est",1830,0,0,0
"est",1831,0,0,0
"est",1832,0,0,0
"est",1833,0,0,0
"est",1834,0,0,0
"est",1835,0,0,0
"est",1836,0,0,0
"est",1837,0,0,0
"est",1838,0,0,0
"est",1839,0,0,0
"est",1840,0,0,0
"est",1841,0,0,0
"est",1842,0,0,0
"est",1843,0,0,0
"est",1844,0,0,0
"est",1845,0,0,0
"est",1846,0,0,0
"est",1847,0,0,0
"est",1848,0,0,0
"est",1849,0,0,0
"est",1850,0,0,0
"est",1851,0,0,0
"est",1852,0,0,0
"est",1853,0,0,0
"est",1854,0,0,0
"est",1855,0,0,0
"est",1856,0,0,0
"est",1857,0,0,0
"est",1858,0,0,0
"est",1859,0,0,0
"est",1860,0,0,0
"est",1861,0,0,0
"est",1862,0,0,0
"est",1863,0,0,0
"est",1864,0,0,0
"est",1865,0,0,0
"est",1866,0,0,0
"est",1867,0,0,0
"est",1868,0,0,0
"est",1869,0,0,0
"est",1870,0,0,0
"est",1871,0,0,0
"est",1872,0,0,0
"est",1873,0,0,0
"est",1874,0,0,0
"est",1875,0,0,0
"est",1876,0,0,0
"est",1877,0,0,0
"est",1878,0,0,0
"est",1879,0,0,0
"est",1880,0,0,0
"est",1881,0,0,0
"est",1882,0,0,0
"est",1883,0,0,0
"est",1884,0,0,0
"est",1885,0,0,0
"est",1886,0,0,0
"est",1887,0,0,0
"est",1888,0,0,0
"est",1889,0,0,0
"est",1890,0,0,0
"est",1891,0,0,0
"est",1892,0,0,0
"est",1893,0,0,0
"est",1894,0,0,0
"est",1895,0,0,0
"est",1896,0,0,0
"est",1897,0,0,0
"est",1898,0,0,0
"est",1899,0,0,0
"est",1900,0,0,0
"est",1901,0,0,0
"est",1902,0,0,0
"est",1903,0,0,0
"est",1904,0,0,0
"est",1905,0,0,0
"est",1906,0,0,0
"est",1907,0,0,0
"est",1908,0,0,0
"est",1909,0,0,0
"est",1910,0,0,0
"est",1911,0,0,0
"est",1912,0,0,0
"est",1913,0,0,0
"est",1914,0,0,0
"est",1915,0,0,0
"est",1916,0,0,0
"est",1917,0,0,0
"est",1918,0,0,0
"est",1919,0,0,0
"est",1920,0,0,0
"est",1921,0,0,1
"est",1922,0,0,0
"est",1923,0,0,0
"est",1924,0,0,0
"est",1925,0,0,0
"est",1926,0,0,0
"est",1927,0,0,0
"est",1928,0,0,0
"est",1929,0,0,0
"est",1930,0,0,0
"est",1931,0,0,0
"est",1932,0,0,0
"est",1933,0,0,0
"est",1934,0,0,0
"est",1935,0,0,0
"est",1936,0,0,0
"est",1937,0,0,0
"est",1938,0,0,0
"est",1939,0,0,1
"est",1940,0,0,1
"est",1941,0,0,0
"est",1942,0,0,0
"est",1943,0,0,0
"est",1944,0,0,0
"est",1945,0,0,0
"est",1946,0,0,0
"est",1947,0,0,0
"est",1948,0,0,0
"est",1949,0,0,0
"est",1950,0,0,0
"est",1951,0,0,0
"est",1952,0,0,0
"est",1953,0,0,0
"est",1954,0,0,0
"est",1955,0,0,0
"est",1956,0,0,0
"est",1957,0,0,0
"est",1958,0,0,0
"est",1959,0,0,0
"est",1960,0,0,0
"est",1961,0,0,0
"est",1962,0,0,0
"est",1963,0,0,0
"est",1964,0,0,0
"est",1965,0,0,0
"est",1966,0,0,0
"est",1967,0,0,0
"est",1968,0,0,0
"est",1969,0,0,0
"est",1970,0,0,0
"est",1971,0,0,0
"est",1972,0,0,0
"est",1973,0,0,0
"est",1974,0,0,0
"est",1975,0,0,0
"est",1976,0,0,0
"est",1977,0,0,0
"est",1978,0,0,0
"est",1979,0,0,0
"est",1980,0,0,0
"est",1981,0,0,0
"est",1982,0,0,0
"est",1983,0,0,0
"est",1984,0,0,0
"est",1985,0,0,0
"est",1986,0,0,0
"est",1987,0,0,0
"est",1988,0,0,0
"est",1989,0,0,0
"est",1990,0,0,0
"est",1991,0,0,0
"est",1992,0,0,4
"est",1993,0,0,0
"est",1994,0,0,0
"est",1995,0,0,0
"est",1996,0,0,0
"est",1997,0,0,0
"est",1998,0,0,0
"est",1999,0,0,0
"est",2000,0,0,1
"est",2001,0,0,0
"est",2002,0,0,0
"est",2003,0,0,0
"est",2004,0,0,0
"est",2005,0,0,0
"est",2006,0,0,0
"est",2007,0,0,0
"est",2008,0,0,0
"est",2009,0,0,0
"est",2010,0,0,0
"est",2011,1,0,2
"est",2012,0,0,0
"est",2013,1,0,1
"est",2014,1,0,1
"eth",1816,0,0,0
"eth",1817,0,0,0
"eth",1818,0,0,0
"eth",1819,0,0,0
"eth",1820,0,0,0
"eth",1821,0,0,0
"eth",1822,0,0,0
"eth",1823,0,0,0
"eth",1824,0,0,0
"eth",1825,0,0,0
"eth",1826,0,0,0
"eth",1827,0,0,0
"eth",1828,0,0,0
"eth",1829,0,0,0
"eth",1830,0,0,0
"eth",1831,0,0,0
"eth",1832,0,0,0
"eth",1833,0,0,0
"eth",1834,0,0,0
"eth",1835,0,0,0
"eth",1836,0,0,0
"eth",1837,0,0,0
"eth",1838,0,0,0
"eth",1839,0,0,0
"eth",1840,0,0,0
"eth",1841,0,0,0
"eth",1842,0,0,0
"eth",1843,0,0,0
"eth",1844,0,0,0
"eth",1845,0,0,0
"eth",1846,0,0,0
"eth",1847,0,0,0
"eth",1848,0,0,0
"eth",1849,0,0,0
"eth",1850,0,0,0
"eth",1851,0,0,0
"eth",1852,0,0,0
"eth",1853,0,0,0
"eth",1854,0,0,0
"eth",1855,0,0,0
"eth",1856,0,0,0
"eth",1857,0,0,0
"eth",1858,0,0,0
"eth",1859,0,0,0
"eth",1860,0,0,0
"eth",1861,0,0,0
"eth",1862,0,0,0
"eth",1863,0,0,0
"eth",1864,0,0,0
"eth",1865,0,0,0
"eth",1866,0,0,0
"eth",1867,0,0,0
"eth",1868,0,0,0
"eth",1869,0,0,0
"eth",1870,0,0,0
"eth",1871,0,0,0
"eth",1872,0,0,0
"eth",1873,0,0,0
"eth",1874,0,0,0
"eth",1875,0,0,0
"eth",1876,0,0,0
"eth",1877,0,0,0
"eth",1878,0,0,0
"eth",1879,0,0,0
"eth",1880,0,0,0
"eth",1881,0,0,0
"eth",1882,0,0,0
"eth",1883,0,0,0
"eth",1884,0,0,0
"eth",1885,0,0,0
"eth",1886,0,0,0
"eth",1887,0,0,0
"eth",1888,0,0,0
"eth",1889,0,0,0
"eth",1890,0,0,0
"eth",1891,0,0,0
"eth",1892,0,0,0
"eth",1893,0,0,0
"eth",1894,0,0,0
"eth",1895,0,0,0
"eth",1896,0,0,0
"eth",1897,0,0,0
"eth",1898,0,0,0
"eth",1899,0,0,0
"eth",1900,0,0,0
"eth",1901,0,0,0
"eth",1902,0,0,0
"eth",1903,0,0,0
"eth",1904,0,0,0
"eth",1905,0,0,0
"eth",1906,0,0,0
"eth",1907,0,0,0
"eth",1908,0,0,0
"eth",1909,0,0,0
"eth",1910,0,0,0
"eth",1911,0,0,0
"eth",1912,0,0,0
"eth",1913,0,0,0
"eth",1914,0,0,0
"eth",1915,0,0,0
"eth",1916,0,0,0
"eth",1917,0,0,0
"eth",1918,0,0,0
"eth",1919,0,0,0
"eth",1920,0,0,0
"eth",1921,0,0,0
"eth",1922,0,0,0
"eth",1923,0,0,1
"eth",1924,0,0,0
"eth",1925,0,0,0
"eth",1926,0,0,0
"eth",1927,0,0,0
"eth",1928,0,0,0
"eth",1929,0,0,0
"eth",1930,0,0,0
"eth",1931,1,0,3
"eth",1932,0,0,0
"eth",1933,0,0,0
"eth",1934,0,6,5
"eth",1935,0,6,5
"eth",1936,0,6,5
"eth",1937,0,0,0
"eth",1938,0,0,0
"eth",1939,0,0,0
"eth",1940,0,0,0
"eth",1941,0,6,5
"eth",1942,0,0,4
"eth",1943,0,0,4
"eth",1944,0,0,0
"eth",1945,0,0,0
"eth",1946,0,0,0
"eth",1947,0,0,0
"eth",1948,0,0,0
"eth",1949,0,0,0
"eth",1950,0,0,0
"eth",1951,0,3,5
"eth",1952,0,3,5
"eth",1953,0,3,5
"eth",1954,0,0,0
"eth",1955,0,0,0
"eth",1956,0,0,0
"eth",1957,0,0,0
"eth",1958,0,0,0
"eth",1959,0,0,0
"eth",1960,0,0,4
"eth",1961,0,0,4
"eth",1962,0,0,0
"eth",1963,0,2,4
"eth",1964,0,2,4
"eth",1965,0,0,4
"eth",1966,0,1,4
"eth",1967,1,0,4
"eth",1968,0,0,0
"eth",1969,0,0,0
"eth",1970,0,0,0
"eth",1971,0,0,0
"eth",1972,0,0,0
"eth",1973,0,0,3
"eth",1974,0,1,4
"eth",1975,0,1,4
"eth",1976,0,1,4
"eth",1977,0.5,3,4
"eth",1978,0,6,5
"eth",1979,1,0,4
"eth",1980,0,2,4
"eth",1981,0,2,4
"eth",1982,0,4,4
"eth",1983,0.5,2,3.5
"eth",1984,0,3,4
"eth",1985,0,2,4
"eth",1986,1,0,4
"eth",1987,0,2,4
"eth",1988,0,0,3
"eth",1989,0,0,0
"eth",1990,0,0,0
"eth",1991,0,0,0
"eth",1992,0,0,0
"eth",1993,0,0,0
"eth",1994,0,0,0
"eth",1995,0,0,0
"eth",1996,0,0,0
"eth",1997,0,0,0
"eth",1998,0,6,5
"eth",1999,0.5,3.5,4.5
"eth",2000,0,6,5
"eth",2001,0,0,0
"eth",2002,0,0,4
"eth",2003,0.5,0,4
"eth",2004,0,0,1
"eth",2005,0.5,0,3.25
"eth",2006,1,0.333333333333333,3
"eth",2007,1,0,4
"eth",2008,0.333333333333333,0,4
"eth",2009,1,0,4
"eth",2010,1,0.5,4
"eth",2011,1,0,4
"eth",2012,0,0,0
"eth",2013,0,0,0
"eth",2014,0,0,0
"fin",1816,0,0,0
"fin",1817,0,0,0
"fin",1818,0,0,0
"fin",1819,0,0,0
"fin",1820,0,0,0
"fin",1821,0,0,0
"fin",1822,0,0,0
"fin",1823,0,0,0
"fin",1824,0,0,0
"fin",1825,0,0,0
"fin",1826,0,0,0
"fin",1827,0,0,0
"fin",1828,0,0,0
"fin",1829,0,0,0
"fin",1830,0,0,0
"fin",1831,0,0,0
"fin",1832,0,0,0
"fin",1833,0,0,0
"fin",1834,0,0,0
"fin",1835,0,0,0
"fin",1836,0,0,0
"fin",1837,0,0,0
"fin",1838,0,0,0
"fin",1839,0,0,0
"fin",1840,0,0,0
"fin",1841,0,0,0
"fin",1842,0,0,0
"fin",1843,0,0,0
"fin",1844,0,0,0
"fin",1845,0,0,0
"fin",1846,0,0,0
"fin",1847,0,0,0
"fin",1848,0,0,0
"fin",1849,0,0,0
"fin",1850,0,0,0
"fin",1851,0,0,0
"fin",1852,0,0,0
"fin",1853,0,0,0
"fin",1854,0,0,0
"fin",1855,0,0,0
"fin",1856,0,0,0
"fin",1857,0,0,0
"fin",1858,0,0,0
"fin",1859,0,0,0
"fin",1860,0,0,0
"fin",1861,0,0,0
"fin",1862,0,0,0
"fin",1863,0,0,0
"fin",1864,0,0,0
"fin",1865,0,0,0
"fin",1866,0,0,0
"fin",1867,0,0,0
"fin",1868,0,0,0
"fin",1869,0,0,0
"fin",1870,0,0,0
"fin",1871,0,0,0
"fin",1872,0,0,0
"fin",1873,0,0,0
"fin",1874,0,0,0
"fin",1875,0,0,0
"fin",1876,0,0,0
"fin",1877,0,0,0
"fin",1878,0,0,0
"fin",1879,0,0,0
"fin",1880,0,0,0
"fin",1881,0,0,0
"fin",1882,0,0,0
"fin",1883,0,0,0
"fin",1884,0,0,0
"fin",1885,0,0,0
"fin",1886,0,0,0
"fin",1887,0,0,0
"fin",1888,0,0,0
"fin",1889,0,0,0
"fin",1890,0,0,0
"fin",1891,0,0,0
"fin",1892,0,0,0
"fin",1893,0,0,0
"fin",1894,0,0,0
"fin",1895,0,0,0
"fin",1896,0,0,0
"fin",1897,0,0,0
"fin",1898,0,0,0
"fin",1899,0,0,0
"fin",1900,0,0,0
"fin",1901,0,0,0
"fin",1902,0,0,0
"fin",1903,0,0,0
"fin",1904,0,0,0
"fin",1905,0,0,0
"fin",1906,0,0,0
"fin",1907,0,0,0
"fin",1908,0,0,0
"fin",1909,0,0,0
"fin",1910,0,0,0
"fin",1911,0,0,0
"fin",1912,0,0,0
"fin",1913,0,0,0
"fin",1914,0,0,0
"fin",1915,0,0,0
"fin",1916,0,0,0
"fin",1917,0,0,0
"fin",1918,0,0,0
"fin",1919,0,0,0
"fin",1920,0,0,0
"fin",1921,0,0,0
"fin",1922,0,0,0
"fin",1923,0,0,0
"fin",1924,0,0,0
"fin",1925,0,0,0
"fin",1926,0,0,0
"fin",1927,0,0,0
"fin",1928,0,0,0
"fin",1929,0,0,0
"fin",1930,0,0,0
"fin",1931,0,0,0
"fin",1932,0,0,0
"fin",1933,0,0,0
"fin",1934,0,0,0
"fin",1935,0,0,0
"fin",1936,0,0,0
"fin",1937,0,0,0
"fin",1938,0,0,0
"fin",1939,0,3,4.5
"fin",1940,0,3,4.5
"fin",1941,0,6,5
"fin",1942,0,6,5
"fin",1943,0,6,5
"fin",1944,0,6,5
"fin",1945,0,6,5
"fin",1946,0,0,0
"fin",1947,0,0,0
"fin",1948,0,0,0
"fin",1949,0,0,0
"fin",1950,0,0,0
"fin",1951,0,0,0
"fin",1952,0,0,0
"fin",1953,0,0,0
"fin",1954,0,0,1
"fin",1955,0,0,0
"fin",1956,0,0,0
"fin",1957,0,0,0
"fin",1958,0,0,0
"fin",1959,0,0,0
"fin",1960,0,0,0
"fin",1961,0,0,0
"fin",1962,0,0,0
"fin",1963,0,0,0
"fin",1964,0,0,0
"fin",1965,0,0,0
"fin",1966,0,0,0
"fin",1967,0,0,0
"fin",1968,0,0,0
"fin",1969,0,0,0
"fin",1970,0,0,0
"fin",1971,0,0,0
"fin",1972,0,0,0
"fin",1973,0,0,0
"fin",1974,0,0,0
"fin",1975,0,0,0
"fin",1976,0,0,0
"fin",1977,0,0,0
"fin",1978,0,0,0
"fin",1979,0,0,0
"fin",1980,0,0,0
"fin",1981,0,0,0
"fin",1982,0,0,0
"fin",1983,0,0,0
"fin",1984,0,0,0
"fin",1985,0,0,0
"fin",1986,0,0,0
"fin",1987,0,0,0
"fin",1988,0,0,0
"fin",1989,0,0,0
"fin",1990,0,0,0
"fin",1991,0,0,0
"fin",1992,0,0,0
"fin",1993,0,0,0
"fin",1994,0,0,0
"fin",1995,0,0,0
"fin",1996,0,0,0
"fin",1997,0,0,0
"fin",1998,0,0,0
"fin",1999,0,0,0
"fin",2000,0,0,1
"fin",2001,0,0,0
"fin",2002,0,0,0
"fin",2003,0,0,0
"fin",2004,0,0,0
"fin",2005,0,0,0
"fin",2006,0,0,0
"fin",2007,0,0,1
"fin",2008,0,0,1
"fin",2009,0,0,0
"fin",2010,0,0,0
"fin",2011,1,0,1
"fin",2012,0,0,0
"fin",2013,1,0,1
"fin",2014,1,0,3
"frn",1816,0,0,0
"frn",1817,0,0,0
"frn",1818,0,0,0
"frn",1819,0,0,0
"frn",1820,0,0,0
"frn",1821,1,0,3
"frn",1822,1,2,4
"frn",1823,1,4,5
"frn",1824,0,0,0
"frn",1825,0,0,0
"frn",1826,1,0,3
"frn",1827,1,1,4
"frn",1828,1,0.5,4
"frn",1829,0,0,0
"frn",1830,0,0,2
"frn",1831,1,0,4
"frn",1832,0,0,0
"frn",1833,1,0,3.5
"frn",1834,0,0,0
"frn",1835,0,0,3
"frn",1836,0,0,0
"frn",1837,0,0,0
"frn",1838,1,1,4
"frn",1839,1,1,4
"frn",1840,1,0,3
"frn",1841,0,0,0
"frn",1842,1,0,2.5
"frn",1843,1,0,3
"frn",1844,0,0,0
"frn",1845,0,0,0
"frn",1846,0,0,0
"frn",1847,0,0,0
"frn",1848,1,0,3
"frn",1849,0.5,1,4
"frn",1850,0,0,3
"frn",1851,0,0,0
"frn",1852,1,0,3
"frn",1853,0,6,5
"frn",1854,0,6,5
"frn",1855,0,6,5
"frn",1856,0,6,5
"frn",1857,0,0,3
"frn",1858,0,0,3.5
"frn",1859,0,6,5
"frn",1860,0,0,2.33333333333333
"frn",1861,0.5,3,4
"frn",1862,1,6,5
"frn",1863,0.5,3,3.5
"frn",1864,1,6,5
"frn",1865,0.666666666666667,2,3
"frn",1866,0.75,1.5,2.25
"frn",1867,1,6,5
"frn",1868,0,0,0
"frn",1869,0,0,0
"frn",1870,0.5,3,4
"frn",1871,0,2,3
"frn",1872,0,0,0
"frn",1873,0,0,0
"frn",1874,0,0,0
"frn",1875,0,0,0
"frn",1876,0,0,0
"frn",1877,0,0,0
"frn",1878,0,0,0
"frn",1879,0,0,0
"frn",1880,1,0,3
"frn",1881,0.5,0,1.5
"frn",1882,1,0,3
"frn",1883,1,3,3.5
"frn",1884,1,6,5
"frn",1885,0.5,3,3
"frn",1886,0,0,0
"frn",1887,0,0,1
"frn",1888,1,0,3
"frn",1889,0,0,0
"frn",1890,0,0,0
"frn",1891,1,0,3
"frn",1892,0,0,0
"frn",1893,1,1.5,4.5
"frn",1894,0,0,0
"frn",1895,0.666666666666667,0,2.66666666666667
"frn",1896,1,0,3.5
"frn",1897,1,0,4
"frn",1898,0.75,0,3.25
"frn",1899,0,0,0
"frn",1900,0,1,3.5
"frn",1901,0,0,0
"frn",1902,0,0,0
"frn",1903,0,0,0
"frn",1904,0,0,3
"frn",1905,1,0,3.5
"frn",1906,0,0,0
"frn",1907,0,0,0
"frn",1908,0,0,0
"frn",1909,0,0,0
"frn",1910,0,0,0
"frn",1911,0,0,1
"frn",1912,0,0,2
"frn",1913,0,0,0
"frn",1914,0,6,5
"frn",1915,0,6,5
"frn",1916,0.5,1.75,4.25
"frn",1917,0.5,3.5,4.5
"frn",1918,0,3,4.5
"frn",1919,1,6,5
"frn",1920,1,2,4.33333333333333
"frn",1921,1,3,4.5
"frn",1922,1,0,3.33333333333333
"frn",1923,1,0,4
"frn",1924,0,0,0
"frn",1925,0.5,0,2
"frn",1926,0.5,0,2.25
"frn",1927,0.333333333333333,0,2.33333333333333
"frn",1928,0,0,0
"frn",1929,0,0,0
"frn",1930,0,0,0
"frn",1931,0,0,0
"frn",1932,0,0,0
"frn",1933,0,0,0
"frn",1934,0,0,3
"frn",1935,0,0,0
"frn",1936,0,0,3
"frn",1937,0,0,1
"frn",1938,0,0,2.33333333333333
"frn",1939,0,2,2.33333333333333
"frn",1940,0,2.57142857142857,2.71428571428571
"frn",1941,0,5.5,5
"frn",1942,0,0,0
"frn",1943,0,0,0
"frn",1944,0,6,5
"frn",1945,0,6,5
"frn",1946,0,1,4
"frn",1947,0,0,0
"frn",1948,0,0,4
"frn",1949,0,0,3.5
"frn",1950,0,1,4
"frn",1951,0,4,5
"frn",1952,0,2,3
"frn",1953,0,4,5
"frn",1954,0,0,0
"frn",1955,0,0,0
"frn",1956,0,0,0
"frn",1957,1,1,4
"frn",1958,0.5,0.5,2.5
"frn",1959,0.5,0.5,2.5
"frn",1960,1,0.5,4
"frn",1961,0,0.5,3.5
"frn",1962,0,0,0
"frn",1963,0,0,3
"frn",1964,1,1,4
"frn",1965,0,0,0
"frn",1966,0,0,0
"frn",1967,0,0,0
"frn",1968,0,0,0
"frn",1969,0,0,0
"frn",1970,0,0,0
"frn",1971,0,0,0
"frn",1972,0,0,0
"frn",1973,0,0,0
"frn",1974,0,0,0
"frn",1975,0,0,0
"frn",1976,0,1,4
"frn",1977,0,1,4
"frn",1978,1,0,3
"frn",1979,0,0,0
"frn",1980,0,0,3
"frn",1981,0,0,3
"frn",1982,0,0,0
"frn",1983,0,0,0
"frn",1984,1,0,4
"frn",1985,1,0,3.5
"frn",1986,0,0,3
"frn",1987,0.333333333333333,0,2.33333333333333
"frn",1988,0.5,0,2
"frn",1989,1,0,3.5
"frn",1990,0.666666666666667,0.333333333333333,4
"frn",1991,0,0.333333333333333,3.66666666666667
"frn",1992,0.5,0,4
"frn",1993,0.4,0,3.4
"frn",1994,0.666666666666667,0,3.66666666666667
"frn",1995,1,0,4
"frn",1996,1,0,4
"frn",1997,0,0,0
"frn",1998,1,0,4
"frn",1999,0.333333333333333,0,2.66666666666667
"frn",2000,0,0,1.5
"frn",2001,1,0,4
"frn",2002,0,0,0
"frn",2003,0,0,0
"frn",2004,1,0.5,3.5
"frn",2005,0.666666666666667,0.333333333333333,3.33333333333333
"frn",2006,0,0,0
"frn",2007,0,0,0
"frn",2008,0,0,0
"frn",2009,0,0,1
"frn",2010,0,0,0
"frn",2011,0.5,0,2.5
"frn",2012,0,0,0
"frn",2013,0,0,0
"frn",2014,1,0,3
"gab",1816,0,0,0
"gab",1817,0,0,0
"gab",1818,0,0,0
"gab",1819,0,0,0
"gab",1820,0,0,0
"gab",1821,0,0,0
"gab",1822,0,0,0
"gab",1823,0,0,0
"gab",1824,0,0,0
"gab",1825,0,0,0
"gab",1826,0,0,0
"gab",1827,0,0,0
"gab",1828,0,0,0
"gab",1829,0,0,0
"gab",1830,0,0,0
"gab",1831,0,0,0
"gab",1832,0,0,0
"gab",1833,0,0,0
"gab",1834,0,0,0
"gab",1835,0,0,0
"gab",1836,0,0,0
"gab",1837,0,0,0
"gab",1838,0,0,0
"gab",1839,0,0,0
"gab",1840,0,0,0
"gab",1841,0,0,0
"gab",1842,0,0,0
"gab",1843,0,0,0
"gab",1844,0,0,0
"gab",1845,0,0,0
"gab",1846,0,0,0
"gab",1847,0,0,0
"gab",1848,0,0,0
"gab",1849,0,0,0
"gab",1850,0,0,0
"gab",1851,0,0,0
"gab",1852,0,0,0
"gab",1853,0,0,0
"gab",1854,0,0,0
