"ccode","year","revstate","fatality","hostlev"
"nam",1940,0,0,0
"nam",1941,0,0,0
"nam",1942,0,0,0
"nam",1943,0,0,0
"nam",1944,0,0,0
"nam",1945,0,0,0
"nam",1946,0,0,0
"nam",1947,0,0,0
"nam",1948,0,0,0
"nam",1949,0,0,0
"nam",1950,0,0,0
"nam",1951,0,0,0
"nam",1952,0,0,0
"nam",1953,0,0,0
"nam",1954,0,0,0
"nam",1955,0,0,0
"nam",1956,0,0,0
"nam",1957,0,0,0
"nam",1958,0,0,0
"nam",1959,0,0,0
"nam",1960,0,0,0
"nam",1961,0,0,0
"nam",1962,0,0,0
"nam",1963,0,0,0
"nam",1964,0,0,0
"nam",1965,0,0,0
"nam",1966,0,0,0
"nam",1967,0,0,0
"nam",1968,0,0,0
"nam",1969,0,0,0
"nam",1970,0,0,0
"nam",1971,0,0,0
"nam",1972,0,0,0
"nam",1973,0,0,0
"nam",1974,0,0,0
"nam",1975,0,0,0
"nam",1976,0,0,0
"nam",1977,0,0,0
"nam",1978,0,0,0
"nam",1979,0,0,0
"nam",1980,0,0,0
"nam",1981,0,0,0
"nam",1982,0,0,0
"nam",1983,0,0,0
"nam",1984,0,0,0
"nam",1985,0,0,0
"nam",1986,0,0,0
"nam",1987,0,0,0
"nam",1988,0,0,0
"nam",1989,0,0,0
"nam",1990,0,0,0
"nam",1991,0,0,0
"nam",1992,0,0,0
"nam",1993,0,0,0
"nam",1994,0,0,0
"nam",1995,0,0,0
"nam",1996,0,0,0
"nam",1997,0,0,3
"nam",1998,0,0,3
"nam",1999,0,0,0
"nam",2000,0,0,0
"nam",2001,0,0,0
"nam",2002,0,0,0
"nam",2003,0,0,0
"nam",2004,0,0,0
"nam",2005,0,0,0
"nam",2006,0,0,0
"nam",2007,0,0,0
"nam",2008,0,0,0
"nam",2009,0,0,0
"nam",2010,0,0,0
"nam",2011,0,0,0
"nam",2012,0,0,0
"nam",2013,0,0,0
"nam",2014,0,0,0
"nep",1816,0,0,0
"nep",1817,0,0,0
"nep",1818,0,0,0
"nep",1819,0,0,0
"nep",1820,0,0,0
"nep",1821,0,0,0
"nep",1822,0,0,0
"nep",1823,0,0,0
"nep",1824,0,0,0
"nep",1825,0,0,0
"nep",1826,0,0,0
"nep",1827,0,0,0
"nep",1828,0,0,0
"nep",1829,0,0,0
"nep",1830,0,0,0
"nep",1831,0,0,0
"nep",1832,0,0,0
"nep",1833,0,0,0
"nep",1834,0,0,0
"nep",1835,0,0,0
"nep",1836,0,0,0
"nep",1837,0,0,0
"nep",1838,0,0,0
"nep",1839,0,0,0
"nep",1840,0,0,0
"nep",1841,0,0,0
"nep",1842,0,0,0
"nep",1843,0,0,0
"nep",1844,0,0,0
"nep",1845,0,0,0
"nep",1846,0,0,0
"nep",1847,0,0,0
"nep",1848,0,0,0
"nep",1849,0,0,0
"nep",1850,0,0,0
"nep",1851,0,0,0
"nep",1852,0,0,0
"nep",1853,0,0,0
"nep",1854,0,0,0
"nep",1855,0,0,0
"nep",1856,0,0,0
"nep",1857,0,0,0
"nep",1858,0,0,0
"nep",1859,0,0,0
"nep",1860,0,0,0
"nep",1861,0,0,0
"nep",1862,0,0,0
"nep",1863,0,0,0
"nep",1864,0,0,0
"nep",1865,0,0,0
"nep",1866,0,0,0
"nep",1867,0,0,0
"nep",1868,0,0,0
"nep",1869,0,0,0
"nep",1870,0,0,0
"nep",1871,0,0,0
"nep",1872,0,0,0
"nep",1873,0,0,0
"nep",1874,0,0,0
"nep",1875,0,0,0
"nep",1876,0,0,0
"nep",1877,0,0,0
"nep",1878,0,0,0
"nep",1879,0,0,0
"nep",1880,0,0,0
"nep",1881,0,0,0
"nep",1882,0,0,0
"nep",1883,0,0,0
"nep",1884,0,0,0
"nep",1885,0,0,0
"nep",1886,0,0,0
"nep",1887,0,0,0
"nep",1888,0,0,0
"nep",1889,0,0,0
"nep",1890,0,0,0
"nep",1891,0,0,0
"nep",1892,0,0,0
"nep",1893,0,0,0
"nep",1894,0,0,0
"nep",1895,0,0,0
"nep",1896,0,0,0
"nep",1897,0,0,0
"nep",1898,0,0,0
"nep",1899,0,0,0
"nep",1900,0,0,0
"nep",1901,0,0,0
"nep",1902,0,0,0
"nep",1903,0,0,0
"nep",1904,0,0,0
"nep",1905,0,0,0
"nep",1906,0,0,0
"nep",1907,0,0,0
"nep",1908,0,0,0
"nep",1909,0,0,0
"nep",1910,0,0,0
"nep",1911,0,0,0
"nep",1912,0,0,0
"nep",1913,0,0,0
"nep",1914,0,0,0
"nep",1915,0,0,0
"nep",1916,0,0,0
"nep",1917,0,0,0
"nep",1918,0,0,0
"nep",1919,0,0,0
"nep",1920,0,0,0
"nep",1921,0,0,0
"nep",1922,0,0,0
"nep",1923,0,0,0
"nep",1924,0,0,0
"nep",1925,0,0,0
"nep",1926,0,0,0
"nep",1927,0,0,0
"nep",1928,0,0,0
"nep",1929,0,0,0
"nep",1930,0,0,0
"nep",1931,0,0,0
"nep",1932,0,0,0
"nep",1933,0,0,0
"nep",1934,0,0,0
"nep",1935,0,0,0
"nep",1936,0,0,0
"nep",1937,0,0,0
"nep",1938,0,0,0
"nep",1939,0,0,0
"nep",1940,0,0,0
"nep",1941,0,0,0
"nep",1942,0,0,0
"nep",1943,0,0,0
"nep",1944,0,0,0
"nep",1945,0,0,0
"nep",1946,0,0,0
"nep",1947,0,0,0
"nep",1948,0,0,0
"nep",1949,0,0,0
"nep",1950,0,0,0
"nep",1951,0,0,0
"nep",1952,0,0,0
"nep",1953,0,0,0
"nep",1954,0,0,0
"nep",1955,0,0,0
"nep",1956,0,0,0
"nep",1957,0,0,0
"nep",1958,0,0,0
"nep",1959,0,1,4
"nep",1960,0,1,3.5
"nep",1961,0,0,0
"nep",1962,0,0,0
"nep",1963,0,0,0
"nep",1964,0,0,0
"nep",1965,0,0,3
"nep",1966,0,0,0
"nep",1967,0,0,0
"nep",1968,1,0,1
"nep",1969,0,0,1
"nep",1970,0,0,0
"nep",1971,0,0,0
"nep",1972,0,0,0
"nep",1973,0,0,0
"nep",1974,0,0,0
"nep",1975,0,0,0
"nep",1976,0,0,0
"nep",1977,0,0,0
"nep",1978,0,0,0
"nep",1979,0,0,0
"nep",1980,0,0,0
"nep",1981,0,0,0
"nep",1982,0,0,0
"nep",1983,0,0,0
"nep",1984,0,0,0
"nep",1985,0,0,0
"nep",1986,0,0,0
"nep",1987,0,0,0
"nep",1988,0,0,0
"nep",1989,0,0,0
"nep",1990,0,0,0
"nep",1991,0,0,0
"nep",1992,0,0,0
"nep",1993,0,0,0
"nep",1994,0,0,0
"nep",1995,0,0,0
"nep",1996,0,0,0
"nep",1997,0,0,0
"nep",1998,0,0,0
"nep",1999,0,0,0
"nep",2000,0,0,0
"nep",2001,0,0,0
"nep",2002,0,0,0
"nep",2003,0,0,0
"nep",2004,0,0,3
"nep",2005,0,0,3
"nep",2006,0,0,0
"nep",2007,0,0,0
"nep",2008,0,0,0
"nep",2009,0,0,0
"nep",2010,0,0,0
"nep",2011,0,0,0
"nep",2012,0,0,0
"nep",2013,0,0,0
"nep",2014,0,0,0
"new",1816,0,0,0
"new",1817,0,0,0
"new",1818,0,0,0
"new",1819,0,0,0
"new",1820,0,0,0
"new",1821,0,0,0
"new",1822,0,0,0
"new",1823,0,0,0
"new",1824,0,0,0
"new",1825,0,0,0
"new",1826,0,0,0
"new",1827,0,0,0
"new",1828,0,0,0
"new",1829,0,0,0
"new",1830,0,0,0
"new",1831,0,0,0
"new",1832,0,0,0
"new",1833,0,0,0
"new",1834,0,0,0
"new",1835,0,0,0
"new",1836,0,0,0
"new",1837,0,0,0
"new",1838,0,0,0
"new",1839,0,0,0
"new",1840,0,0,0
"new",1841,0,0,0
"new",1842,0,0,0
"new",1843,0,0,0
"new",1844,0,0,0
"new",1845,0,0,0
"new",1846,0,0,0
"new",1847,0,0,0
"new",1848,0,0,0
"new",1849,0,0,0
"new",1850,0,0,0
"new",1851,0,0,0
"new",1852,0,0,0
"new",1853,0,0,0
"new",1854,0,0,0
"new",1855,0,0,0
"new",1856,0,0,0
"new",1857,0,0,0
"new",1858,0,0,0
"new",1859,0,0,0
"new",1860,0,0,0
"new",1861,0,0,0
"new",1862,0,0,0
"new",1863,0,0,0
"new",1864,0,0,0
"new",1865,0,0,0
"new",1866,0,0,0
"new",1867,0,0,0
"new",1868,0,0,0
"new",1869,0,0,0
"new",1870,0,0,0
"new",1871,0,0,0
"new",1872,0,0,0
"new",1873,0,0,0
"new",1874,0,0,0
"new",1875,0,0,0
"new",1876,0,0,0
"new",1877,0,0,0
"new",1878,0,0,0
"new",1879,0,0,0
"new",1880,0,0,0
"new",1881,0,0,0
"new",1882,0,0,0
"new",1883,0,0,0
"new",1884,0,0,0
"new",1885,0,0,0
"new",1886,0,0,0
"new",1887,0,0,0
"new",1888,0,0,0
"new",1889,0,0,0
"new",1890,0,0,0
"new",1891,0,0,0
"new",1892,0,0,0
"new",1893,0,0,0
"new",1894,0,0,0
"new",1895,0,0,0
"new",1896,0,0,0
"new",1897,0,0,0
"new",1898,0,0,0
"new",1899,0,0,0
"new",1900,0,0,0
"new",1901,0,0,0
"new",1902,0,0,0
"new",1903,0,0,0
"new",1904,0,0,0
"new",1905,0,0,0
"new",1906,0,0,0
"new",1907,0,0,0
"new",1908,0,0,0
"new",1909,0,0,0
"new",1910,0,0,0
"new",1911,0,0,0
"new",1912,0,0,0
"new",1913,0,0,0
"new",1914,0,0,0
"new",1915,0,0,0
"new",1916,0,0,0
"new",1917,0,0,0
"new",1918,0,0,0
"new",1919,0,0,0
"new",1920,0,0,0
"new",1921,0,0,0
"new",1922,0,0,0
"new",1923,0,0,0
"new",1924,0,0,0
"new",1925,0,0,0
"new",1926,0,0,0
"new",1927,0,0,0
"new",1928,0,0,0
"new",1929,0,0,0
"new",1930,0,0,0
"new",1931,0,0,0
"new",1932,0,0,0
"new",1933,0,0,0
"new",1934,0,0,0
"new",1935,0,0,0
"new",1936,0,0,0
"new",1937,0,0,0
"new",1938,0,0,0
"new",1939,0,6,5
"new",1940,0,6,5
"new",1941,0,6,5
"new",1942,0,6,5
"new",1943,0,6,5
"new",1944,0,6,5
"new",1945,0,6,5
"new",1946,0,0,0
"new",1947,0,0,0
"new",1948,0,0,0
"new",1949,0,0,0
"new",1950,0,0,5
"new",1951,0,0,5
"new",1952,0,0,5
"new",1953,0,0,5
"new",1954,0,0,0
"new",1955,0,0,0
"new",1956,0,0,0
"new",1957,0,0,0
"new",1958,0,0,0
"new",1959,0,0,0
"new",1960,0,0,0
"new",1961,0,0,0
"new",1962,0,0,3
"new",1963,0,0,0
"new",1964,0,0,0
"new",1965,0,2,4
"new",1966,0,2,4
"new",1967,0,2,4
"new",1968,0,2,4
"new",1969,0,2,4
"new",1970,0,2,4
"new",1971,0,2,4
"new",1972,0,0,0
"new",1973,0,0,0
"new",1974,0,0,0
"new",1975,0,0,0
"new",1976,0,0,0
"new",1977,0,0,0
"new",1978,0,0,0
"new",1979,0,0,0
"new",1980,0,0,0
"new",1981,0,0,0
"new",1982,0,0,0
"new",1983,0,0,0
"new",1984,0,0,0
"new",1985,0,0,1
"new",1986,0,0,0
"new",1987,0,0,0
"new",1988,0,0,0
"new",1989,0,0,0
"new",1990,0,0,0
"new",1991,0,0,0
"new",1992,0,0,0
"new",1993,0,0,0
"new",1994,0,0,0
"new",1995,0,0,0
"new",1996,0,0,0
"new",1997,0,0,0
"new",1998,0,0,0
"new",1999,0,0,0
"new",2000,0,0,0
"new",2001,0,0,0
"new",2002,0,0,0
"new",2003,0,0,0
"new",2004,0,0,0
"new",2005,0,0,0
"new",2006,0,0,0
"new",2007,0,0,0
"new",2008,0,0,0
"new",2009,0,0,0
"new",2010,0,0,0
"new",2011,0,0,0
"new",2012,0,0,0
"new",2013,0,0,0
"new",2014,0,0,0
"nic",1816,0,0,0
"nic",1817,0,0,0
"nic",1818,0,0,0
"nic",1819,0,0,0
"nic",1820,0,0,0
"nic",1821,0,0,0
"nic",1822,0,0,0
"nic",1823,0,0,0
"nic",1824,0,0,0
"nic",1825,0,0,0
"nic",1826,0,0,0
"nic",1827,0,0,0
"nic",1828,0,0,0
"nic",1829,0,0,0
"nic",1830,0,0,0
"nic",1831,0,0,0
"nic",1832,0,0,0
"nic",1833,0,0,0
"nic",1834,0,0,0
"nic",1835,0,0,0
"nic",1836,0,0,0
"nic",1837,0,0,0
"nic",1838,0,0,0
"nic",1839,0,0,0
"nic",1840,0,0,0
"nic",1841,0,0,0
"nic",1842,0,0,0
"nic",1843,0,0,0
"nic",1844,0,0,0
"nic",1845,0,0,0
"nic",1846,0,0,0
"nic",1847,0,0,0
"nic",1848,0,0,0
"nic",1849,0,0,0
"nic",1850,0,0,0
"nic",1851,0,0,0
"nic",1852,0,0,0
"nic",1853,0,0,0
"nic",1854,0,0,0
"nic",1855,0,0,0
"nic",1856,0,0,0
"nic",1857,0,0,0
"nic",1858,0,0,0
"nic",1859,0,0,0
"nic",1860,0,0,0
"nic",1861,0,0,0
"nic",1862,0,0,0
"nic",1863,0,0,0
"nic",1864,0,0,0
"nic",1865,0,0,0
"nic",1866,0,0,0
"nic",1867,0,0,0
"nic",1868,0,0,0
"nic",1869,0,0,0
"nic",1870,0,0,0
"nic",1871,0,0,0
"nic",1872,0,0,0
"nic",1873,0,0,0
"nic",1874,0,0,0
"nic",1875,0,0,0
"nic",1876,0,0,0
"nic",1877,0,0,0
"nic",1878,0,0,0
"nic",1879,0,0,0
"nic",1880,0,0,0
"nic",1881,0,0,0
"nic",1882,0,0,0
"nic",1883,0,0,0
"nic",1884,0,0,0
"nic",1885,0,0,0
"nic",1886,0,0,0
"nic",1887,0,0,0
"nic",1888,0,0,0
"nic",1889,0,0,0
"nic",1890,0,0,0
"nic",1891,0,0,0
"nic",1892,0,0,0
"nic",1893,0,0,0
"nic",1894,0,0,0
"nic",1895,0,0,0
"nic",1896,0,0,0
"nic",1897,0,0,0
"nic",1898,0,0,0
"nic",1899,0,0,0
"nic",1900,0,0,0
"nic",1901,0,0,0
"nic",1902,0,0,0
"nic",1903,0,0,0
"nic",1904,0,0,0
"nic",1905,0,0,0
"nic",1906,0,0,3
"nic",1907,0,4,5
"nic",1908,0,0,0
"nic",1909,0,0,4
"nic",1910,0,0,1
"nic",1911,0,0,0
"nic",1912,0,0,0
"nic",1913,1,0,2
"nic",1914,1,0,2
"nic",1915,0,0,0
"nic",1916,0,0,0
"nic",1917,0,0,0
"nic",1918,0.5,0,4
"nic",1919,0,0,0
"nic",1920,1,0,1
"nic",1921,0,0,0
"nic",1922,1,2,4
"nic",1923,0,0,0
"nic",1924,0,0,0
"nic",1925,0,0,0
"nic",1926,0,0,1
"nic",1927,0,0,0
"nic",1928,0,0,0
"nic",1929,0,0,4
"nic",1930,0,0,0
"nic",1931,0,0,0
"nic",1932,0,0,0
"nic",1933,0,0,0
"nic",1934,0,0,0
"nic",1935,0,0,0
"nic",1936,0,0,0
"nic",1937,0,0,0
"nic",1938,0,0,0
"nic",1939,0,0,0
"nic",1940,0,0,0
"nic",1941,0,0,4
"nic",1942,0,0,4
"nic",1943,0,0,0
"nic",1944,0,0,0
"nic",1945,0,0,0
"nic",1946,0,0,0
"nic",1947,0,0,0
"nic",1948,0,0,0
"nic",1949,0,0,0
"nic",1950,0,0,0
"nic",1951,0,0,0
"nic",1952,0,0,0
"nic",1953,0,0,0
"nic",1954,1,0,4
"nic",1955,1,0,4
"nic",1956,0,0,0
"nic",1957,0.5,0,2.5
"nic",1958,0,0,0
"nic",1959,0,0,0
"nic",1960,0,0,0
"nic",1961,0,0,0
"nic",1962,0,1,4
"nic",1963,0,0,0
"nic",1964,0,0,0
"nic",1965,0,0,0
"nic",1966,0,0,0
"nic",1967,0,0,0
"nic",1968,0,0,0
"nic",1969,0,0,0
"nic",1970,0,0,0
"nic",1971,0,0,0
"nic",1972,0,0,0
"nic",1973,0,0,0
"nic",1974,0,0,0
"nic",1975,0,0,0
"nic",1976,0,0,0
"nic",1977,1,0,4
"nic",1978,0,0,0
"nic",1979,0,0,0
"nic",1980,1,0,1
"nic",1981,1,0,3
"nic",1982,0.5,0,2
"nic",1983,1,0,3
"nic",1984,1,0,3
"nic",1985,1,0,3.5
"nic",1986,1,0,4
"nic",1987,0,0,0
"nic",1988,0,0,1
"nic",1989,0,1,4
"nic",1990,0,0,0
"nic",1991,1,0,4
"nic",1992,0,0,0
"nic",1993,0,0,0
"nic",1994,1,0,4
"nic",1995,0.333333333333333,0,3
"nic",1996,0,0,0
"nic",1997,1,0,4
"nic",1998,0,0,3
"nic",1999,1,0,3
"nic",2000,1,0,3.5
"nic",2001,1,0,1
"nic",2002,0,0,0
"nic",2003,0,0,0
"nic",2004,0,0,0
"nic",2005,0,0,0
"nic",2006,0,0,0
"nic",2007,0,0,0
"nic",2008,0,0,0
"nic",2009,0,0,0
"nic",2010,1,0,4
"nic",2011,1,0,4
"nic",2012,0,0,0
"nic",2013,0,0,0
"nic",2014,0,0,0
"nig",1816,0,0,0
"nig",1817,0,0,0
"nig",1818,0,0,0
"nig",1819,0,0,0
"nig",1820,0,0,0
"nig",1821,0,0,0
"nig",1822,0,0,0
"nig",1823,0,0,0
"nig",1824,0,0,0
"nig",1825,0,0,0
"nig",1826,0,0,0
"nig",1827,0,0,0
"nig",1828,0,0,0
"nig",1829,0,0,0
"nig",1830,0,0,0
"nig",1831,0,0,0
"nig",1832,0,0,0
"nig",1833,0,0,0
"nig",1834,0,0,0
"nig",1835,0,0,0
"nig",1836,0,0,0
"nig",1837,0,0,0
"nig",1838,0,0,0
"nig",1839,0,0,0
"nig",1840,0,0,0
"nig",1841,0,0,0
"nig",1842,0,0,0
"nig",1843,0,0,0
"nig",1844,0,0,0
"nig",1845,0,0,0
"nig",1846,0,0,0
"nig",1847,0,0,0
"nig",1848,0,0,0
"nig",1849,0,0,0
"nig",1850,0,0,0
"nig",1851,0,0,0
"nig",1852,0,0,0
"nig",1853,0,0,0
"nig",1854,0,0,0
"nig",1855,0,0,0
"nig",1856,0,0,0
"nig",1857,0,0,0
"nig",1858,0,0,0
"nig",1859,0,0,0
"nig",1860,0,0,0
"nig",1861,0,0,0
"nig",1862,0,0,0
"nig",1863,0,0,0
"nig",1864,0,0,0
"nig",1865,0,0,0
"nig",1866,0,0,0
"nig",1867,0,0,0
"nig",1868,0,0,0
"nig",1869,0,0,0
"nig",1870,0,0,0
"nig",1871,0,0,0
"nig",1872,0,0,0
"nig",1873,0,0,0
"nig",1874,0,0,0
"nig",1875,0,0,0
"nig",1876,0,0,0
"nig",1877,0,0,0
"nig",1878,0,0,0
"nig",1879,0,0,0
"nig",1880,0,0,0
"nig",1881,0,0,0
"nig",1882,0,0,0
"nig",1883,0,0,0
"nig",1884,0,0,0
"nig",1885,0,0,0
"nig",1886,0,0,0
"nig",1887,0,0,0
"nig",1888,0,0,0
"nig",1889,0,0,0
"nig",1890,0,0,0
"nig",1891,0,0,0
"nig",1892,0,0,0
"nig",1893,0,0,0
"nig",1894,0,0,0
"nig",1895,0,0,0
"nig",1896,0,0,0
"nig",1897,0,0,0
"nig",1898,0,0,0
"nig",1899,0,0,0
"nig",1900,0,0,0
"nig",1901,0,0,0
"nig",1902,0,0,0
"nig",1903,0,0,0
"nig",1904,0,0,0
"nig",1905,0,0,0
"nig",1906,0,0,0
"nig",1907,0,0,0
"nig",1908,0,0,0
"nig",1909,0,0,0
"nig",1910,0,0,0
"nig",1911,0,0,0
"nig",1912,0,0,0
"nig",1913,0,0,0
"nig",1914,0,0,0
"nig",1915,0,0,0
"nig",1916,0,0,0
"nig",1917,0,0,0
"nig",1918,0,0,0
"nig",1919,0,0,0
"nig",1920,0,0,0
"nig",1921,0,0,0
"nig",1922,0,0,0
"nig",1923,0,0,0
"nig",1924,0,0,0
"nig",1925,0,0,0
"nig",1926,0,0,0
"nig",1927,0,0,0
"nig",1928,0,0,0
"nig",1929,0,0,0
"nig",1930,0,0,0
"nig",1931,0,0,0
"nig",1932,0,0,0
"nig",1933,0,0,0
"nig",1934,0,0,0
"nig",1935,0,0,0
"nig",1936,0,0,0
"nig",1937,0,0,0
"nig",1938,0,0,0
"nig",1939,0,0,0
"nig",1940,0,0,0
"nig",1941,0,0,0
"nig",1942,0,0,0
"nig",1943,0,0,0
"nig",1944,0,0,0
"nig",1945,0,0,0
"nig",1946,0,0,0
"nig",1947,0,0,0
"nig",1948,0,0,0
"nig",1949,0,0,0
"nig",1950,0,0,0
"nig",1951,0,0,0
"nig",1952,0,0,0
"nig",1953,0,0,0
"nig",1954,0,0,0
"nig",1955,0,0,0
"nig",1956,0,0,0
"nig",1957,0,0,0
"nig",1958,0,0,0
"nig",1959,0,0,0
"nig",1960,0,0,0
"nig",1961,0,0,0
"nig",1962,0,0,0
"nig",1963,0,0,0
"nig",1964,0,0,0
"nig",1965,0,0,0
"nig",1966,0,0,0
"nig",1967,0,0,0
"nig",1968,0,0,0
"nig",1969,0,0,0
"nig",1970,0,0,0
"nig",1971,0,0,0
"nig",1972,0,0,0
"nig",1973,0,0,0
"nig",1974,0,0,0
"nig",1975,0,0,0
"nig",1976,0,0,0
"nig",1977,0,0,0
"nig",1978,0,0,0
"nig",1979,0,0,0
"nig",1980,0,0,0
"nig",1981,0,1,4
"nig",1982,0,0,0
"nig",1983,0,2,4
"nig",1984,0,0,0
"nig",1985,0,0,0
"nig",1986,0,0,0
"nig",1987,0,0,1
"nig",1988,0,0,0
"nig",1989,0,0,0
"nig",1990,0,0,0
"nig",1991,0,0,0
"nig",1992,0,0,0
"nig",1993,1,0,4
"nig",1994,1,1,4
"nig",1995,1,0.5,4
"nig",1996,1,2,4
"nig",1997,1,2,4
"nig",1998,0,0,3
"nig",1999,1,0,2
"nig",2000,0,0,0
"nig",2001,0,0,0
"nig",2002,0,0,0
"nig",2003,0,0,0
"nig",2004,0,0,0
"nig",2005,0,1,1
"nig",2006,0,0,0
"nig",2007,0,0,0
"nig",2008,0,0,0
"nig",2009,0,0,0
"nig",2010,0,0,0
"nig",2011,0,0,0
"nig",2012,0,0,0
"nig",2013,0,0,0
"nig",2014,0,0,0
"nir",1816,0,0,0
"nir",1817,0,0,0
"nir",1818,0,0,0
"nir",1819,0,0,0
"nir",1820,0,0,0
"nir",1821,0,0,0
"nir",1822,0,0,0
"nir",1823,0,0,0
"nir",1824,0,0,0
"nir",1825,0,0,0
"nir",1826,0,0,0
"nir",1827,0,0,0
"nir",1828,0,0,0
"nir",1829,0,0,0
"nir",1830,0,0,0
"nir",1831,0,0,0
"nir",1832,0,0,0
"nir",1833,0,0,0
"nir",1834,0,0,0
"nir",1835,0,0,0
"nir",1836,0,0,0
"nir",1837,0,0,0
"nir",1838,0,0,0
"nir",1839,0,0,0
"nir",1840,0,0,0
"nir",1841,0,0,0
"nir",1842,0,0,0
"nir",1843,0,0,0
"nir",1844,0,0,0
"nir",1845,0,0,0
"nir",1846,0,0,0
"nir",1847,0,0,0
"nir",1848,0,0,0
"nir",1849,0,0,0
"nir",1850,0,0,0
"nir",1851,0,0,0
"nir",1852,0,0,0
"nir",1853,0,0,0
"nir",1854,0,0,0
"nir",1855,0,0,0
"nir",1856,0,0,0
"nir",1857,0,0,0
"nir",1858,0,0,0
"nir",1859,0,0,0
"nir",1860,0,0,0
"nir",1861,0,0,0
"nir",1862,0,0,0
"nir",1863,0,0,0
"nir",1864,0,0,0
"nir",1865,0,0,0
"nir",1866,0,0,0
"nir",1867,0,0,0
"nir",1868,0,0,0
"nir",1869,0,0,0
"nir",1870,0,0,0
"nir",1871,0,0,0
"nir",1872,0,0,0
"nir",1873,0,0,0
"nir",1874,0,0,0
"nir",1875,0,0,0
"nir",1876,0,0,0
"nir",1877,0,0,0
"nir",1878,0,0,0
"nir",1879,0,0,0
"nir",1880,0,0,0
"nir",1881,0,0,0
"nir",1882,0,0,0
"nir",1883,0,0,0
"nir",1884,0,0,0
"nir",1885,0,0,0
"nir",1886,0,0,0
"nir",1887,0,0,0
"nir",1888,0,0,0
"nir",1889,0,0,0
"nir",1890,0,0,0
"nir",1891,0,0,0
"nir",1892,0,0,0
"nir",1893,0,0,0
"nir",1894,0,0,0
"nir",1895,0,0,0
"nir",1896,0,0,0
"nir",1897,0,0,0
"nir",1898,0,0,0
"nir",1899,0,0,0
"nir",1900,0,0,0
"nir",1901,0,0,0
"nir",1902,0,0,0
"nir",1903,0,0,0
"nir",1904,0,0,0
"nir",1905,0,0,0
"nir",1906,0,0,0
"nir",1907,0,0,0
"nir",1908,0,0,0
"nir",1909,0,0,0
"nir",1910,0,0,0
"nir",1911,0,0,0
"nir",1912,0,0,0
"nir",1913,0,0,0
"nir",1914,0,0,0
"nir",1915,0,0,0
"nir",1916,0,0,0
"nir",1917,0,0,0
"nir",1918,0,0,0
"nir",1919,0,0,0
"nir",1920,0,0,0
"nir",1921,0,0,0
"nir",1922,0,0,0
"nir",1923,0,0,0
"nir",1924,0,0,0
"nir",1925,0,0,0
"nir",1926,0,0,0
"nir",1927,0,0,0
"nir",1928,0,0,0
"nir",1929,0,0,0
"nir",1930,0,0,0
"nir",1931,0,0,0
"nir",1932,0,0,0
"nir",1933,0,0,0
"nir",1934,0,0,0
"nir",1935,0,0,0
"nir",1936,0,0,0
"nir",1937,0,0,0
"nir",1938,0,0,0
"nir",1939,0,0,0
"nir",1940,0,0,0
"nir",1941,0,0,0
"nir",1942,0,0,0
"nir",1943,0,0,0
"nir",1944,0,0,0
"nir",1945,0,0,0
"nir",1946,0,0,0
"nir",1947,0,0,0
"nir",1948,0,0,0
"nir",1949,0,0,0
"nir",1950,0,0,0
"nir",1951,0,0,0
"nir",1952,0,0,0
"nir",1953,0,0,0
"nir",1954,0,0,0
"nir",1955,0,0,0
"nir",1956,0,0,0
"nir",1957,0,0,0
"nir",1958,0,0,0
"nir",1959,0,0,0
"nir",1960,0,0,0
"nir",1961,0,0,0
"nir",1962,0,0,0
"nir",1963,0,0,1
"nir",1964,0,0,1
"nir",1965,0,0,0
"nir",1966,0,0,0
"nir",1967,0,0,0
"nir",1968,0,0,0
"nir",1969,0,0,0
"nir",1970,0,0,0
"nir",1971,0,0,0
"nir",1972,0,0,0
"nir",1973,0,0,0
"nir",1974,0,0,0
"nir",1975,0,0,0
"nir",1976,0,0,0
"nir",1977,0,0,0
"nir",1978,0,0,0
"nir",1979,0,0,0
"nir",1980,0,0,0
"nir",1981,0,0,0
"nir",1982,0,0,0
"nir",1983,0,0,0
"nir",1984,0,0,0
"nir",1985,0,0,0
"nir",1986,0,0,0
"nir",1987,0,0,0
"nir",1988,0,0,0
"nir",1989,0,0,0
"nir",1990,0,0,3
"nir",1991,0,0,3
"nir",1992,0,0,0
"nir",1993,0,0.5,4
"nir",1994,0,0,0
"nir",1995,0,0,0
"nir",1996,0,0,0
"nir",1997,0,0,0
"nir",1998,0,0,0
"nir",1999,0,0,0
"nir",2000,1,0,4
"nir",2001,0,0,0
"nir",2002,0,0,0
"nir",2003,0,0,0
"nir",2004,0,0,0
"nir",2005,0,0,0
"nir",2006,0,0,0
"nir",2007,0,0,0
"nir",2008,0,0,0
"nir",2009,0,0,0
"nir",2010,0,0,0
"nir",2011,0,0,0
"nir",2012,0,0,0
"nir",2013,0,0,0
"nir",2014,0,0,0
"nor",1816,0,0,0
"nor",1817,0,0,0
"nor",1818,0,0,0
"nor",1819,0,0,0
"nor",1820,0,0,0
"nor",1821,0,0,0
"nor",1822,0,0,0
"nor",1823,0,0,0
"nor",1824,0,0,0
"nor",1825,0,0,0
"nor",1826,0,0,0
"nor",1827,0,0,0
"nor",1828,0,0,0
"nor",1829,0,0,0
"nor",1830,0,0,0
"nor",1831,0,0,0
"nor",1832,0,0,0
"nor",1833,0,0,0
