"ccode","year","n_selfrule","n_sharedrule","n_RAI"
"isr",1993,2,0,2
"isr",1994,2,0,2
"isr",1995,2,0,2
"isr",1996,2,0,2
"isr",1997,2,0,2
"isr",1998,2,0,2
"isr",1999,2,0,2
"isr",2000,2,0,2
"isr",2001,2,0,2
"isr",2002,2,0,2
"isr",2003,2,0,2
"isr",2004,2,0,2
"isr",2005,2,0,2
"isr",2006,2,0,2
"isr",2007,2,0,2
"isr",2008,2,0,2
"isr",2009,2,0,2
"isr",2010,2,0,2
"isr",2011,2,0,2
"isr",2012,2,0,2
"isr",2013,2,0,2
"isr",2014,2,0,2
"isr",2015,2,0,2
"isr",2016,2,0,2
"isr",2017,2,0,2
"isr",2018,2,0,2
"ita",1950,9.56,0.45,10
"ita",1951,9.56,0.45,10
"ita",1952,9.56,0.45,10
"ita",1953,9.56,0.45,10
"ita",1954,9.56,0.45,10
"ita",1955,9.56,0.45,10
"ita",1956,9.56,0.45,10
"ita",1957,9.56,0.45,10
"ita",1958,9.56,0.45,10
"ita",1959,9.56,0.45,10
"ita",1960,9.56,0.45,10
"ita",1961,9.56,0.45,10
"ita",1962,9.56,0.45,10
"ita",1963,9.8,0.51,10.31
"ita",1964,9.8,0.51,10.31
"ita",1965,9.8,0.51,10.31
"ita",1966,9.8,0.51,10.31
"ita",1967,9.8,0.51,10.31
"ita",1968,9.8,0.51,10.31
"ita",1969,9.8,0.51,10.31
"ita",1970,16.59,0.51,17.1
"ita",1971,16.59,0.51,17.1
"ita",1972,17.47,0.51,17.98
"ita",1973,17.47,0.51,17.98
"ita",1974,16.49,0.51,17
"ita",1975,16.49,0.51,17
"ita",1976,16.49,0.51,17
"ita",1977,17.34,0.51,17.85
"ita",1978,17.34,0.51,17.85
"ita",1979,17.34,0.51,17.85
"ita",1980,17.34,0.51,17.85
"ita",1981,17.34,0.51,17.85
"ita",1982,17.34,0.51,17.85
"ita",1983,17.34,0.51,17.85
"ita",1984,17.34,0.51,17.85
"ita",1985,17.34,0.51,17.85
"ita",1986,17.34,0.51,17.85
"ita",1987,17.34,0.51,17.85
"ita",1988,17.34,0.51,17.85
"ita",1989,17.34,1.52,18.86
"ita",1990,18.19,1.52,19.71
"ita",1991,18.19,1.52,19.71
"ita",1992,18.19,1.52,19.71
"ita",1993,19.17,1.52,20.69
"ita",1994,19.17,1.52,20.69
"ita",1995,19.17,1.52,20.69
"ita",1996,19.17,1.52,20.69
"ita",1997,19.17,1.52,20.69
"ita",1998,21.2,1.52,22.73
"ita",1999,21.2,1.52,22.73
"ita",2000,21.2,1.52,22.73
"ita",2001,24.05,3.22,27.27
"ita",2002,24.05,3.22,27.27
"ita",2003,24.05,3.22,27.27
"ita",2004,24.05,3.22,27.27
"ita",2005,24.05,3.22,27.27
"ita",2006,24.05,3.22,27.27
"ita",2007,24.05,3.22,27.27
"ita",2008,24.05,3.22,27.27
"ita",2009,24.05,3.22,27.27
"ita",2010,24.05,3.22,27.27
"ita",2011,24.05,3.22,27.27
"ita",2012,24.05,3.22,27.27
"ita",2013,23.07,3.22,26.29
"ita",2014,22.26,3.22,25.48
"ita",2015,22.86,3.22,26.08
"ita",2016,22.87,3.22,26.1
"ita",2017,22.87,3.22,26.1
"ita",2018,22.73,3.22,25.95
"jam",1962,0,0,0
"jam",1963,0,0,0
"jam",1964,0,0,0
"jam",1965,0,0,0
"jam",1966,0,0,0
"jam",1967,0,0,0
"jam",1968,0,0,0
"jam",1969,0,0,0
"jam",1970,0,0,0
"jam",1971,0,0,0
"jam",1972,0,0,0
"jam",1973,0,0,0
"jam",1974,0,0,0
"jam",1975,0,0,0
"jam",1976,0,0,0
"jam",1977,0,0,0
"jam",1978,0,0,0
"jam",1979,0,0,0
"jam",1980,0,0,0
"jam",1981,0,0,0
"jam",1982,0,0,0
"jam",1983,0,0,0
"jam",1984,0,0,0
"jam",1985,0,0,0
"jam",1986,0,0,0
"jam",1987,0,0,0
"jam",1988,0,0,0
"jam",1989,0,0,0
"jam",1990,0,0,0
"jam",1991,0,0,0
"jam",1992,0,0,0
"jam",1993,0,0,0
"jam",1994,0,0,0
"jam",1995,0,0,0
"jam",1996,0,0,0
"jam",1997,0,0,0
"jam",1998,0,0,0
"jam",1999,0,0,0
"jam",2000,0,0,0
"jam",2001,0,0,0
"jam",2002,0,0,0
"jam",2003,0,0,0
"jam",2004,0,0,0
"jam",2005,0,0,0
"jam",2006,0,0,0
"jam",2007,0,0,0
"jam",2008,0,0,0
"jam",2009,0,0,0
"jam",2010,0,0,0
"jam",2011,0,0,0
"jam",2012,0,0,0
"jam",2013,0,0,0
"jam",2014,0,0,0
"jam",2015,0,0,0
"jam",2016,0,0,0
"jam",2017,0,0,0
"jam",2018,0,0,0
"jpn",1950,10,0,10
"jpn",1951,10,0,10
"jpn",1952,10,0,10
"jpn",1953,10,0,10
"jpn",1954,10,0,10
"jpn",1955,10,0,10
"jpn",1956,10,0,10
"jpn",1957,10.83,0,10.83
"jpn",1958,10.83,0,10.83
"jpn",1959,10.83,0,10.83
"jpn",1960,10.83,0,10.83
"jpn",1961,10.83,0,10.83
"jpn",1962,10.83,0,10.83
"jpn",1963,10.89,0,10.89
"jpn",1964,10.89,0,10.89
"jpn",1965,10.89,0,10.89
"jpn",1966,10.89,0,10.89
"jpn",1967,10.89,0,10.89
"jpn",1968,10.89,0,10.89
"jpn",1969,10.89,0,10.89
"jpn",1970,10.89,0,10.89
"jpn",1971,10.89,0,10.89
"jpn",1972,11.25,0,11.25
"jpn",1973,11.25,0,11.25
"jpn",1974,11.25,0,11.25
"jpn",1975,11.25,0,11.25
"jpn",1976,11.25,0,11.25
"jpn",1977,11.25,0,11.25
"jpn",1978,11.25,0,11.25
"jpn",1979,11.25,0,11.25
"jpn",1980,11.33,0,11.33
"jpn",1981,11.33,0,11.33
"jpn",1982,11.33,0,11.33
"jpn",1983,11.33,0,11.33
"jpn",1984,11.33,0,11.33
"jpn",1985,11.33,0,11.33
"jpn",1986,11.33,0,11.33
"jpn",1987,11.33,0,11.33
"jpn",1988,11.33,0,11.33
"jpn",1989,11.41,0,11.41
"jpn",1990,11.41,0,11.41
"jpn",1991,11.41,0,11.41
"jpn",1992,12.64,0,12.64
"jpn",1993,12.64,0,12.64
"jpn",1994,12.64,0,12.64
"jpn",1995,12.64,0,12.64
"jpn",1996,13.25,0,13.25
"jpn",1997,13.4,0,13.4
"jpn",1998,13.53,0,13.53
"jpn",1999,13.65,0,13.65
"jpn",2000,15.08,0,15.08
"jpn",2001,15.24,0,15.24
"jpn",2002,15.45,0,15.45
"jpn",2003,15.73,0,15.73
"jpn",2004,15.75,0,15.75
"jpn",2005,15.83,0,15.83
"jpn",2006,17.24,0,17.24
"jpn",2007,17.37,0,17.37
"jpn",2008,17.53,0,17.53
"jpn",2009,17.65,0,17.65
"jpn",2010,17.72,0,17.72
"jpn",2011,17.69,0,17.69
"jpn",2012,17.73,0,17.73
"jpn",2013,17.76,0,17.76
"jpn",2014,17.82,0,17.82
"jpn",2015,17.9,0,17.9
"jpn",2016,17.95,0,17.95
"jpn",2017,17.97,0,17.97
"jpn",2018,18.14,0,18.14
"khm",1953,4,0,4
"khm",1954,4,0,4
"khm",1955,4,0,4
"khm",1956,4,0,4
"khm",1957,4,0,4
"khm",1958,4,0,4
"khm",1959,4,0,4
"khm",1960,4,0,4
"khm",1961,4,0,4
"khm",1962,4,0,4
"khm",1963,4,0,4
"khm",1964,4,0,4
"khm",1965,4,0,4
"khm",1966,4,0,4
"khm",1967,4,0,4
"khm",1968,4,0,4
"khm",1969,4,0,4
"khm",1970,1,0,1
"khm",1971,1,0,1
"khm",1972,1,3,4
"khm",1973,1,3,4
"khm",1974,1,3,4
"khm",1975,0,0,0
"khm",1976,0,0,0
"khm",1977,0,0,0
"khm",1978,0,0,0
"khm",1979,3,0,3
"khm",1980,3,0,3
"khm",1981,3,0,3
"khm",1982,3,0,3
"khm",1983,3,0,3
"khm",1984,3,0,3
"khm",1985,3,0,3
"khm",1986,3,0,3
"khm",1987,3,0,3
"khm",1988,3,0,3
"khm",1989,3,0,3
"khm",1990,3,0,3
"khm",1991,3,0,3
"khm",1992,3,0,3
"khm",1993,1,0,1
"khm",1994,1,0,1
"khm",1995,1,0,1
"khm",1996,1,0,1
"khm",1997,1,0,1
"khm",1998,1,0,1
"khm",1999,1,0,1
"khm",2000,1,0,1
"khm",2001,2,0,2
"khm",2002,2,0,2
"khm",2003,2,0,2
"khm",2004,2,0,2
"khm",2005,2,0,2
"khm",2006,2,0,2
"khm",2007,2,0,2
"khm",2008,5,0,5
"khm",2009,5,0,5
"khm",2010,5,0,5
"khm",2011,5,0,5
"khm",2012,5,0,5
"khm",2013,5,0,5
"khm",2014,5,0,5
"khm",2015,5,0,5
"khm",2016,5,0,5
"khm",2017,5,0,5
"khm",2018,5,0,5
"kor",1952,5,0,5
"kor",1953,5,0,5
"kor",1954,5,0,5
"kor",1955,5,0,5
"kor",1956,5,0,5
"kor",1957,5,0,5
"kor",1958,5,0,5
"kor",1959,5,0,5
"kor",1960,7,0,7
"kor",1961,1,0,1
"kor",1962,1,0,1
"kor",1963,1,0,1
"kor",1964,1,0,1
"kor",1965,1,0,1
"kor",1966,1,0,1
"kor",1967,1,0,1
"kor",1968,1,0,1
"kor",1969,1,0,1
"kor",1970,1,0,1
"kor",1971,1,0,1
"kor",1972,1,0,1
"kor",1973,1,0,1
"kor",1974,1,0,1
"kor",1975,1,0,1
"kor",1976,1,0,1
"kor",1977,1,0,1
"kor",1978,1,0,1
"kor",1979,1,0,1
"kor",1980,1,0,1
"kor",1981,1,0,1
"kor",1982,1,0,1
"kor",1983,1,0,1
"kor",1984,1,0,1
"kor",1985,1,0,1
"kor",1986,1,0,1
"kor",1987,1,0,1
"kor",1988,1,0,1
"kor",1989,1,0,1
"kor",1990,1,0.56,1.56
"kor",1991,7,0.56,7.56
"kor",1992,7,0.56,7.56
"kor",1993,7,0.56,7.56
"kor",1994,7,0.56,7.56
"kor",1995,9,0.56,9.56
"kor",1996,9,0.56,9.56
"kor",1997,9,0.56,9.56
"kor",1998,9,0.56,9.56
"kor",1999,10,0.56,10.56
"kor",2000,10,0.56,10.56
"kor",2001,10,0.56,10.56
"kor",2002,10,0.56,10.56
"kor",2003,10,0.56,10.56
"kor",2004,11,2.19,13.19
"kor",2005,11,2.19,13.19
"kor",2006,11,2.22,13.22
"kor",2007,11,2.22,13.22
"kor",2008,11,2.22,13.22
"kor",2009,11,2.22,13.22
"kor",2010,11,2.22,13.22
"kor",2011,11,2.22,13.22
"kor",2012,11,2.22,13.22
"kor",2013,11,2.22,13.22
"kor",2014,11,2.22,13.22
"kor",2015,11,2.22,13.22
"kor",2016,11,2.22,13.22
"kor",2017,11,2.22,13.22
"kor",2018,11,2.22,13.22
"kos",2008,0,0,0
"kos",2009,0,0,0
"kos",2010,0,0,0
"kos",2011,0,0,0
"kos",2012,0,0,0
"kos",2013,0,0,0
"kos",2014,0,0,0
"kos",2015,0,0,0
"kos",2016,0,0,0
"kos",2017,0,0,0
"kos",2018,0,0,0
"lao",1953,1,0,1
"lao",1954,1,0,1
"lao",1955,1,0,1
"lao",1956,1,0,1
"lao",1957,1,0,1
"lao",1958,1,0,1
"lao",1959,1,0,1
"lao",1960,1,0,1
"lao",1961,1,0,1
"lao",1962,1,0,1
"lao",1963,1,0,1
"lao",1964,1,0,1
"lao",1965,0,0,0
"lao",1966,0,0,0
"lao",1967,0,0,0
"lao",1968,0,0,0
"lao",1969,0,0,0
"lao",1970,0,0,0
"lao",1971,0,0,0
"lao",1972,0,0,0
"lao",1973,0,0,0
"lao",1974,0,0,0
"lao",1975,0,0,0
"lao",1976,0,0,0
"lao",1977,0,0,0
"lao",1978,0,0,0
"lao",1979,0,0,0
"lao",1980,0,0,0
"lao",1981,1,0,1
"lao",1982,1,0,1
"lao",1983,1,0,1
"lao",1984,1,0,1
"lao",1985,1,0,1
"lao",1986,1,0,1
"lao",1987,1,0,1
"lao",1988,1,0,1
"lao",1989,0.87,0,0.87
"lao",1990,0.87,0,0.87
"lao",1991,1,0,1
"lao",1992,1,0,1
"lao",1993,1,0,1
"lao",1994,0.99,0,0.99
"lao",1995,0.99,0,0.99
"lao",1996,0.99,0,0.99
"lao",1997,0.99,0,0.99
"lao",1998,0.99,0,0.99
"lao",1999,0.99,0,0.99
"lao",2000,0.99,0,0.99
"lao",2001,0.99,0,0.99
"lao",2002,0.99,0,0.99
"lao",2003,0.99,0,0.99
"lao",2004,0.99,0,0.99
"lao",2005,0.99,0,0.99
"lao",2006,0.99,0,0.99
"lao",2007,1,0,1
"lao",2008,1,0,1
"lao",2009,0.13,0,0.13
"lao",2010,0.13,0,0.13
"lao",2011,1,0,1
"lao",2012,1,0,1
"lao",2013,1,0,1
"lao",2014,1,0,1
"lao",2015,1,0,1
"lao",2016,1,0,1
"lao",2017,1,0,1
"lao",2018,1,0,1
"lka",1950,1,0,1
"lka",1951,1,0,1
"lka",1952,1,0,1
"lka",1953,1,0,1
"lka",1954,1,0,1
"lka",1955,1,0,1
"lka",1956,1,0,1
"lka",1957,1,0,1
"lka",1958,1,0,1
"lka",1959,1,0,1
"lka",1960,1,0,1
"lka",1961,1,0,1
"lka",1962,1,0,1
"lka",1963,1,0,1
"lka",1964,1,0,1
"lka",1965,1,0,1
"lka",1966,1,0,1
"lka",1967,1,0,1
"lka",1968,1,0,1
"lka",1969,1,0,1
"lka",1970,1,0,1
"lka",1971,1,0,1
"lka",1972,1,0,1
"lka",1973,1,0,1
"lka",1974,1,0,1
"lka",1975,1,0,1
"lka",1976,1,0,1
"lka",1977,1,0,1
"lka",1978,1,0,1
"lka",1979,1,0,1
"lka",1980,1,0,1
"lka",1981,1,0,1
"lka",1982,1,0,1
"lka",1983,1,0,1
"lka",1984,1,0,1
"lka",1985,1,0,1
"lka",1986,1,0,1
"lka",1987,11,0,11
"lka",1988,11,0,11
"lka",1989,11,0,11
"lka",1990,9.78,0,9.78
"lka",1991,9.78,0,9.78
"lka",1992,9.78,0,9.78
"lka",1993,9.78,0,9.78
"lka",1994,9.78,0,9.78
"lka",1995,9.78,0,9.78
"lka",1996,9.78,0,9.78
"lka",1997,9.78,0,9.78
"lka",1998,9.78,0,9.78
"lka",1999,9.78,0,9.78
"lka",2000,9.78,0,9.78
"lka",2001,9.78,0,9.78
"lka",2002,9.78,0,9.78
"lka",2003,9.78,0,9.78
"lka",2004,9.78,0,9.78
"lka",2005,9.78,0,9.78
"lka",2006,9.78,0,9.78
"lka",2007,9.78,0,9.78
"lka",2008,10.44,0,10.44
"lka",2009,10.44,0,10.44
"lka",2010,10.44,0,10.44
"lka",2011,10.44,0,10.44
"lka",2012,10.44,0,10.44
"lka",2013,10.44,0,10.44
"lka",2014,11,0,11
"lka",2015,11,0,11
"lka",2016,11,0,11
"lka",2017,11,0,11
"lka",2018,11,0,11
"ltu",1992,0,0,0
"ltu",1993,0,0,0
"ltu",1994,0,0,0
"ltu",1995,1,0,1
"ltu",1996,1,0,1
"ltu",1997,1,0,1
"ltu",1998,1,0,1
"ltu",1999,1,0,1
"ltu",2000,4,0,4
"ltu",2001,4,0,4
"ltu",2002,4,0,4
"ltu",2003,4,0,4
"ltu",2004,4,0,4
"ltu",2005,4,0,4
"ltu",2006,4,0,4
"ltu",2007,4,0,4
"ltu",2008,4,0,4
"ltu",2009,4,0,4
"ltu",2010,2,0,2
"ltu",2011,2,0,2
"ltu",2012,2,0,2
"ltu",2013,2,0,2
"ltu",2014,2,0,2
"ltu",2015,2,0,2
"ltu",2016,2,0,2
"ltu",2017,2,0,2
"ltu",2018,2,0,2
"lux",1950,0,0,0
"lux",1951,0,0,0
"lux",1952,0,0,0
"lux",1953,0,0,0
"lux",1954,0,0,0
"lux",1955,0,0,0
"lux",1956,0,0,0
"lux",1957,0,0,0
"lux",1958,0,0,0
"lux",1959,0,0,0
"lux",1960,0,0,0
"lux",1961,0,0,0
"lux",1962,0,0,0
"lux",1963,0,0,0
"lux",1964,0,0,0
"lux",1965,0,0,0
"lux",1966,0,0,0
"lux",1967,0,0,0
"lux",1968,0,0,0
"lux",1969,0,0,0
"lux",1970,0,0,0
"lux",1971,0,0,0
"lux",1972,0,0,0
"lux",1973,0,0,0
"lux",1974,0,0,0
"lux",1975,0,0,0
"lux",1976,0,0,0
"lux",1977,0,0,0
"lux",1978,0,0,0
"lux",1979,0,0,0
"lux",1980,0,0,0
"lux",1981,0,0,0
"lux",1982,0,0,0
"lux",1983,0,0,0
"lux",1984,0,0,0
"lux",1985,0,0,0
"lux",1986,0,0,0
"lux",1987,0,0,0
"lux",1988,0,0,0
"lux",1989,0,0,0
"lux",1990,0,0,0
"lux",1991,0,0,0
"lux",1992,0,0,0
"lux",1993,0,0,0
"lux",1994,0,0,0
"lux",1995,0,0,0
"lux",1996,0,0,0
"lux",1997,0,0,0
"lux",1998,0,0,0
"lux",1999,0,0,0
"lux",2000,0,0,0
"lux",2001,0,0,0
"lux",2002,0,0,0
"lux",2003,0,0,0
"lux",2004,0,0,0
"lux",2005,0,0,0
"lux",2006,0,0,0
"lux",2007,0,0,0
"lux",2008,0,0,0
"lux",2009,0,0,0
"lux",2010,0,0,0
"lux",2011,0,0,0
"lux",2012,0,0,0
"lux",2013,0,0,0
"lux",2014,0,0,0
"lux",2015,0,0,0
"lux",2016,0,0,0
"lux",2017,0,0,0
"lux",2018,0,0,0
"lva",1990,0,0,0
"lva",1991,0,0,0
"lva",1992,0,0,0
"lva",1993,0,0,0
"lva",1994,0,0,0
"lva",1995,0,0,0
"lva",1996,0,0,0
"lva",1997,0,0,0
"lva",1998,0,0,0
"lva",1999,0,0,0
"lva",2000,0,0,0
"lva",2001,0,0,0
"lva",2002,0,0,0
"lva",2003,0,0,0
"lva",2004,0,0,0
"lva",2005,0,0,0
"lva",2006,0,0,0
"lva",2007,0,0,0
"lva",2008,0,0,0
"lva",2009,4,0,4
"lva",2010,4,0,4
"lva",2011,4,0,4
"lva",2012,4,0,4
"lva",2013,4,0,4
"lva",2014,4,0,4
"lva",2015,4,0,4
"lva",2016,4,0,4
"lva",2017,4,0,4
"lva",2018,4,0,4
"mex",1950,8.21,5.89,14.1
"mex",1951,8.21,5.89,14.1
"mex",1952,8.21,5.89,14.1
"mex",1953,8.4,6.07,14.48
"mex",1954,8.4,6.07,14.48
"mex",1955,8.4,6.07,14.48
"mex",1956,8.4,6.07,14.48
"mex",1957,8.4,6.07,14.48
"mex",1958,8.4,6.07,14.48
"mex",1959,8.4,6.07,14.48
"mex",1960,8.4,6.07,14.48
"mex",1961,8.4,6.07,14.48
"mex",1962,8.4,6.07,14.48
"mex",1963,8.4,6.07,14.48
"mex",1964,8.4,6.07,14.48
"mex",1965,8.4,6.07,14.48
"mex",1966,8.4,6.07,14.48
"mex",1967,8.4,6.07,14.48
"mex",1968,8.4,6.07,14.48
"mex",1969,8.4,6.07,14.48
"mex",1970,8.4,6.07,14.48
"mex",1971,8.4,6.07,14.48
"mex",1972,8.4,6.07,14.48
"mex",1973,8.4,6.07,14.48
"mex",1974,8.53,6.18,14.71
"mex",1975,8.53,6.18,14.71
"mex",1976,8.53,6.18,14.71
"mex",1977,8.53,6.18,14.71
"mex",1978,8.53,6.18,14.71
"mex",1979,8.53,6.18,14.71
"mex",1980,7.61,5.18,12.79
"mex",1981,7.61,5.18,12.79
"mex",1982,7.61,5.18,12.79
"mex",1983,8.53,5.18,13.71
"mex",1984,8.53,5.18,13.71
"mex",1985,8.53,5.18,13.71
"mex",1986,8.53,5.18,13.71
"mex",1987,8.53,5.18,13.71
"mex",1988,8.76,5.18,13.95
"mex",1989,9.68,5.18,14.87
"mex",1990,9.68,5.18,14.87
"mex",1991,9.68,5.18,14.87
"mex",1992,9.68,5.18,14.87
"mex",1993,10.68,5.18,15.87
"mex",1994,11.61,5.18,16.79
"mex",1995,11.61,5.18,16.79
"mex",1996,11.61,5.18,16.79
"mex",1997,13.84,5.18,19.03
"mex",1998,13.84,5.18,19.03
"mex",1999,13.84,5.18,19.03
"mex",2000,13.84,5.18,19.03
"mex",2001,13.84,5.18,19.03
"mex",2002,13.84,5.18,19.03
"mex",2003,13.84,5.18,19.03
"mex",2004,14.84,5.18,20.03
"mex",2005,14.84,5.18,20.03
"mex",2006,14.99,5.18,20.17
"mex",2007,14.99,5.18,20.17
"mex",2008,15.86,5.18,21.05
"mex",2009,15.91,5.18,21.1
"mex",2010,15.91,5.18,21.1
"mex",2011,15.91,5.18,21.1
"mex",2012,15.91,5.18,21.1
"mex",2013,15.91,5.18,21.1
"mex",2014,15.91,5.18,21.1
"mex",2015,15.91,5.18,21.1
"mex",2016,16.07,5.18,21.25
"mex",2017,16.07,5.34,21.41
"mex",2018,16.07,5.34,21.41
"mkd",1991,0,0,0
"mkd",1992,0,0,0
"mkd",1993,0,0,0
"mkd",1994,0,0,0
"mkd",1995,0,0,0
"mkd",1996,2.08,0,2.08
"mkd",1997,2.08,0,2.08
"mkd",1998,2.08,0,2.08
"mkd",1999,2.08,0,2.08
"mkd",2000,2.08,0,2.08
"mkd",2001,2.08,0,2.08
"mkd",2002,2.08,0,2.08
"mkd",2003,2.08,0,2.08
"mkd",2004,2.26,0,2.26
"mkd",2005,2.26,0,2.26
"mkd",2006,2.26,0,2.26
"mkd",2007,4.26,0,4.26
"mkd",2008,4.26,0,4.26
"mkd",2009,4.26,0,4.26
"mkd",2010,4.26,0,4.26
"mkd",2011,4.26,0,4.26
"mkd",2012,4.26,0,4.26
"mkd",2013,4.26,0,4.26
"mkd",2014,4.26,0,4.26
"mkd",2015,4.26,0,4.26
"mkd",2016,4.26,0,4.26
"mkd",2017,4.26,0,4.26
"mkd",2018,4.26,0,4.26
"mlt",1964,0,0,0
"mlt",1965,0,0,0
"mlt",1966,0,0,0
"mlt",1967,0,0,0
"mlt",1968,0,0,0
"mlt",1969,0,0,0
"mlt",1970,0,0,0
"mlt",1971,0,0,0
"mlt",1972,0,0,0
"mlt",1973,0,0,0
"mlt",1974,0,0,0
"mlt",1975,0,0,0
"mlt",1976,0,0,0
"mlt",1977,0,0,0
"mlt",1978,0,0,0
"mlt",1979,0,0,0
"mlt",1980,0,0,0
"mlt",1981,0,0,0
"mlt",1982,0,0,0
"mlt",1983,0,0,0
"mlt",1984,0,0,0
"mlt",1985,0,0,0
"mlt",1986,0,0,0
"mlt",1987,0,0,0
"mlt",1988,0,0,0
"mlt",1989,0,0,0
"mlt",1990,0,0,0
"mlt",1991,0,0,0
"mlt",1992,0,0,0
"mlt",1993,0,0,0
"mlt",1994,0,0,0
"mlt",1995,0,0,0
"mlt",1996,0,0,0
"mlt",1997,0,0,0
"mlt",1998,0,0,0
"mlt",1999,0,0,0
"mlt",2000,0,0,0
"mlt",2001,0,0,0
"mlt",2002,0,0,0
"mlt",2003,0,0,0
"mlt",2004,0,0,0
"mlt",2005,0,0,0
"mlt",2006,0,0,0
"mlt",2007,0,0,0
"mlt",2008,0,0,0
"mlt",2009,0,0,0
"mlt",2010,0,0,0
"mlt",2011,0,0,0
"mlt",2012,0,0,0
"mlt",2013,0,0,0
"mlt",2014,0,0,0
"mlt",2015,0,0,0
"mlt",2016,0,0,0
"mlt",2017,0,0,0
"mlt",2018,0,0,0
"mmr",1950,3.33,0.31,3.63
"mmr",1951,3.33,0.31,3.63
"mmr",1952,3.33,0.31,3.63
"mmr",1953,3.33,0.31,3.63
"mmr",1954,3.33,0.31,3.63
"mmr",1955,3.33,0.31,3.63
"mmr",1956,3.33,0.31,3.63
"mmr",1957,3.33,0.31,3.63
"mmr",1958,3.33,0.31,3.63
"mmr",1959,3.33,0.31,3.63
"mmr",1960,3.33,0.31,3.63
"mmr",1961,3.33,0.31,3.63
"mmr",1962,2,0,2
"mmr",1963,2,0,2
"mmr",1964,2,0,2
"mmr",1965,2,0,2
"mmr",1966,2,0,2
"mmr",1967,2,0,2
"mmr",1968,2,0,2
"mmr",1969,2,0,2
"mmr",1970,2,0,2
"mmr",1971,2,0,2
"mmr",1972,2,0,2
"mmr",1973,2,0,2
"mmr",1974,8,0,8
"mmr",1975,8,0,8
"mmr",1976,8,0,8
"mmr",1977,8,0,8
"mmr",1978,8,0,8
"mmr",1979,8,0,8
"mmr",1980,8,0,8
"mmr",1981,8,0,8
"mmr",1982,8,0,8
"mmr",1983,8,0,8
"mmr",1984,8,0,8
"mmr",1985,8,0,8
"mmr",1986,8,0,8
"mmr",1987,8,0,8
"mmr",1988,3,0,3
"mmr",1989,3,0,3
"mmr",1990,3,0,3
"mmr",1991,3,0,3
"mmr",1992,3,0,3
"mmr",1993,3,0,3
"mmr",1994,3,0,3
"mmr",1995,3,0,3
"mmr",1996,3,0,3
"mmr",1997,3,0,3
"mmr",1998,3,0,3
"mmr",1999,3,0,3
"mmr",2000,3,0,3
"mmr",2001,3,0,3
"mmr",2002,3,0,3
"mmr",2003,3,0,3
"mmr",2004,3,0,3
"mmr",2005,3,0,3
"mmr",2006,3,0,3
"mmr",2007,3,0,3
"mmr",2008,3,0,3
"mmr",2009,3,0,3
"mmr",2010,2.98,0,2.98
"mmr",2011,7.99,4.9,12.89
"mmr",2012,7.99,4.9,12.89
"mmr",2013,7.99,4.9,12.89
"mmr",2014,7.99,4.9,12.89
"mmr",2015,7.99,4.9,12.89
"mmr",2016,7.99,4.9,12.89
"mmr",2017,7.99,4.9,12.89
"mmr",2018,7.99,4.9,12.89
"mne",2006,0,0,0
"mne",2007,0,0,0
"mne",2008,0,0,0
"mne",2009,0,0,0
"mne",2010,0,0,0
"mne",2011,0,0,0
"mne",2012,0,0,0
"mne",2013,0,0,0
"mne",2014,0,0,0
"mne",2015,0,0,0
"mne",2016,0,0,0
"mne",2017,0,0,0
"mne",2018,0,0,0
"mng",1992,2.04,0,2.04
"mng",1993,2.04,0,2.04
"mng",1994,3.07,0.34,3.41
"mng",1995,3.07,0.34,3.41
"mng",1996,3.07,0.34,3.41
"mng",1997,3.07,0.34,3.41
"mng",1998,3.07,0.34,3.41
"mng",1999,3.07,0.34,3.41
"mng",2000,3.07,0.34,3.41
"mng",2001,3.07,0.34,3.41
"mng",2002,3.07,0.34,3.41
"mng",2003,3.07,0.34,3.41
"mng",2004,3.07,0.34,3.41
"mng",2005,3.07,0.34,3.41
"mng",2006,3.07,0.34,3.41
"mng",2007,3.07,0.34,3.41
"mng",2008,3.07,0.34,3.41
"mng",2009,3.07,0.34,3.41
"mng",2010,4.06,0.45,4.51
"mng",2011,4.06,0.45,4.51
"mng",2012,4.06,0.45,4.51
"mng",2013,4.06,0.45,4.51
"mng",2014,4.06,0.45,4.51
"mng",2015,4.06,0.45,4.51
"mng",2016,4.06,0.45,4.51
"mng",2017,4.06,0.45,4.51
"mng",2018,4.06,0.45,4.51
"mys",1957,17,8.5,25.5
"mys",1958,17,8.5,25.5
"mys",1959,17,8.5,25.5
"mys",1960,17,8.5,25.5
"mys",1961,17,8.5,25.5
"mys",1962,17,8.5,25.5
"mys",1963,16.67,8.5,25.17
"mys",1964,16.67,8,24.67
"mys",1965,14.05,8,22.05
"mys",1966,14.05,8,22.05
"mys",1967,14.05,8,22.05
"mys",1968,14.05,8,22.05
"mys",1969,14.05,3,17.05
"mys",1970,14.05,3,17.05
"mys",1971,14.05,3,17.05
"mys",1972,14.05,8,22.05
"mys",1973,14.05,8,22.05
"mys",1974,13.34,7.53,20.87
"mys",1975,13.34,7.53,20.87
"mys",1976,14.07,7.53,21.6
"mys",1977,14.07,7.53,21.6
"mys",1978,14.07,7.53,21.6
"mys",1979,14.07,7.53,21.6
"mys",1980,14.07,7.53,21.6
"mys",1981,14.07,7.53,21.6
"mys",1982,14.07,7.53,21.6
"mys",1983,14.07,7.53,21.6
"mys",1984,14.03,7.5,21.53
