"ccode","year","n_selfrule","n_sharedrule","n_RAI"
"pry",2014,8.16,0,8.16
"pry",2015,8.16,0,8.16
"pry",2016,8.16,0,8.16
"pry",2017,8.16,0,8.16
"pry",2018,8.16,0,8.16
"rou",1991,5.19,0,5.19
"rou",1992,5.19,0,5.19
"rou",1993,5.19,0,5.19
"rou",1994,6.19,0,6.19
"rou",1995,6.19,0,6.19
"rou",1996,7.09,0,7.09
"rou",1997,7.09,0,7.09
"rou",1998,9.09,0,9.09
"rou",1999,10.09,0,10.09
"rou",2000,10.09,0,10.09
"rou",2001,10.09,0,10.09
"rou",2002,10.09,0,10.09
"rou",2003,10.09,0,10.09
"rou",2004,10.09,0,10.09
"rou",2005,10.09,0,10.09
"rou",2006,10.09,0,10.09
"rou",2007,10.09,0,10.09
"rou",2008,10.09,0,10.09
"rou",2009,10.09,0,10.09
"rou",2010,10.09,0,10.09
"rou",2011,10.09,0,10.09
"rou",2012,10.09,0,10.09
"rou",2013,10.09,0,10.09
"rou",2014,10.09,0,10.09
"rou",2015,10.09,0,10.09
"rou",2016,10.09,0,10.09
"rou",2017,10.09,0,10.09
"rou",2018,10.09,0,10.09
"rus",1993,13.8,4,17.8
"rus",1994,13.83,4.03,17.86
"rus",1995,13.89,4.07,17.97
"rus",1996,13.6,7,20.6
"rus",1997,14.39,7,21.39
"rus",1998,14.74,7,21.74
"rus",1999,14.74,7,21.74
"rus",2000,15.33,8,23.33
"rus",2001,15.33,8,23.33
"rus",2002,15.33,8,23.33
"rus",2003,14.5,8,22.5
"rus",2004,14.43,8,22.43
"rus",2005,13.91,8,21.91
"rus",2006,13.11,8,21.11
"rus",2007,12.45,8,20.45
"rus",2008,12.25,8,20.25
"rus",2009,12.15,8,20.15
"rus",2010,12.08,8,20.08
"rus",2011,12.08,8,20.08
"rus",2012,12.08,8,20.08
"rus",2013,12.16,8,20.16
"rus",2014,12.47,8,20.47
"rus",2015,13.21,8,21.21
"rus",2016,13.63,8,21.63
"rus",2017,13.71,8,21.71
"rus",2018,13.86,8,21.86
"scg",1992,23.31,8,31.31
"scg",1993,23.31,8,31.31
"scg",1994,23.31,8,31.31
"scg",1995,23.31,8,31.31
"scg",1996,23.31,8,31.31
"scg",1997,23.31,8,31.31
"scg",1998,23.31,8,31.31
"scg",1999,21.41,8,29.41
"scg",2000,21.82,8,29.82
"scg",2001,21.82,8,29.82
"scg",2002,22.06,8,30.06
"scg",2003,22.06,9,31.06
"scg",2004,22.06,9,31.06
"scg",2005,22.06,9,31.06
"scg",2006,22.06,9,31.06
"sgp",1965,0,0,0
"sgp",1966,0,0,0
"sgp",1967,0,0,0
"sgp",1968,0,0,0
"sgp",1969,0,0,0
"sgp",1970,0,0,0
"sgp",1971,0,0,0
"sgp",1972,0,0,0
"sgp",1973,0,0,0
"sgp",1974,0,0,0
"sgp",1975,0,0,0
"sgp",1976,0,0,0
"sgp",1977,0,0,0
"sgp",1978,0,0,0
"sgp",1979,0,0,0
"sgp",1980,0,0,0
"sgp",1981,0,0,0
"sgp",1982,0,0,0
"sgp",1983,0,0,0
"sgp",1984,0,0,0
"sgp",1985,0,0,0
"sgp",1986,0,0,0
"sgp",1987,0,0,0
"sgp",1988,0,0,0
"sgp",1989,0,0,0
"sgp",1990,0,0,0
"sgp",1991,0,0,0
"sgp",1992,0,0,0
"sgp",1993,0,0,0
"sgp",1994,0,0,0
"sgp",1995,0,0,0
"sgp",1996,0,0,0
"sgp",1997,0,0,0
"sgp",1998,0,0,0
"sgp",1999,0,0,0
"sgp",2000,0,0,0
"sgp",2001,0,0,0
"sgp",2002,0,0,0
"sgp",2003,0,0,0
"sgp",2004,0,0,0
"sgp",2005,0,0,0
"sgp",2006,0,0,0
"sgp",2007,0,0,0
"sgp",2008,0,0,0
"sgp",2009,0,0,0
"sgp",2010,0,0,0
"sgp",2011,0,0,0
"sgp",2012,0,0,0
"sgp",2013,0,0,0
"sgp",2014,0,0,0
"sgp",2015,0,0,0
"sgp",2016,0,0,0
"sgp",2017,0,0,0
"sgp",2018,0,0,0
"slv",1950,1,0,1
"slv",1951,1,0,1
"slv",1952,1,0,1
"slv",1953,1,0,1
"slv",1954,1,0,1
"slv",1955,1,0,1
"slv",1956,1,0,1
"slv",1957,1,0,1
"slv",1958,1,0,1
"slv",1959,1,0,1
"slv",1960,1,0,1
"slv",1961,1,0,1
"slv",1962,1,0,1
"slv",1963,1,0,1
"slv",1964,1,0,1
"slv",1965,1,0,1
"slv",1966,1,0,1
"slv",1967,1,0,1
"slv",1968,1,0,1
"slv",1969,1,0,1
"slv",1970,1,0,1
"slv",1971,1,0,1
"slv",1972,1,0,1
"slv",1973,1,0,1
"slv",1974,1,0,1
"slv",1975,1,0,1
"slv",1976,1,0,1
"slv",1977,1,0,1
"slv",1978,1,0,1
"slv",1979,1,0,1
"slv",1980,0,0,0
"slv",1981,0,0,0
"slv",1982,0,0,0
"slv",1983,0,0,0
"slv",1984,0,0,0
"slv",1985,0,0,0
"slv",1986,0,0,0
"slv",1987,0,0,0
"slv",1988,0,0,0
"slv",1989,0,0,0
"slv",1990,0,0,0
"slv",1991,0,0,0
"slv",1992,0,0,0
"slv",1993,1,0,1
"slv",1994,2.09,0,2.09
"slv",1995,2.09,0,2.09
"slv",1996,2.09,0,2.09
"slv",1997,2.09,0,2.09
"slv",1998,2.09,0,2.09
"slv",1999,2.09,0,2.09
"slv",2000,2.09,0,2.09
"slv",2001,2.09,0,2.09
"slv",2002,2.09,0,2.09
"slv",2003,2.09,0,2.09
"slv",2004,2.09,0,2.09
"slv",2005,2.09,0,2.09
"slv",2006,2.09,0,2.09
"slv",2007,2.09,0,2.09
"slv",2008,2.09,0,2.09
"slv",2009,2.09,0,2.09
"slv",2010,2.09,0,2.09
"slv",2011,2.09,0,2.09
"slv",2012,2.09,0,2.09
"slv",2013,2.09,0,2.09
"slv",2014,2.09,0,2.09
"slv",2015,2.09,0,2.09
"slv",2016,2.09,0,2.09
"slv",2017,2.09,0,2.09
"slv",2018,2.09,0,2.09
"srb",2006,5.23,1.21,6.44
"srb",2007,5.23,1.21,6.44
"srb",2008,5.23,1.21,6.44
"srb",2009,6.23,1.21,7.44
"srb",2010,6.23,1.21,7.44
"srb",2011,6.23,1.21,7.44
"srb",2012,6.23,1.21,7.44
"srb",2013,6.23,1.21,7.44
"srb",2014,6.23,1.21,7.44
"srb",2015,6.23,1.21,7.44
"srb",2016,6.23,1.21,7.44
"srb",2017,6.23,1.21,7.44
"srb",2018,6.23,1.21,7.44
"sur",1975,0,0,0
"sur",1976,0,0,0
"sur",1977,0,0,0
"sur",1978,0,0,0
"sur",1979,0,0,0
"sur",1980,0,0,0
"sur",1981,0,0,0
"sur",1982,0,0,0
"sur",1983,0,0,0
"sur",1984,0,0,0
"sur",1985,0,0,0
"sur",1986,0,0,0
"sur",1987,0,0,0
"sur",1988,0,0,0
"sur",1989,0,0,0
"sur",1990,0,0,0
"sur",1991,0,0,0
"sur",1992,0,0,0
"sur",1993,0,0,0
"sur",1994,0,0,0
"sur",1995,0,0,0
"sur",1996,0,0,0
"sur",1997,0,0,0
"sur",1998,0,0,0
"sur",1999,0,0,0
"sur",2000,0,0,0
"sur",2001,0,0,0
"sur",2002,0,0,0
"sur",2003,0,0,0
"sur",2004,0,0,0
"sur",2005,0,0,0
"sur",2006,0,0,0
"sur",2007,0,0,0
"sur",2008,0,0,0
"sur",2009,0,0,0
"sur",2010,0,0,0
"sur",2011,0,0,0
"sur",2012,0,0,0
"sur",2013,0,0,0
"sur",2014,0,0,0
"sur",2015,0,0,0
"sur",2016,0,0,0
"sur",2017,0,0,0
"sur",2018,0,0,0
"svk",1993,0.84,0,0.84
"svk",1994,0.84,0,0.84
"svk",1995,0.84,0,0.84
"svk",1996,1.84,0,1.84
"svk",1997,1.84,0,1.84
"svk",1998,1.84,0,1.84
"svk",1999,1.84,0,1.84
"svk",2000,1.84,0,1.84
"svk",2001,1.84,0,1.84
"svk",2002,8.84,0,8.84
"svk",2003,8.84,0,8.84
"svk",2004,8.84,0,8.84
"svk",2005,9.84,0,9.84
"svk",2006,9.84,0,9.84
"svk",2007,9.84,0,9.84
"svk",2008,9.84,0,9.84
"svk",2009,9.84,0,9.84
"svk",2010,9.84,0,9.84
"svk",2011,9.84,0,9.84
"svk",2012,9.84,0,9.84
"svk",2013,9.84,0,9.84
"svk",2014,9.84,0,9.84
"svk",2015,8.84,0,8.84
"svk",2016,8.84,0,8.84
"svk",2017,8.84,0,8.84
"svk",2018,8.84,0,8.84
"svn",1990,0,0,0
"svn",1991,0,0,0
"svn",1992,0,0,0
"svn",1993,0,0,0
"svn",1994,0,0,0
"svn",1995,0,0,0
"svn",1996,0,0,0
"svn",1997,0,0,0
"svn",1998,0,0,0
"svn",1999,1,0,1
"svn",2000,1,0,1
"svn",2001,1,0,1
"svn",2002,1,0,1
"svn",2003,1,0,1
"svn",2004,2.23,0,2.23
"svn",2005,2.23,0,2.23
"svn",2006,2.23,0,2.23
"svn",2007,2.23,0,2.23
"svn",2008,2.23,0,2.23
"svn",2009,2.23,0,2.23
"svn",2010,2.23,0,2.23
"svn",2011,3.23,0,3.23
"svn",2012,3.23,0,3.23
"svn",2013,3.23,0,3.23
"svn",2014,3.23,0,3.23
"svn",2015,3.23,0,3.23
"svn",2016,3.23,0,3.23
"svn",2017,3.23,0,3.23
"svn",2018,3.23,0,3.23
"swe",1950,13.2,7.5,20.7
"swe",1951,13.2,7.5,20.7
"swe",1952,13.2,7.5,20.7
"swe",1953,13.2,7.5,20.7
"swe",1954,13.2,7.5,20.7
"swe",1955,13.2,7.5,20.7
"swe",1956,13.2,7.5,20.7
"swe",1957,13.2,7.5,20.7
"swe",1958,13.2,7.5,20.7
"swe",1959,13.2,7.5,20.7
"swe",1960,13.2,7.5,20.7
"swe",1961,13.2,7.5,20.7
"swe",1962,13.2,7.5,20.7
"swe",1963,13.2,7.5,20.7
"swe",1964,13.06,7.5,20.56
"swe",1965,13.06,7.5,20.56
"swe",1966,13.06,7.5,20.56
"swe",1967,13.06,7.5,20.56
"swe",1968,12.48,7.5,19.98
"swe",1969,12.48,7.5,19.98
"swe",1970,12.48,7.5,19.98
"swe",1971,13.09,0,13.09
"swe",1972,13.09,0,13.09
"swe",1973,13.09,0,13.09
"swe",1974,13.09,0,13.09
"swe",1975,13.09,0,13.09
"swe",1976,13.09,0,13.09
"swe",1977,13.09,0,13.09
"swe",1978,13.09,0,13.09
"swe",1979,13.09,0,13.09
"swe",1980,13.09,0,13.09
"swe",1981,13.09,0,13.09
"swe",1982,13.09,0,13.09
"swe",1983,13.09,0,13.09
"swe",1984,13.09,0,13.09
"swe",1985,13.09,0,13.09
"swe",1986,13.09,0,13.09
"swe",1987,13.09,0,13.09
"swe",1988,13.09,0,13.09
"swe",1989,13.09,0,13.09
"swe",1990,13.09,0,13.09
"swe",1991,13.09,0,13.09
"swe",1992,13.09,0,13.09
"swe",1993,13.09,0,13.09
"swe",1994,13.09,0,13.09
"swe",1995,13.09,0,13.09
"swe",1996,13.09,0,13.09
"swe",1997,13.09,0,13.09
"swe",1998,13,0,13
"swe",1999,13,0,13
"swe",2000,12,0,12
"swe",2001,12,0,12
"swe",2002,12,0,12
"swe",2003,12,0,12
"swe",2004,12,0,12
"swe",2005,12,0,12
"swe",2006,12,0,12
"swe",2007,12,0,12
"swe",2008,12,0,12
"swe",2009,12,0,12
"swe",2010,12,0,12
"swe",2011,12,0,12
"swe",2012,12,0,12
"swe",2013,12,0,12
"swe",2014,12,0,12
"swe",2015,12,0,12
"swe",2016,12,0,12
"swe",2017,12,0,12
"swe",2018,12,0,12
"taw",1950,8,0,8
"taw",1951,8,0,8
"taw",1952,8,0,8
"taw",1953,8,0,8
"taw",1954,8,0,8
"taw",1955,8,0,8
"taw",1956,8,0,8
"taw",1957,8,0,8
"taw",1958,8,0,8
"taw",1959,8,0,8
"taw",1960,8,0,8
"taw",1961,8,0,8
"taw",1962,8,0,8
"taw",1963,8,0,8
"taw",1964,8,0,8
"taw",1965,8,0,8
"taw",1966,8,0,8
"taw",1967,7.43,0,7.43
"taw",1968,7.43,0,7.43
"taw",1969,7.43,0,7.43
"taw",1970,7.43,0,7.43
"taw",1971,7.43,0,7.43
"taw",1972,7.43,0,7.43
"taw",1973,7.43,0,7.43
"taw",1974,7.43,0,7.43
"taw",1975,7.43,0,7.43
"taw",1976,7.43,0,7.43
"taw",1977,7.43,0,7.43
"taw",1978,7.43,0,7.43
"taw",1979,6.83,0,6.83
"taw",1980,6.83,0,6.83
"taw",1981,6.83,0,6.83
"taw",1982,6.83,0,6.83
"taw",1983,6.83,0,6.83
"taw",1984,6.83,0,6.83
"taw",1985,6.83,0,6.83
"taw",1986,6.83,0,6.83
"taw",1987,6.83,0,6.83
"taw",1988,8.59,0,8.59
"taw",1989,8.59,0,8.59
"taw",1990,8.59,0,8.59
"taw",1991,8.59,0,8.59
"taw",1992,8.59,0,8.59
"taw",1993,8.59,0,8.59
"taw",1994,10.59,0,10.59
"taw",1995,15.89,0,15.89
"taw",1996,15.89,0,15.89
"taw",1997,15.89,0,15.89
"taw",1998,15.89,0,15.89
"taw",1999,19.42,0,19.42
"taw",2000,19.42,0,19.42
"taw",2001,11.77,0,11.77
"taw",2002,11.77,0,11.77
"taw",2003,11.77,0,11.77
"taw",2004,11.77,0,11.77
"taw",2005,11.77,0,11.77
"taw",2006,11.77,0,11.77
"taw",2007,11.77,0,11.77
"taw",2008,11.77,0,11.77
"taw",2009,11.77,0,11.77
"taw",2010,11.77,0,11.77
"taw",2011,11.39,0,11.39
"taw",2012,11.39,0,11.39
"taw",2013,11.39,0,11.39
"taw",2014,11.3,0,11.3
"taw",2015,11.3,0,11.3
"taw",2016,11.3,0,11.3
"taw",2017,11.3,0,11.3
"taw",2018,11,0,11
"tha",1950,1,0,1
"tha",1951,1,0,1
"tha",1952,1,0,1
"tha",1953,1,0,1
"tha",1954,1,0,1
"tha",1955,3,0,3
"tha",1956,3,0,3
"tha",1957,3,0,3
"tha",1958,3,0,3
"tha",1959,3,0,3
"tha",1960,3,0,3
"tha",1961,3,0,3
"tha",1962,3,0,3
"tha",1963,3,0,3
"tha",1964,3,0,3
"tha",1965,3,0,3
"tha",1966,3,0,3
"tha",1967,3,0,3
"tha",1968,3,0,3
"tha",1969,3,0,3
"tha",1970,3,0,3
"tha",1971,3,0,3
"tha",1972,3.44,0,3.44
"tha",1973,3.44,0,3.44
"tha",1974,3.44,0,3.44
"tha",1975,3.44,0,3.44
"tha",1976,3.44,0,3.44
"tha",1977,3.44,0,3.44
"tha",1978,3.44,0,3.44
"tha",1979,3.44,0,3.44
"tha",1980,3.44,0,3.44
"tha",1981,3.44,0,3.44
"tha",1982,3.44,0,3.44
"tha",1983,3.44,0,3.44
"tha",1984,3.44,0,3.44
"tha",1985,3.44,0,3.44
"tha",1986,3.44,0,3.44
"tha",1987,3.44,0,3.44
"tha",1988,3.44,0,3.44
"tha",1989,3.44,0,3.44
"tha",1990,3.44,0,3.44
"tha",1991,3.44,0,3.44
"tha",1992,3.44,0,3.44
"tha",1993,3.44,0,3.44
"tha",1994,3.44,0,3.44
"tha",1995,3.44,0,3.44
"tha",1996,3.44,0,3.44
"tha",1997,3.44,0,3.44
"tha",1998,3.44,0,3.44
"tha",1999,3.44,0,3.44
"tha",2000,5.59,0.15,5.74
"tha",2001,6.59,0.15,6.74
"tha",2002,6.59,0.15,6.74
"tha",2003,6.59,0.15,6.74
"tha",2004,9.15,0.15,9.29
"tha",2005,9.15,0.15,9.29
"tha",2006,9.15,0,9.15
"tha",2007,9.15,0,9.15
"tha",2008,9.15,1.15,10.29
"tha",2009,9.15,1.15,10.29
"tha",2010,9.15,1.15,10.29
"tha",2011,9.15,1.15,10.29
"tha",2012,9.15,1.15,10.29
"tha",2013,9.15,1.15,10.29
"tha",2014,9.15,1.15,10.29
"tha",2015,9.15,1.15,10.29
"tha",2016,9.15,1.15,10.29
"tha",2017,3.01,1,4.01
"tha",2018,3.01,1,4.01
"tls",2002,0,0,0
"tls",2003,0,0,0
"tls",2004,0,0,0
"tls",2005,0,0,0
"tls",2006,0,0,0
"tls",2007,0,0,0
"tls",2008,0,0,0
"tls",2009,0,0,0
"tls",2010,0,0,0
"tls",2011,0,0,0
"tls",2012,0,0,0
"tls",2013,0,0,0
"tls",2014,0,0,0
"tls",2015,0,0,0
"tls",2016,0,0,0
"tls",2017,0,0,0
"tls",2018,0,0,0
"tto",1962,0.14,0,0.14
"tto",1963,0.14,0,0.14
"tto",1964,0.14,0,0.14
"tto",1965,0.14,0,0.14
"tto",1966,0.14,0,0.14
"tto",1967,0.14,0,0.14
"tto",1968,0.14,0,0.14
"tto",1969,0.14,0,0.14
"tto",1970,0.14,0,0.14
"tto",1971,0.14,0,0.14
"tto",1972,0.14,0,0.14
"tto",1973,0.14,0,0.14
"tto",1974,0.14,0,0.14
"tto",1975,0.14,0,0.14
"tto",1976,0.14,0,0.14
"tto",1977,0.14,0,0.14
"tto",1978,0.14,0,0.14
"tto",1979,0.14,0,0.14
"tto",1980,0.18,0,0.18
"tto",1981,0.18,0,0.18
"tto",1982,0.18,0,0.18
"tto",1983,0.18,0,0.18
"tto",1984,0.18,0,0.18
"tto",1985,0.18,0,0.18
"tto",1986,0.18,0,0.18
"tto",1987,0.18,0,0.18
"tto",1988,0.18,0,0.18
"tto",1989,0.18,0,0.18
"tto",1990,0.18,0,0.18
"tto",1991,0.18,0,0.18
"tto",1992,0.18,0,0.18
"tto",1993,0.18,0,0.18
"tto",1994,0.18,0,0.18
"tto",1995,0.18,0,0.18
"tto",1996,0.41,0.05,0.46
"tto",1997,0.41,0.05,0.46
"tto",1998,0.41,0.05,0.46
"tto",1999,0.41,0.05,0.46
"tto",2000,0.41,0.05,0.46
"tto",2001,0.41,0.05,0.46
"tto",2002,0.41,0.05,0.46
"tto",2003,0.41,0.05,0.46
"tto",2004,0.41,0.05,0.46
"tto",2005,0.41,0.05,0.46
"tto",2006,0.41,0.05,0.46
"tto",2007,0.41,0.05,0.46
"tto",2008,0.41,0.05,0.46
"tto",2009,0.41,0.05,0.46
"tto",2010,0.41,0.05,0.46
"tto",2011,0.41,0.05,0.46
"tto",2012,0.41,0.05,0.46
"tto",2013,0.41,0.05,0.46
"tto",2014,0.41,0.05,0.46
"tto",2015,0.41,0.05,0.46
"tto",2016,0.41,0.05,0.46
"tto",2017,0.41,0.05,0.46
"tto",2018,0.41,0.05,0.46
"tur",1950,1,0,1
"tur",1951,1,0,1
"tur",1952,1,0,1
"tur",1953,1,0,1
"tur",1954,1,0,1
"tur",1955,1,0,1
"tur",1956,1,0,1
"tur",1957,1,0,1
"tur",1958,1,0,1
"tur",1959,1,0,1
"tur",1960,1,0,1
"tur",1961,6,0,6
"tur",1962,6,0,6
"tur",1963,6,0,6
"tur",1964,6,0,6
"tur",1965,6,0,6
"tur",1966,6,0,6
"tur",1967,6,0,6
"tur",1968,6,0,6
"tur",1969,6,0,6
"tur",1970,6,0,6
"tur",1971,6,0,6
"tur",1972,6,0,6
"tur",1973,6,0,6
"tur",1974,6,0,6
"tur",1975,6,0,6
"tur",1976,6,0,6
"tur",1977,6,0,6
"tur",1978,6,0,6
"tur",1979,6,0,6
"tur",1980,6,0,6
"tur",1981,6,0,6
"tur",1982,6,0,6
"tur",1983,6,0,6
"tur",1984,8.06,0,8.06
"tur",1985,8.06,0,8.06
"tur",1986,8.85,0,8.85
"tur",1987,8.85,0,8.85
"tur",1988,8.85,0,8.85
"tur",1989,8.97,0,8.97
"tur",1990,8.97,0,8.97
"tur",1991,8.97,0,8.97
"tur",1992,8.97,0,8.97
"tur",1993,8.97,0,8.97
"tur",1994,9.86,0,9.86
"tur",1995,9.86,0,9.86
"tur",1996,9.86,0,9.86
"tur",1997,9.86,0,9.86
"tur",1998,9.86,0,9.86
"tur",1999,9.86,0,9.86
"tur",2000,9.94,0,9.94
"tur",2001,9.94,0,9.94
"tur",2002,9.94,0,9.94
"tur",2003,9.94,0,9.94
"tur",2004,9.32,0,9.32
"tur",2005,10.12,0,10.12
"tur",2006,10.12,0,10.12
"tur",2007,10.12,0,10.12
"tur",2008,10.12,0,10.12
"tur",2009,11.12,0,11.12
"tur",2010,11.12,0,11.12
"tur",2011,11.12,0,11.12
"tur",2012,11.12,0,11.12
"tur",2013,11.12,0,11.12
"tur",2014,8.76,0,8.76
"tur",2015,8.76,0,8.76
"tur",2016,8.76,0,8.76
"tur",2017,8.76,0,8.76
"tur",2018,8.76,0,8.76
"ukr",1991,7.1,0,7.1
"ukr",1992,7.1,0,7.1
"ukr",1993,7.1,0,7.1
"ukr",1994,7.1,0,7.1
"ukr",1995,7.1,0,7.1
"ukr",1996,7.1,0,7.1
"ukr",1997,7.1,0,7.1
"ukr",1998,7.1,0,7.1
"ukr",1999,7.1,0,7.1
"ukr",2000,7.1,0,7.1
"ukr",2001,7.1,0,7.1
"ukr",2002,7.1,0,7.1
"ukr",2003,7.1,0,7.1
"ukr",2004,7.1,0,7.1
"ukr",2005,7.1,0,7.1
"ukr",2006,7.1,0,7.1
"ukr",2007,7.1,0,7.1
"ukr",2008,7.1,0,7.1
"ukr",2009,7.1,0,7.1
"ukr",2010,7.1,0,7.1
"ukr",2011,7.1,0,7.1
"ukr",2012,7.1,0,7.1
"ukr",2013,7.1,0,7.1
"ukr",2014,7.06,0,7.06
"ukr",2015,7.06,0,7.06
"ukr",2016,7.06,0,7.06
"ukr",2017,7.06,0,7.06
"ukr",2018,7.06,0,7.06
"ury",1950,10,0,10
"ury",1951,10,0,10
"ury",1952,10,0,10
"ury",1953,10,0,10
"ury",1954,10,0,10
"ury",1955,10,0,10
"ury",1956,10,0,10
"ury",1957,10,0,10
"ury",1958,10,0,10
"ury",1959,10,0,10
"ury",1960,10,0,10
"ury",1961,10,0,10
"ury",1962,10,0,10
"ury",1963,10,0,10
"ury",1964,10,0,10
"ury",1965,10,0,10
"ury",1966,10,0,10
"ury",1967,9,0,9
"ury",1968,9,0,9
"ury",1969,9,0,9
"ury",1970,9,0,9
"ury",1971,9,0,9
"ury",1972,9,0,9
"ury",1973,4,0,4
"ury",1974,4,0,4
"ury",1975,4,0,4
"ury",1976,4,0,4
"ury",1977,4,0,4
"ury",1978,4,0,4
"ury",1979,4,0,4
"ury",1980,4,0,4
"ury",1981,4,0,4
"ury",1982,4,0,4
"ury",1983,4,0,4
"ury",1984,4,0,4
"ury",1985,9,0,9
"ury",1986,9,0,9
"ury",1987,9,0,9
"ury",1988,9,0,9
"ury",1989,9,0,9
"ury",1990,9,0,9
"ury",1991,9,0,9
"ury",1992,9,0,9
"ury",1993,9,0,9
"ury",1994,9,0,9
"ury",1995,9,0,9
"ury",1996,9,0,9
"ury",1997,10,2,12
"ury",1998,10,2,12
"ury",1999,10,2,12
"ury",2000,10,2,12
"ury",2001,10,2,12
"ury",2002,10,2,12
"ury",2003,10,2,12
"ury",2004,10,2,12
"ury",2005,10,2,12
"ury",2006,10,2,12
"ury",2007,10,2,12
"ury",2008,10,2,12
"ury",2009,10,2,12
"ury",2010,10,2,12
"ury",2011,10,2,12
"ury",2012,10,2,12
"ury",2013,10,2,12
"ury",2014,10,2,12
"ury",2015,10,2,12
"ury",2016,10,2,12
"ury",2017,10,2,12
"ury",2018,10,2,12
"usa",1950,22.16,7.38,29.54
"usa",1951,22.16,7.38,29.54
"usa",1952,22.28,7.39,29.67
"usa",1953,22.28,7.39,29.67
"usa",1954,22.28,7.39,29.67
"usa",1955,22.28,7.39,29.67
"usa",1956,22.28,7.39,29.67
"usa",1957,22.28,7.39,29.67
"usa",1958,22.28,7.39,29.67
"usa",1959,22.32,7.44,29.75
"usa",1960,22.18,7.44,29.62
"usa",1961,22.18,7.44,29.62
"usa",1962,22.18,7.44,29.62
"usa",1963,22.18,7.44,29.62
"usa",1964,22.18,7.44,29.62
"usa",1965,22.18,7.44,29.62
"usa",1966,22.18,7.44,29.62
"usa",1967,22.18,7.44,29.62
"usa",1968,22.18,7.44,29.62
"usa",1969,22.18,7.44,29.62
"usa",1970,22.18,7.44,29.62
"usa",1971,22.18,7.44,29.62
"usa",1972,22.18,7.44,29.62
"usa",1973,22.18,7.44,29.62
"usa",1974,22.21,7.44,29.64
"usa",1975,22.21,7.44,29.64
"usa",1976,22.22,7.44,29.65
"usa",1977,22.22,7.44,29.65
"usa",1978,22.22,7.44,29.65
"usa",1979,22.27,7.44,29.71
"usa",1980,22.27,7.44,29.71
"usa",1981,22.27,7.44,29.71
"usa",1982,22.27,7.44,29.71
"usa",1983,22.27,7.44,29.71
"usa",1984,22.27,7.44,29.71
"usa",1985,22.27,7.44,29.71
"usa",1986,22.27,7.44,29.71
"usa",1987,22.27,7.44,29.71
"usa",1988,22.27,7.44,29.71
"usa",1989,22.27,7.44,29.71
"usa",1990,22.27,7.44,29.71
"usa",1991,22.27,7.44,29.71
"usa",1992,22.27,7.44,29.71
"usa",1993,22.27,7.44,29.71
"usa",1994,22.27,7.44,29.71
"usa",1995,22.25,7.44,29.69
"usa",1996,22.25,7.44,29.69
"usa",1997,22.25,7.44,29.69
"usa",1998,22.22,7.44,29.66
"usa",1999,22.19,7.44,29.63
"usa",2000,22.16,7.44,29.6
"usa",2001,22.18,7.44,29.61
"usa",2002,22.18,7.44,29.61
"usa",2003,22.18,7.44,29.61
"usa",2004,22.18,7.44,29.61
"usa",2005,22.18,7.44,29.61
"usa",2006,22.18,7.44,29.61
"usa",2007,22.18,7.44,29.61
"usa",2008,22.18,7.44,29.61
"usa",2009,22.18,7.44,29.61
"usa",2010,22.18,7.44,29.61
"usa",2011,22.18,7.44,29.61
"usa",2012,22.18,7.44,29.61
"usa",2013,22.18,7.44,29.61
"usa",2014,22.18,7.44,29.61
"usa",2015,22.18,7.44,29.61
"usa",2016,22.18,7.44,29.61
"usa",2017,22.18,7.44,29.61
"usa",2018,22.18,7.44,29.61
"ven",1950,1,0,1
"ven",1951,1,0,1
"ven",1952,1,0,1
"ven",1953,1,0,1
"ven",1954,1,0,1
"ven",1955,1,0,1
"ven",1956,1,0,1
"ven",1957,1,0,1
"ven",1958,2.84,1.49,4.33
"ven",1959,2.84,1.49,4.33
"ven",1960,2.84,1.49,4.33
"ven",1961,5.58,5.14,10.72
"ven",1962,5.58,5.14,10.72
"ven",1963,5.58,5.14,10.72
"ven",1964,5.58,5.14,10.72
"ven",1965,5.58,5.14,10.72
"ven",1966,5.58,5.14,10.72
"ven",1967,5.58,5.14,10.72
"ven",1968,5.58,5.14,10.72
"ven",1969,5.58,5.14,10.72
"ven",1970,5.58,5.14,10.72
"ven",1971,5.58,5.14,10.72
"ven",1972,5.58,5.14,10.72
"ven",1973,5.58,5.14,10.72
"ven",1974,5.58,5.14,10.72
"ven",1975,5.58,5.14,10.72
"ven",1976,5.58,5.14,10.72
"ven",1977,5.58,5.14,10.72
"ven",1978,5.58,5.14,10.72
"ven",1979,5.58,5.14,10.72
"ven",1980,5.58,5.14,10.72
"ven",1981,5.58,5.14,10.72
"ven",1982,5.58,5.14,10.72
"ven",1983,5.58,5.14,10.72
"ven",1984,5.58,5.14,10.72
"ven",1985,5.58,5.14,10.72
"ven",1986,5.58,5.14,10.72
"ven",1987,5.58,5.14,10.72
"ven",1988,5.58,5.14,10.72
"ven",1989,7.41,5.14,12.55
"ven",1990,7.41,5.14,12.55
"ven",1991,7.43,5.16,12.59
"ven",1992,7.44,5.18,12.62
"ven",1993,7.44,5.18,12.62
"ven",1994,8.36,5.18,13.54
"ven",1995,8.36,5.18,13.54
"ven",1996,8.36,5.18,13.54
"ven",1997,8.36,5.18,13.54
"ven",1998,8.36,5.18,13.54
"ven",1999,8.36,1.5,9.86
"ven",2000,6.57,0.5,7.07
