"country_name","country_code","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"côte d'ivoire","civ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.24,15.03,15.25,16.21,17.02,17.1,19.82,23.41,27.6,33.01,34.74,44.13,56.37,61.42,NA,95.32,91.55,105.95,102.96,122.62,132.11,144.85,140.44,146.98,173.87,143.73,141.47,121.06,NA,78.02,73.99,71.17,62.98,56.38,56.72,58.16,57.47,53.53,51.24,46.48,45.61,50.03,24.69,24.62,26.71,29.17,31.12,32.6,35.32,37.22,46.32,50.17,56.04,57.53,59.25
"croatia, republic of","hrv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.39,25.53,24.61,22.43,28.29,33.6,34.84,34.84,36.32,39.08,40.13,37.62,36.25,38.12,46.97,55.48,61.83,67.57,77.93,81.55,81.23,77.88,74.9,71.34,69.36,84.41,76.15,66.85,60.45,56.52
"cyprus","cyp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.93,89.05,94.02,95.51,97.13,97.85,91.68,84.88,77.32,89.09,92.46,102.87,119.09,145.97,152.15,149.76,143.12,131.86,136.27,127.34,151.41,130.75,112.51,106.57,100.19
"czech republic","cze",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.24,11.34,12.39,10.24,10.8,12.55,13.92,15.74,21.4,24.21,26.38,26.27,25.53,25.29,25.19,25.99,31.01,34.3,36.95,41.23,41.59,39.14,37.41,35.39,33.49,32,30.44,38.13,42.18,44.04,44,43.81
"denmark","dnk",46.32,41.07,38.71,36.12,29.38,29.83,28.6,27.08,26.14,23.11,19.92,16.4,15.08,13.47,10.75,7.86,6.09,5.82,5.29,4.75,4.8,5.02,5.28,4.96,4.56,4.34,7.55,10.79,19.46,26.3,34.1,44.06,56.55,67.97,70.45,68.54,66.2,63.28,61.42,59.87,61.45,62.31,66.73,78.43,75.61,74.35,72.54,67.94,62.83,59.52,53.64,50.63,50.2,48.29,45.61,38.18,31.7,27,31.09,36.28,38.12,40.99,40.02,38.42,38.43,33.61,30.85,29.38,27.6,26.59,34.66,28.32,22.67,22.17,20.24
"djibouti","dji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.94,53.13,55.97,55.25,58.46,58.13,58.06,63.68,66.27,65.3,60.31,58.35,56.64,59.26,29.53,27.88,25.68,25.05,24.57,26.86,40.26,45.92,47.99,47.46,41.12,42.06,40.28,38.3,35.44,33.25
"dominica","dma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.59,13.35,16.66,10.67,11.99,12.36,28.53,33.06,38.05,47.02,51.37,51.07,49.74,43.9,NA,56.56,58.71,55.3,55.41,56.98,59.28,54.66,49.28,57.09,61.98,69.55,97.49,99.36,98.22,85.82,84.94,80.45,74.9,66.53,62.81,67.32,68.64,74.03,75.57,73.53,71.13,72.91,86.69,90.01,89.11,118.15,113.57,108.33,103.19,104.35
"dominican republic","dom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.67,13.78,14.75,24.27,26.73,17.48,18.83,16.58,22.52,26.89,27.14,28.32,31.48,36.82,35.28,33.26,34.51,36.05,36.82,39.6,55.93,49.96,45.21,44.87,46.12
"ecuador","ecu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.34,55.71,60.29,69.38,65.28,54.33,54.3,47.3,50.44,74.92,66.54,52.24,46.28,42.35,37.85,33.38,27.11,25.78,20.79,15.54,18.18,17.32,20.13,22.57,27.25,31.61,36.45,41.24,42.99,NA,NA,NA,NA,NA,NA
"egypt, arab republic of","egy",NA,NA,NA,NA,16.02,19.21,27.02,26.16,NA,24.06,32.25,36.72,39.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"el salvador","slv",NA,5.06,5.49,6.09,5.25,4.62,5.56,6.4,6.74,6.53,6.39,7.55,NA,7.42,7.61,8.46,9.37,9.49,9.66,10.38,10.13,10.36,11.01,11.15,12.18,13.08,14.42,12.13,14.63,15.91,21.99,39.5,50.09,66.42,102.35,112.07,92.9,96.32,84.67,84.93,55.74,57.52,52.61,41.56,36.97,32.5,32.34,28.63,26.17,28.4,30.52,35.08,40.21,42.57,44.08,43.92,43.96,41.5,41.41,50.3,49.89,48.15,51.34,49.19,49.63,49.66,49.57,48.75,47.7,47.99,61.94,57.99,54.45,53.76,56.19
"equatorial guinea, republic of","gnq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.23,221.07,260.67,259.29,257.94,183.76,152.47,141.32,154.5,187.03,157,169.47,136.87,152.58,215.97,136.87,91.19,46.26,59.23,60.48,36.63,25.48,19.45,6.77,4.54,2.85,1.22,0.75,0.49,4.34,7.89,7.17,7.1,6.27,12.56,31.66,41.14,36.24,40.57,43.19,49.39,42.29,29.76,36.27,36.2
"eritrea, the state of","eri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.78,57.06,64.51,111.16,NA,219.1,238.57,243.44,263.99,193.51,205.37,199.05,201.28,259.67,207.05,201.79,171.57,171.58,232.43,204.48,271.41,251.23,290.39,267.09,260.39,NA,NA,NA,NA,NA
"estonia, republic of","est",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,2.92,3.47,3.13,2.82,2.3,2.09,1.44,1.81,4.25,4.5,4.52,11.91,11.96,11.87,11.22,10.71,9.86,9.21,9.7,18.32,17.92,18.97,20,23.06
"eswatini, kingdom of","swz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,19.78,18.9,20.21,15.38,15.44,13.99,13.69,31.24,30.81,27.23,24.31,29.23,28.72,29.71,45.54,43.99,36.13,27.48,26.78,20.4,20.15,16.56,15.19,13.37,12.51,11.61,12.6,15.47,16.69,18.16,21.76,17.14,17.48,15.03,13.5,14.59,16.12,14.6,10.49,14.1,14.69,14.77,15.01,13.86,15.76,20.04,22.18,26.89,31.48,39.56,37.87,42.16,37.93,37.21
"ethiopia, the federal democratic republic of","eth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fiji, republic of","fji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.35,7.51,8.01,10.94,11.63,12.18,12.64,15.72,15.31,15.71,19.36,21.66,25.73,28.97,26.35,28.27,27.29,32,32.85,NA,36.16,36.39,42.22,44.27,47.62,48.37,48.8,54.13,36.63,32.7,36.93,41.03,43.39,44.85,44.53,43.99,49.2,46.04,47.46,51.5,51.84,48.64,47.65,45.85,44.51,43.04,43.65,42.22,44.81,48.76,69.55,85.97,84.13,79.6,76.95
"finland","fin",12.87,7.11,7.5,8.36,8.16,7.53,8.04,7.22,7.15,6.93,5.35,4.82,6.26,7.71,7.54,8.52,9.07,8.26,8.13,6.76,5.66,4.81,3.8,2.42,1.67,3.06,2.74,4.3,7.72,7.89,8.26,8.79,10.79,12.25,12.05,12.58,12.98,13.87,12.43,10.14,9.98,16.46,33.22,48.3,51.32,51.3,51.96,49.32,44.11,41.59,45.14,43.44,42.64,45.16,44.94,42.14,40.22,36,34.72,44.13,50.11,52.02,57.86,60.81,64.81,68.76,68.65,66.58,65.36,65.33,75.32,73.2,74.03,77.16,82.05
"france","fra",37.83,32.06,31.06,33.02,32.43,31.34,31.2,30.98,30.5,29.44,26.72,24.59,22.09,20.75,18.33,16.45,14.43,15.14,14.95,13.58,19.84,18.93,16.82,14.93,14.47,15.23,14.26,14.1,13.61,13.49,13.3,14.47,17.8,18.99,20.85,22.06,23.14,24.77,24.92,26.08,27.36,27.98,31.21,36.62,40.51,45.86,48.22,49.43,50.71,50.64,49.45,49.46,51.62,54.72,54.61,55.13,52.25,52.15,56.32,68.11,69.33,70.63,73.21,75.96,77.38,78.07,79.16,80.17,81.16,81.6,93.3,92.12,91.96,91.62,94.34
"gabon","gab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.77,15.47,19.9,26.6,33.6,35.79,46.39,63.35,75.25,67.46,33.54,26.78,25.52,22.44,24.23,31.82,35.76,73.69,72.25,72.84,57.89,64.53,61.56,60.87,93.64,85.29,74.41,71.62,92.67,77.46,72.5,80.98,81.07,70.24,60.3,41.7,34.88,39.24,20.05,25.99,21.3,21.42,21.44,31.11,34.06,44.7,64.5,62.93,62.34,59.78,83.04,72.94,65.59,70.59,73.4
"gambia, the","gmb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,5.4,6.26,8.98,14.55,13.52,19.13,27.28,37.26,42.92,47.87,56.28,69.5,64.01,82.25,73.03,66.9,67.96,58.76,71.02,63.47,67.31,68.82,71.44,68.81,72.16,70.17,73.25,75.23,93.88,91.69,81.3,82.6,87.34,38.02,39.53,38.87,42.95,49.24,49.49,58.24,71.09,69.37,80.66,86.98,83.6,82.97,85.89,83.11,83.86,76.83,73.49
"georgia","geo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"germany","deu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.52,8.27,8.83,8.46,8.2,8.25,9.77,9.83,8.52,7.78,7.16,7.26,7.06,7.58,10.61,11.42,12.33,13.43,14.17,15.15,17.12,18.63,19.63,20.14,20.59,20.58,21.09,21.59,21,23.17,22.78,24.82,27.05,28.76,35.44,37.21,37.7,38.18,39.14,38.27,36.45,37.08,38.93,39.77,41.17,41,39.35,39.85,44.03,51.59,49.47,50.09,49.01,47.3,44.92,43.18,40.94,38.97,37.22,44.36,45.79,45.03,44.36,43.97
"ghana","gha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,20.47,17.2,16.88,16.3,18.96,19.08,17.42,15.99,14.95,17.04,14.85,13.15,13.72,14.99,13.95,12.2,11.46,9.75,8.77,8.51,9.21,12.98,14.39,18.19,26.81,23.47,23.03,22.42,22.78,25.04,34.13,50.59,47.56,42.87,45.15,37.59,51.66,74.46,57.77,54.06,49.3,38.36,31.69,17.29,21.06,23.19,25.39,32.92,31.22,35.47,42.93,50.11,53.9,55.94,56.98,61.98,58.34,72.34,79.18,85.74,76.37,70.51
"greece","grc",11.32,14.96,18.34,15.91,13.71,12.23,11.17,7.46,8.41,10.35,10.18,11.1,13.13,19.24,18.46,19.05,16.04,17.91,19.34,21.28,18.82,19,20.12,16.56,17.48,18.18,20.8,23.23,23.65,23.13,24.59,28.77,29.63,33.96,40.5,48.93,49.56,55.11,59.89,62.86,76.9,78.2,83.95,95.07,100.64,102.23,105.66,103.04,100.71,100.39,102.22,98.85,104.54,102.13,107.04,110.6,105.56,104.4,109.77,127.4,152.19,180.85,164.36,180.49,184.09,183.24,187.08,185.31,198.74,192.25,223.23,210.4,192.58,180.52,169.99
"grenada","grd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.07,68.29,58.97,46,42.12,37.53,33.91,31.44,32.12,24.59,22.59,27.43,38.97,48.52,46.64,45.03,43.8,44.9,44.57,39.94,46.17,46.88,40.07,45.28,45.68,43.08,43.87,41.43,40.27,34.48,41.63,44.61,79.09,79.56,94.69,87.31,92.92,89.06,83.91,91.09,96.22,102.78,101.5,105.44,99.34,90.1,81.57,70.4,68.54,62.7,89.49,86.55,78.79,75.22,73.18
"guatemala","gtm",3.3,2.83,2.62,3.29,2.1,4.72,3.86,3.99,4.54,6.24,6.65,7.41,7.66,7.6,7.82,10.7,10.77,11.41,11.58,11.19,11.42,13.22,14.82,13.26,12.52,12.09,13.21,12.86,13.16,12.72,15.38,22.08,35.74,42.92,48.44,61.25,51.1,51.24,45.83,45.62,47.25,34.34,30.06,26.67,23.69,21.01,19.22,18.46,18.96,21.99,20.65,21.1,18.76,21.32,21.47,20.78,21.11,21,19.82,23.15,24.33,24.04,24.8,25.18,24.79,24.92,25.03,25.15,26.48,26.49,31.52,30.6,28.98,27.21,28.24
"guinea","gin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.6,70.86,62,68.91,71.28,66.53,67.68,67.87,75.94,92.25,91.49,90.44,82.61,81.57,86.87,97.92,95.22,60.8,58.46,61.33,71.14,53.85,26.87,33.97,35.16,44.39,43.01,41.88,39.27,38.58,47.93,42.88,40.59,37.34,47.84
"guinea-bissau","gnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.91,111.73,141.43,124.56,117.28,88.86,85.3,112.38,105.49,103.33,117.34,118.99,152.63,145.15,217.14,204.44,197.47,183.38,201.96,203.65,190.41,163.97,148.82,148.26,61.73,45.62,47.39,49.65,60.11,56.35,59.1,51.78,59.07,65.13,77.59,78.8,80.69,79.39,82.29
"guyana","guy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.33,22.16,20.03,23,23.25,24.13,29.69,25.1,42.36,47.25,53.99,46.94,66.69,88.16,102.2,99.23,112.47,125.02,138.87,199.06,233.78,230.65,256.38,279.97,204.03,262.92,243.62,305.29,265.26,316.16,280,236.16,210.63,146.97,128.3,120.76,107.04,110.99,100.63,105.08,95.62,91.77,90.74,74.5,46.99,47.6,51.69,52.52,51.19,44.3,41.05,38.28,41.83,43.84,42.89,47.03,43.56,51.08,41.17,24.83,26.65,24.27
"haiti","hti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.54,10.95,11.14,8.92,13.33,14.19,14.9,18.5,20.11,19.79,20.33,23.69,25.54,28.88,27.33,25.65,26.47,58.6,90.89,98.69,85.11,80.69,118.86,98.02,35.3,26.23,26.24,26.23,24.01,24.15,32.45,28.75,31.95,37.79,30.45,29.71,32.16,24.44,33.92,19.41,24.9,22.29,24.06,25.11,21.35,23.89,24.39,22.52,24.11,26.53,22.32,28.86,29.51,28.46,14.95
"honduras","hnd",1.92,1.62,2.52,2.22,2.4,2.24,3.4,4.01,NA,6.97,7.77,7.11,7.4,7.88,8.47,7.76,8.2,8.42,8.44,11.26,13.3,14.87,15.69,15.49,17.03,21.2,22.88,24.08,26.99,29.21,35.43,41.8,47.07,55.23,59.12,59.63,59.89,58.07,56.93,52.91,89.24,80.2,78.24,94.33,89.85,80.96,88.65,70.31,65.76,69.56,62.47,59.83,54.38,58.11,58.09,43.89,28.32,17.16,20.08,23.87,29.18,31.59,35.34,43.12,44.44,44.33,45.98,47.44,48.55,49.08,60.11,56.47,53.76,48.55,47.87
"hong kong special administrative region, people's republic of china","hkg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56,3.47,3.74,5.54,4.96,4.59,4.18,3.92,4.88,5.52,6.1,6.77,7.67,7.48,7.27,7.51,6.99,6.6,6.17,8.36,10.73,14.6,17.43,NA
"hungary","hun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.44,63.32,74.05,76.25,86.33,84.78,83.24,71.28,62.82,60.57,60.54,55.69,52.13,54.91,57.34,57.94,59.25,62.6,63.16,68.81,74.54,75.72,76.39,74.79,75.79,76.44,75.65,75.17,73.12,70.7,66.4,79.76,76.93,74.49,73.38,74.49
"iceland","isl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.49,11.45,12.32,16.17,16.6,18.08,19.28,20.46,22.23,23.07,26.46,28.3,30.28,30.82,27.64,25.45,26.73,31.16,31.32,33.57,39.55,47.15,49.47,51.46,49.03,45.28,43.2,75.84,75.55,82.72,80.48,84.51,79,66.53,69.68,67.48,107.96,124.76,130,135.67,131.6,120.19,114.85,95.31,81.55,69.34,61.35,63.76,74.77,71.8,64.08,58.74,59.94
"india","ind",26.13,25.18,26.39,24.65,24.86,29.63,25.48,27.38,23.73,33.58,34.46,36.79,36.21,35.43,33.81,36.73,36.38,33.99,40.31,38.78,38.18,37.58,37.16,34.13,30.61,31.38,33.26,35.94,35.91,37.91,38.03,37.18,41.7,39.65,41.56,44.28,47.86,48.87,48.91,50.46,50.77,50.11,42.83,51.77,49.73,47.43,45.66,NA,55.84,56.29,56.57,58.01,60.87,58.22,56.1,53.06,49.55,48.29,48.49,50.22,45.62,45.77,47.09,46.98,46.03,45.77,45.53,44.27,44.13,46.7,55.03,54.42,54.48,55.03,53.82
"indonesia","idn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.68,26.38,18.87,17.23,16.34,15.76,24.03,17.49,13.56,14.05,23.23,23.67,20.98,26.25,35.04,45.88,41.4,38.65,37.1,35.72,35.25,33.19,32.14,28.35,23.42,23.34,62.54,83.03,87.44,71.1,61.83,56.25,52.04,43.52,35.85,32.33,30.23,26.46,24.43,23.1,22.95,24.88,24.68,27.46,28.35,29.4,29.78,30.18,39.33,40.7,39.48,38.98,39.21
"iran, islamic republic of","irn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.14,14.16,12.73,12.84,6.68,8.81,6.92,9.23,NA,NA,35.48,47.56,47.71,35.72,10.03,8.73,47.43,48.61,53.18,48.82,37.01,29.32,25.25,25.63,41.66,31.16,35.81,37.68,36.16,27.12,22.15,25.61,28.53,26.79,25.71,22.18,18.24,16.06,12.37,13.28,14.76,12.26,13.56,11.76,12.59,37.02,47.9,45.04,42.94,46.55,48.34,42.4,36.93,33.52,36.85
"iraq","irq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344.32,227.34,143.16,117.08,74.17,87.38,53.53,40.72,34.78,31.99,27.57,48.33,60.3,55.87,44.36,41.71,72.46,54.71,38.97,42.08,42.91
"ireland","irl",37.68,45.61,47.43,49.22,55.98,63.82,67.31,70.15,72.79,70.34,73.64,73.66,73.51,74.48,70.89,73.42,78.05,76.97,66.1,63.59,62.24,59.67,55.88,52.06,58.9,65.65,70.16,67.49,69.77,74.55,75.84,80.7,77.86,87.13,91.95,93.11,102.1,104.74,101.84,92.62,86.3,83.92,81.79,81.74,NA,77.38,69.48,61.26,51.11,48.25,38.92,35.1,32.56,31.37,29.61,28.82,26.09,26.44,45.1,64.68,89.66,113.02,122.37,121.07,105.17,77.02,75.68,68.32,69.29,63.44,63.87,58.88,48.99,49.69,44.79
"israel","isr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.04,264.47,185.34,151.48,133.57,135.62,137.15,128.15,114.33,110.5,109.02,101.32,90.07,88.67,87.39,89.28,84.04,74.93,78.83,84.91,87.31,86.15,83.31,75.67,68.97,68.68,71.02,67.57,65.82,65.52,64.58,63.54,61.63,59.84,57.91,58.36,57.64,69.58,65.98,58.78,60.02,66.46
"italy","ita",30.93,31.48,33.43,34.38,36.16,35.95,34.92,34.14,33.96,35.09,31.35,30,29.04,27.32,27.32,28.52,29.69,29.06,30.49,30.77,31.14,34.52,38.05,40.65,40.96,48.09,48.06,49.85,54.87,54.15,51.39,54.2,58.55,64.55,69.37,76.06,80.74,85.03,87.3,89.93,93.81,96.41,103.07,112.88,119.91,117.43,117.41,114.76,112.04,110.43,105.67,105.24,102.75,100.88,100.3,101.16,100.31,97.41,100.07,109.35,112.05,112.65,119.46,125.76,129.26,129.55,129.36,129.14,129.82,129.7,149.94,141.61,134.64,131.54,132.5
"jamaica","jam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.05,16.18,17.33,19.07,20.47,22.77,22.04,21.35,22.89,23.86,24.33,27.56,34.27,52.82,53.89,65.02,NA,124.04,143.63,144.14,211.75,237.77,232.17,200.57,205.79,179.36,168.15,128.79,175.08,100.38,106.19,90.41,85.21,70.23,74.41,75.6,86.75,93.69,110.65,122.24,128.78,123.25,127.72,121.07,118.25,128.89,145.21,143.74,141.73,146.68,141.67,140.29,124.03,115.43,103.01,95.6,94.74,108.68,98.98,80.87,74.21,69.92
"japan","jpn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.58,7.44,8.38,11.46,10.59,10.94,14,18.03,22.15,28.92,32.46,33.75,38.09,42.22,47.27,49.05,51.83,57.25,58.29,54.67,48.81,46.26,45.04,47.62,51.43,56.77,62.21,65.88,63.68,72,80.73,89.2,99.46,104.72,113.74,122.95,131.27,133.38,134.08,140.69,150.92,156.78,168.35,176.72,183.27,186.44,188.25,193.12,191.26,192.42,197.46,205.56,214.13,214.77,205.65,200.93
"jordan","jor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.78,24.16,31.34,35.22,40.7,41.34,41.8,38.6,43.95,46.67,46.19,51.05,53.41,61.25,68.69,72.35,85.22,84.31,101.89,129.27,195.44,227.52,207.74,155.06,140.59,129.02,117.83,116.49,108.97,110.8,109,99.26,94.41,94.88,88.79,81.53,72.96,66.3,64.25,54.24,57.96,59.44,62.07,70.52,75.58,75.01,78.42,77.43,75.66,74.3,78.02,87.95,98.23,97.88,96.96,95.9
"kazakhstan, republic of","kaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,17.66,15.36,13.22,9.99,7.06,5.94,5.32,6.33,9.51,10.19,9.71,11.69,12.22,14.15,21.2,18.9,18.75,18.88,18.48,23.58,22.31,21.21,20.67,24.95
"kenya","ken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.68,9.08,10.04,9.63,10.18,9.52,10.27,10.46,9.95,10.59,13.43,13.13,13.38,15.03,16.53,16.79,19.07,19.5,23.03,26.91,26.12,25.58,28.83,31.29,36.32,33.87,33.44,37.57,43.04,41.16,61.64,57.01,52.08,40.54,35.98,35.89,38.41,43.12,41.28,42.01,43.79,40.75,37.41,37.07,34.19,34.25,35.96,36.69,35.69,37.62,39.76,41.28,45.83,50.4,53.87,56.45,59.08,67.96,68.23,67.8,73.04,65.59
"kiribati","kir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46,5.03,7.72,8.43,7.31,10.93,12.29,12.27,11.02,10.72,9.81,11.84,12.69,17.01,13.26,12.31,13.62,12.12,12.87,11.11,13.85,10.27,9.43,8.8,8.13,8.86,8.97,18.8,21.23,20.16,18.98,18.96,20.98,17.35,16.32,11.42,9.92
