"country_name","country_code","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"korea, republic of","kor",NA,NA,NA,NA,NA,NA,NA,NA,16.61,NA,13.47,13.15,12.83,9.06,6.46,6.04,4.37,3.68,2.71,NA,10.6,14.53,18.35,17.91,18.64,21.48,20.39,20.08,18.4,15.74,18.55,18.82,20.53,19.32,16.95,16.23,14.54,15.26,12.65,12.36,11.87,11.07,10.81,10.09,8.94,7.88,7.25,9,12.83,14.63,14.94,15.44,15.57,18.29,20.8,24,26.13,25.48,24.76,27.57,27.1,27.81,28.25,29.54,30.7,31.97,32.29,32.44,32.48,34.25,39.8,42.27,44.47,45.5,44.77
"kosovo, republic of","kos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,6.45,5.57,8.56,9.42,11.19,13.42,14.47,16.38,17.14,17.67,22.49,21.58,20.04,17.52,16.91
"kuwait","kwt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.08,21.36,24.57,NA,45.29,27.89,28.76,37.68,34.91,26.45,24.26,25.62,25.49,21.37,23.02,21.27,17.25,13.86,10.2,7.79,7.05,5.38,6.65,6.16,4.64,3.6,3.09,3.43,4.6,9.88,19.62,14.26,10.52,10.23,7.19,2.94,3.17,3.04
"kyrgyz republic","kgz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.4,52.43,57.65,64.8,85.12,119.57,123.3,108.21,107.94,108.23,92.67,85.66,73.35,57.74,49.01,58.49,59.7,50.06,50.48,47.12,53.6,67.09,59.07,58.79,54.82,48.85,63.64,56.2,46.82,41.95,36.64
"lao people's democratic republic","lao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.25,14.96,32.54,52.6,33.39,64.13,70.78,40.8,33.02,31.47,63.55,121.12,213.49,192.61,193.28,172.56,154.04,140.99,128.49,113.03,58.79,82.71,194.09,87.58,59.27,94.72,95.31,90.15,80.65,73.2,60.01,55.93,51.72,51.82,49.32,43,46.1,49.49,53.53,53.05,54.47,57.2,60.59,69.13,75.97,92.86,130.73,115.6,96.45
"latvia, republic of","lva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.93,13.38,10.14,8.71,11.97,12.23,13.97,13.32,13.27,13.13,10.51,8.74,6.83,16.12,32.2,39.79,38.82,37.27,36.86,39.54,35.43,39.6,37.28,36.22,36.56,42.63,47.26,46.45,44.83,47.39
"lebanon","lbn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84,4.96,3.98,5.22,5.06,NA,22.36,17.7,22.79,26.28,33.98,44.44,126.98,133.83,109.27,86.04,82.08,35.99,41.54,NA,99.7,67.13,51.68,50.5,71.51,79.58,101.15,100.24,108.2,130.21,148.08,163.08,163.12,171.31,169.55,178.93,183.29,169.3,161.49,144.5,136.83,134.39,131.05,135.4,138.4,140.84,146.4,149.98,155.08,172.1,148.71,360.85,246.47,192.08,164.13
"lesotho, kingdom of","lso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.98,6.09,6.06,5.08,4.63,6.09,7.99,16.34,15.13,22.58,29.15,39.12,61.42,56.72,57.23,86.31,92.46,97.36,105.2,112.48,101.21,108.01,74.49,72.92,68.45,63.97,72.9,67.04,80.88,83.96,88.48,108.68,79.62,52.63,49.43,40.97,43.73,49.62,47.03,35.87,33.81,36.17,39.85,41.19,41.51,45.81,41.45,40.99,48.19,58.22,54.69,57.96,64.55,61.51,59.75
"liberia","lbr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.54,27,24.25,27.53,30.98,40.02,47.27,180.1,157.98,162.93,173.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.51,484.26,480.92,658.22,543.14,534.89,471.53,393.78,233.1,130.94,25.56,22.71,20.5,20.61,24.33,24.77,28.61,31.84,37.13,48.55,58.67,53.28,54.31,58.81,56.47
"libya","lby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.99,7.03,14.59,11.94,9.39,21.4,19.06,10.14,17.34,21.65,15.79,25.38,25.64,29.55,29.75,31.01,64.86,65.18,63.77,61.06,62.56,59.34,57.59,50.71,48.75,52.23,40.2,41.96,41.66,33.91,26.24,2.79,1.94,1.66,4.1,1.19,2.32,1.74,11.79,2.37,4.16,80.36,189.27,192.75,142.71,NA,NA,NA,NA,NA,NA,NA
"lithuania, republic of","ltu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.37,13.64,14.85,15.83,21.54,22.16,21.74,21.18,19.28,17.7,16.85,16.45,14.99,13.42,26.35,34.1,34.29,36.89,35.96,37.8,39.63,37.49,37.88,32.31,34.68,44.96,42.4,37.29,36.74,37.65
"luxembourg","lux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.54,12.67,11.39,9.88,7.89,6.67,6.2,6.08,5.59,4.83,4.41,4.66,5.2,5.6,5.83,5.53,5.8,4.86,3.58,2.66,1.83,1.29,1.53,1.94,1.92,2.63,3.43,3.75,4.08,3.53,3.03,2.92,2.57,1.66,1.39,0.82,1.45,1.41,8.08,8.28,12.34,11.8,13.39,14.83,14.45,13.82,12.81,15.83,15.76,17.01,19.54,20.45,21.2,NA,NA
"madagascar, republic of","mdg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.83,27.97,26.68,22.79,31.04,27.5,11,31.23,20.1,28.61,37.7,51.48,56.06,57.55,70.95,82.74,84.91,127.54,126.57,121.98,104.4,126.69,109.75,105.19,95.96,95.84,98.72,89.74,108.46,104.11,90.21,82.14,86.69,85.86,81.9,74.37,32.23,28.21,31.01,34.86,32.34,29.95,30.44,36.24,37.85,44.06,40.28,40.13,42.9,41.25,52.08,49.54,49.97,52.7,50.41
"malawi","mwi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,15.79,17.71,20.97,19.77,19.39,20.7,22.22,25.4,24.85,25.31,29.22,32.52,33.38,32.99,36.8,42.83,51.55,43.54,40.1,38.04,32.62,43.02,41.2,72.48,65.71,40.93,34.79,58.59,62.13,61.47,NA,101.51,84.74,74.66,70.93,17.91,18.95,23.52,23.49,19.31,19.98,28.61,35.35,33.51,35.46,37.08,39.98,40.81,41.19,53.86,66.55,75.5,86.12,74.38
"malaysia","mys",3.94,3.07,3.87,5.7,7.81,12.18,12.18,14.94,NA,NA,19.51,24.92,22.78,23.52,24.22,27.44,28.02,29.8,32.01,35.37,35.69,39.88,42.37,38.04,33.9,39.87,41.94,43.19,42.62,41.05,40.24,49.45,61.23,68,66.64,75.47,94.61,94.74,89.82,79.67,74.13,67.32,59.11,51.13,43.72,37.71,32.45,29.3,33.43,34.23,32.36,37.95,39.52,41.39,41.96,40.16,38.75,38.27,38,48.53,48.87,49.33,50.92,52.26,51.94,53.57,51.89,50.05,51.19,52.42,62.01,63.27,60.18,64.32,62.62
"maldives","mdv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.35,45.03,38.93,38.15,69.78,82.04,78.86,79.18,67.4,62.88,62.89,63.39,48,43.03,42.39,46.72,49.04,55.7,54.61,52.23,46.93,38.11,39.26,38.95,39.02,41.84,44.28,37.61,34.67,43.2,36.78,35.82,38.96,48.39,52.75,51.86,57.12,55.95,55.06,54.84,61.88,63.75,70.65,77.2,155.67,123.37,111.62,122.95,133.95
"mali","mli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.8,61.96,58.02,43.5,48.38,44.66,46.73,48.33,49.62,40.54,45.85,57.42,70.91,80.81,84.68,98.8,86.65,89.01,89.92,77.47,76.83,78.99,86.93,87.54,105.04,87.2,86.69,90.74,91.24,87.68,90.52,77.5,42.64,44.15,42.43,46.63,18.07,18.53,20.1,21.86,25.29,23.96,25.39,26.38,26.91,30.66,37.22,38.23,37.52,40.72,47.33,51.56,50.34,51.88,51.83
"malta","mlt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.59,19.45,22.9,23.87,25.9,34.64,37.05,33.05,30.87,27.88,25.67,22.1,18.72,17.61,NA,14.39,12.84,12.12,14.31,14.81,14.23,11.9,15.26,17.63,17.24,22.93,25.39,27.2,31.38,31.92,33.87,39.84,49.71,53.63,55.04,52.3,55.28,55.75,61.63,64.33,63.61,59.07,57.08,56.53,61.82,60.77,63.77,62.16,61.26,57.32,52.19,50.39,42.85,38.89,36.51,47.09,48.56,48.33,47.42,46.58
"marshall islands, republic of the","mhl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mauritania, islamic republic of","mrt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.23,9.8,12.51,19.23,23.28,24.67,43.77,52.39,64.89,58.21,60.65,65.58,80.36,85.8,95.96,112.77,116.07,118.11,110.94,107.57,107.94,96.4,85.1,104.82,104.17,101.69,101.74,100.24,101.09,NA,55.53,63.46,59.45,22.94,22.01,71.06,38,61.5,57.24,54.34,43.95,38.84,39.32,40.73,49.54,59.89,57.55,55.66,59.18,57.69,56.49,54.45,50.46,47.45,44.92
"mauritius","mus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mexico","mex",5.57,4.11,4.15,4.03,4.64,4.53,4.27,4.04,3.87,3.83,4.37,4.25,3.96,3.9,5.87,9.43,8.97,12.31,NA,NA,11.82,10.83,11.76,12.77,13.08,14.9,21.1,21.29,19.21,18.43,14.88,NA,29.75,25.3,25.22,30.45,47.82,52.68,36.49,36.03,35.68,29.21,21.52,19.24,26.84,30.74,23.93,19.74,21.01,19.48,18.19,17.57,19.22,20.19,19.2,18.71,19.15,19.55,22.95,26.19,25.74,26.56,26.94,29.53,31.44,33.78,35.88,34.27,34.4,35.16,40.28,40.08,39.4,39.86,45.45
"micronesia, federated states of","fsm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moldova, republic of","mda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.77,40.15,48.14,82.93,77.87,71.59,60.82,59.56,52.87,40.05,33.26,30.28,23.2,18.44,24.2,21.87,19.47,20.08,19.68,20.82,22.84,31.94,29.35,27.51,25.45,33.96,32.12,34.49,34.26,37.57
"mongolia","mng",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.94,36.11,30.99,48.54,30.98,32.65,43.69,49.42,43.96,50.55,78.68,75.42,65.18,62.48,75.18,61.24,59.03,44.57,38.95
"montenegro","mne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.48,42.29,40.23,38.57,32.31,27.41,28.83,38.08,40.66,45.44,53.42,57.49,56.19,62.3,60.77,61.13,67.62,74.91,103.47,82.54,67.97,58.3,NA
"morocco","mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.49,29.24,30.02,29.31,27.05,28.34,28.78,27.73,26.42,24.59,33.41,36.19,47.49,52.53,52.07,52.82,66.66,70.72,83.56,93.27,104,94.33,100.67,88.99,91.95,88.52,76.22,75.22,79.04,74.68,72.22,65.33,67.96,64.52,63.36,64.86,60.43,59.37,56.93,54.43,54.77,50.64,47.07,41.99,42.62,45.28,48.55,52.28,57.08,58.56,58.39,60.08,60.26,60.46,60.27,72.24,69.35,71.53,69.47,70.03
"mozambique, republic of","moz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.68,95.82,99.77,63.35,63.16,50.77,60.08,40.03,31.18,32.76,39.33,38.55,34.16,36.68,49.48,63.4,86.03,124.81,103.79,105.53,98.26,119.97,104.34,100.26,90.76,96.63
"myanmar","mmr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.73,25.68,29.62,32.9,34.56,35.01,32.88,34.12,33.65,32.69,29.13,NA,NA,NA,NA,NA,NA,NA,NA,123.41,125.18,117.77,107.75,101.75,112.37,NA,NA,NA,225.73,163.06,177.95,283.45,206.26,157.99,136.96,128.71,111.55,83.7,64.71,61.04,58.85,54.03,51.91,48.52,37.31,38.4,35.7,41.88,38.75,38.3,48.72,59.24,55.65,57.94,61.3
"namibia","nam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.29,12.94,11.84,14.11,17.16,16.41,17.99,18.72,17.72,19.57,21.8,20.86,24.39,22.19,27.15,29.18,26.9,26.14,19.36,19.1,15.85,16.33,27.45,24.63,26.11,27.57,42.09,45.83,43.83,48.74,57.57,64.3,69.6,69.43,67.16,67.7
"nauru, republic of","nru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nepal","npl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,1.3,1.73,2.49,2.83,3.72,6.51,9.01,8.78,9.37,11.71,12.68,17.98,22.64,25.22,28.9,31.35,36.32,35.9,40.77,45.99,45.89,50.2,50.98,52.89,52.12,50.28,47.19,51.37,55.79,50.79,50.77,51.82,52.97,51.32,45.13,42.87,37.89,36.76,39.46,35.39,32.42,34.51,31.9,27.55,25.73,24.96,24.99,31.09,34.03,43.31,43.28,42.73,47.12,47.87
"netherlands, the","nld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"new zealand","nzl",89.03,85.11,79.9,74.03,69.6,68.41,65.78,63.89,63.58,62.29,59.97,60.42,58.07,57.28,54.84,53.39,54.16,55.73,57.32,55.06,49.62,44.49,40.57,38.52,37.73,36.71,40.2,43.1,45.27,45.67,44.7,43.06,46.53,55.72,56.56,62.44,68.48,62.89,54.7,54.9,55.51,58,58.68,54.58,48.92,43.48,37.26,34.64,34.48,32,30.02,28.16,26.4,24.72,22.5,20.78,18.4,16.31,18.97,24.27,29.6,34.68,35.66,34.55,34.15,34.17,33.34,31.1,28.08,31.81,43.24,47.52,46.89,46.98,51.15
"nicaragua","nic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.4,86.47,99.83,95.22,87.48,110.39,109.54,84.05,66.61,51.16,30.92,26,29.26,30.35,28.79,27.85,28.84,28.69,28.91,30.92,34.65,39.09,44.2,49.16,48.43,45.92,42.26,39.12
"niger","ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.76,7.38,8.92,9.48,13.27,11.76,10.76,8.77,10.55,10.54,13.78,23.16,24.99,32.1,39.95,48.46,44.33,44.64,44.62,40.74,41.27,41.08,40.79,45.02,72.19,64.37,63.51,69.1,61.28,63.35,82.1,73.98,69.04,60.6,55.05,49.46,18.28,17.83,14.17,15.94,15.08,14.75,18.13,19.55,22.09,29.87,32.83,36.51,37.01,39.79,44.97,51.34,50.6,51.89,47.17
"nigeria","nga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.08,8.4,4.76,3.83,3.54,4.13,3.14,2.89,2.94,4.22,5.81,6.09,6.13,8.39,11.29,16.15,17.41,18.09,27.15,54.93,50.54,60.79,62.42,69.02,66.91,66.42,55.12,37.22,24.53,23.05,22.43,52.78,55.98,51.73,38.7,37.7,31.04,18.94,9.4,8.12,7.28,8.62,9.45,10.23,10.42,10.48,10.58,11.5,14.17,15.99,24.97,26.46,31.03,32.58,34.93,44.52,49.66
"north macedonia, republic of","mkd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.43,18.19,20.04,25.04,NA,NA,NA,NA,39.56,35.71,33.9,36,29.79,22.88,19.97,23.14,23.68,27.37,33.28,33.83,37.92,37.87,39.72,39.29,40.31,40.36,50.68,51.21,50.36,53.04,60.67
"norway","nor",31.53,26.34,23.8,25.96,26.19,26.7,26.86,28.15,28.46,29.9,29.46,25.11,24.28,22.98,22.08,19.78,19.44,20.18,20.17,19.91,20.64,21.22,22.78,23.05,22.85,24.13,25.7,30.44,35.24,38.17,33.59,29.49,25.67,20.55,22.86,25.32,33.39,26.03,25.07,24.9,21.99,22.52,26.69,34.65,32.34,30.19,27.01,24.2,21.8,20.43,18.95,17.79,18.61,20.92,17.94,16.73,12.11,11.24,13.35,25.73,25.07,19.84,20.69,19.55,15.35,15.42,16.55,15.71,14.65,14.2,18.43,15.09,12.79,13.89,14.88
"oman","omn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19,2.08,11.99,9.55,11,5.73,6.22,0.28,0.13,0.02,1.1,0.6,0.63,1.33,4.53,2.3,4.32,1.87,0.98,22.61,23.08,22.23,23.63,21.88,21.22,20.77,30.92,28.92,21.74,22.45,15.88,13.03,14.53,8.39,7.56,4.44,3.2,5.8,5.46,4.44,4.59,4.66,4.04,13.86,29.34,40.11,44.69,52.46,67.9,61.87,41.67,37.49,35.51
"pakistan","pak",NA,10.78,12.76,13.66,15.46,14.79,15.35,17.28,18.69,17.41,17.75,17,16.64,19.17,21.32,22.67,25.06,25.94,27.52,29.13,31.57,33.19,88.68,43.39,37.97,32.09,35.84,36.41,36.15,36.76,33.28,29.65,33.77,33.58,33.38,37.04,43.07,44.38,44.97,46.62,48.28,55.77,53.33,57.93,58.53,52.33,52.53,52.78,53.82,60.74,61.67,65.15,60.53,56.33,50.61,47.88,46.19,44.21,49.48,54.57,56.72,56.15,58.36,59.23,58.78,59.06,62.07,62.14,66.32,78.71,80.81,74.75,77.32,78.23,70.07
"panama","pan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"papua new guinea","png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13,8.8,11.18,15.75,14.23,16.45,18.11,15.15,14.39,16.46,18.3,20.09,22.77,25.61,29.21,32.21,33.62,36.75,24.96,27.73,33.1,31.52,30.4,29.99,40.07,36.57,37.8,43.92,45.73,41.76,42.33,47.66,48.43,40.42,37.18,31.56,25.98,22.16,21.56,21.72,17.29,16.28,19.12,24.89,26.89,29.93,33.74,32.48,36.68,38.21,48.68,52.58,48.19,53.66,53.7
"paraguay","pry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8,34.53,34.39,31.83,25.3,25.41,27.02,24.26,25.31,21.37,18.8,16.32,19.78,23.33,30.26,41.13,40.32,57.05,39.84,56.13,39.33,25.75,25.4,24.61,23.92,21.33,19.97,19.05,23.56,27.67,30.24,30.23,42.67,32.19,22.57,18.45,14.21,11.79,10.16,9.76,8.72,7.4,9.15,10.37,12.43,14.83,15.49,15.9,17.86,20.83,30.95,30.86,33.62,34.19,38.17
"peru","per",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4,43.58,39.83,37.23,29.92,25.78,23.17,22.7,20.63,18.32,16.84,16.06,16.93,20.01,20.97,21.14,21.82,22.98,30.54,32.38,30.84,NA,NA
"philippines","phl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poland, republic of","pol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.48,7.53,8.27,10.31,3.24,13.71,19.9,21.19,60.15,48.28,42.82,42.26,38.97,39.42,36.09,32.78,41.06,44.77,43.93,46.44,46.44,42.17,44.17,45.91,48.68,49.31,48.94,51.17,45.61,46.12,49.77,46.5,44.43,42.06,46.45,42.76,39.94,39.58,45.04
"portugal","prt",20.71,19.67,19.23,17.82,18.24,17.34,16.14,15.3,18.84,18.28,17.47,17.59,20.36,21.58,22.78,22.06,21.35,19.53,18.04,17.29,17.01,16.78,15.69,15.07,14.68,21.1,25.61,26.68,29.47,20.26,29.1,35.84,39.19,42.52,47.15,50.75,50.66,56.62,56.04,54.64,50.65,51.68,49.66,55.42,57.39,60.13,61.31,57.28,55.08,55.42,53.56,56.1,58.45,62.1,65.12,69.67,71.1,70.19,73.15,84.72,96.96,111.48,127.54,130.31,133.02,131.88,132.62,128.65,124.27,119.01,137.94,128.26,116.08,103.7,101.54
"qatar","qat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.59,21.77,19.91,46.28,54.78,50.2,57.84,54.38,76.57,81.85,51.6,59.22,47.67,38.79,30.06,19.13,13.95,9.37,11.36,35.98,30.43,33.47,32.12,30.88,24.91,35.55,46.71,51.57,52.18,62.09,72.61,58.4,42.56,43.67,40.84
"romania","rou",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.82,18.88,18.38,18.65,22.96,23.1,27.39,26.8,23.46,19.9,16.13,13.42,13.01,12.49,21.18,27.96,31.4,34.12,36.62,38.27,37.36,38.07,35.93,35.26,35.59,46.91,48.78,48.33,49.23,54.73
