"ccode","country","year","vfi"
"mda","moldova",2016,0.673307597637177
"mda","moldova",2017,0.706442534923553
"mda","moldova",2018,0.705676198005676
"mda","moldova",2019,0.743756651878357
"mda","moldova",2020,0.741999268531799
"mex","mexico",2008,0.80967652797699
"mex","mexico",2009,0.822723805904388
"mex","mexico",2010,0.815474092960358
"mex","mexico",2011,0.812911033630371
"mex","mexico",2012,0.795425474643707
"mex","mexico",2013,0.803073763847351
"mex","mexico",2014,0.801380336284637
"mex","mexico",2015,0.800297737121582
"mex","mexico",2016,0.798186421394348
"mex","mexico",2017,0.791999459266663
"mex","mexico",2018,0.797095835208893
"mex","mexico",2019,0.797499537467957
"mex","mexico",2020,0.815927982330322
"mhl","marshall islands",2008,1
"mhl","marshall islands",2009,1
"mhl","marshall islands",2010,1
"mhl","marshall islands",2011,1
"mhl","marshall islands",2012,1
"mhl","marshall islands",2013,1
"mhl","marshall islands",2014,1
"mhl","marshall islands",2015,1
"mhl","marshall islands",2016,1
"mhl","marshall islands",2017,1
"mhl","marshall islands",2018,1
"mkd","north macedonia",2006,0.395574569702148
"mkd","north macedonia",2007,0.425123512744904
"mkd","north macedonia",2013,0.6309614777565
"mkd","north macedonia",2014,0.630258798599243
"mkd","north macedonia",2015,0.605317056179047
"mkd","north macedonia",2016,0.611589372158051
"mkd","north macedonia",2017,0.639251589775085
"mkd","north macedonia",2018,0.598866105079651
"mkd","north macedonia",2019,0.647667407989502
"mkd","north macedonia",2020,0.706287324428558
"mmr","myanmar",2012,0.498339056968689
"mmr","myanmar",2013,0.545047700405121
"mmr","myanmar",2014,0.62319153547287
"mmr","myanmar",2015,0.799547791481018
"mmr","myanmar",2016,0.816324830055237
"mmr","myanmar",2017,0.842195332050323
"mmr","myanmar",2018,0.776616752147675
"mmr","myanmar",2019,0.791454911231995
"mng","mongolia",1992,0.128481730818748
"mng","mongolia",1993,0.362613379955292
"mng","mongolia",1994,0.322175592184067
"mng","mongolia",1995,0.362794518470764
"mng","mongolia",1996,0.385383129119873
"mng","mongolia",1997,0.389605522155762
"mng","mongolia",1998,0.420946329832077
"mng","mongolia",1999,0.430768191814423
"mng","mongolia",2000,0.508023142814636
"mng","mongolia",2001,0.453246742486954
"mng","mongolia",2002,0.402151703834534
"mng","mongolia",2003,-0.139802783727646
"mng","mongolia",2006,0.069801039993763
"mng","mongolia",2007,-0.0364789701998234
"mng","mongolia",2008,-0.0991966426372528
"mng","mongolia",2009,-0.759158849716187
"mng","mongolia",2010,-0.573932290077209
"mng","mongolia",2011,-0.468514323234558
"mng","mongolia",2012,-0.227800220251083
"mng","mongolia",2013,0.564457833766937
"mng","mongolia",2014,0.57427853345871
"mng","mongolia",2015,0.594403386116028
"mng","mongolia",2016,0.59334260225296
"mng","mongolia",2017,0.472666382789612
"mng","mongolia",2018,0.420221567153931
"mng","mongolia",2019,0.0619631633162498
"mng","mongolia",2020,0.567490637302399
"mus","mauritius",2002,0.598627805709839
"mus","mauritius",2003,0.726669013500214
"mus","mauritius",2004,0.781238317489624
"mus","mauritius",2005,0.788960754871368
"mus","mauritius",2006,0.772740483283997
"mus","mauritius",2007,0.733028471469879
"mus","mauritius",2008,0.730945885181427
"mus","mauritius",2009,0.763803899288177
"mus","mauritius",2010,0.780611336231232
"mus","mauritius",2011,0.768849670886993
"mus","mauritius",2012,0.803689301013947
"mus","mauritius",2013,0.842772960662842
"mus","mauritius",2014,0.808586657047272
"mus","mauritius",2015,0.816055834293365
"mus","mauritius",2016,0.840141475200653
"mus","mauritius",2017,0.841062724590302
"mus","mauritius",2018,0.866508185863495
"mus","mauritius",2019,0.883613348007202
"mus","mauritius",2020,0.876450181007385
"nam","namibia",2016,0.371017217636108
"nam","namibia",2017,0.223774433135986
"nam","namibia",2018,0.820587038993835
"nld","netherlands",1995,0.743699431419373
"nld","netherlands",1996,0.667606830596924
"nld","netherlands",1997,0.656621932983398
"nld","netherlands",1998,0.666082322597504
"nld","netherlands",1999,0.664204061031342
"nld","netherlands",2000,0.669971406459808
"nld","netherlands",2001,0.680523335933685
"nld","netherlands",2002,0.698783338069916
"nld","netherlands",2003,0.706442177295685
"nld","netherlands",2004,0.686631798744202
"nld","netherlands",2005,0.686915397644043
"nld","netherlands",2006,0.697794556617737
"nld","netherlands",2007,0.704658925533295
"nld","netherlands",2008,0.71728527545929
"nld","netherlands",2009,0.735844969749451
"nld","netherlands",2010,0.73726749420166
"nld","netherlands",2011,0.728931486606598
"nld","netherlands",2012,0.72245591878891
"nld","netherlands",2013,0.710740208625793
"nld","netherlands",2014,0.704647362232208
"nld","netherlands",2015,0.718087017536163
"nld","netherlands",2016,0.71540892124176
"nld","netherlands",2017,0.715767502784729
"nld","netherlands",2018,0.723010659217834
"nld","netherlands",2019,0.726880013942719
"nld","netherlands",2020,0.748358905315399
"npl","nepal",2019,0.847312748432159
"npl","nepal",2020,0.539827227592468
"nzl","new zealand",2002,0.301723152399063
"nzl","new zealand",2003,0.117723122239113
"nzl","new zealand",2004,0.144480898976326
"nzl","new zealand",2005,0.122433610260487
"nzl","new zealand",2006,0.216070979833603
"nzl","new zealand",2007,0.11747333407402
"nzl","new zealand",2009,0.284178167581558
"nzl","new zealand",2010,0.263227194547653
"nzl","new zealand",2011,0.269151598215103
"nzl","new zealand",2012,0.254156410694122
"nzl","new zealand",2013,0.302971810102463
"nzl","new zealand",2014,0.216820269823074
"nzl","new zealand",2015,0.212000757455826
"nzl","new zealand",2016,0.182474762201309
"nzl","new zealand",2017,0.179063901305199
"nzl","new zealand",2018,0.163099437952042
"nzl","new zealand",2019,0.150507807731628
"nzl","new zealand",2020,0.185104936361313
"per","peru",1995,0.786934375762939
"per","peru",1996,0.782094538211823
"per","peru",1997,0.782032907009125
"per","peru",1998,0.740046501159668
"per","peru",1999,0.788438022136688
"per","peru",2000,0.791477918624878
"per","peru",2001,0.789655148983002
"per","peru",2002,0.803694009780884
"per","peru",2003,0.82311749458313
"per","peru",2004,0.821493923664093
"per","peru",2005,0.838448405265808
"per","peru",2006,0.859544396400452
"per","peru",2007,0.8595290184021
"per","peru",2008,0.850673317909241
"per","peru",2009,0.845136165618896
"per","peru",2010,0.868684470653534
"per","peru",2011,0.847872197628021
"per","peru",2012,0.868049919605255
"per","peru",2013,0.87643963098526
"per","peru",2014,0.880116760730743
"per","peru",2015,0.863692879676819
"per","peru",2016,0.860845565795898
"per","peru",2017,0.872748911380768
"per","peru",2018,0.883916795253754
"per","peru",2019,0.877265334129334
"per","peru",2020,0.916753172874451
"plw","palau",2008,1
"plw","palau",2009,0.446790605783463
"plw","palau",2010,0.4436154961586
"plw","palau",2011,0.393341869115829
"plw","palau",2012,0.113646306097507
"plw","palau",2013,0.0874781012535095
"plw","palau",2014,0.0067130560055375
"plw","palau",2015,0.0849955007433891
"plw","palau",2016,0.341598033905029
"plw","palau",2017,0.526729822158813
"plw","palau",2018,0.503441035747528
"plw","palau",2019,0.484198033809662
"pry","paraguay",2005,0.4929059445858
"pry","paraguay",2006,0.458543092012405
"pry","paraguay",2007,0.389492601156235
"pry","paraguay",2008,0.425418853759766
"pry","paraguay",2009,0.502540230751038
"pry","paraguay",2010,0.476456493139267
"pry","paraguay",2011,0.480205446481705
"pry","paraguay",2012,0.628307640552521
"pry","paraguay",2013,0.540267050266266
"pry","paraguay",2014,0.532957792282104
"pry","paraguay",2015,0.527667820453644
"pry","paraguay",2016,0.460107237100601
"pry","paraguay",2017,0.561087489128113
"pry","paraguay",2018,0.539908885955811
"pry","paraguay",2019,0.62571257352829
"pry","paraguay",2020,0.641174614429474
"rus","russian federation",2005,0.0923084616661072
"rus","russian federation",2006,0.0819801613688469
"rus","russian federation",2007,0.0573635548353195
"rus","russian federation",2008,0.136569157242775
"rus","russian federation",2009,0.191804692149162
"rus","russian federation",2010,0.135388880968094
"rus","russian federation",2011,0.130879580974579
"rus","russian federation",2012,0.0931483805179596
"rus","russian federation",2013,0.11044230312109
"rus","russian federation",2014,0.0888973250985146
"rus","russian federation",2015,0.0961595103144646
"rus","russian federation",2016,0.185967013239861
"rus","russian federation",2017,0.193872272968292
"rus","russian federation",2018,0.180360928177834
"rus","russian federation",2019,0.195579454302788
"rus","russian federation",2020,0.367021799087524
"rwa","rwanda",2014,0.89028936624527
"rwa","rwanda",2015,0.843633234500885
"rwa","rwanda",2016,0.851724088191986
"rwa","rwanda",2017,0.832201600074768
"rwa","rwanda",2018,0.827682733535767
"rwa","rwanda",2019,0.854700565338135
"rwa","rwanda",2020,0.85543155670166
"sen","senegal",2015,0.629896581172943
"sen","senegal",2016,0.311373054981232
"sen","senegal",2017,0.382211744785309
"sen","senegal",2018,0.830163240432739
"sen","senegal",2019,0.746800482273102
"sen","senegal",2020,0.866127073764801
"slv","el salvador",2002,0.355406552553177
"slv","el salvador",2003,0.422310769557953
"slv","el salvador",2004,0.343949049711227
"slv","el salvador",2005,0.553457379341125
"slv","el salvador",2006,0.420833319425583
"slv","el salvador",2007,0.492335826158524
"slv","el salvador",2008,0.566063344478607
"slv","el salvador",2009,0.493027657270432
"slv","el salvador",2010,0.497327446937561
"slv","el salvador",2011,0.561169683933258
"slv","el salvador",2012,0.553992867469788
"slv","el salvador",2013,0.549828171730042
"slv","el salvador",2014,0.487402826547623
"slv","el salvador",2015,0.477539092302322
"slv","el salvador",2016,0.38950788974762
"slv","el salvador",2017,0.530489087104797
"slv","el salvador",2018,0.559245526790619
"slv","el salvador",2019,0.541353404521942
"slv","el salvador",2020,0.533583164215088
"som","somalia",2017,0.286728322505951
"som","somalia",2018,0.34947544336319
"som","somalia",2019,0.431866347789764
"som","somalia",2020,0.450676411390305
"srb","serbia",2007,0.339701294898987
"srb","serbia",2008,0.354842960834503
"srb","serbia",2009,0.383288949728012
"srb","serbia",2010,0.355065375566483
"srb","serbia",2011,0.333697319030762
"srb","serbia",2012,0.259885370731354
"srb","serbia",2013,0.3558649122715
"srb","serbia",2014,0.340461313724518
"srb","serbia",2015,0.352255612611771
"srb","serbia",2016,0.355678915977478
"srb","serbia",2017,0.394984275102615
"srb","serbia",2018,0.410133123397827
"srb","serbia",2019,0.420643240213394
"srb","serbia",2020,0.444325685501099
"swe","sweden",1995,0.220218390226364
"swe","sweden",1996,0.180964916944504
"swe","sweden",1997,0.190785929560661
"swe","sweden",1998,0.21643628180027
"swe","sweden",1999,0.221352443099022
"swe","sweden",2000,0.202155753970146
"swe","sweden",2001,0.207131117582321
"swe","sweden",2002,0.216964557766914
"swe","sweden",2003,0.203128695487976
"swe","sweden",2004,0.184242695569992
"swe","sweden",2005,0.189484819769859
"swe","sweden",2006,0.203309208154678
"swe","sweden",2007,0.242579162120819
"swe","sweden",2008,0.259303659200668
"swe","sweden",2009,0.292512059211731
"swe","sweden",2010,0.310180962085724
"swe","sweden",2011,0.323230087757111
"swe","sweden",2012,0.30748239159584
"swe","sweden",2013,0.307134568691254
"swe","sweden",2014,0.331375181674957
"swe","sweden",2015,0.333996623754501
"swe","sweden",2016,0.340257227420807
"swe","sweden",2017,0.339312940835953
"swe","sweden",2018,0.3500956594944
"swe","sweden",2019,0.362017780542374
"swe","sweden",2020,0.359055191278458
"tha","thailand",2000,0.302157819271088
"tha","thailand",2001,0.318354398012161
"tha","thailand",2002,0.416963487863541
"tha","thailand",2003,0.392210066318512
"tha","thailand",2004,0.432203382253647
"tha","thailand",2005,0.515439450740814
"tha","thailand",2006,0.581084966659546
"tha","thailand",2007,0.600651741027832
"tha","thailand",2008,0.648885130882263
"tha","thailand",2009,0.539799630641937
"tha","thailand",2010,0.539432764053345
"tha","thailand",2011,0.551175475120544
"tha","thailand",2012,0.609745621681213
"tha","thailand",2013,0.605506896972656
"tha","thailand",2014,0.614730358123779
"tha","thailand",2015,0.606945097446442
"tha","thailand",2016,0.609234869480133
"tha","thailand",2017,0.556610524654388
"tha","thailand",2018,0.51683384180069
"tha","thailand",2019,0.552330732345581
"tha","thailand",2020,0.658247649669647
"tun","tunisia",2008,-0.19826965034008
"tun","tunisia",2009,0.634494602680206
"tun","tunisia",2010,0.631422162055969
"tun","tunisia",2011,0.750714719295502
"tun","tunisia",2012,0.683639526367188
"tur","turkiye",2008,0.689396739006042
"tur","turkiye",2009,0.72448194026947
"tur","turkiye",2010,0.551923513412476
"tur","turkiye",2011,0.562224268913269
"tur","turkiye",2012,0.564244091510773
"tur","turkiye",2013,0.602935433387756
"tur","turkiye",2014,0.591758549213409
"tur","turkiye",2015,0.595496118068695
"tur","turkiye",2016,0.649493157863617
"tur","turkiye",2017,0.689399182796478
"tur","turkiye",2018,0.695029735565186
"tur","turkiye",2019,0.659985780715942
"tur","turkiye",2020,0.629572689533234
"uga","uganda",2001,0.875915467739105
"uga","uganda",2002,0.894217967987061
"uga","uganda",2003,0.893997430801392
"uga","uganda",2004,0.899046182632446
"uga","uganda",2005,0.911428868770599
"uga","uganda",2006,0.904536902904511
"uga","uganda",2007,0.932866632938385
"uga","uganda",2008,0.916682422161102
"uga","uganda",2009,0.945939064025879
"uga","uganda",2010,0.934683740139008
"uga","uganda",2011,0.954432904720306
"uga","uganda",2012,0.957131266593933
"uga","uganda",2013,0.955130100250244
"uga","uganda",2014,0.954769670963287
"uga","uganda",2015,0.954354524612427
"uga","uganda",2016,0.955155909061432
"uga","uganda",2017,0.95278263092041
"uga","uganda",2018,0.9586141705513
"uga","uganda",2019,0.969699859619141
"uga","uganda",2020,0.958121478557587
"ukr","ukraine",2001,0.224932789802551
"ukr","ukraine",2002,0.223371684551239
"ukr","ukraine",2003,0.290563583374023
"ukr","ukraine",2004,0.430986911058426
"ukr","ukraine",2005,0.43541756272316
"ukr","ukraine",2006,0.465971797704697
"ukr","ukraine",2007,0.414864659309387
"ukr","ukraine",2008,0.433172732591629
"ukr","ukraine",2009,0.450475990772247
"ukr","ukraine",2010,0.478404104709625
"ukr","ukraine",2011,0.519235014915466
"ukr","ukraine",2012,0.548659384250641
"ukr","ukraine",2013,0.521381080150604
"ukr","ukraine",2014,0.550439298152924
"ukr","ukraine",2015,0.568596839904785
"ukr","ukraine",2016,0.509315490722656
"ukr","ukraine",2017,0.533848226070404
"ukr","ukraine",2018,0.533952951431274
"ukr","ukraine",2019,0.462748229503632
"ukr","ukraine",2020,0.336853116750717
"usa","united states",2000,0.0592080466449261
"usa","united states",2001,0.271137088537216
"usa","united states",2002,0.306797236204147
"usa","united states",2003,0.308952569961548
"usa","united states",2004,0.287806183099747
"usa","united states",2005,0.257987648248672
"usa","united states",2006,0.240930274128914
"usa","united states",2007,0.255438208580017
"usa","united states",2008,0.284325331449509
"usa","united states",2009,0.345033496618271
"usa","united states",2010,0.338494062423706
"usa","united states",2011,0.309667319059372
"usa","united states",2012,0.29229199886322
"usa","united states",2013,0.278057873249054
"usa","united states",2014,0.274756073951721
"usa","united states",2015,0.272753983736038
"usa","united states",2016,0.283006072044373
"usa","united states",2017,0.273615956306458
"usa","united states",2018,0.260992437601089
"usa","united states",2019,0.24898536503315
"usa","united states",2020,0.259944409132004
"uzb","uzbekistan",2016,0.2378269135952
"uzb","uzbekistan",2017,0.195395097136498
"uzb","uzbekistan",2018,0.369379907846451
"uzb","uzbekistan",2019,0.324995279312134
"uzb","uzbekistan",2020,0.446119606494904
"zaf","south africa",1996,0.729768812656403
"zaf","south africa",1997,0.699637949466705
"zaf","south africa",1998,0.669403314590454
"zaf","south africa",1999,0.668460726737976
"zaf","south africa",2000,0.675997018814087
"zaf","south africa",2001,0.698727011680603
"zaf","south africa",2002,0.696524381637573
"zaf","south africa",2003,0.703224182128906
"zaf","south africa",2004,0.714998424053192
"zaf","south africa",2005,0.707655072212219
"zaf","south africa",2006,0.694825768470764
"zaf","south africa",2007,0.681671559810638
"zaf","south africa",2008,0.721750497817993
"zaf","south africa",2009,0.763654053211212
"zaf","south africa",2010,0.716521441936493
"zaf","south africa",2011,0.721055865287781
"zaf","south africa",2012,0.7118119597435
"zaf","south africa",2013,0.667573988437653
"zaf","south africa",2014,0.704330205917358
"zaf","south africa",2015,0.705343127250671
"zaf","south africa",2016,0.696074247360229
"zaf","south africa",2017,0.702206790447235
"zaf","south africa",2018,0.699295043945313
"zaf","south africa",2019,0.701134920120239
"zaf","south africa",2020,0.698784649372101
