"country_name","country_code","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"japan","jpn",4167.77,5772.23,6516.18,7354.44,8166.46,8977.25,10106.38,11646.75,12376.01,14148.06,17172.04,20740.27,23535.9,26936.59,31685.96,35252.15,40941.02,47978.15,56821.01,66746.66,78670.03,86560.52,99102.57,120665.74,143990.23,159096.12,178666.83,199098.62,219244.45,237631.54,256076,274615.8,288612.9,301844.1,319663.6,340395.3,357276.2,373273.1,400566.9,428994.1,461295,491418.8,504161.3,504497.8,510916.2,521613.6,535562,543545.3,536497.4,528069.9,535417.8,531653.9,524478.7,523968.7,529400.9,532515.6,535170.2,539281.7,527823.8,494938.4,505530.6,497449,500474.6,508700.6,518811.1,538032.4,544364.6,553073,556630.1,557910.9,539646.1,553068.3,560464.3,591912.5,609432.6
"jordan","jor",NA,NA,NA,NA,0.05,0.04,0.06,0.07,0.07,0.08,0.09,0.1,0.11,0.11,0.14,0.16,0.18,0.21,0.21,0.24,0.23,0.25,0.28,0.29,0.33,0.41,0.56,0.68,0.83,0.99,1.17,1.46,1.66,1.8,1.92,1.98,2.25,2.3,2.36,2.44,2.78,2.98,3.67,3.94,4.45,4.79,5,5.24,5.79,5.97,6.19,6.57,7.07,7.5,8.35,9.31,11.2,12.73,16.08,17.42,19.27,20.96,22.46,24.46,26.16,27.4,28.32,29.54,30.79,31.6,31.03,32.87,34.54,36.27,37.88
"kazakhstan, republic of","kaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.17,2.44,29.88,423.47,1014.19,1415.75,1672.14,1733.26,2016.46,2599.9,3250.59,3776.28,4611.98,5870.13,7590.59,10213.73,12849.79,16052.92,17007.65,21815.52,28243.05,31015.19,35999.03,39675.83,40884.13,46971.15,54378.86,61819.54,69532.63,70649.03,83951.59,103765.52,119442.29,134339.76
"kenya","ken",5.15,6.51,6.64,6.74,7.86,9,9.31,9.95,10.07,9.93,10.82,10.84,11.89,12.86,13.55,14.19,16.37,16.83,18.37,19.35,21.21,23.5,28.95,33.53,40.32,48.39,55.99,70.37,77.76,86.31,99.79,114.6,133.21,150.14,168.68,191.37,224.43,249.5,279.09,321.09,370.86,421.26,485.26,607.79,703.23,817.97,1031.72,1153.81,1245.35,1307.66,1386.82,1468.86,1498.59,1624.35,1804.38,1987.63,2139.08,2471.07,2840.22,3275.64,3597.63,4162.51,4767.19,5311.32,6003.84,6884.32,7594.06,8483.4,9340.31,10237.73,10714.09,12027.66,13489.65,15108.81,16441.04
"kiribati","kir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.01,0.01,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.08,0.09,0.09,0.09,0.1,0.11,0.12,0.12,0.13,0.13,0.14,0.15,0.14,0.15,0.15,0.16,0.18,0.18,0.18,0.19,0.2,0.21,0.22,0.25,0.28,0.29,0.31,0.31,0.32,0.38,0.39,0.43,0.47
"korea, republic of","kor",NA,NA,NA,49.09,67.95,117.14,155.47,202.7,210.57,223.72,251.79,301.82,365,517.46,736.53,826.64,1060.3,1304.33,1688.08,2206.37,2821.4,3473.3,4318.2,5603.3,8033.2,10709,14699.7,18907.2,25567.1,32952.6,40423.3,50591.8,58429.2,69523.5,80395.8,90277,105744.5,125228,150300.3,170708.4,206712.6,249964.9,286437.4,325647.7,384996.6,452187.2,507768.4,560502,556786.9,613069.3,675732.6,732723.1,813225.4,868110.6,942885.3,995175.5,1045663.2,1134541.3,1202972.9,1255305.4,1379460.2,1448575.7,1504674.1,1570938.1,1638484.8,1740776,1833026.5,1934233.9,2006974.6,2040594.3,2058466.6,2221913,2323781.5,2401189.4,2549120.7
"kosovo, republic of","kos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.8,2.89,3,2.98,3.07,3.2,3.55,3.54,3.61,4.03,4.56,4.8,5.07,5.33,5.67,6.04,6.36,6.67,7.06,6.77,7.96,8.9,9.68,10.31
"kuwait","kwt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.68,0.74,0.75,0.85,0.87,0.95,0.99,1.03,1.38,1.46,1.6,3.81,3.48,3.84,4.05,4.26,6.84,7.75,7.04,6.21,6.08,6.42,6.45,5.2,6.23,5.77,7.14,5.33,3.13,5.83,7.23,7.38,8.11,9.43,9.21,7.91,9.17,11.57,10.7,11.59,14.27,17.52,23.59,29.47,32.58,39.62,30.5,33.08,42.51,48.72,49.39,46.29,34.47,33.06,36.61,41.87,42.77,34.01,44.78,56.33,50.29,48.63
"kyrgyz republic","kgz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.03,0.04,0.04,0.09,0.74,5.34,12.02,16.15,23.4,30.69,34.18,48.74,65.36,73.88,75.37,83.87,94.35,100.9,113.8,141.9,187.99,201.22,220.37,285.99,310.47,355.29,400.69,430.49,476.33,530.48,569.39,654.02,639.69,782.85,1020.74,1333.73,1523.24
"lao people's democratic republic","lao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.31,0.36,0.42,0.47,0.51,0.57,0.63,0.67,0.86,1.23,1.91,2.64,3.01,5.61,6.17,6.23,19.79,22.64,39.65,72.54,103.87,167.93,247.89,321.86,469.36,852.82,1224.85,1443.36,1687.85,1901.15,2215.01,2836.74,3450.46,4399.45,4399.45,9920.03,14132.2,16671.69,19693.98,23650.99,28059.24,32483.36,39704.19,45647.65,51950.01,54789.54,61996.76,71961.76,81609.86,93867.57,106797.29,117251.58,129279.12,140697.75,152414.2,163080.4,167668.97,180751.07,217350.48,280240.54,342330.31
"latvia, republic of","lva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.25,1.72,2.51,3.49,3.93,4.54,5.25,5.85,6.1,6.7,7.32,8.14,9.14,10.63,13.1,16.29,21.51,23.35,18.48,17.72,19.12,21.1,21.96,22.79,23.74,24.5,26.02,28.15,29.57,29.22,32.28,36.1,39.37,40.21
"lebanon","lbn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65,3.49,3.7,4.07,4.25,4.21,4.7,5.02,5.35,5.94,6.99,7.76,8.92,7.46,4.14,8.4,8.68,11,13.81,16.58,12.43,16.35,27.8,58.54,106.66,730.89,1337.96,1332.04,1946.76,4077.04,9372.65,12947.07,15101.43,17787.82,20145.77,23916.59,25863.35,25894.92,25655.16,26171.2,28397.19,29375.01,31898,32407,33199,37427,43897,53365,57954,60190,66355,70672,72503,75268,77109,79943,82761,80273,96906,245572,661202.41,2056199.32,2532499.08
"lesotho, kingdom of","lso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.05,0.06,0.08,0.09,0.11,0.14,0.16,0.19,0.23,0.27,0.22,0.29,0.3,0.33,0.38,0.39,0.45,0.52,0.63,0.75,0.88,1.13,1.36,1.64,2.05,2.46,2.83,3.25,3.74,4.2,4.73,5.24,5.72,6.4,7.38,8.32,9.01,10,11.07,12.1,12.54,14.64,15.15,16.95,19.13,20.97,23.75,27.4,30.36,31.01,31.51,34.01,34.36,34.24,36.31,38.66,41.47,44.45
"liberia","lbr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.24,0.25,0.26,0.29,0.3,0.32,0.34,0.36,0.4,0.42,0.45,0.48,0.57,0.69,0.83,0.86,0.96,1.06,1.22,1.25,1.44,1.49,1.48,1.46,1.44,1.42,1.49,1.58,1.63,0.8,0.72,0.46,0.33,0.27,0.28,0.33,0.56,0.68,0.82,0.86,0.9,0.94,0.71,0.9,0.94,1.11,1.34,1.68,1.77,1.97,2.34,2.67,3.04,3.09,3.09,3.26,3.32,3.26,3.08,3.04,3.51,3.97,4.39,4.82
"libya","lby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.24,0.34,0.48,0.73,0.99,1.31,1.57,2.1,2.61,2.57,2.35,2.56,2.82,3.7,4.21,5.44,6.29,6.22,8.58,11.9,10.28,10.25,9.77,9.15,9,7.8,6.83,7.4,8.22,8.95,9.82,10.43,10.2,10.9,11.68,13.32,14.38,14.45,17.22,20.23,21.3,26.85,34.7,44.44,63.92,78.94,85.9,106.1,76.23,95.49,58.97,116.76,95.82,73,67.29,69.4,93.61,104.67,96.84,65.07,158.99,208.15,211.91,204.23
"lithuania, republic of","ltu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.13,1.04,3.54,5.17,7.81,9.78,11.77,13.07,12.76,13.37,14.2,15.21,16.67,18.29,20.98,24,29.01,32.64,26.98,27.66,31.04,33.24,34.88,36.41,37.44,38.81,42.28,45.95,49.24,50.25,56.67,67.45,73.8,78.41
"luxembourg","lux",0.42,0.58,0.63,0.57,0.59,0.65,0.71,0.77,0.76,0.78,0.84,0.84,0.88,0.94,1.07,1.12,1.2,1.29,1.38,1.53,1.7,1.86,2.08,2.36,2.77,3.07,3.49,3.77,4.1,4.35,4.66,5.09,5.14,5.65,6.26,6.64,7.3,7.59,8.46,9.66,10.43,11.54,12.19,13.46,14.47,15.02,15.7,16.32,17.31,19.77,22.99,23.88,25.01,26.23,28.19,30.28,34.18,37.64,40.01,39.05,42.4,44.32,46.53,49.09,51.79,54.14,56.21,58.17,60.19,62.42,64.5,73.04,76.73,80.99,86.1
"madagascar, republic of","mdg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.99,47.96,50.97,57.63,62.31,64.64,68.06,72.41,78.09,84.08,90.03,97.05,99.21,103.15,127.88,140.17,141.3,149.12,155.01,189.58,219.81,258.65,334.7,403.46,450.47,503.82,588.14,687.06,897.58,1018.39,1174.8,1194.71,1384.91,1555.25,2160.77,3274.38,4005.91,4340.45,4790.57,5376.28,6265.67,7166.08,7312.52,7891.24,9465.27,11736.27,13701.55,15974.09,18322.51,18812.6,20863.37,23393.79,25415.47,27417.73,30240.59,33216.18,37637.59,41058.84,45886.3,51035.22,49435.65,54978.31,62775.45,70297.18,78835.15
"malawi","mwi",NA,NA,NA,NA,0.22,0.24,0.26,0.28,0.3,0.3,0.32,0.34,0.35,0.37,0.42,0.44,0.5,0.54,0.6,0.64,0.71,0.88,0.91,0.98,1.21,1.48,1.64,1.78,1.95,2.03,2.45,2.71,3.04,3.51,4.17,4.75,5.37,6.26,8.35,10.25,11.52,15.08,15.83,22.26,25.59,52.15,85.26,106.93,132.81,191.17,253.47,301.64,377.44,440.25,533.02,609.57,765.65,873.55,1052.79,1230.57,1474.65,1763.87,2114.44,2831.66,3618.12,4503.57,5552.07,6531.22,7235.94,8219.85,8815.34,9975.52,11795.66,15474.72,20321.4
"malaysia","mys",NA,NA,NA,NA,NA,6.11,6.18,6.23,6.01,6.76,7.47,7.43,7.78,8.78,9.15,9.82,10.75,11.83,12.75,13.15,14.06,15.3,17.27,21.33,27.11,28.56,32.68,36.91,41.39,50.72,58.25,62.95,68.37,76.01,86.92,84.65,78.22,87,99.11,112.9,127.77,147.17,164.11,187.54,212.88,242.3,276.35,306.91,308.49,327.57,388.17,384.01,417.37,456.1,516.3,569.37,625.1,696.91,806.48,746.68,833.1,924.69,985.05,1033.09,1122.16,1176.94,1249.7,1372.31,1447.76,1512.74,1418.49,1548.7,1793.9,1822.9,1931.12
"maldives","mdv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.14,0.15,0.16,0.18,0.23,0.21,0.28,0.27,0.32,0.42,0.47,0.55,0.62,0.67,0.8,0.95,1.13,1.37,1.57,1.82,2.21,2.69,3.23,3.79,4.43,5.48,6.21,7.68,8.16,8.9,9.43,9.82,10.6,13.47,15.7,14.89,20.16,23.92,29.08,30.02,33.13,40.51,44.35,50.63,56.87,63.46,67.77,74.11,83.18,88.08,57.1,80.77,95.05,101.41,108.16
"mali","mli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.32,56.62,59.5,64.88,72.75,74.75,79.7,88.77,89.72,102.26,132.34,152.79,152.23,207.94,226.97,237.96,259.4,319.74,340.37,404.44,429.11,451.01,482.24,540.43,618.93,640.67,686.02,693.55,689.85,769.73,877.44,923.33,890.72,951.03,1401.97,1650.18,1734.52,1857.88,1959.38,2117.67,2103.27,2540.2,2711.12,2733.68,2876.23,3294.06,3607.84,3903.96,4402.81,4825.41,5288.94,6123.93,6352.36,6540.56,7093,7747.73,8311.93,8922.04,9481.93,10124.69,10052.81,10707.69,12024.38,12847.97,13775.43
"malta","mlt",NA,NA,NA,NA,0.08,0.08,0.09,0.1,0.1,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.14,0.15,0.17,0.2,0.23,0.24,0.25,0.28,0.32,0.4,0.49,0.58,0.67,0.78,0.94,1.05,1.11,1.1,1.11,1.15,1.23,1.32,1.46,1.61,1.77,1.94,2.11,2.26,2.48,2.76,2.87,3.11,3.32,3.55,4.12,4.27,4.5,4.76,4.9,5.14,5.38,5.78,6.24,6.29,6.86,7.03,7.48,8.13,8.95,10.22,10.86,12.54,13.68,14.59,14.37,16.68,18.27,20.54,22.47
"marshall islands, republic of the","mhl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.05,0.05,0.06,0.07,0.07,0.08,0.08,0.09,0.1,0.1,0.11,0.13,0.12,0.11,0.11,0.11,0.12,0.12,0.13,0.13,0.13,0.14,0.14,0.15,0.15,0.15,0.16,0.17,0.18,0.19,0.19,0.18,0.2,0.21,0.22,0.23,0.24,0.26,0.25,0.26,0.28
"mauritania, islamic republic of","mrt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,0.97,0.99,1.32,1.5,1.57,1.66,1.83,1.82,2.05,2.21,2.35,2.62,3.31,3.61,4.15,4.34,4.42,5.2,5.73,6.35,6.83,7.6,8.16,9.26,10.5,11.82,12.67,14.34,14.46,16.84,18.84,22.32,24.03,27.14,29.26,31.46,38.3,41.61,42.52,44.63,48.29,53.95,62.68,77.98,105.28,112.39,124.02,123.69,155.3,190.17,199.57,217.18,199.57,200.22,225.47,243.41,266.64,289.66,307.21,332.6,353.02,388.67,419.69
"mauritius","mus",0.59,0.68,0.76,0.78,0.78,0.74,0.88,0.91,0.82,0.88,0.81,0.96,0.98,1.29,1.22,1.29,1.28,1.35,1.35,1.45,1.46,1.53,1.75,2.22,3.09,3.59,4.95,5.76,6.63,7.74,9.54,10.54,12.3,14.02,15.29,17.33,20.33,24.71,29.9,34.87,40.76,47.23,52.88,61.8,69.81,77.18,82.37,90.76,104.45,115.77,129.54,142.22,153.5,171.74,191.44,202.54,225.87,258.65,288.08,295.68,312.1,335.1,355.37,377.41,400.35,420.94,447.62,472.86,500.05,512.11,448.87,478.81,570.3,638.32,694.02
"mexico","mex",0.06,0.07,0.08,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.29,0.33,0.36,0.4,0.44,0.49,0.54,0.6,0.66,0.75,0.91,1.2,1.46,1.77,2.36,3,3.95,5.56,7.61,12.26,22.08,36.41,59.05,96.93,239.42,486.08,641.68,865.19,1112.91,1323.38,1651.78,1868.53,2440.39,3284.16,4144.91,5092.99,6035,7016.6,7437.11,7827.76,8259.53,9248.39,9999.6,11120.12,12046.75,12927.76,12749.12,13968.15,15268.44,16529.12,16954.01,18137.65,19228.61,20758.79,22536.21,24176.67,25121.82,24086.76,26690.03,29516.05,31855.57,33913.83
"micronesia, federated states of","fsm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0.03,0.04,0.05,0.05,0.05,0.05,0.06,0.06,0.07,0.08,0.08,0.09,0.09,0.11,0.12,0.12,0.14,0.14,0.16,0.18,0.19,0.21,0.21,0.22,0.22,0.21,0.22,0.22,0.23,0.24,0.24,0.24,0.24,0.25,0.25,0.25,0.26,0.28,0.29,0.31,0.32,0.31,0.32,0.31,0.33,0.36,0.39,0.39,0.37,0.39,0.42,0.44,0.47
"moldova, republic of","mda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.03,0.19,1.82,4.74,6.48,7.8,8.92,9.12,12.32,16.34,19.05,22.56,27.62,32.03,37.65,44.75,53.43,62.92,60.43,86.28,98.77,105.48,119.53,131.96,146.74,159.01,176.01,189.06,206.26,199.73,242.08,274.49,303.55,323.1
"mongolia","mng",1.19,1.27,1.36,1.46,1.56,1.66,1.78,1.9,2.03,2.17,2.32,2.48,2.65,2.84,3.03,3.24,3.47,3.71,3.96,4.24,4.61,4.83,5,5.44,5.67,6.04,6.28,6.77,7.28,7.59,8.07,8.88,9.81,10.47,10.75,11.2,11.13,11.6,12.31,12.83,12.51,22.6,56.13,227.68,382.1,651.46,738,932.93,945.46,1080.53,1224.06,1391.88,1550.61,1829.07,2361.16,3041.41,4027.56,4956.65,6555.57,6590.64,9756.59,13173.76,16688.42,19174.24,22227.05,22894.78,23931.34,28010.71,32582.63,37839.23,37453.28,43555.48,53851.54,70441.52,79956.29
"montenegro","mne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,1.45,1.15,0.67,0.68,0.86,0.65,0.73,0.75,0.76,1.05,1.28,1.34,1.49,1.67,1.82,2.17,2.69,3.1,2.99,3.13,3.26,3.18,3.36,3.46,3.65,3.95,4.3,4.66,4.95,4.19,4.96,5.92,6.96,7.41
"morocco","mar",6.3,7.56,9.09,9.95,10.33,10.12,10.79,11,12.58,12.56,13.9,13.82,16.24,17.67,18.58,19.59,19.12,20.2,22.82,22.78,24.23,26.69,28.28,30.58,41.08,46.14,53.58,62.95,69.77,78.48,93.72,99.97,117.51,125.41,142.11,163.82,195.72,198.22,230.51,245.31,269.21,304.21,311.49,318.57,354.6,360.72,407.12,403.62,434.54,441.73,446.84,482.68,503.76,539.46,572.24,598.11,653.37,700.77,775.9,810.02,849.13,887.5,917.59,971.74,1001.45,1078.12,1094.25,1148.9,1195.24,1239.84,1152.48,1276.56,1330.56,1463.36,1544.5
"mozambique, republic of","moz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.09,0.1,0.11,0.11,0.12,0.13,0.14,0.14,0.14,0.15,0.16,0.13,0.14,0.13,0.14,0.19,0.21,0.69,1.11,1.75,3.29,5.53,7.04,11.17,17.86,27.63,45.52,56.26,65.92,80.29,90.31,116.98,140.9,156.57,179.23,204.52,241.56,279.37,313.97,337.48,387.55,424.95,473.49,517.73,563.67,648.08,761.03,843.42,905.94,970.3,988.86,1058.44,1205.73,1338.68,1402.36
"myanmar","mmr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45,6.58,6.89,7.85,7.22,8.01,7.89,8.48,9.66,10.25,10.61,11.07,12.39,14.6,17.5,20.81,23.32,25.1,27.44,30.22,33.31,36.66,39.5,42.27,44.79,47.01,52.2,59.24,82.12,113.06,138.45,178.28,249.2,340.5,440.4,570.87,777.2,1111.45,1553.19,2162.57,2699.19,3472.09,5220.61,7592.62,9558.05,12158.84,16582.79,22870.77,28912.11,32870.79,36888.53,42351.43,48829.78,56839.86,65262.09,72714.02,79690.36,89547.99,100252.24,112559.12,113043.12,108632.84,133449.08,149606,157542.74
"namibia","nam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.18,0.2,0.23,0.26,0.29,0.32,0.31,0.33,0.36,0.39,0.43,0.47,0.53,0.64,0.74,0.84,0.93,1.07,1.28,1.69,1.77,2.06,2.29,2.57,3.21,3.7,4.19,5.07,5.95,6.65,7.84,9.4,10.31,12.55,14.32,16.99,18.94,21.2,23.38,27.33,30.78,35.72,37.62,43.04,46.6,52.18,61.58,70.11,75.21,82.6,90.11,106.86,117.42,134.84,146.02,157.71,171.57,181.07,181.21,174.24,183.29,205.58,228.89,245.1
"nauru, republic of","nru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.06,0.05,0.07,0.1,0.09,0.11,0.1,0.13,0.14,0.17,0.17,0.19,0.24,0.21,0.23,0.24
"nepal","npl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04,4.98,5.12,5.59,6.19,6.88,8.42,8.06,8.21,8.93,10.55,10.21,11.41,12.66,16.13,17.51,17.71,20.05,22.9,25.78,27.1,31.69,34.53,40.28,47.65,57.05,68.24,78.2,94.17,109.31,126.64,151.6,187,215.13,244.01,268.39,304.8,343.5,368.39,418.83,464.7,503.62,524.07,561.47,612.25,672.31,746.08,830.2,930.38,1127.28,1360.54,1559.22,1758.38,1949.29,2232.53,2423.64,2608.18,3077.14,3455.95,3858.93,3888.7,4352.55,4976.56,5348.53,5776.25
"netherlands, the","nld",9.05,10.33,10.78,11.47,12.81,14.34,15.55,16.9,17.06,18.19,20.35,21.49,23.13,25.1,29.53,32.98,35.91,39.4,43.69,55.52,62.25,70.65,79.11,91.03,103.53,114.69,130.82,141.85,152.95,162.4,174.83,183.32,190.74,198.17,207.21,216.54,223.53,226.96,236.82,250.8,265.32,280.31,291.85,300.23,315.68,330.03,345.3,369.66,394.84,420.14,452.19,482.94,502.9,514.9,531.57,553.12,587.44,622.78,651.3,630.17,643.02,656.01,658.23,665.57,678.63,699.18,720.18,750.86,787.27,829.77,816.46,891.55,993.82,1067.6,1134.12
"new zealand","nzl",1.51,1.57,1.64,1.8,2.02,2.13,2.23,2.37,2.46,2.62,2.82,2.87,3.11,3.38,3.69,4.01,4.17,4.33,4.57,5.04,5.8,6.76,7.85,9.09,9.9,11.44,13.83,14.59,16.53,19.31,23.15,26.98,30.91,33.62,38.68,45.24,52.37,62.45,69.37,73.74,76.59,75.24,77.28,82.86,89.14,94.82,100.49,103.87,105.87,111.22,118.34,126.3,133.69,141.53,153.01,160.8,168.96,183.2,189.77,192.36,202.05,211.29,216.34,228.26,241.09,251.98,266.99,286.73,302.69,320.04,323.9,353.02,385.58,412.46,425.49
"nicaragua","nic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.52,15.71,19.47,23.36,25.96,31.18,36.34,41.48,49.05,57.35,64.81,71.56,74.45,80.39,92.32,105.78,118.84,136.95,164.6,168.79,187.05,219.18,247.99,271.53,308.4,347.71,380.26,414.28,410.99,420.61,437.05,499.75,560.88,648.87,721.28
"niger","ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.65,88.72,96.19,106.47,101.21,112.67,153.66,149.02,133.39,145.75,160.52,161.54,163.91,163.18,179.16,235.62,335.6,400.72,503.82,615.81,746.01,830.32,933.21,967.14,898.59,910.83,928.01,944.62,956.02,978.68,950.42,922.68,892.5,861.09,1072.38,1145.34,1226.16,1332.01,1554.72,1556.85,1586.92,1788.19,1924.54,1961.82,1976.31,2304.13,2477.72,2735.74,3246.71,3448.08,3875,4126.05,4802.44,5040.75,5346.05,5724.87,6135.41,6494.7,7114.53,7567.9,7910.95,8270.76,9621.24,10194.45,12042.83
"nigeria","nga",2.62,3.02,3.33,3.61,4.17,4.64,4.9,5.27,5.35,5.83,6.61,7.1,7.68,8.15,9.01,9.91,10.52,8.64,8.58,11.31,21.2,24.55,27.55,31.66,49.11,60.98,75.73,90.66,99.69,114.7,134.69,140.73,150.57,160.37,167.54,189.74,200.14,247.17,318.83,419.08,499.68,596.04,909.8,1259.07,1762.81,2895.2,3779.13,4111.64,4588.99,5307.36,6897.48,8134.14,11332.25,13301.56,17321.3,22269.98,28662.47,32995.38,39157.88,44285.56,55469.35,63713.36,72599.63,81009.97,90136.99,95177.74,102575.42,114899.25,129086.91,145639.14,154252.32,176075.5,202365.03,234425.92,277493.78
"north macedonia, republic of","mkd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.95,12.41,62.24,154.03,178.35,185.63,195.61,205.03,219.92,248.65,252.39,258.58,268.69,280.79,308.45,334.84,372.89,414.89,414.62,437.3,464.19,466.7,501.89,527.63,558.95,594.79,618.11,660.88,692.68,669.28,729.44,816.08,897.69,948.9
"norway","nor",17.6,21.73,24.02,24.31,26.47,28.16,31.56,33.6,33.69,35.47,37.85,41.29,44.47,47.72,52.48,57.89,62.48,68.35,72.99,79.48,91.46,102.02,112.67,128.07,148.54,170.26,195.46,219.3,243.97,269.14,318.28,365.01,404.33,449.66,506.49,562.4,581.91,634.88,664.08,708.64,749.86,790.09,813.09,855.4,897.24,963.14,1054.67,1141.34,1163.68,1266.46,1509.13,1566.71,1564.15,1624.09,1788.12,1997.04,2224.87,2360.17,2622.12,2439.71,2605.35,2809.93,2983.08,3090.34,3161.78,3130.18,3116.04,3323.1,3576.58,3596.94,3461.58,4323.93,5732.91,5101.56,5198.05
