"country_name","country_code","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"côte d'ivoire","civ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.46,285.89,301.26,316.28,340.03,368.09,415.09,445.88,494.83,546.27,632.77,662.93,696.22,803.66,996.64,1213,1522.44,2030.78,2352.75,2566.25,2932.03,3125.32,3391.13,3548.57,4056.83,4254.5,4389.55,4190.64,4197.27,4302.6,4063.05,4091.67,4080.61,4323.4,6380.19,7589.66,8583.72,9457.38,10284.87,10533.39,10547.19,11341.05,11895.46,12297.07,12088.7,12456.8,12866.17,13477.3,14995.06,15845.8,17036.26,16743.16,18905.93,21350.41,24136.05,27086.37,28686.71,30491.65,32506.1,35379.06,36277.95,40366.86,44238.8,48293.9,52798.95
"croatia, republic of","hrv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17,13.84,15.57,17.11,19.51,21.52,22.12,23.97,25.76,28.3,31.16,33.64,36.18,39.5,43.27,46.56,44.68,44.49,45.19,44.79,45.07,44.87,45.97,47.57,49.74,52.22,54.91,50.75,58.35,67.62,78.05,85.49
"cyprus","cyp",0.08,0.1,0.12,0.13,0.14,0.15,0.18,0.19,0.18,0.19,0.19,0.2,0.23,0.24,0.22,0.27,0.29,0.33,0.36,0.41,0.43,0.5,0.56,0.63,0.61,0.51,0.62,0.78,0.93,1.16,1.4,1.61,1.88,2.09,2.45,2.72,2.94,3.27,3.66,4.14,4.69,4.91,5.69,6.03,6.72,7.68,7.98,8.37,9.06,9.73,10.6,11.42,11.88,12.85,13.86,14.82,16,17.51,19.01,18.68,19.46,19.86,19.5,18.04,17.48,17.94,19.01,20.31,21.81,23.4,22.37,25.68,29.42,31.34,33.41
"czech republic","cze",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736.38,886.4,990.89,1199.81,1387.11,1607.59,1840.56,1982.42,2168.88,2267.28,2399.7,2591.57,2704.47,2833.2,3087.78,3288.49,3530.25,3856.63,4037.56,3945.51,4032.95,4095.36,4118.39,4169.01,4377.99,4651.81,4843.03,5179.34,5475.77,5888.87,5828.32,6307.76,7049.87,7618.53,8008.21
"denmark","dnk",22.72,24.16,25.86,27.82,29.15,30.25,32.45,34.59,35.98,40.29,43.61,48.46,54.54,58.28,66.26,74.34,82.32,90.46,100.64,114.46,126.65,139.99,160.93,184.55,206.73,230.89,268.21,298.19,332.42,370.34,399.09,437.8,500.65,551.73,609.68,661.77,709.97,746.85,777.76,821.02,855.38,890.27,923.32,927.92,992.37,1035.6,1087.15,1144.17,1185.22,1240.98,1325.98,1372.28,1411.48,1438.89,1509.67,1590.08,1685.24,1743.14,1809.72,1729.53,1812.9,1848.53,1892.94,1935.56,1980.26,2030.21,2101.52,2189.59,2243.54,2303.64,2326.59,2567.52,2844.23,2804.74,2960.89
"djibouti","dji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.28,23.98,26.63,30.32,37.69,41.86,49.96,53.82,59.01,65.25,74.44,79.01,82.58,83.43,84.34,87.84,94.97,98.53,105.25,108.22,112.92,115.44,119.35,116.35,122.75,124.26,123.33,125.49,128.39,134.96,138.78,144.17,148.83,156.67,166.32,176.95,191.97,211.63,245.55,253.39,274.33,309.28,337.93,363.34,394.65,430.87,462.96,490.97,517.78,548.95,558.78,602.97,633.19,696.16,756.58
"dominica","dma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.07,0.09,0.11,0.12,0.15,0.15,0.2,0.22,0.24,0.27,0.29,0.32,0.36,0.41,0.46,0.5,0.54,0.59,0.63,0.66,0.71,0.74,0.79,0.82,0.87,0.9,0.9,0.92,0.9,0.93,0.99,0.98,1.05,1.14,1.24,1.32,1.33,1.35,1.31,1.35,1.41,1.46,1.56,1.41,1.5,1.65,1.36,1.5,1.64,1.77,1.88
"dominican republic","dom",0.49,0.6,0.62,0.61,0.66,0.66,0.73,0.85,0.81,0.82,0.89,0.86,1.04,1.18,1.25,1.1,1.24,1.3,1.31,1.48,1.91,2.14,2.55,3.01,3.75,4.62,5.07,5.88,6.07,7.05,8.67,9.7,10.6,11.83,14.87,20.14,22.8,28.73,42.13,54.37,77.34,123.55,145.07,163.51,184.77,214.12,235.25,280.36,318.65,350.52,393.3,427.32,477.43,628.61,935.98,1083.45,1261.4,1458.42,1660.57,1734.7,1981.02,2207.11,2381.3,2614.47,2918.45,3196.73,3480.3,3758.55,4208.09,4572.74,4439.81,5427.46,6257.3,6764.53,7402.89
"ecuador","ecu",0.36,0.39,0.44,0.47,0.52,0.55,0.56,0.6,0.62,0.65,0.7,0.75,0.8,0.87,0.97,1.03,1.13,1.26,1.37,1.5,1.75,1.88,2.2,2.92,4.36,5.07,6.25,7.81,8.98,10.98,16.12,16.5,16.47,14.48,15.41,18.02,13.22,12.35,11.75,11.53,11.71,13.14,14.37,16.78,20.24,21.98,23,25.85,26.29,18.89,17.53,23.13,27.05,30.97,35.19,40.28,45.69,49.85,61.14,60.09,68.15,78.99,87.74,96.57,102.72,97.21,97.67,104.47,107.48,107.6,95.87,107.18,116.13,121.15,121.73
"egypt, arab republic of","egy",0.98,1.04,0.97,1.03,1.08,1.14,1.19,1.26,1.32,1.44,1.53,1.6,1.73,1.84,1.97,2.32,2.83,2.99,3,3.27,3.46,3.74,3.97,4.08,4.75,5.96,7.05,8.63,10.29,13.16,16.47,18.03,21.33,26.08,29.32,34.19,37.85,54.15,64.77,80.75,101.05,116.92,146.26,165.17,184.01,214.5,241.21,270.44,302.19,323.43,357.61,377.16,398.4,438.99,510.28,566.22,649.5,783.14,941.6,1095.85,1268.71,1441.68,1769.1,1958.5,2242,2576.7,2863.9,3655.9,4666.2,5596,6152.6,6663.1,7842.5,10155.5,13902.7
"el salvador","slv",0.36,0.43,0.45,0.51,0.57,0.62,0.67,0.68,0.67,0.65,0.69,0.7,0.78,0.82,0.91,0.97,1.02,1.09,1.16,1.2,1.27,1.33,1.43,1.6,1.99,2.5,2.78,3.3,3.54,3.97,3.91,3.45,3.41,3.26,2.38,2.32,2.33,2.37,2.77,3.17,4.82,5.25,5.81,6.68,7.68,8.92,9.59,10.22,10.94,11.28,11.78,12.28,12.66,13.24,13.72,14.7,16,17.01,17.99,17.6,18.45,20.28,21.39,21.99,22.59,23.44,24.19,24.98,26.02,26.88,24.92,29.04,31.99,34.02,35.34
"equatorial guinea, republic of","gnq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.81,0.89,1.06,1.16,1.35,1.47,1.49,1.56,1.73,1.93,2.12,2.32,2.75,3.34,4.01,4.64,5.58,5.81,6.19,6.66,8.06,11.56,15.15,19.22,33.16,31.44,33.33,35.58,33.46,36.27,37.18,42.37,45.77,66.5,84.13,141.3,306.77,259.84,454.39,822.85,1225.98,1436.75,2165.05,3131,4316.63,5274.15,6264.84,8844.11,7095.92,8072.29,10064.62,11430.51,10840.52,10746.85,7795.42,6661.37,7084.54,7389.22,6658.37,5694.74,6774.08,8537.8,7483.58,7604.63
"eritrea, the state of","eri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,1.42,1.7,1.96,2.67,3.05,3.68,4.14,4.61,5.01,5.26,6.59,7.88,9.35,11.83,13.06,14.41,15.68,14.19,19.94,24.44,31.75,34.67,30.1,40.04,30.95,33.37,28.7,30.24,29.88,NA,NA,NA,NA,NA
"estonia, republic of","est",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.11,0.89,1.51,2.08,2.86,3.68,4.57,5.1,5.41,6.17,6.98,7.82,8.75,9.78,11.35,13.57,16.4,16.62,14.13,14.74,16.74,18.09,19.16,20.37,21.01,22.19,24.32,26.44,28.47,27.86,31.46,36.44,38.19,39.51
"eswatini, kingdom of","swz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.06,0.06,0.07,0.08,0.09,0.1,0.1,0.11,0.12,0.13,0.14,0.15,0.18,0.23,0.27,0.3,0.37,0.46,0.53,0.59,0.7,0.78,0.82,0.93,1.11,1.45,1.69,2.24,2.64,3.2,3.55,4.06,4.89,5.76,7.01,7.86,9.02,9.94,10.78,12.06,13.28,15.1,16.62,17.89,20.21,22.29,24.44,27.21,30.34,32.5,35,40.12,44.39,48,51.79,56.13,58.69,61.79,64.96,65.59,71.71,78.39,89.66,95.3
"ethiopia, the federal democratic republic of","eth",2.97,3.36,3.42,3.53,3.64,3.74,3.92,3.85,3.79,4.09,4.19,4.38,4.56,4.78,5.26,5.86,6.08,6.48,6.9,7.3,8.02,8.47,8.53,9,9.99,9.93,10.8,12.28,13.07,14.37,15.29,15.69,16.5,18.35,17.34,20.3,21.09,22.54,23.36,24.58,26.07,28.83,30.42,39.02,41.45,49.58,55.87,57.87,55.65,59.8,67.13,68.55,67.07,73.99,87.42,107.35,132.67,173.3,250.13,337.61,385.94,515.08,747.33,866.92,1060.83,1297.96,1568.1,1832.79,2200.12,2690.75,3374.35,4341.02,6157.02,8723.12,11752.14
"fiji, republic of","fji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.12,0.13,0.14,0.15,0.16,0.18,0.21,0.22,0.24,0.28,0.31,0.37,0.46,0.54,0.61,0.69,0.72,0.76,0.92,1.07,1.14,1.21,1.24,1.38,1.43,1.58,1.59,1.72,1.9,2.14,2.21,2.49,2.73,2.89,3,3.24,3.27,3.57,4.14,3.88,4.09,4.37,4.76,5.12,5.51,5.82,5.94,6.08,6.08,6.53,7.33,7.7,8.36,9.17,9.82,10.33,11.06,11.65,11.76,9.61,8.91,10.94,12.25,13.49
"finland","fin",0.98,1.42,1.48,1.46,1.62,1.79,1.99,2.17,2.33,2.54,2.83,3.21,3.44,3.73,4.21,4.66,4.99,5.46,6.26,7.15,7.96,8.74,10.19,12.4,15.65,18.15,20.62,22.63,25.07,29.07,33.68,38.09,42.83,47.79,53.5,58.29,62.74,67.75,76.75,85.93,90.96,86.91,84.79,85.61,90.65,98.45,101.98,110.76,120.43,126.89,136.39,144.61,148.44,151.71,158.74,164.67,172.86,187.06,194.25,181.74,188.15,197.66,200.38,203.5,205.86,210.19,215.72,224.71,231.91,238.52,236.39,248.76,266.14,272.78,276.17
"france","fra",16.43,20.13,23.71,24.72,26.17,28,31.11,34.64,39.86,43.52,48.29,52.69,58.83,65.95,73.16,78.75,84.55,91.33,99.31,113.22,126.42,140.86,157.4,180,207.58,233.86,270.92,305.54,347.72,395.28,447.42,504.71,579.25,642.95,699.5,749.58,807.71,848.79,917.93,988.88,1043.98,1082.83,1121.46,1134.84,1172.96,1213.8,1246.97,1289.67,1346.32,1395.15,1473.52,1530.07,1578.33,1622.31,1696.11,1762.05,1846.02,1937.88,1990,1935.84,1996.08,2062.14,2088.29,2120.35,2153.73,2201.4,2231.82,2291.68,2355.36,2432.21,2318.28,2508.1,2654.06,2826.31,2922.24
"gabon","gab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.29,128.09,137.04,150.84,166.69,182.74,202.8,217.97,235.08,257.12,282.22,307.76,345.08,392.44,468.8,639.34,811.45,732.61,572.5,684.41,963.21,1117.08,1266.06,1405.67,1550.07,1678.29,1693.2,1111.76,1214.95,1422.22,1725.76,1623.13,1576.33,1630.2,2477.83,2635.85,3101.85,3310.89,2816.67,3057.34,3842.28,3679.03,3701.27,3776.24,4097.53,4989.26,5309.45,5961.58,6944.82,5738.12,7111.48,8581.58,8766.49,8690.52,8988.33,8503.44,8310.62,8669.07,9343.9,9886.9,8830.78,10782.81,12750.06,12165.19,12593.36
"gambia, the","gmb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.12,0.13,0.13,0.14,0.15,0.18,0.19,0.2,0.23,0.2,0.23,0.27,0.33,0.39,0.52,0.67,0.85,0.86,1.03,1.04,1.14,1.25,1.45,1.48,1.88,2.6,3.56,3.92,4.66,5.68,6.64,7.29,8.01,8.33,8.68,9.3,10.03,10.74,11.81,12.91,15.73,17.66,24.05,28.89,29.37,29.58,31.83,34.66,38.64,43.23,41.53,45.39,49.46,51.31,58.58,64.39,70.14,80.45,90.79,93.33,105.49,121.09,146.7,173.41
"georgia","geo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.94,2.53,3.98,4.68,5.16,5.83,6.21,6.86,7.67,8.8,10.1,11.95,14.18,17.47,19.61,18.49,22.15,26.1,27.9,29.14,31.72,34.55,36.55,41.34,45.37,49.73,49.79,60.72,72.86,80.88,91.89
"germany","deu",56.08,68.53,78.28,84.3,90.72,103.68,114.12,124.1,132.58,143.59,163.37,179.02,194.71,206.36,226.77,247.81,263.5,266.8,287.81,322.17,364.46,404.64,444.24,495.04,531.03,554.07,604.73,645.1,692.73,749.34,795.08,829.93,862.7,904.6,948.99,990.79,1047.73,1082.06,1139.31,1211.7,1322.26,1591.61,1709.89,1757.34,1838.02,1899.93,1928.56,1967.18,2022.31,2077.24,2129.66,2195.53,2223.36,2240.81,2293.04,2325.71,2426.18,2542.22,2589.68,2494.87,2616.06,2747.81,2800.38,2867.28,2985.17,3085.65,3196.11,3331.11,3431.13,3534.88,3449.62,3676.46,3953.85,4185.55,4305.26
"ghana","gha",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.02,0.04,0.06,0.09,0.13,0.2,0.27,0.37,0.52,0.65,0.77,0.94,1.28,1.88,2.72,3.49,4.28,5.11,6.73,9.39,12.07,16.29,19.57,23.91,28.33,34.09,43.47,52.22,64.98,81.53,101.75,124.48,158.68,183.53,219.59,262.8,308.59,356.54,391.94,461.7,614.34,887.75,1176.22
"greece","grc",NA,0.15,0.15,0.2,0.24,0.27,0.31,0.33,0.35,0.36,0.38,0.43,0.46,0.52,0.58,0.67,0.75,0.81,0.88,1.01,1.15,1.27,1.47,1.93,2.21,2.66,3.31,3.88,4.73,5.87,7.01,8.39,10.56,12.59,15.66,19.11,22.84,25.73,31.31,37.21,44.91,55.46,64.11,72.19,81.87,91.77,100.66,111.19,121.09,128.67,136.16,147.44,158.9,174.1,188.91,194.77,214.3,229.28,238.74,234.32,223.59,203.48,185.9,178.11,176.07,175.36,174.45,177.38,180.62,185.18,167.54,184.57,207.85,225.2,237.57
"grenada","grd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.05,0.07,0.09,0.1,0.14,0.17,0.22,0.26,0.3,0.31,0.34,0.36,0.39,0.45,0.51,0.58,0.64,0.72,0.75,0.81,0.84,0.84,0.88,0.92,0.99,1.06,1.2,1.3,1.4,1.41,1.46,1.6,1.62,1.88,1.89,2.05,2.23,2.08,2.08,2.1,2.16,2.28,2.46,2.69,2.87,3.04,3.15,3.28,2.82,3.03,3.32,3.58,3.76
"guatemala","gtm",0.63,0.67,0.68,0.72,0.77,0.8,0.88,0.92,0.96,1.02,1.02,1.05,1.12,1.24,1.27,1.3,1.36,1.42,1.58,1.68,1.86,1.94,2.06,2.52,3.1,3.57,4.28,5.37,5.95,6.76,7.72,8.43,8.54,8.86,9.28,10.95,15.51,17.35,20.12,23.2,33.61,46.07,52.48,62.17,71.9,81.58,91.33,102.97,117.92,128.44,140.7,154.99,171.45,183.29,198.55,215.18,238.02,268.82,304.33,309.99,334.43,369.35,390.93,416.38,447.33,476.02,502,526.51,551.37,593.97,600.12,668.86,740.97,818.05,873.5
"guinea","gin",NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,29.88,32.44,33.54,35.74,39.88,44.87,51.02,58.67,64.32,70.05,75.85,84.42,91.19,101.85,111.64,120.39,137.98,139.51,152.21,161.85,176.42,192.83,254.53,333.44,423.46,529.12,925.66,1216.87,1573.75,2002,2449.46,3162.42,4122.17,4359.28,4597.07,5095.08,5337.24,5708.6,6187.29,6656.55,7055.3,7424.09,7947.46,9446.37,11246.36,16422.58,21728,26369,32046,32248,39243.5,45176,51605.01,57864.63,61573.26,65829.15,77087.9,93833.93,106845.29,123457.57,134759.57,159336,170313,196878.55,222002.25
"guinea-bissau","gnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.18,16.94,17.6,19.86,20.39,20.76,20.1,21.21,22.57,26.18,31.14,30.47,34.02,37.99,43.27,50.02,53.29,50.98,61.33,65.23,61.15,100.58,138.34,180.96,144.3,217.96,164.06,120.48,111.14,143.21,148.58,217.42,218.46,182.62,200.29,384.62,376.03,407.46,348.68,356.71,277.94,302.2,323.81,321.04,307,337.33,331.63,360.49,424.89,418.64,465.16,545.27,535.78,548.07,560.54,681.3,737.84,853.55,863.24,870.94,875.17,954.52,1071.31,1216.06,1324.14
"guyana","guy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.54,0.57,0.46,0.54,0.62,0.63,0.71,0.73,0.77,0.83,0.86,0.88,0.97,1.22,1.45,1.62,1.67,1.89,1.98,2.15,2.27,2.08,2.11,2.5,2.96,3.37,7.11,8.28,22.6,34.52,84.99,102.78,127.1,162.66,189.15,209.92,225.94,225.84,264.85,273.05,281.71,296.54,308.67,328.5,342.16,380.06,449.98,507.16,529.55,588.4,679.07,830.33,856.04,852.15,883.79,925.68,980.5,994.47,1078.73,1140.76,1676.62,3068.78,3527.51,5141.33
"haiti","hti",NA,NA,NA,NA,NA,2.65,2.8,2.77,2.92,2.6,2.61,2.48,2.69,2.77,2.98,3.11,3.37,3.2,3.35,3.53,3.6,4.2,4.37,5.62,6.84,8.07,9.37,10.03,10.15,11.36,13.32,14.66,15.25,16.36,18.13,20.14,22.37,11.02,7.25,6.7,8.53,9.19,8.98,13.57,45.09,70.19,80.39,93.07,108.56,119.34,133.69,150.88,164.06,195.27,239.56,280.06,311.62,356.15,401.23,471.8,478.04,524.12,569.99,642.67,675.57,720.26,844.48,986.92,1076.41,1244.01,1449.89,1699.21,2168.22,2798.32,3460.94
"honduras","hnd",0.78,0.86,0.86,1,0.94,1.01,1.12,1.13,1.2,1.24,1.23,1.32,1.43,1.5,1.66,1.86,2,2.15,2.32,2.37,2.59,2.71,2.99,3.29,3.71,3.89,4.51,5.39,6.19,7.09,7.94,8.09,8.53,8.95,9.83,10.56,11.36,12.38,13.75,15.75,20.24,24.72,27.18,32.1,39.04,51.28,61.75,75.44,86.2,92.05,106.65,118.42,129.17,142.82,161.51,183.75,206.29,233.57,262.42,275.63,299.29,335.03,361.35,376.54,414.63,460.41,495.92,543.4,575.28,609.83,574.04,675.93,769.49,846.31,921.12
"hong kong special administrative region, people's republic of china","hkg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.86,7.46,8.69,10.43,11.89,13.95,14.28,15.48,16.53,19.44,23.11,26.68,32.21,41.33,47.24,49.59,63.16,73.28,85.78,112.69,143.62,173.58,196.01,217.28,261.99,278.13,320.53,394.77,466.08,536.56,599.26,691.32,807.13,931.01,1049.61,1119.01,1235.3,1373.08,1308.07,1285.95,1337.5,1321.14,1297.34,1256.67,1316.95,1412.13,1503.35,1650.76,1707.49,1659.25,1776.33,1934.43,2037.06,2138.31,2260.01,2398.28,2490.6,2659.61,2835.43,2845.02,2675.79,2867.97,2808.97,2983.59,3176.99
"hungary","hun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.18,101.68,107.25,134.91,150.2,166.13,192.26,225.63,261.23,286.89,346.86,376.37,407.78,447.46,468.26,502.19,550.27,605.56,655.37,710.17,752.05,813.47,884.35,934.93,1020.55,1078.13,1135.65,1279.13,1502.34,1796.96,2179.21,2605.81,3069.28,3700.93,4552.61,5855.59,7149.02,8853.54,10459.46,11658.14,13340.29,15413.05,17440.96,19108.79,21088.68,22572.43,24321.95,25730.26,27233.19,26467.8,27427.57,28492.07,28919.19,30343.34,32826.77,34984.76,36311.88,39335.93,43553.98,47940.5,48807.77,55560.47,66149.43,75568.87,81514.21
"iceland","isl",0.02,0.03,0.03,0.04,0.04,0.05,0.06,0.06,0.07,0.08,0.09,0.1,0.13,0.15,0.19,0.23,0.28,0.28,0.3,0.37,0.47,0.6,0.76,1.06,1.56,2.22,3.1,4.47,6.9,10.18,16.47,25.59,40.16,69.38,91.66,124.9,164.98,215.09,264.3,325.15,379.1,409.98,408.89,420.85,447.14,460.84,493.83,536.72,603.41,649.72,709.56,802.28,854.14,876.73,970.42,1061.43,1225.72,1386.95,1589.63,1626.39,1680.97,1765.01,1845.16,1970.15,2086.36,2310.85,2512.06,2641.96,2844.06,3026.1,2929.17,3272.55,3882.05,4338.61,4616.46
"india","ind",128.04,135.08,132.06,139.65,130.45,136.49,154.18,156.34,172.45,175.83,180.34,190.26,204.56,209.56,255.75,267.22,299.52,367.97,389.23,421.2,468.2,501.2,552.5,672.4,793.8,852.1,918.1,1040.2,1126.7,1235.6,1470.6,1727.8,1932.6,2250.7,2521.9,2845.3,3183.7,3618.7,4293.6,4932.8,5761.1,6622.6,7612,8759.9,10275.7,12055.8,13948.2,15452.9,17723,19882.6,21398.9,23152.4,24926.1,27925.3,31863.3,36321.3,42546.3,48986.6,55141.5,63664.1,76344.7,87363.3,99440.1,112335.2,124679.6,137718.7,153916.7,170900.4,188996.7,201035.9,198541,235974,268904.7,301229.6,330728.48
"indonesia","idn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,1.2,3.44,7.36,13.84,50.85,576.93,1213.63,3034.82,3816.15,4563.21,5097.9,5936.04,8656.71,13101.94,16376.9,20976.77,25359.57,30612.14,43764.91,62257.71,70029.2,75268.73,93789.9,109999.8,118901.2,129820.3,156517.9,180840.1,216981.6,254781,301434.9,341591.6,398454.6,461820.4,549170.8,643480,758418.5,1154797.6,1328760.7,1511556.6,1790590.7,1981482.2,2190134.7,2497011.5,3017393.8,3631835.3,4297113.4,5414841.9,6011375,6864133.1,7831726,8615704.5,9546134,10569705.3,11526332.8,12401728.5,13589825.7,14838756,15832657.2,15443353.2,16976751.4,19588459.9,20892348.5,22138964
"iran, islamic republic of","irn",NA,NA,NA,NA,NA,161.78,187.32,216.34,251.75,293.4,320.29,337.43,357.54,374.96,410.03,472.95,518.88,576.98,661.03,745.93,840.38,1048.34,1313.69,1881.25,3149.89,3558.4,4841.11,5742.1,5488.81,6352.59,6891.35,8160.73,10640.57,13708.84,14906.59,15708.53,15887.21,19298.98,21705.25,27331.36,38748.41,55354.95,74189.8,107507.11,139682.04,201145.98,277281.11,323163.01,359775.78,482785.86,643939.45,751016.39,1056702.51,1313459.74,1649382.25,2062997.2,2505521.68,3348041.7,4080696.25,4369336.13,5357811.73,6896000,7895674,10634999,12254707,12103890,14408892,16736418,21627071,27364016,40791378,66774502,104350050,143039264,200806220.96
"iraq","irq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19,2.38,2.54,2.57,3.04,3.32,3.6,3.63,4.12,4.28,4.67,5.41,5.41,6.06,12.75,15.2,19.94,22.45,26.84,42.32,59.26,41.4,47.47,49.25,55.44,57.57,55.97,66.51,74.43,78.12,86.56,74.09,183.77,462.5,2289.5,7211.81,8840.17,12149.44,17065.88,36248.67,50149.14,40726.64,41219.4,29989.13,53235.36,73533.6,95587.95,111455.81,157026.06,130642.19,162064.57,217327.11,254225.49,273587.53,273603.02,207121.63,198774.37,224636.32,272083.89,279757.64,217413.59,305592.42,417686.13,356378.61,360720.91
"ireland","irl",0.53,0.56,0.64,0.7,0.71,0.74,0.75,0.78,0.81,0.86,0.91,0.98,1.06,1.14,1.29,1.38,1.46,1.59,1.79,2.07,2.26,2.59,3.15,3.8,4.22,5.31,6.54,7.96,9.4,11.14,13.22,16.04,19.03,20.97,23.23,25.23,26.88,28.72,30.68,34.04,36.9,38.4,40.9,44.05,47.35,54.84,60.23,69.4,80.43,92.79,108.5,122.09,136,145.58,156.26,170.31,184.92,197.07,187.28,169.52,167.45,173.38,176.89,183.19,200.82,272.54,276.21,308.52,334.87,363.68,382.21,449.22,520.94,509.95,533.44
"israel","isr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.03,0.05,0.13,0.3,0.69,1.78,8.81,32.93,51.17,65.51,81.37,99.23,123.18,157.96,190.45,220.29,267.54,317.85,367.62,412.25,458.24,502.67,556.62,567.72,593.83,599.07,628.2,661.68,708.81,758.79,793.78,839.17,896.15,959.28,1016.39,1077.74,1127.11,1179.53,1236.44,1290.27,1351.13,1428.12,1414.04,1582.32,1764.41,1878.37,1999.26
"italy","ita",5.21,6.07,6.54,7.24,7.71,8.5,9.25,9.93,10.67,11.33,13.13,14.6,16.4,18.79,20.56,22.13,23.97,26.41,28.62,31.6,35.56,38.74,42.46,51.36,64.88,73.61,92.89,113.83,134.8,164.73,211.92,253.86,299.63,348.89,398.91,447.69,494.98,541.47,601.7,660.64,719.13,785.55,826.71,851.51,900.64,990.52,1047.75,1095.09,1141.26,1177.55,1244.74,1308.62,1355.52,1399.39,1457.36,1499.07,1559.86,1621.71,1643.72,1584.11,1617.94,1657.36,1632.9,1621.26,1635.87,1663.28,1704.86,1744.49,1777.74,1804.07,1670.01,1842.51,1998.07,2131.39,2192.18
"jamaica","jam",NA,NA,NA,0.27,0.3,0.34,0.41,0.5,0.51,0.52,0.56,0.6,0.62,0.63,0.72,0.78,0.81,0.88,0.97,1.07,1.29,1.4,1.61,1.92,2.33,2.73,2.8,3.04,3.85,4.14,4.57,5.02,5.76,7.1,9.24,11.26,13.03,14.7,17.51,21.05,33.58,51.85,99.55,135.72,180.4,231.15,274.46,297.4,321.17,346.98,387.09,422.92,470.55,544.51,622.66,700.28,784.34,885.63,997.44,1065.32,1152.78,1240.7,1314.13,1432.1,1541.9,1659.68,1760.98,1895.03,2027.25,2110.43,1966.93,2210.22,2623.26,2994.28,3155.99
