"country","ccode","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"switzerland","che",0.578984200954437,0.580475687980652,0.565393030643463,0.546351730823517,0.550243258476257,0.551183700561523,0.549878597259521,0.54678201675415,0.545132100582123,0.536223709583282,0.540493488311768,0.562216877937317,0.535512626171112,0.559933662414551,0.556193113327026,0.557094812393188,0.559883832931519,0.562994062900543,0.576474964618683,0.572942614555359,0.575001060962677,0.576741337776184,0.587226212024689,0.590116858482361,0.587791800498962,0.584150910377502,0.578973770141602,0.581861078739166,0.585676968097687,0.585127413272858,0.560614049434662
"thailand","tha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0954276323318481,0.0992199629545212,0.0967348888516426,0.132415488362312,0.14704941213131,0.180794909596443,0.193087056279182,0.182968974113464,0.184291288256645,0.159270524978638,0.15875418484211,0.151979431509972,0.173013255000114,0.179907649755478,0.188127368688583,0.191176548600197,0.191374555230141,0.173668593168259,0.165100410580635,0.175510033965111,0.158478051424026
"tunisia","tun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0163804702460766,0.0542948096990585,0.0551223121583462,0.0455194264650345,0.0434850417077541,NA,NA,NA,NA,NA,NA,NA,NA
"türkiye, republic of","tur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113305702805519,0.106170766055584,0.101572416722775,0.112226374447346,0.111475482583046,0.121324196457863,0.11046651750803,0.108049474656582,0.109226778149605,0.1230833157897,0.110492527484894,0.093156099319458,0.0804670304059982
"uganda","uga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158189475536346,0.14573161303997,0.144031837582588,0.147493839263916,0.144248619675636,0.123094514012337
"ukraine","ukr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.302448034286499,0.288579702377319,0.298841118812561,0.266182780265808,0.264097988605499,0.290401667356491,0.300722241401672,0.287980288267136,0.284486830234528,0.286905914545059,0.300574213266373,0.322567492723465,0.31110879778862,0.312952548265457,0.324994474649429,0.357939422130585,0.39506858587265,0.379772841930389,0.337363690137863,0.244105264544487
"united arab emirates","are",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.802357196807861,0.809853494167328,0.785436809062958,0.797073423862457,0.804557979106903,0.813566982746124,0.816260039806366,0.813998878002167,0.806047976016998,0.809540748596191
"united kingdom","gbr",NA,NA,NA,NA,NA,0.259824335575104,0.260649085044861,0.262405395507813,0.263335883617401,0.269163548946381,0.283227384090424,0.280230402946472,0.281558185815811,0.28289258480072,0.279207050800323,0.276059806346893,0.281949430704117,0.279971361160278,0.27037987112999,0.275032162666321,0.268885582685471,0.263658314943314,0.251961380243301,0.252939015626907,0.247172221541405,0.248048603534698,0.24400469660759,0.235571622848511,0.231631994247437,0.229999169707298,0.208862766623497
"united states","usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.493679761886597,0.506723999977112,0.505528748035431,0.498369157314301,0.49405100941658,0.484772890806198,0.483059793710709,0.483182847499847,0.466497600078583,0.457706093788147,0.448513448238373,0.444878965616226,0.450889080762863,0.461071103811264,0.464883536100388,0.471788197755814,0.472373008728027,0.471110492944717,0.465185940265656,0.458130776882172,0.377717345952988
"uzbekistan, republic of","uzb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375580608844757,0.334397554397583,0.355880886316299,0.371668100357056,0.296413451433182
