"country_name","country_code","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031"
"djibouti","dji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076.215,1070.407,1091.835,1058.462,1109.77,1109.097,1078.124,1068.48,1061.623,1084.925,1088.219,1106.677,1121.167,1160.467,1212.849,1271.217,1359.487,1478.419,1692.43,1722.341,1837.212,2038.56,2190.283,2314.559,2470.925,2652.513,2803.689,2926.153,3038.268,3172.748,3182.318,3385.359,3506.369,3785.999,3980.903,4145.347,4420.745,4683.075,4932.045,5196.052,5480.96,5780.971
"dominica","dma",NA,1112.642,1217.573,1346.688,1495.272,1642.752,1864.889,2102.964,2377.904,2582.185,2819.552,3087.299,3287.848,3448.673,3713.105,3855.291,4104.42,4254.367,4526.684,4657.561,4681.178,4775.344,4680.264,4825.77,5165.218,5127.438,5497.251,5939.91,6463.44,6903.996,6980.957,7160.275,6994.866,7153.468,7388.583,7596.222,8089.25,7507.368,7981.044,8466.407,6872.22,7530.367,8193.119,8852.547,9203.616,9894.53,10458.773,10948.359,11437.788,11913.344,12361.037,12821.468
"denmark","dnk",13824.64,11994.613,11737.06,11791.596,11515.53,12218.954,17150.903,21304.876,22525.652,21894.222,26914.854,27044.086,29632.327,27624.212,30023.075,35440.899,35703.887,32841.426,33405.3,33477.76,30777.178,30823.475,33304.059,40572.443,46684.835,48998.314,52213.64,58786.14,64826.681,58536.553,58240.45,61920.301,58559.563,61512.411,62700.908,53316.984,54699.182,57683.746,61456.783,59489.614,61075.932,69538.862,68122.941,68207.562,71214.061,77046.358,83445.326,86325.177,88992.742,91890.978,94769.821,97740.518
"dominican republic","dom",1534.317,1677.447,1545.099,1562.13,2397.598,1022.611,1212.354,1245.272,1113.835,1230.744,1123.244,1365.232,1573.686,1741.669,1916.439,2141.061,2309.916,2495.032,2658.543,2674.828,2894.303,3007.381,3158.393,2460.554,2540.849,4008.356,4188.715,4803.473,5191.435,5147.191,5682.505,6054.833,6262.467,6400.965,6788.883,7119.639,7506.192,7783.612,8286.301,8614.967,7524.961,9023.429,10714.918,11279.604,11541.579,11749.205,12405.587,13036.367,13841.763,14714.726,15647.938,16661.25
"algeria","dza",2462.085,2502.13,2446.588,2514.256,2640.191,2988.545,2929.092,2935.816,2326.571,2309.34,2684.465,1975.201,2033.196,2056.556,1674.567,1626.997,1783.41,1800.196,1772.368,1769.091,1947.755,1919.41,1958.238,2304.603,2839.82,3258.153,3690.572,4208.244,5214.762,4262.144,4941.494,5946.345,6057.974,5997.896,6108.878,4691.686,4426.58,4554.15,4568.244,4452.856,3757.585,4169.218,4983.549,5396.323,5772.289,6046.876,6628.405,6590.837,6519.196,6512.023,6483.772,6450.797
"ecuador","ecu",2015.082,2005.704,1947.085,1664.708,1724.507,1964.321,1404.716,1280.021,1186.36,1136.258,1127.222,1236.273,1321.881,1511.298,1785.609,1902.883,1957.419,2165.066,2169.513,1536.21,1404.638,1823.704,2097.116,2358.041,2633.053,2960.733,3298.408,3533.67,4257.891,4111.478,4578.936,5209.999,5682.119,6144.123,6422.124,5975.078,5907.928,6220.968,6293.459,6199.031,5469.758,6084.743,6555.526,6772.859,6890.706,7198.575,7574.859,7839.381,8102.71,8389.936,8706.527,9035.88
"egypt, arab republic of","egy",580.042,617.659,711.351,846.388,925.97,1049.33,1132.456,1585.217,1858.029,2266.442,1870.847,923.843,825.448,897.202,968.914,1098.086,1209.49,1327.405,1454.957,1518.197,1636.752,1566.199,1355.278,1252.404,1195.597,1331.362,1563.739,1862.164,2271.232,2578.884,2922.796,3077.343,3569.482,3583.854,3705.465,3933.927,3862.011,2592.707,2710.158,3214.301,3802.438,4145.939,4587.172,3743.608,3593.858,3379.429,3903.808,4071.603,4440.616,4795.446,5078.892,5320.067
"eritrea, the state of","eri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.192,167.084,195.44,219.091,263.808,270.574,283.919,274.584,238.508,245.162,227.498,258.933,315.55,300.697,321.219,340.334,301.238,415.601,501.424,642.502,693.804,596.754,786.54,603.193,655.424,557.857,580.845,566.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spain","esp",6118.91,5373.904,5163.843,4495.142,4465.003,4687.776,6467.667,8175.112,9584.39,10550.417,13673.271,14675.641,15989.337,13389.752,13399.66,15452.589,16113.303,14770.651,15442.962,15747.58,14714.351,15299.106,16936.981,21334.669,24698.252,26251.002,28177.362,32339.713,35379.801,32158.985,30624.424,31767.697,28511.285,29297.451,29737.831,25986.986,26725.642,28326.416,30526.94,29664.183,27188.392,30792.106,30154.509,33312.918,35151.242,38290.386,41563.182,43007.744,44542.406,45968.345,47538.508,49205.447
"estonia, republic of","est",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1194.185,1711.265,2720.996,3379.95,3686.89,4096.119,4151.424,4084.932,4513.019,5359.979,7218.163,8925.153,10428.693,12659.144,16765.784,18274.232,14757.1,14697.472,17552.466,17579.346,19310.675,20574.581,17723.954,18661.231,20844.174,23628.862,24023.899,23914.829,27969.745,28362.68,30272.75,31418.897,34325.319,37717.964,39643.958,41798.781,43876.044,45879.828,47876.615
"ethiopia, the federal democratic republic of","eth",227.616,228.061,233.306,251.399,229.991,260.757,262.316,271.537,272.448,277.391,284.636,304.279,310.307,186.665,160.749,151.063,163.498,155.766,137.366,128.578,136.056,131.565,123.874,132.704,152.16,181.49,218.637,266.894,350.57,373.199,341.103,377.694,510.537,548.869,622.592,707.975,790.789,822.704,839.861,948.851,969.014,974.103,1142.927,1511.357,1310.632,986.516,1081.49,1234.259,1387.202,1569.646,1767.115,1993.832
"finland","fin",11257.795,10990.447,11036.936,10545.058,10889.934,11488.754,14998.341,18632.076,22122.56,24040.639,28491.135,25650.711,22497.298,17641.392,20406.2,26322.115,25806.206,24750.37,26064.759,26236.007,24369.776,24998.587,26999.895,32954.317,37812.031,39142.224,41300.022,48586.821,53894.581,47538.607,46647.994,51174.768,47693.7,49804.351,50180.785,42625.16,43502.557,46109.916,49698.347,48395.834,48827.138,53203.799,50551.801,53069.46,53291.833,56464.358,60129.688,62379.309,64448.57,66835.03,69359.211,71893.748
"fiji, republic of","fji",2056.073,2062.163,1941.771,1781.084,1828.856,1744.388,1954.085,1776.896,1672.492,1747.117,1959.194,2012.454,2208.958,2339.817,2590.933,2779.973,2975.914,2900.261,2270.075,2638.512,2274.643,2234.467,2463.316,3072.964,3596.695,3940.024,4050.9,4405.164,4553.695,3682.455,4010.982,4802.511,5022.15,5277.41,5622.351,5397.131,5658.236,6049.889,6269.882,5968.379,4692.746,4588.805,5459.654,5970.919,6467.915,6508.02,6801.602,7093.061,7420.537,7775.563,8159.643,8789.746
"france","fra",12623.85,11057.517,10433.377,9921.765,9357.211,9753.414,13487.79,16241.482,17650.437,17639.404,21735.528,21675.374,23775.543,22357.695,23505.585,26927.038,26883.799,24309.419,25024.875,24755.925,22502.094,22486.945,24295.367,29675.139,33876.29,34964.765,36685.03,41762.59,45753.56,41943.313,40988.558,44197.638,41150.451,42951.716,43277.417,36775.676,37081.496,38756.651,41539.756,40487.302,39230.928,43848.345,41095.77,44749.675,46053.562,48929.949,52083.326,53035.067,54379.394,55849.105,57347.075,58797.018
"micronesia, federated states of","fsm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2097.493,2082.72,1949.608,2060.275,2064.784,2175.957,2250.77,2255.933,2288.972,2233.5,2340.705,2376.421,2421.552,2511.4,2678.277,2835.375,2975.425,3117.644,3022.055,3055.618,3036.299,3208.161,3563.883,3960.729,4011.106,3837.824,4080.611,4381.579,4680.232,5089.046,5307.749,5513.822,5798.677,5980.525,6163.905,6328.793,6498.103
"gabon","gab",6093.615,5376.616,4930.527,4619.015,4346.388,4478.468,5735.355,4245.955,4581.144,4899.234,6815.634,5993.32,6015.511,5677.618,4293.942,4956.842,5552.917,5068.093,4161.617,4222.734,4477.321,4065.933,4210.284,5015.596,5837.617,6942.698,7271.093,8652.145,10418.276,7856.853,8933.306,10893.464,9903.41,9760.747,9746.786,7453.114,7082.218,7370.349,8198.56,8111.318,7289.453,9113.808,9478.244,9079.289,9257.95,9376.425,9917.568,10050.034,10261.804,10516.435,10771.177,11026.784
"united kingdom","gbr",10734.318,10452.675,9950.478,9478.005,8967.693,9517.785,11580.773,14367.286,17438.761,17710.161,20981.005,21805.656,22466.408,20081.187,21532.357,23254.79,24529.701,26917.142,28404.949,28864.384,28440.794,28024.249,30208.587,34594.377,40548.325,42279.458,44772.7,50651.344,48143.081,39158.587,39821.429,42292.912,42695.921,43636.03,47771.842,45266.037,41411.645,40952.186,43760.389,43185.922,40844.287,47707.119,47206.385,49938.295,53338.651,57608.214,61056.098,63704.119,66419.058,69288.3,72501.327,75760.754
"georgia","geo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.501,413.486,688.363,818.054,869.519,690.373,763.707,820.006,875.188,1034.533,1338.086,1682.527,2052.257,2700.417,3419.915,2890.71,3269.917,4100.982,4518.061,4710.606,4833.664,4090.214,4142.174,4420.41,4800.794,4738.796,4308.286,5055.161,6773.539,8237.416,9254.313,10346.094,11574.009,12664.162,13879.583,15229.21,16720.72,18353.275
"ghana","gha",3239.454,5006.386,5611.733,3786.463,1346.079,1169.016,1080.271,888.229,926.87,914.435,1031.664,1127.156,1091.486,875.974,790.464,901.888,933.683,933.36,991.413,1000.783,628.881,650.209,734.677,882.299,994.77,1176.627,1343.837,1545.724,1704.06,1493.287,1783.977,2055,2087.204,2294.796,1949.906,1722.771,1912.48,2012.288,2195.321,2186.659,2195.455,2445.187,2229.891,2383.904,2419.252,3271.351,3313.769,3329.692,3390.061,3543.421,3716.812,3900.486
"guinea","gin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616.321,660.444,678.626,639.332,626.432,655.749,656.708,628.192,591.511,557.831,461.784,427.879,444.663,517.03,534.339,470.57,426.419,628.711,675.387,637.478,630.549,607.035,645.096,713.128,728.729,712.025,679.964,796.038,891.887,986.528,1008.687,1139.967,1334.939,1468.578,1571.777,1722.17,1847.784,1981.446,2129.625,2298.996,2454.048,2593.737
"gambia, the","gmb",903.644,814.787,740.81,717.082,495.919,579.155,434.219,559.161,623.489,629.262,709.101,718.743,744.755,753.565,721.213,731.036,740.812,734.197,733.11,731.812,693.859,670.537,577.515,534.269,593.285,616.484,614.544,724.726,859.128,774.888,801.033,710.608,692.579,653.863,568.005,609.023,643.675,639.592,692.721,733.858,717.141,790.625,805.196,857.528,861.943,904.255,953.092,1005.934,1062.827,1113.765,1171.976,1237.217
"guinea-bissau","gnb",370.185,463.692,516.549,570.682,388.702,559.368,534.912,444.504,406.033,478.384,571.817,787.213,843.597,636.881,344.118,725.815,676.103,628.438,517.661,496.411,327.943,338.362,374.5,435.072,447.804,482.181,467.998,543.408,672.251,613.569,644.344,775.206,688.497,711.927,712.826,707.897,748.089,864.141,894.667,836.954,838.847,928.35,907.623,1035.294,1105.343,1311.463,1448.524,1528.687,1605.602,1690.714,1780.963,1862.108
"equatorial guinea, republic of","gnq",123.403,109.806,121.292,126.408,130.117,205.657,241.443,284.263,296.908,253.241,312.102,299.071,351.662,343.493,245.881,333.846,527.121,965.017,777.254,1251.452,1885.985,2616.505,3105.658,5373.616,8187.817,10816.42,12744.023,15784.548,22831.933,16578.72,17167.174,21476.215,21570.068,20253.043,19276.253,11219.121,9200,9621.136,10129.619,8355.696,7045.629,8415.533,9155.152,7990.773,8029.117,7627.642,8151.575,7804.857,7665.829,7779.183,8006.614,8200.798
"greece","grc",5865.653,5347.26,5545.699,4980.328,4827.409,4765.272,5592.106,6486.385,7526.494,7769.62,9544.71,10139.849,11077.903,10306.392,10968.169,12816.689,13459.426,13070.508,13075.654,13369.562,11826.517,12186.368,13789.85,18036.4,21468.468,22101.329,24452.035,28476.246,31740.794,29426.018,26679.741,25457.905,21557.251,21498.365,21412.642,17921.051,17901.38,18602.048,19867.086,19332.053,17839.122,20456.642,20853.518,23335.57,24688.425,27040.815,29695.96,30965.9,32180.208,33413.247,34703.84,36102.352
"grenada","grd",1245.62,1276.37,1346.874,1372.669,1477.916,1678.085,1872.462,2162.546,2408.732,2757.871,2887.011,3117.904,3192.22,3153.808,3272.547,3411.983,3632.676,3861.381,4370.62,4705.807,5056.978,5045.854,5192.154,5641.159,5721.585,6658.021,6672.843,7226.881,7844.193,7333.246,7340.342,7299.874,7433.912,7760.348,8333.757,9055.801,9572.093,10098.821,10419.126,10779.062,9222.709,9863.609,10697.777,11619.383,11685.377,12210.274,12688.511,13225.441,13815.624,14399.51,15008.049,15642.199
"guatemala","gtm",1098.634,1170.417,1156.016,1170.152,1193.866,1374.177,724.449,818.067,864.066,971.834,834.889,989.323,1064.714,1129.395,1242.727,1362.351,1416.516,1564.034,1657.335,1525.164,1549.337,1648.803,1790.191,1843.551,1950.202,2153.123,2342.123,2565.803,2887.775,2672.89,2861.546,3205.721,3307.017,3443.66,3688.038,3893.117,4058.954,4323.226,4353.115,4511.059,4477.542,4911.934,5358.743,5757.518,6149.479,6489.088,6810.252,7267.284,7716.161,8207.195,8747.037,9329.947
"guyana","guy",1101.855,1055.839,904.864,921.541,861.055,924.305,1053.703,982.258,1125.871,1146.242,950.968,1036.884,1145.783,1392.984,1626.898,1832.399,2048.527,2161.647,2035.856,2010.769,2017.2,2023.617,2092.961,2144.109,2232.996,2305.907,2551.768,2982.217,3329.637,3457.367,3837.303,4444.931,5440.447,5616.931,5603.604,5794.593,6005.967,6254.725,6053.036,6174.276,6363.155,9201.445,16425.048,18428.076,25792.414,26993.648,33167.166,37486.075,41194.665,45050.132,46400.615,48428.001
"hong kong special administrative region, people's republic of china","hkg",5703.963,5995.182,6139.013,5590.161,6170.503,6490.372,7380.118,9015.195,10527.458,12012.634,13374.312,15297.577,17710.506,20065.68,22194.005,23070.541,24698.956,27214.595,25649.085,24969.005,25574.491,25166.902,24731.081,23856.482,24873.898,26551.769,28028.157,30494.551,31487.94,30593.991,32421.361,34955.147,36623.745,38233.352,40185.303,42325.352,43488.204,46025.665,48310.038,48277.982,46446.056,49848.567,47998.494,50580.146,54444.8,56892.781,59640.137,61867.561,64263.094,66824.772,69488.675,72380.245
"honduras","hnd",1074.967,1061.507,1086.267,1105.505,1177.315,1226.193,1280.633,1355.593,1461.975,1627.429,988.463,907.277,937.826,914.695,832.067,943.377,883.622,944.691,1021.095,1002.546,1079.974,1132.322,1132.334,1155.853,1214.637,1304.45,1425.769,1577.738,1732.759,1780.958,1893.015,2073.679,2125.422,2080.498,2179.513,2270.96,2306.779,2413.151,2464.563,2502.384,2307.432,2735.306,3003.169,3227.455,3427.028,3606.62,3710.883,3862.27,4025.249,4196.661,4377.107,4567.117
"croatia, republic of","hrv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.042,1591.119,3684.259,4639.057,4918.625,4834.056,5325.804,5180.756,5054.8,5364.649,6215.467,8189.727,9713.63,10448.914,11501.673,13757.596,15884.125,14460.212,13743.418,14686.916,13517.836,14134.594,14189.085,12284.449,12816.271,13898.475,15465.998,15566.921,14796.716,17801.412,18479.472,22188.372,24044.333,27376.486,30030.057,31520.808,32889.357,34357.157,35923.409,37558.268
"haiti","hti",447.907,484.33,494.856,521.763,567.915,619.461,676.077,327.179,212.61,192.614,240.23,211.528,124.533,147.025,397.214,618.383,626.299,706.797,773.837,847.945,794.059,720.822,684.333,540.556,660.218,773.35,794.79,991.684,1074.359,1168.747,1175.199,1269.346,1316.496,1408.807,1408.669,1359.209,1263.434,1337.16,1441.864,1277.213,1235.476,1765.242,1643.221,1603.278,2040.6,2556.526,3078.902,3497.108,3635.805,3653.65,3642.171,3719.4
"hungary","hun",2158.509,2214.35,2257.348,2053.096,1996.416,2029.581,2346.453,2591.3,2847.851,2919.225,3323.178,3361.207,3745.666,3883.74,4184.221,4505.914,4537.717,4601.357,4745.566,4794.713,4624.923,5274.516,6647.318,8399.771,10281.244,11200.063,11472.076,13920.455,15751.94,13040.321,13171.433,14191.149,12934.984,13708.545,14327.786,12759.182,13188.503,14716.129,16593.03,17002.758,16355.505,18991.056,18499.915,22220.348,23252.805,25825.579,28430.47,29902.499,31432.052,33114.452,34905.071,36767.203
"indonesia","idn",673.239,736.992,741.946,659.474,672.201,658.217,610.234,562.902,621.934,696.874,770.757,847.573,907.767,1013.057,1115.613,1254.023,1394.497,1308.114,572.09,829.574,870.154,834.139,1002.907,1186.465,1279.721,1404.348,1765.794,2064.003,2416.785,2469.384,3177.453,3690.097,3739.917,3667.435,3532.669,3373.489,3604.99,3885.967,3945.583,4192.768,3919.465,4351.304,4784.207,4919.934,4958.391,5082.438,5361.7,5724.751,6120.262,6542.837,6999.65,7491.532
"india","ind",270.85,274.483,277.705,295.94,280.633,302.233,314.154,344.731,355.933,349.917,371.086,305.574,319.184,302.884,347.734,375.175,401.052,416.255,413.657,441.928,442.751,450.357,469.149,544.143,624.258,710.489,801.669,1021.887,992.519,1094.95,1347.519,1445.461,1425.587,1425.357,1541.704,1567.444,1685.202,1919.534,1930.293,1998.758,1862.198,2181.098,2279.982,2434.448,2591.992,2675.322,2812.623,3074.934,3369.284,3699.844,4047.753,4420.601
"ireland","irl",6254.151,5888.199,6080.034,5841.648,5593.549,5936.393,7995.636,9422.435,10368.508,10757.96,13649.034,13752.472,15336.662,14267.233,15460.16,19092.733,20787.855,22475.598,24210.028,26236.98,26187.495,28120.751,32482.159,40939.423,47387.991,50475.16,53737.841,60769.642,60989.707,51943.659,48580.832,52552.841,49310.534,52462.533,57111.364,64093.56,63870.733,71831.436,80475.227,81525.558,86216.914,103624.405,104719.832,106501.452,112355.758,130652.363,140185.681,144104.282,148083.823,151488.956,155252.978,159213.304
"iran, islamic republic of","irn",2977.17,3033.663,3619.353,4345.159,4309.63,4630.286,5156.976,6673.417,7333.955,8706.499,13011.849,6646.072,1087.232,1368.224,1670.031,2370.109,3211.578,3684.502,4045.69,5370.756,7050.388,6254.541,2466.34,2872.169,3374.32,3983.041,4630.754,6017.799,6901.037,6955.196,8071.567,9609.214,6406.143,6421.321,6823.854,5971.81,5975.217,6263.722,4187.328,3035.117,2493.037,3656.385,4760.965,4940.258,4834.448,4263.822,3414.979,3527.646,3601.618,3701.954,3818.318,3936.147
"iraq","irq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608.655,1373.738,1828.738,2321.258,3090.851,4472.118,3701.862,4473.71,5848.537,6692.576,7021.406,6704.313,5044.624,4656.709,5117.127,6037.885,6048.921,4547.33,5116.534,6818.152,6250.549,6451.08,5803.262,5677.195,6128.681,6246.271,6420.398,6635.697,6861.232
"iceland","isl",15545.445,15882.184,14416.112,12210.069,12461.981,12866.981,17062.096,23480.106,25630.641,23343.345,26434.111,28039.735,28272.603,24540.21,24941.828,27615.174,28685.712,28594.02,31711.944,33033.225,32754.708,29373.803,32857.732,40089.583,48057.098,58405.183,58926.891,71375.076,57845.632,41370.919,43833.126,49364.915,47715.893,51437.01,56462.813,54796.212,64666.825,75367.097,77963.129,71496.364,62237.431,73220.805,79953.047,84489.56,86485.227,99070.813,110048.2,113118.698,115893.361,118925.676,122073.902,125283.005
"israel","isr",6389.194,6721.629,7076.771,7728.28,7223.064,6596.109,7996.029,9397.154,11450.097,11452.909,13102.701,13995.633,15098.393,14783.921,16451.789,19025.207,20249.419,20501.524,20188.27,19833.438,21700.839,20957.718,19068.604,19631.733,20558.752,21271.627,22506.243,25702.988,30240.201,28482.937,31410.39,34488.9,33282.519,36996.131,38282.313,36152.474,37582.521,41030.159,42285.344,44106.474,44594.51,52280.982,54983.858,52146.476,54294.192,60334.813,69803.854,72459.479,74719.522,76885.671,79014.913,81204.244
"italy","ita",8511.792,7706.659,7610.37,7892.058,7797.171,8048.61,11397.445,14305.851,15845.543,16468.564,20536.935,21674.463,22988.054,18469.667,19043.086,20723,23135.785,21913.178,22395.147,22074.674,20205.515,20576.476,22473.536,27673.263,31451.559,32148.046,33602.692,37989.414,40969.031,37143.445,35963.743,38475.847,34926.415,35722.52,36022.586,30609.504,31357.601,32797.28,35042.793,33766.987,31956.874,36812.907,35672.007,39282.374,40404.749,43270.357,46505.094,47715.179,49175.415,50593.05,52068.428,53588.949
"jamaica","jam",1245.894,1344.512,1517.904,1322.687,972.602,901.153,1061.625,1188.663,1408.358,1629.782,2022.863,1846.479,1851.237,2307.693,2292.798,2729.187,3052.342,3434.235,3557.53,3563.575,3601.679,3621.311,3805.839,3679.513,3955.733,4351.469,4611.271,4954.622,5267.486,4624.153,5021.383,5470.905,5589.85,5374.083,5238.005,5488.985,5486.103,5769.269,6139.4,6218.412,5508.814,5832.058,6819.746,7754.694,7964.675,8105.53,8355.758,8673.737,8991.859,9299.579,9600.684,9911.54
"jordan","jor",1959.368,2114.737,2163.592,2175.484,2101.412,2020.415,2471.901,2489.16,2226.612,1427.647,1328.734,1317.331,1543.414,1521.648,1631.968,1674.68,1690.737,1724.24,1861.268,1877.35,1906.045,1982.783,2087.947,2164.756,2350.133,2554.78,2871.716,3064.004,3865.529,4050.211,4357.475,4590.764,4839.702,4928.884,4688.418,4471.545,4390.538,4463.85,4541.446,4552.801,4417.718,4588.189,4761.13,4913.167,5081.083,5354.927,5600.661,5792.176,5994.125,6206.982,6433.561,6669.799
"japan","jpn",9892.85,10828.422,10005.863,10898.703,11466.663,12082.944,17855.936,21631.572,26088.886,25851.796,26399.375,30109.47,32739.035,37193.336,40794.532,44960.297,39944.293,36344.336,32848.466,37041.579,39756.595,34914.729,33327.592,35832.143,38685.774,38164.951,36385.087,36198.824,40411.185,41840.391,45547.297,49122.91,49656.729,41405.718,39221.081,35710.561,40251.686,39750.616,40746.901,41560.163,41233.597,41643.614,35565.979,35224.682,33820.26,35973.152,35703.432,37390.799,39104.224,40397.949,41720.207,43038.105
"kazakhstan, republic of","kaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.645,304.85,751.981,1061.476,1358.805,1459.417,1480.092,1132.127,1229.001,1490.927,1658.031,2068.124,2874.288,3771.35,5291.55,6771.417,8513.567,7165.251,9070.576,11634.176,12386.972,13891.075,12807.805,10511.371,7715.442,9248.382,9813.28,9813.064,9121.988,10373.954,11484.417,13157.579,14459.336,14854.776,17502.645,18546.596,19543.095,20685.947,21865.959,23166.485
"kenya","ken",855.46,776.768,721.646,644.496,646.56,622.796,716.676,758.158,759.491,728.324,737.207,674.68,644.596,434.811,505.902,623.706,686.838,677.763,742.079,647.881,617.139,617.047,611.893,668.475,692.709,778.323,854.981,1028.226,1118.755,1123.268,1176.311,1178.599,1396.22,1490.422,1613.101,1625.176,1688.852,1805.398,1987.302,2107.735,2068.176,2208.691,2265.658,2099.499,2274.946,2557.539,2713.604,2803.882,2886.836,3007.089,3167.319,3327.701
"kyrgyz republic","kgz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.976,148.155,245.851,329.934,396.495,379.056,344.404,258.467,280.635,309.913,323.343,382.888,436.496,478.77,546.621,725.487,971.678,876.933,884.846,1131.471,1189.517,1295.225,1292.621,1132.843,1131.841,1254.51,1321.954,1466.956,1270.961,1390.9,1805.648,2191.134,2568.059,2984.349,3202.251,3375.942,3542.495,3711.204,3854.056,3974.581
"cambodia","khm",NA,NA,NA,NA,NA,NA,29.021,19.322,36.812,44.823,112.703,243.475,285.042,273.739,299.227,343.481,324.658,297.595,259.582,286.39,303.754,326.931,351.308,388.687,451.344,531.678,613.994,724.463,874.67,896.435,946.169,1090.534,1188.171,1297.221,1440.324,1541.288,1671.77,1811.746,2017.8,2183.046,2062.561,2130.859,2294.004,2433.687,2613.455,2761.569,2901.687,3074.764,3273.771,3495.683,3737.58,4001.091
"kiribati","kir",567.517,591.496,527.416,510.503,555.734,410.217,398.258,440.578,558.144,534.576,505.422,562.267,827.265,781.484,876.462,883.582,1031.874,1001.068,918.686,930.929,890.425,755.273,853.916,1082.547,1147.277,1231.148,1188.669,1432.089,1518.603,1410.095,1609.343,1877.755,1956.664,1886.873,1845.476,1742.421,1845.78,1959.95,2022.227,1987.127,1855.475,2354.259,2202.1,2325.642,2695.117,2701.347,3051.063,3125.763,3183.768,3250.817,3321.838,3385.535
"st. kitts and nevis","kna",1333.377,1617.403,1853.275,1834.017,2148.255,2406.875,2847.705,3278.202,3911.612,4386.006,4998.399,5004.43,5507.856,5929.359,6541.204,6956.827,7324.702,8140.022,8375.993,8775.967,9734.766,10516.39,10869.981,10484.293,11398.82,12376.133,14426.985,15376.338,16627.203,16509.714,16591.513,17715.762,17856.625,18709.718,20171.084,19673.7,20535.826,21395.269,21322.656,21683.638,17155.438,16561.586,18759.78,20153.605,20427.2,21002.096,22145.979,23173.5,24236.482,25404.782,26595.66,27807.36
"korea, republic of","kor",1744.756,1918.418,2032.027,2245.56,2468.702,2542.884,2910.824,3657.733,4888.718,5989.211,6812.886,7872.91,8386.948,9181.481,10729.637,13002.046,13864.865,12840.576,8572.751,11056.713,12716.99,11983.382,13637.337,15211.145,17107.739,20162.881,22596.681,25075.287,22291.166,19933.009,24069.073,26177.945,26600.549,28449.357,30667.091,30171.791,30825.524,33296.984,35363.952,33826.944,33653.202,37518.465,34822.406,35674.095,36238.64,36226.965,37412.075,39011.816,40694.633,42453.457,44177.222,46019.171
"kosovo, republic of","kos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1506.094,1704.288,1807.197,2205.535,2274.678,2318.3,2400.14,2865.639,3025.013,2878.492,3013.162,3518.244,3413.274,3710.816,3920.087,3553.02,3727.021,3991.249,4389.631,4432.996,4297.834,5309.211,5319.98,6530.915,7063.426,7901.548,8957.717,9749.854,10367.855,11032.74,11739.166,12483.437
"kuwait","kwt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15825.24,14766.792,15088.376,16623.468,15330.442,12796.952,14296.611,17639.079,15992.659,16856.637,20584.985,24863.764,35990.561,43618.251,47539.015,53059.162,38156.094,39342.103,47440.107,50783.678,48543.741,43458.841,29195.283,26795.706,28552.15,31369.182,31549.877,25610.725,33824.862,38288.598,33679.025,32106.276,30876.881,33164.454,32857.593,33197.424,33731.373,34269.351,34788.587
"lao people's democratic republic","lao",584.594,335.22,327.897,584.805,815.211,997.615,678.461,464.657,294.242,353.313,406.199,464.923,517.905,567.21,641.635,727.106,739.317,682.509,254.24,264.926,316.667,318.271,328.928,397.312,459.603,525.985,661.572,787.382,969.073,1032.328,1187.022,1397.003,1566.197,1813.802,1982.523,2124.256,2307.838,2437.127,2551.83,2602.623,2528.997,2495.962,2022.383,1977.495,2054.806,2288.444,2403.286,2514.601,2626.539,2727.897,2829.068,2930.821
"lebanon","lbn",1356.473,1269.352,853.614,1162.314,1349.451,1105.075,840.304,959.706,945.712,760.699,779.344,1197.909,1461.022,1946.912,2311.748,2770.619,3178.874,3782.132,4082.32,4040.828,3938.847,3955.314,4236.269,4325.581,4625.239,4629.975,4665.929,5162,5957.729,7149.809,7695.22,7914.089,8499.753,8253.134,7660.987,7797,8087.764,8655.768,9291.052,8817.679,4172.101,3669.513,4676.775,4574.386,5479.848,6443.215,NA,NA,NA,NA,NA,NA
