"country_name","country_code","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031"
"solomon islands","slb",939.656,962.784,927.342,843.414,818.906,724.219,627.24,640.677,708.889,675.387,811.156,830.954,951.467,1031.065,1340.053,1516.582,1603.26,1608.314,1360.538,1413.539,1175.121,1108.87,908.42,896.213,974.425,1117.989,1213.211,1329.357,1444.946,1460.6,1582.755,1823.718,1977.706,2090.188,2116.161,2021.331,2080.752,2164.971,2325.032,2278.122,2118.579,2107.057,1944.919,1959.339,2022.135,2134.936,2257.984,2353.145,2461.701,2577.309,2700.512,2821.486
"sierra leone","sle",763.514,798.764,879.697,747.232,859.633,717.241,525.42,447.921,718.879,645.144,349.367,416.697,363.339,412.618,491.526,470.764,507.277,455.422,356.506,348.493,326.755,363.023,400.25,428.381,436.745,497.589,558.944,600.193,666.026,626.712,670.772,751.3,877.148,1003.213,948.288,959.187,837.993,789.13,845.885,843.132,844.456,885.318,860.397,756.516,806.512,874.098,918.717,941.584,964.057,991.24,1019.228,1045.612
"el salvador","slv",802.09,699.251,685.083,652.135,473.971,457.213,455.695,457.838,526.999,592.939,886.427,953.384,1040.783,1180.26,1343.936,1548.385,1651.306,1748.915,1859.725,1908.08,1982.86,2058.031,2115.423,2207.831,2285.678,2447.383,2665.626,2830.668,2983.246,2910.176,3040.098,3330.616,3497.899,3582.29,3665.986,3790.326,3901.34,4020.148,4183.552,4320.129,3997.175,4642.594,5074.616,5365.465,5579.655,5839.018,6195.805,6508.159,6838.589,7171.279,7496.919,7846.655
"san marino, republic of","smr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59313.405,61150.61,64498.508,72991.531,79110.201,67011.543,60426.235,57512.891,50336.185,51986.532,51234.869,43068.693,44308.666,45887.687,49477.281,48043.86,45640.984,54733.239,53875.751,59415.472,60946.226,65542.605,70187.122,72002.332,74224.464,76383.629,78612.123,80909.003
"somalia","som",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.51,481.924,514.688,531.556,558.643,606.778,563.115,602.186,583.956,624.408,653.449,683.343,737.011,763.802,812.86,866.857,915.739,968.171,1019.356,1098.478
"serbia, republic of","srb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1709.912,1387.8,1819.149,2399.616,3158.41,3579.921,3782.247,4509.332,6112.693,7362.621,6413.124,5906.586,7085.467,6264.073,7040.423,6886.678,5820.322,5982.37,6548.037,7559.862,7755.633,8098.71,9632.308,10024.819,12281.708,13677.78,15283.926,17252.23,18954.83,20359.631,21878.636,23521.424,25290.897
"south sudan, republic of","ssd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1685.476,1047.467,1338.575,1300.193,1357.832,260.845,266.701,252.819,387.936,506.925,546.712,683.461,644.485,388.237,470.312,487.982,538.009,553.319,567.333,582.645,593.365
"são tomé and príncipe, democratic republic of","stp",750.984,901.336,848.202,774.936,787.072,810.903,1106.398,1076.237,893.508,863.94,1016.776,891.416,763.368,1000.093,1025.178,794.437,1016.625,678.626,524.02,550.378,532.969,489.364,532.701,621.166,662.541,774.232,804.917,852.193,1081.868,1128.277,1049.472,1228.799,1219.874,1393.305,1499.963,1307.112,1443.396,1571.473,1840.572,1949.978,2187.545,2381.406,2412.104,3013.902,3516.866,4085.176,4739.257,5179.608,5544.06,5925.036,6345.186,6751.242
"suriname","sur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412.471,1537.047,1405.473,1093.836,1212.382,2272.326,2787.957,2947.257,3492.771,2839.043,2902.478,2466.333,3078.446,3549.926,4034.358,4773.442,5545.702,6123.002,7266.624,7864.591,8734.16,8756.276,9767.349,9936.505,9966.713,9036.203,5762.414,6158.572,6772.07,6715.747,4782.092,4987.986,6056.88,5432.447,6852.344,7098.916,8856.142,9989.809,13043.128,18748.407,19189.917,19568.816
"slovak republic","svk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2605.672,2989.669,3760.767,4043.913,4096.899,4253.652,3873.194,3836.286,3975.697,4619.742,6300.484,8009.003,9103.847,10698.006,14378.782,18065.683,16581.061,16916.464,18486.511,17538.624,18321.684,18785.127,16451.177,16645.425,17651.93,19595.372,19421.451,19723.139,22087.226,21322.934,24612.667,25972.304,28497.802,31241.763,32823.146,34652.185,36423.558,38081.354,39648.99
"slovenia, republic of","svn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9646.199,8363.873,8474.256,10756.095,10792.457,10452.336,11123.988,11457.877,10193.539,10397.982,11666.411,14736.002,17125.36,18022.563,19613.615,23819.294,27609.823,24563.148,23367.305,24968.443,22474.535,23250.102,24029.664,20705.968,21450.814,23300.425,25987.659,25909.753,25451.13,29199.811,28448.549,32723.735,34346.378,37357.421,40630.055,42191.927,43989.277,45901.597,47882.019,49917.628
"sweden","swe",16849.254,15371.213,13558.96,12445.914,12942.914,13511.656,17810.915,21607.827,24337.456,25394.876,30183.887,31434.248,32494.308,24315.749,25940.344,30218.021,33009.39,30318.851,30593.917,30956.351,29596.808,27218.933,29904.665,37219.759,42673.334,43291.313,46363.839,53365.334,55595.816,46496.672,52333.624,60165.275,57528.865,60563.358,59270.209,50918.839,51330.711,52881.379,53728.192,51405.427,52437.634,60435.671,54656.482,54871.777,57125.421,62661.794,70675.657,73307.345,76448.379,79297.059,82351.18,85389.185
"eswatini, kingdom of","swz",1329.023,1359.876,1176.655,1171.633,969.481,739.063,908.888,1143.304,1296.335,1262.306,1489.979,1486.736,1587.974,1620.007,1754.873,2092.87,1942.957,2043.739,1852.167,1798.53,1755.501,1543.679,1424.273,2165.512,2717.243,3094.722,3192.333,3339.232,3156.82,3420.2,4196.647,4537.894,4570.37,4278.784,4086.13,3700.974,3505.268,4175.6,4301.54,4236.947,3754.809,4316.987,4216.471,4060.426,4220.422,4442.323,4927.036,5016.044,5152.862,5332.68,5518.761,5709.568
"seychelles","syc",2329.353,2403.455,2293.938,2280.452,2338.076,2588.553,3165.945,3638.988,4128.118,4407.201,5302.844,5314.655,6128.346,6559.088,6555.429,6748.825,6583.091,7280.929,7715.784,7747.491,7578.829,7663.083,8431.923,8524.935,10176.659,11093.314,12014.418,11929.905,11387.589,9555.075,10782.206,11081.263,11237.79,13730.707,13998.231,14099.381,15076.866,15732.489,16302.516,16754.104,12144.9,12788.605,16819.662,17916.827,18040.084,18479.161,17674.649,18944.894,19307.024,19685.051,20067.471,20558.896
"syrian arab republic","syr",1421.836,1763.344,1784.577,1849.427,1839.915,1965.139,2284.039,2823.157,1389.823,800.859,967.145,972.175,983.575,995.061,1060.707,1133.162,1186.162,1080.812,1028.169,1043.174,1202.891,1236.897,1305.087,1208.885,1361.499,1510.392,1726.028,2016.052,2557.211,2557.267,2806.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chad","tcd",212.171,245.633,232.063,226.707,237.375,250.312,299.296,328.89,372.315,340.416,397.24,381.19,384.851,325.735,255.43,302.801,325.43,302.218,329.659,280.127,244.063,289.42,324.655,429.337,666.642,857.713,928.578,1004.499,1196.721,1064.381,1177.208,1349.601,1398.36,1351.028,1330.91,1032.256,897.884,882.852,980.058,929.239,901.743,1003.519,1036.609,1039.994,1120.359,1165.144,1314.875,1360.801,1410.55,1474.743,1545.126,1621.127
"togo","tgo",660.569,537.709,448.227,412.813,366.586,372.264,505.866,576.189,622.18,592.666,693.269,665.696,678.675,520.255,401.833,507.942,534.847,527.736,485.697,473.995,391.851,378.933,425.081,514.012,535.077,526.925,527.824,607.66,718.87,719.911,705.563,783.851,762.874,826.555,855.805,751.128,772.368,792.486,851.507,826.29,864.718,962.252,952.38,1043.377,1114.735,1216.537,1341.02,1406.894,1473.876,1547.413,1625.48,1707.485
"thailand","tha",705.484,744.913,767.41,824.445,845.08,772.393,840.315,967.712,1160.538,1338.257,1564.175,1769.043,1999.204,2209.362,2491.433,2846.59,3043.982,2468.182,1845.829,2033.26,2005.977,1889.934,2089.752,2347.54,2641.563,2867.704,3331.32,3918.528,4309.135,4135.44,4973.863,5373.623,5725.528,6018.083,5801.198,5688.853,5833.577,6413.092,7099.777,7605.697,6983.034,7055.188,6910.01,7210.541,7386.636,8056.566,8105.068,8169.811,8392.11,8730.33,9092.478,9498.049
"tajikistan, republic of","tjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.622,121.645,147.923,100.448,183.374,192.58,222.282,177.712,159.417,167.035,187.958,236.394,308.844,337.129,401.586,519.025,702.445,666.024,738.287,834.52,949.648,1040.15,1105.197,919.073,800.645,844.595,852.341,893.318,858.445,925.135,1089.473,1222.636,1415.972,1693.155,1938.922,2000.604,2086.643,2179.687,2292.395,2434.724
"turkmenistan","tkm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.402,1203.008,993.041,1255.964,499.244,553.722,583.075,776.281,999.073,1364.051,1693.579,2200.988,2706.586,3239.137,3989.788,4785.367,3918.172,3635.649,4047.233,5181.397,6441.899,7049.798,7685.51,6208.282,6165.055,6354.528,6720.789,7302.894,7272.268,7801.683,8813.475,9639.771,10408.348,11586.537,12300.465,12877.806,13608.423,14401.949,15250.276,16155.991
"timor-leste, democratic republic of","tls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513.918,615.254,553.345,539.045,477.056,494.833,471.535,547.838,636.412,694.999,822.84,949.657,1033.53,1216.642,1236.825,1332.516,1348.157,1278.331,1231.39,1577.681,1646.363,2708.207,2356.243,1510.529,1340.501,1463.949,1519.886,1600.648,1681.516,1762.045,1844.55,1928.835
"tonga","ton",770.303,850.554,843.209,818.461,854.275,802.926,959.286,1037.126,1213.22,1461.359,1498.504,1750.858,1832.835,1884.492,1948.137,2123.283,2228.293,2263.661,2153.245,1994.282,2045.81,1818.184,1828.634,2015.247,2288.897,2581.93,2865.259,2919.693,3360.507,3040.244,3561.484,4014.77,4153.205,4420.13,4336.628,4324.605,4181.064,4574.034,4829.618,5035.061,5108.106,5197.13,5535.241,5979.342,6497.536,6857.74,7238.004,7624.944,7824.494,8118.516,8418.607,8735.18
"trinidad and tobago","tto",5847.707,6454.418,7393.152,6939.437,6831.216,6411.214,4121.173,4085.591,3798.754,3625.717,4221.813,4392.869,4474.142,3743.583,4027.423,4322.255,4658.874,4632.813,4872.619,5479.934,6545.953,7046.379,7162.514,8931.032,10442.168,12471.953,14280.042,16765.857,21448.701,14777.395,16957.433,19300.833,20186.696,21098.003,21635.015,19587.329,17149.36,17218.004,17184.022,16830.3,14925.795,17218.066,20041.8,17616.478,17948.642,18071.997,18616.13,19438.933,20195.528,20777.22,21350.381,21871.903
"tunisia","tun",1466.487,1375.096,1295.468,1308.266,1272.426,1257.832,1297.769,1367.178,1395.956,1370.745,1697.81,1752.229,2051.104,1887.988,1983.304,2250.294,2401.919,2309.847,2396.825,2492.326,2306.643,2345.121,2434.327,2859.24,3217.508,3300.799,3485.142,3909.273,4461.741,4280.732,4292.208,4420.524,4297.272,4369.404,4459.112,4014.896,3847.805,3619.357,3628.103,3528.85,3548.828,3885.381,3679.741,3978.521,4181.062,4663.596,4892.839,4733.943,4756.734,4818.579,4874.283,4946.299
"türkiye, republic of","tur",2149.702,2128.93,1890.724,1766.494,1680.988,1848.957,1997.936,2277.63,2350.74,2728.223,3766.222,3719.08,3847.435,4293.634,3049.437,3909.992,4129.999,4253.615,4445.653,4013.312,4256.64,3115.14,3616.114,4750.989,6040.164,7405.476,8007.819,9790.887,11089.025,9108.034,10705.548,11361.902,11738.279,12639.299,12222.238,11099.8,10978.312,10756.742,9917.054,9387.652,8758.704,9836.039,10881.992,13516.335,15882.632,18611.136,19018.179,18805.324,20007.395,21078.126,22025.143,22954.739
"tuvalu","tuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1742.203,2076.475,2386.392,2349.511,2465.078,2866.924,3187.958,2760.059,3134.201,3778.686,3610.431,3616.592,3605.169,3437.386,3867.747,4312.308,4561.426,5237.962,5158.717,5983.042,5123.115,5008.786,5729.351,5822.521,6581.187,6901.924,7211.013,7496.273,7770.391,8040.37
"taiwan province of china","twn",2366.797,2691.494,2675.311,2881.66,3202.615,3293.869,4008.134,5325.173,6338.1,7575.906,8167.2,9081.901,10715.536,11256.711,12099.746,13066.128,13588.306,13948.722,12767.078,13752.716,14844.238,13357.195,13651.355,14040.597,15290.307,16427.459,16892.883,17723.704,18053.591,16904.543,19181.358,20838.589,21256.361,21945.46,22844.316,22752.991,23070.733,25102.094,25888.836,25992.849,28727.743,33238.717,32909.322,32338.714,34251.621,39488.575,42102.703,44892.174,47576.053,50369.776,53250.31,56100.689
"tanzania, united republic of","tza",591.499,686.172,764.184,759.071,667.177,584.034,713.079,340.456,314.541,264.026,206.354,234.08,211.935,191.279,195.167,218.638,263.86,308.475,369.165,369.268,377.005,373.536,378.92,398.261,426.566,457.568,489.108,549.439,680.987,699.652,743.403,780.005,874.796,978.63,1038.24,955.347,968.685,1016.144,997.096,1038.694,1086.841,1131.561,1198.876,1229.705,1207.029,1291.703,1362.315,1446.294,1541.59,1642.588,1749.461,1881.316
"uganda","uga",664.574,1044.13,703.042,779.82,581.032,514.181,494.509,768.935,767.651,599.952,472.193,238.48,216.036,247.107,346.255,401.893,401.413,423.918,402.455,370.515,355.466,347.812,361.953,361.772,430.758,483.032,527.739,634.361,784.496,815.808,808.713,872.039,950.574,964.833,1008.018,848.69,826.904,838.495,879.037,951.578,919.141,1008.125,1079.304,1150.731,1223.871,1374.676,1476.078,1543.828,1623.391,1724.72,1813.25,1893.536
"ukraine","ukr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9969.739,413.736,632.564,716.461,727.454,884.104,1003.562,845.347,642.994,665.283,814.851,919.141,1096.291,1427.178,1909.798,2407.9,3219.884,4095.441,2654.986,3096.779,3723.14,4024.265,4210.3,3120.566,2136.162,2201.007,2655.116,3117.672,3687.341,3781.329,4872.611,4693.891,5326.012,5723.396,6499.262,6980.118,7298.79,7533.496,7774.404,8196.742,8756.715
"uruguay","ury",4157.553,4608.557,3743.307,2041.642,1929.09,1873.063,2312.365,2876.92,2958.929,3101.177,3588.34,4299.367,4911.064,5683.683,6557.811,7207.021,7612.913,7959.731,8364.609,7847.88,7432.339,6803.597,4441.095,3941.678,4476.943,5663.5,6377.451,7622.824,9857.305,10232.122,12943.943,15341.308,16320.248,18261.568,18090.949,16765.142,16516.668,18608.285,18656.026,17740.46,15256.948,17313.507,20347.456,22655.825,23576.271,24548.8,27608.009,29017.378,30219.694,31598.953,33253.952,34985.437
"united states","usa",12552.943,13948.701,14404.994,15513.679,17086.441,18199.32,19034.766,20000.968,21375.999,22814.077,23847.977,24302.776,25392.931,26364.192,27674.021,28671.48,29946.973,31440.087,32833.666,34496.241,36312.782,37101.453,37945.761,39405.354,41641.617,44034.256,46216.853,47943.353,48470.553,47102.428,48586.288,50008.108,51736.738,53363.904,55263.817,57006.926,58179.697,60292.978,63165.278,65561.32,64517.998,71365.73,77948.992,82536.095,86173.365,89991.152,94429.753,98277.579,101714.787,105171.151,108659.462,112241.909
"uzbekistan, republic of","uzb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.739,350.502,407.429,623.85,837.936,857.7,858.807,965.052,779.833,652.592,535.277,554.526,649.914,765.598,900.825,1164.643,1470.959,1691.82,1983.88,2315.772,2548.498,2756.85,2994.374,3125.473,3082.325,2170.054,1877.665,2069.613,2029.206,2301.306,2618.093,2921.705,3232.332,3846.28,4660.696,5120.335,5566.311,6034.287,6525.849,7057.352
"st. vincent and the grenadines","vct",903.445,1110.425,1227.421,1309.102,1435.282,1537.223,1686.1,1828.411,2077.695,2211.424,2456.285,2584.104,2815.081,2896.038,2924.036,3188.478,3340.515,3500.225,3755.704,3922.719,3973.449,4284.994,4518.089,4710.272,5082.069,5353.688,5933.621,6572.506,6740.48,6564.113,6613.132,6544.688,6686.015,6988.344,7028.297,7154.784,7390.469,7643.104,8001.555,8231.638,7802.906,8017.609,8748.042,9432.762,10138.09,10572.654,11098.155,11612.929,12150.469,12712.891,13301.347,13917.041
"venezuela, república bolivariana de","ven",4671.078,5085.58,5041.589,4883.234,3447.45,3472.186,3488.564,2619.24,3292.792,2378.158,2492.939,2685.293,2968.496,2876.077,2741.979,3559.77,3174.631,3778.537,3970.433,4133.37,4820.646,4963.916,3778.255,3266.095,4311.999,5421.656,6646.803,8538.102,11079.069,9557.55,11158.18,10934.275,12688.107,8692.995,7107.442,4096.978,3676.38,3806.619,3529.708,2624.783,1532.617,2052.288,3306.913,3828.58,4539.177,3736.309,4139.656,4350.5,NA,NA,NA,NA
"vietnam","vnm",652.593,318.521,414.347,612.565,1044.409,318.956,705.99,856.91,464.581,123.364,121.715,141.111,178.973,234.983,285.953,358.661,419.063,449.338,448.119,465.248,498.579,513.197,546.555,610.357,756.981,873.136,996.255,1152.267,1446.562,1481.442,1628.863,1950.452,2197.592,2370.073,2566.886,2582.38,2720.088,2957.955,3216.297,3439.028,3548.611,3756.77,4132.552,4316.469,4535.521,4829.379,5115.236,5372.28,5698.382,6010.054,6322.787,6651.955
"vanuatu","vut",1165.746,1057.66,1029.732,1030.615,1229.411,1080.458,1016.219,1094.151,1208.002,1166.913,1262.199,1474.963,1501.856,1412.603,1573.927,1636.664,1672.217,1700.883,1594.128,1588.103,1573.239,1456.939,1452.926,1705.794,1928.388,2018.23,2196.071,2553.676,2810.487,2787.157,3007.983,3326.906,3246.474,3347.478,3355.877,3243.754,3309.733,3584.154,3505.714,3612.878,3778.938,3472.533,3617.711,3750.656,3871.275,3935.802,4082.105,4222.502,4338.577,4447.103,4557.586,4667.44
"west bank and gaza","wbg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1227.237,1322.057,1296.081,1350.947,1416.578,1441.889,1412.75,1275.685,1102.5,1197.161,1350.906,1461.093,1480.704,1563.701,1913.316,2061.558,2406.261,2711.917,2888.598,3122.985,3158.599,3084.132,3325.846,3407.307,3353.225,3442.754,3044.744,3464.383,3579.222,3398.426,2853.301,NA,NA,NA,NA,NA,NA,NA
"samoa","wsm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1655.952,1509.117,1550.556,1548.425,1630.963,1921.086,2338.71,2705.415,2860.24,3128.062,3738.018,3350.024,3659.285,3974.053,4093.499,4187.539,4146.496,4253.328,4319.557,4490.921,4421.837,4558.071,4303.008,4204.425,4302.853,5008.482,5580.949,6075.431,6454.699,6777.11,7054.914,7390.559,7675.661,7966.009
"yemen, republic of","yem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1045.545,732.099,688.224,701.329,749.368,813.198,663.16,610.487,646.716,528.25,441.25,419.803,383.749,356.904,340.787,328.834,320.038,313.754
"south africa","zaf",3074.684,3122.686,2806.158,3062.892,2633.905,1955.165,2176.064,2801.31,2954.825,3004.44,3425.585,3587.879,3802.578,3716.193,3786.21,4145.21,3869.7,3937.658,3508.14,3423.595,3382.066,2964.029,2778.115,4191.4,5392.861,6007.979,6250.883,6737.429,6321.162,6521.544,8101.967,8773.175,8176.848,7429.047,6951.426,6227.172,5732.033,6665.131,6979.677,6609.723,5660.106,6970.691,6693.779,6192.66,6434.85,6769.156,7502.97,7623.795,7803.973,8001.807,8217.982,8437.791
"zambia","zmb",755.817,755.763,706.625,591.41,471.635,434.116,290.374,349.382,571.3,590.77,536.007,469.79,446.837,426.478,426.432,432.422,399.654,465.841,373.139,349.577,359.429,374.814,393.865,446.29,548.686,710.743,1052.136,1118.965,1375.759,1136.489,1450.986,1624.546,1709.984,1821.059,1707.711,1295.508,1239.482,1483.464,1463.899,1258.991,951.644,1127.161,1447.123,1330.728,1187.109,1317.878,1831.232,1869.704,1940.059,2119.845,2235.027,2357.172
"zimbabwe","zwe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1531.501,1383.349,1106.147,1037.869,1054.997,1059.518,1255.711,1302.026,1520.668,1483.187,1432.936,1424.45,1363.572,1215.221,1192.209,1129.761,1001.585,955.303,817.625,1167.762,1399.072,1615.963,1850.752,1992.307,2050.283,1998.001,2035.744,2114.667,3602.04,2605.119,2564.733,3295.669,2992.861,2669.219,2892.742,3080.36,3198.994,3170.869,3235.956,3302.196,3370.324,3440.037
