"ccode","year","HL","F","SELF","G","P","vfi","logG","logP","Fed"
"cyp",2003,0,0,1,23930.7832,999590,NA,10.0829209091592,13.8151004738913,0
"cyp",2004,0,0,1,24799.64844,1017875,NA,10.1185847562461,13.8332276787694,0
"cyp",2005,0,0,1,25631.36719,1036151,NA,10.1515721612831,13.8510234440764,0
"cyp",2006,0,0,1,26395.50391,1054418,NA,10.1809489681912,13.8684995139048,0
"cyp",2007,0,0,1,27156.81836,1072714,NA,10.2093834304808,13.8857024436796,0
"cyp",2008,0,0,1,27449.22656,1091026,NA,10.2200932702201,13.9026290958786,0
"cyp",2009,0,0,1,26183.68555,1109371,NA,10.1728918068666,13.9193037460056,0
"cyp",2010,0,0,1,26090.04883,1127816,NA,10.1693092497273,13.9357935771672,0
"cyp",2011,1,0,1,25538.78125,1146493,NA,10.147953409184,13.9522182757229,0
"cyp",2012,0,0,1,24285.49609,1165397,NA,10.0976345824073,13.9685723594644,0
"cyp",2013,0,0,1,22711.71875,1183895,NA,10.0306363147545,13.9843204080611,0
"cyp",2014,0,0,1,22373.57813,1201801,NA,10.0156359938613,13.9993318229668,0
"cze",1990,0,0,NA,11900.58446,10333355,NA,9.38434279217927,16.1508875705533,0
"cze",1991,0,0,NA,10543.6196,10308578,NA,9.2632761787015,16.1484869221354,0
"cze",1992,0,0,NA,10479.49187,10319123,NA,9.25717547101254,16.1495093337865,0
"cze",1993,0,0,0,10475.08491,10329855,NA,9.25675485072407,16.1505488042112,0
"cze",1994,0,0,0,10775.94439,10333587,NA,9.28507155753494,16.1509100218671,0
"cze",1995,0,0,0,11453.38002,10327253,NA,9.34604016367323,16.1502968812399,0
"cze",1996,0,0,0,11944.71715,10315241,NA,9.3880443801158,16.1491330682475,0
"cze",1997,0,0,0,11886.34809,10304131,NA,9.38314580121207,16.1480554407548,0
"cze",1998,0,0,0,11850.83962,10294373,NA,9.38015399806169,16.1471079932382,0
"cze",1999,3,0,0,12026.46881,10283860,NA,9.39486523387645,16.1460862338952,0
"cze",2000,1.5,0,8.88,12543.93643,10255063,NA,9.43699267481587,16.1432820928145,0
"cze",2001,0,0,8.88,12958.46676,10216605,NA,9.46950465735206,16.1395248957711,0
"cze",2002,0,0,8.88,13179.98781,10196916,NA,9.48645488316988,16.1375958795955,0
"cze",2003,0,0,9.76,13618.93496,10193998,NA,9.51921637987652,16.1373096736883,0
"cze",2004,0,0,9.76,14259.63343,10197101,NA,9.56518798746677,16.1376140221713,0
"cze",2005,0,0,9.76,15147.72144,10211216,NA,9.6256053996263,16.1389972819718,0
"cze",2006,0,0,12.32,16107.30425,10238905,NA,9.68702812821507,16.1417052382641,0
"cze",2007,0,0,12.32,16892.54285,10298828,NA,9.73462755205179,16.1475406603179,0
"cze",2008,0,0,12.32,17190.64703,10384603,NA,9.75212073757545,16.1558347863479,0
"cze",2009,0,0,12.32,16272.80848,10443936,NA,9.69725080240313,16.161532080862,0
"cze",2010,0,0,12.32,16665.93178,10474410,NA,9.72112190157004,16.1644456976038,0
"cze",2011,2,0,12.32,16926.28467,10496088,NA,9.7366229985927,16.1665131742772,0
"cze",2012,0,0,12.32,16772.35392,10510785,NA,9.72748720990441,16.1679124308346,0
"cze",2013,0,0,12.32,16759.78086,10514272,NA,9.7267372987716,16.1682441302951,0
"cze",2014,0,0,12.32,17118.04256,10525347,NA,9.74788830671022,16.1692969061104,0
"ddr",1990,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",1991,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",1992,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",1993,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",1994,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",1995,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",1996,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",1997,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",1998,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",1999,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",2000,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",2001,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",2002,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",2003,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",2004,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",2005,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",2006,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",2007,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",2008,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",2009,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",2010,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",2011,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",2012,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",2013,0,0,NA,NA,NA,NA,NA,NA,0
"ddr",2014,0,0,NA,NA,NA,NA,NA,NA,0
"deu",1990,0,0,24.26,29763.31247,79433029,NA,10.3010317888686,18.1904248220884,1
"deu",1991,3,0,24.26,31056.59388,80013896,0.207612365484238,10.3435664281008,18.1977108775541,1
"deu",1992,4,0,24.26,31441.97435,80624598,0.197279945015907,10.3558990419633,18.2053143470213,1
"deu",1993,4,0,24.31,30932.01931,81156363,0.187237575650215,10.3395471500013,18.2118882592021,1
"deu",1994,4,0,24.31,31625.39397,81438348,0.177544310688972,10.3617156835016,18.2153568256884,1
"deu",1995,4,0,24.31,32007.1454,81678051,0.169762253761292,10.3737144506055,18.2182958701256,1
"deu",1996,4,0,24.31,32245.86084,81914831,0.167483136057854,10.3811449679403,18.2211906191202,1
"deu",1997,0,0,24.31,32795.78335,82034771,0.167551472783089,10.3980552297057,18.2226537519358,1
"deu",1998,4,0,24.31,33477.98565,82047195,0.138526529073715,10.4186433570228,18.2228051884443,1
"deu",1999,2.66666666666667,0,24.31,34168.83082,82100243,0.11840395629406,10.4390691279597,18.2234515342234,1
"deu",2000,1.5,0,24.26,35104.13085,82211508,0.113798700273037,10.4660740905635,18.2248058502273,1
"deu",2001,3,0,24.48,35618.51437,82349925,0.171659767627716,10.4806208482254,18.2264881038407,1
"deu",2002,0,0,24.48,35477.51515,82488495,0.188045516610146,10.4766543987398,18.2281693870348,1
"deu",2003,0,0,24.48,35270.02273,82534176,0.19035305082798,10.4707886676869,18.2287230200706,1
"deu",2004,0,0,24.83,35687.63787,82516260,0.167272627353668,10.4825596296483,18.2285059227941,1
"deu",2005,0,0,24.73,36024.0947,82469422,0.154469043016434,10.491943290781,18.2279381401758,1
"deu",2006,0,0,24.73,37459.26133,82376451,0.117690913379192,10.5310092569035,18.2268101651993,1
"deu",2007,0,0,25.02,38593.07499,82266372,0.0659474208950996,10.5608281349539,18.2254729794733,1
"deu",2008,0,0,25.52,39009.84776,82110097,0.0706681907176971,10.571569399904,18.2235715510264,1
"deu",2009,0,0,25.52,36940.40787,81902307,0.147300988435745,10.5170612951108,18.2210377169247,1
"deu",2010,0,0,25.52,38526.7371,81776930,0.166967302560806,10.559107749373,18.2195057324554,1
"deu",2011,2,0,25.72,40722.48493,80274983,0.127240613102913,10.614535674166,18.2009685861678,1
"deu",2012,3,0,25.67,40834.50882,80425823,0.109471365809441,10.617282807313,18.2028458641735,1
"deu",2013,0,0,25.67,40884.89268,80645605,0.106958217918873,10.6185159016691,18.2055748663203,1
"deu",2014,3,0,25.67,41602.46613,80982500,0.102057255804539,10.6359147264634,18.209743639912,1
"dji",1990,0,0,NA,NA,579538,NA,NA,13.2699865133826,0
"dji",1991,0,0,NA,NA,631092,NA,NA,13.3552069312125,0
"dji",1992,0,0,NA,NA,626010,NA,NA,13.3471216243955,0
"dji",1993,0,0,NA,NA,614245,NA,NA,13.3281491503422,0
"dji",1994,0,0,NA,NA,626710,NA,NA,13.3482391926835,0
"dji",1995,1,0,NA,NA,633074,NA,NA,13.3583425979271,0
"dji",1996,1,0,NA,NA,648348,NA,NA,13.3821828682187,0
"dji",1997,0,0,NA,NA,671817,NA,NA,13.4177412609905,0
"dji",1998,3,0,NA,NA,699352,NA,NA,13.4579094710017,0
"dji",1999,0,0,NA,NA,724218,NA,NA,13.4928477310172,0
"dji",2000,0,0,NA,NA,747318,NA,NA,13.5242460763405,0
"dji",2001,0,0,NA,NA,771313,NA,NA,13.555849536441,0
"dji",2002,0,0,NA,NA,795574,NA,NA,13.5868191456894,0
"dji",2003,0,0,NA,NA,813519,NA,NA,13.6091245612382,0
"dji",2004,0,0,NA,NA,826124,NA,NA,13.6245001623015,0
"dji",2005,0,0,NA,NA,839167,NA,NA,13.6401650121261,0
"dji",2006,0,0,NA,NA,855764,NA,NA,13.6597499161768,0
"dji",2007,0,0,NA,NA,874528,NA,NA,13.6814395912244,0
"dji",2008,4,1,NA,NA,892734,NA,NA,13.7020439431454,0
"dji",2009,0,0,NA,NA,911527,NA,NA,13.7228764941652,0
"dji",2010,0,0,NA,NA,930251,NA,NA,13.7432097211881,0
"dji",2011,0,0,NA,NA,948558,NA,NA,13.7626982156706,0
"dji",2012,0,0,NA,NA,966747,NA,NA,13.781692106284,0
"dji",2013,0,0,NA,2140.137694,984824,NA,7.66862544893663,13.800218223986,0
"dji",2014,0,0,NA,2253.140822,1002717,NA,7.72008044269554,13.8182238735919,0
"dma",1990,0,0,NA,5536.879017,69627,NA,8.61918626666553,11.1509077021312,0
"dma",1991,0,0,NA,5638.30733,69296,NA,8.63733918065312,11.1461424634544,0
"dma",1992,0,0,NA,5750.325414,69325,NA,8.65701172592916,11.146560870484,0
"dma",1993,0,0,NA,5865.476471,69433,NA,8.676838997515,11.1481175378013,0
"dma",1994,0,0,NA,5863.782837,69477,NA,8.67655020962699,11.1487510415299,0
"dma",1995,0,0,NA,6042.201965,69469,NA,8.70652378823337,11.1486358888806,0
"dma",1996,0,0,NA,6235.059174,69410,NA,8.73794334868658,11.1477862283336,0
"dma",1997,0,0,NA,6381.539652,69299,NA,8.76116467198959,11.1461857550595,0
"dma",1998,0,0,NA,6639.15946,69124,NA,8.80074064710823,11.1436572721739,0
"dma",1999,0,0,NA,6687.239877,68870,NA,8.80795649355056,11.1399759485387,0
"dma",2000,0,0,NA,6879.597373,68511,NA,8.83631540784867,11.1347495952997,0
"dma",2001,0,0,NA,6897.656741,68288,NA,8.83893703015365,11.1314893346614,0
"dma",2002,0,0,NA,6676.972715,68367,NA,8.80641997743346,11.1326455310509,0
"dma",2003,0,0,NA,7047.661896,68531,NA,8.86045119484218,11.1350414766228,0
"dma",2004,0,0,NA,7323.853001,68649,NA,8.89889183473006,11.1367618444476,0
"dma",2005,0,0,NA,7381.747285,68734,NA,8.90676564905651,11.1379992611709,0
"dma",2006,0,0,NA,7698.537015,68806,NA,8.94878559173791,11.1390462294213,0
"dma",2007,0,0,NA,8106.189519,68847,NA,9.00038318700377,11.1396419302227,0
"dma",2008,0,0,NA,8682.573782,68854,NA,9.06907328236502,11.1397435997822,0
"dma",2009,0,0,NA,8582.714814,68864,NA,9.05750555432244,11.1398888240814,0
"dma",2010,0,0,NA,8574.273087,68859,NA,9.05652149724552,11.1398162145681,0
"dma",2011,0,0,NA,8553.838467,69053,NA,9.05413540469459,11.1426296046714,0
"dma",2012,0,0,NA,8532.343881,69118,NA,9.05161938363134,11.1435704678741,0
"dma",2013,0,0,NA,8459.658699,69715,NA,9.04306410887867,11.1521707816291,0
"dma",2014,0,0,NA,8576.263676,70373,NA,9.05675362864018,11.1615649458552,0
"dnk",1990,0,0,12.1,39306.79392,5140939,NA,10.5791526561989,15.4527463055714,0
"dnk",1991,0,0,12.1,39776.59618,5154298,NA,10.5910339826334,15.4553414876926,0
"dnk",1992,3,0,12.1,40447.23283,5171370,NA,10.6077535105051,15.4586482017097,0
"dnk",1993,0,0,12.1,40280.89359,5188628,NA,10.6036325310452,15.4619798656663,0
"dnk",1994,0,0,12.1,42270.65209,5206180,NA,10.6518483202221,15.4653569394287,0
"dnk",1995,0,0,12.1,43328.52934,5233373,NA,10.6765665732394,15.4705665612395,0
"dnk",1996,0,0,12.1,44331.61996,5263074,NA,10.6994534702702,15.4762258246589,0
"dnk",1997,0,0,12.1,45546.58962,5284991,NA,10.7264910287545,15.4803814743522,0
"dnk",1998,4,0,12.1,46437.19211,5304219,NA,10.7458559712363,15.4840130995882,0
"dnk",1999,2.5,0,12.1,47657.17319,5321799,NA,10.771788436892,15.4873219620501,0
"dnk",2000,1.5,0,13.98,49266.98828,5339616,NA,10.8050095268176,15.4906642982384,0
"dnk",2001,0,0,13.98,49557.151,5358783,NA,10.810881848215,15.4942474550279,0
"dnk",2002,0,0,13.98,49624.59654,5375931,NA,10.8122418877801,15.4974423262813,0
"dnk",2003,3,0,13.98,49708.09091,5390574,NA,10.8139229938049,15.5001624307216,0
"dnk",2004,3,0,13.98,50956.30454,5404523,NA,10.8387237707406,15.5027467535422,0
"dnk",2005,1,0,13.98,52015.18412,5419432,NA,10.8592909572469,15.5055015708763,0
"dnk",2006,1,0,13.98,53823.15903,5437272,NA,10.8934591187679,15.5087880224655,0
"dnk",2007,0,0,7.19,54113.97715,5461438,NA,10.898847789137,15.5132226830087,0
"dnk",2008,0,0,7.19,53572.53466,5493621,NA,10.8887918026708,15.5190981589113,0
"dnk",2009,0,0,7.19,50635.91181,5523095,NA,10.8324163231089,15.5244489495321,0
"dnk",2010,0,0,7.19,51209.44928,5547683,NA,10.8436793502492,15.5288909210772,0
"dnk",2011,3.33333333333333,0,7.19,51667.53132,5570572,NA,10.852584842319,15.5330082996291,0
"dnk",2012,3,0,7.19,51470.68985,5591572,NA,10.8487677955102,15.5367710220553,0
"dnk",2013,3,0,7.19,51970.39093,5614932,NA,10.8584294301986,15.5409400356628,0
"dnk",2014,3,0,7.19,52368.3626,5643475,NA,10.8660579207928,15.5460105684929,0
"dom",1990,0,0,3.23,2772.770656,7151166,NA,7.92760233610096,15.7827859782977,0
"dom",1991,0,0,3.23,2741.939081,7299853,NA,7.91642064288056,15.8033647689296,0
"dom",1992,0,0,3.23,2989.606302,7447474,NA,8.00289698614336,15.8233854724591,0
"dom",1993,0,0,3.23,3147.670603,7594572,NA,8.05441796715015,15.8429443395604,0
"dom",1994,4,0,3.23,3167.944941,7741694,NA,8.06083837304844,15.862131084668,0
"dom",1995,0,0,3.23,3286.361492,7888115,NA,8.09753630228487,15.8808677542658,0
"dom",1996,0,0,3.23,3419.506004,8032894,NA,8.13725137634886,15.8990554195006,0
"dom",1997,0,0,3.23,3659.50819,8174078,NA,8.20508404304944,15.9164784855125,0
"dom",1998,0,0,3.23,3840.871803,8310362,NA,8.25345465184515,15.9330137278564,0
"dom",1999,0,0,3.23,4004.198768,8446208,NA,8.29509878156061,15.9492281412152,0
"dom",2000,0,0,3.23,4123.105732,8584190,NA,8.32436197681175,15.9654326972509,0
"dom",2001,0,0,1.72,4158.984303,8720283,NA,8.33302616551122,15.981162249487,0
"dom",2002,0,0,1.72,4280.801824,8852235,NA,8.36189561308559,15.9961805274735,0
"dom",2003,0,0,1.72,4162.666861,8980620,NA,8.33391122021198,16.0105794802113,0
"dom",2004,3,0,1.72,4212.010441,9104892,NA,8.34569535212069,16.024322409459,0
"dom",2005,0,0,1.72,4549.24957,9225034,NA,8.42271756867227,16.0374314335209,0
"dom",2006,0,0,1.72,4904.717158,9341183,NA,8.49795270632052,16.0499434617133,0
"dom",2007,0,0,1.92,5204.785007,9455658,NA,8.55733367510473,16.0621238504613,0
"dom",2008,0,0,2.12,5308.92665,9573130,NA,8.57714495632699,16.0744707736963,0
"dom",2009,0,0,2.12,5294.649534,9695265,NA,8.57445206774299,16.0871481799625,0
"dom",2010,0,0,2.12,5666.456334,9820175,NA,8.64231921615196,16.0999495009458,0
"dom",2011,0,0,2.12,5773.574035,9945621,NA,8.66104658455383,16.1126429117596,0
"dom",2012,0,0,2.12,5860.298933,10070411,NA,8.67595589372731,16.1251120781618,0
"dom",2013,0,0,2.12,6075.034,10193833,NA,8.71194286490091,16.1372934875623,0
"dom",2014,0,0,2.12,6430.278111,10315528,NA,8.76877306839585,16.1491608907683,0
"dza",1990,0,0,NA,3605.687012,25375810,NA,8.19026760354587,17.049306915999,0
"dza",1991,0,0,NA,3478.509763,25987928,NA,8.1543592520293,17.0731426804693,0
"dza",1992,0,0,NA,3455.929363,26628568,NA,8.14784669076831,17.0974951824051,0
"dza",1993,0,0,NA,3302.919506,27277048,NA,8.10256205512714,17.1215561739406,0
"dza",1994,0,0,NA,3201.569144,27887279,NA,8.07139632610187,17.1436811929941,0
"dza",1995,0,0,NA,3255.187269,28470191,NA,8.08800508570662,17.164368168048,0
"dza",1996,0,0,NA,3322.955381,29033044,NA,8.10860984093974,17.1839451875481,0
"dza",1997,0,0,NA,3297.466034,29579301,NA,8.10090958400771,17.2025853841361,0
"dza",1998,0,0,NA,3410.882544,30054133,NA,8.13472634734907,17.2185107469257,0
"dza",1999,0,0,NA,3471.491963,30474354,NA,8.1523397410531,17.2323960354039,0
"dza",2000,0,0,NA,3553.324205,30903893,NA,8.17563884009908,17.2463927209873,0
"dza",2001,0,0,NA,3610.006056,31331221,NA,8.19146472888785,17.2601256344001,0
"dza",2002,0,0,NA,3754.660815,31750835,NA,8.23075323122353,17.2734295821698,0
"dza",2003,3,0,NA,3945.898161,32175818,NA,8.28043187808936,17.2867257345887,0
"dza",2004,0,0,NA,4066.282048,32628286,NA,8.31048435921977,17.3006901388417,0
"dza",2005,0,0,NA,4223.602521,33109249,NA,8.34844372081636,17.315323227297,0
"dza",2006,0,0,NA,4279.615471,33623506,NA,8.3616184413154,17.3307359636724,0
"dza",2007,0,0,NA,4339.250558,34189416,NA,8.37545692969463,17.3474266804518,0
"dza",2008,0,0,NA,4367.56538,34816961,NA,8.38196101155845,17.3656152110687,0
"dza",2009,0,0,NA,4336.100541,35490445,NA,8.37473073035066,17.3847740632874,0
"dza",2010,0,0,NA,4456.610274,36188236,NA,8.40214372779509,17.4042446516053,0
"dza",2011,0,0,NA,4501.354301,36903376,NA,8.41213358625808,17.4238135953407,0
"dza",2012,0,0,NA,4518.43979,37646166,NA,8.41592203403468,17.4437416743556,0
"dza",2013,0,0,NA,4543.23444,38414171,NA,8.42139446909445,17.4639369859391,0
"dza",2014,0,0,NA,4634.101492,39205031,NA,8.44119760634938,17.4843156383623,0
"ecu",1990,0,0,7.99,3919.717581,10473673,NA,8.27377488452583,16.16437533317,0
"ecu",1991,3,0,7.99,4000.568198,10702380,NA,8.29419167951395,16.1859767046048,0
"ecu",1992,0,0,7.99,4000.031462,10930128,NA,8.29405750557109,16.2070335709716,0
"ecu",1993,0,0,9.66,3996.993775,11154274,NA,8.29329780129205,16.2273333008083,0
"ecu",1994,0,0,9.66,4087.34069,11372197,NA,8.31564983952242,16.2466820748531,0
"ecu",1995,4,1.5,9.66,4100.687353,11590514,NA,8.31890988571437,16.2656975629089,0
"ecu",1996,4,0,9.67,4093.841545,11810950,NA,8.31723906127094,16.2845376252432,0
"ecu",1997,4,0,9.67,4192.855232,12031127,NA,8.34113722045977,16.3030077660234,0
"ecu",1998,4,0,10.67,4252.043486,12251184,NA,8.35515496659675,16.3211331433456,0
"ecu",1999,0,0,10.67,3979.192936,12470795,NA,8.28883429781636,16.3389000686313,0
"ecu",2000,0,0,10.67,3953.398797,12689206,NA,8.28233094285275,16.3562622687811,0
"ecu",2001,0,0,10.67,4049.000189,12910740,NA,8.30622526271035,16.3735700810872,0
"ecu",2002,0,0,9.52,4174.897936,13138472,NA,8.33684519051907,16.3910552781098,0
"ecu",2003,0,0,9.52,4220.212985,13372306,NA,8.34764087613562,16.4086964098978,0
"ecu",2004,0,0,9.67,4430.23718,13608701,NA,8.39620840110938,16.4262199255464,0
"ecu",2005,3,0,9.67,4589.328492,13846163,NA,8.43148899431277,16.4435187125038,0
"ecu",2006,3,0,9.67,4706.980568,14086131,NA,8.4568019130731,16.4607012542584,0
"ecu",2007,1,0,9.67,4715.303598,14328773,NA,8.45856858281435,16.4777801715745,0
"ecu",2008,3,0,9.67,4939.90215,14575202,NA,8.50510080229349,16.494832149453,0
"ecu",2009,3,0,9.67,4909.336817,14825954,NA,8.49889414384531,16.5118898515365,0
"ecu",2010,0,0,9.67,5022.203744,15076695,NA,8.5216241091853,16.5286607320678,0
"ecu",2011,0,0,9.7,5359.457246,15326227,NA,8.58661798886307,16.5450761018344,0
"ecu",2012,0,0,9.7,5579.856243,15572194,NA,8.62691829214026,16.5609974458933,0
"ecu",2013,4,0,9.7,5893.321727,15807128,NA,8.68157507812113,16.575971535505,0
"ecu",2014,0,0,9.7,6055.041728,16035124,NA,8.70864654745808,16.5902921241634,0
"egy",1990,5,1,NA,1972.137893,58396618,NA,7.5868734581743,17.8827685351626,0
"egy",1991,4,0.5,NA,1940.100194,60028997,NA,7.5704948971155,17.9103382867759,0
"egy",1992,0,0,NA,1979.020101,61480660,NA,7.59035710270106,17.9342332117755,0
"egy",1993,1.5,0,NA,1989.9792,62915681,NA,7.59587946540261,17.9573059910774,0
"egy",1994,1,0,NA,2024.953738,64285589,NA,7.61330213384758,17.9788460427825,0
"egy",1995,4,0,NA,2074.839911,65652622,NA,7.63763927836318,17.9998880969864,0
"egy",1996,4,0,NA,2133.648042,67028048,NA,7.66558848948719,18.0206217166211,0
"egy",1997,0,0,NA,2204.665759,68431740,NA,7.69833119317109,18.0413473100495,0
"egy",1998,0,0,NA,2277.285048,69943294,NA,7.73073924399941,18.0631953860026,0
"egy",1999,3,0,NA,2361.864251,71520954,NA,7.76720652304815,18.0855010276667,0
"egy",2000,0,0,NA,2458.60835,73083284,NA,7.80735075746924,18.1071102255197,0
"egy",2001,0,0,NA,2492.034412,74652029,NA,7.82085468880076,18.1283482617542,0
"egy",2002,0,0,NA,2498.481212,76239137,NA,7.82343831104416,18.1493854977288,0
"egy",2003,0,0,NA,2524.804772,77853548,NA,7.83391902070047,18.1703400300292,0
"egy",2004,1,0,NA,2574.423418,79477443,NA,7.85338087268525,18.1909838035149,0
"egy",2005,0,0,NA,2635.703052,81101004,NA,7.87690523829046,18.2112058987871,0
"egy",2006,4,1,NA,2761.624108,82700403,NA,7.92357423057291,18.2307350330171,0
"egy",2007,0,0,NA,2902.065598,84276225,NA,7.97317803759941,18.2496103547248,0
"egy",2008,0,0,NA,3052.212978,85864789,NA,8.02362217306267,18.2682843960512,0
"egy",2009,1,0,NA,3135.096613,87501636,NA,8.05041527013603,18.2871680482959,0
"egy",2010,0,0,NA,3233.845212,89196072,NA,8.08142717628288,18.3063475607062,0
"egy",2011,1,1,NA,3222.376501,91093059,NA,8.07787441010689,18.3273921683286,0
"egy",2012,0,0,NA,3220.991942,93161001,NA,8.07744464762053,18.3498397478776,0
"egy",2013,0,0,NA,3216.37839,95333553,NA,8.07601128195972,18.3728923843092,0
