STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BIH,Bosnia and Herzegovina,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_SNG,Sector: Subnational Government,_Z,Not Applicable,_Z,Not Applicable,2019,0.0231863837689161,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BIH,Bosnia and Herzegovina,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_SNG,Sector: Subnational Government,_Z,Not Applicable,_Z,Not Applicable,2020,0.180754020810127,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,1995,0.435785055160522,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,1996,0.422542184591293,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,1997,0.413948893547058,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,1998,0.415883123874664,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,1999,0.421760648488998,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2000,0.476460635662079,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2001,0.437218278646469,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2002,0.441880226135254,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2003,0.448548406362534,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2004,0.452407240867615,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2005,0.463030099868774,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2006,0.457186996936798,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2007,0.431320995092392,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2008,0.468678325414658,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2009,0.449174970388412,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2010,0.46147546172142,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2011,0.464868545532227,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2012,0.495377361774445,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2013,0.485408902168274,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2014,0.481326878070831,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2015,0.463357627391815,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2016,0.448506683111191,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2017,0.45217576622963,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2018,0.48944941163063,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2019,0.470976769924164,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_LG,Sector: Local Government,_Z,Not Applicable,_Z,Not Applicable,2020,0.485836863517761,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,1995,-0.727640211582184,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,1996,-0.786434710025787,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,1997,-0.886915981769562,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,1998,-0.973606705665588,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,1999,-1.0294783115387,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,2000,-1.13384282588959,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,2001,-1.17189753055573,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,2002,-1.19628298282623,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,2003,-1.13140630722046,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,2004,-1.52770709991455,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,2005,-1.05873775482178,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,2006,-1.60662412643433,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,2007,-1.47736966609955,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,2008,-1.45676243305206,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,2009,-1.22942304611206,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,2010,-1.36063730716705,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,2011,-1.29360485076904,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,2012,-1.28055453300476,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,2013,-1.5193784236908,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,2014,-1.53265202045441,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,IMF_FISCALDECENTRALIZATION_VFI,Vertical Fiscal Imbalance (1- ratio of own revenue to own spending),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SHARE,Share (proportion),IMF_FISCALDECENTRALIZATION_1C_CG,Sector: Central Government,_Z,Not Applicable,_Z,Not Applicable,2015,-1.58281266689301,IMF_FISCALDECENTRALIZATION,Fiscal Decentralization,0,Units,RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
