"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.FAD:GDD(2.0.0)","BOL.B1GQ_V_XDC.A","OBS_VALUE","Bolivia","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.02","2.37","7.61","8.88","10.81","12.69","15.44","19.13","22.01","24.46","27.64","32.24","37.54","41.64","46.82","48.16","51.93","53.79","56.68","61.90","69.63","77.02","91.75","103.01","120.69","121.73","137.88","166.23","187.15","211.86","228.00","228.03","234.53","259.18","278.39","282.59","253.11","279.21","304.10","311.89","332.05"
"IMF.FAD:GDD(2.0.0)","BEN.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Benin","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","4.48","4.79","3.86","5.79","6.96","9.68","11.21","12.93","13.36","18.00","18.11","30.89","45.70","54.46","48.51","51.68","47.18","48.58","47.17","50.33","45.27","44.03","41.80","41.88","64.61","48.25","43.43","42.94","41.57","39.41","39.59","37.99","30.77","23.38","21.51","26.98","8.37","14.29","18.31","18.75","21.00","21.86","19.54","18.50","22.28","30.90","35.92","39.60","41.08","41.23","46.14","50.29","54.19","54.90","54.03"
"IMF.FAD:GDD(2.0.0)","BGD.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Bangladesh","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","6.48","10.01","8.25","12.98","16.79","16.10","14.10","16.30","18.35","21.69","23.82","21.95","24.23","27.95","30.48","29.98","29.04","31.48","31.76","33.14","34.05","35.49","32.89","31.03","29.06","31.12","32.67","31.20","37.07","38.90","37.04","36.58","35.56","35.33","34.99","33.87","33.01","29.62","29.39","29.08","28.34","28.68","28.21","27.72","28.31","29.55","31.95","34.51","35.61","37.86","39.27","40.13"
"IMF.FAD:GDD(2.0.0)","BGD.B1GQ_V_XDC.A","OBS_VALUE","Bangladesh","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","30.01","33.93","34.01","38.61","37.71","40.83","43.12","48.44","48.40","49.76","53.26","67.00","65.21","58.56","97.67","148.41","243.66","216.13","227.27","284.46","340.98","384.09","440.67","494.84","558.55","670.01","768.71","865.49","995.48","1094.27","1218.30","1372.45","1511.84","1635.29","1715.00","1852.38","2086.38","2275.24","2467.74","2718.42","2952.96","3216.44","3489.97","3764.81","4172.57","4591.53","5115.98","5777.98","6586.13","7531.07","8446.15","9553.83","10970.84","12640.43","14362.06","16096.05","18158.00","20758.21","23243.07","26392.48","29514.29","31704.69","35301.85","39717.16","44908.42","50026.54"
"IMF.FAD:GDD(2.0.0)","COG.B1GQ_V_XDC.A","OBS_VALUE","Congo, Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","56.36","67.50","65.95","64.81","70.38","79.05","83.35","87.64","94.62","99.60","104.91","115.33","133.14","146.22","177.58","201.63","215.93","226.22","251.73","322.52","457.49","482.36","508.57","536.21","565.36","596.08","628.48","662.64","698.65","790.56","792.04","856.26","868.31","850.51","1148.31","1226.47","1452.99","1498.78","1321.29","1627.10","2580.27","2226.90","2320.86","2240.81","2690.99","3506.27","4217.18","4203.70","5195.84","4572.80","6505.75","7377.58","9033.23","8869.81","8844.63","7029.66","6477.97","6871.77","8206.11","8189.07","6601.22","7419.75","8693.65","8593.07","9028.24"
"IMF.FAD:GDD(2.0.0)","CAF.B1GQ_V_XDC.A","OBS_VALUE","Central African Republic","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","12.78","14.03","14.17","14.73","17.68","21.22","24.26","28.76","33.39","40.22","46.50","53.65","61.61","71.10","85.55","97.26","115.70","138.51","157.83","188.42","168.40","218.10","240.40","253.90","278.70","379.90","386.04","362.24","380.17","402.88","405.00","396.17","377.86","366.24","473.62","560.04","516.65","566.04","606.40","638.67","616.02","659.24","684.96","690.66","691.97","745.21","803.95","841.08","910.46","972.28","1060.14","1148.90","1281.56","835.45","935.58","1002.59","1081.52","1203.32","1265.69","1334.98","1372.90","1432.76","1531.35","1578.30","1716.13"
"IMF.FAD:GDD(2.0.0)","BFA.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Burkina Faso","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","2.23","2.46","2.51","3.37","4.80","6.53","9.68","11.08","13.21","14.20","14.49","17.07","19.58","23.95","27.22","28.49","27.58","30.69","28.83","25.54","25.60","28.73","29.59","33.59","55.12","48.93","45.85","48.37","47.68","46.44","47.48","46.63","43.29","39.66","40.74","39.21","20.09","22.42","24.87","25.87","22.67","28.40","25.21","25.90","26.09","31.25","32.85","33.89","38.11","41.73","43.64","55.37","56.37","52.66","52.69"
"IMF.FAD:GDD(2.0.0)","CPV.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Cabo Verde","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.10","46.05","56.44","57.95","63.41","54.98","45.30","45.25","42.39","38.66","45.50","61.27","57.01","73.39","74.27","85.74","79.32","72.94","66.36","71.94","62.16","64.66","65.58","67.85","66.71","66.20","59.60","57.49","58.79","73.52","71.56","82.94","93.48","105.59","115.57","115.40","112.76","112.00","109.42","143.78","149.06","124.03","114.04","113.74"
"IMF.FAD:GDD(2.0.0)","TCD.B1GQ_V_XDC.A","OBS_VALUE","Chad","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","43.75","46.05","50.35","51.53","58.87","66.15","74.36","77.53","79.87","89.67","106.82","118.34","124.50","140.87","161.52","199.09","206.23","227.02","248.20","211.02","215.51","325.64","368.22","457.05","564.39","573.06","543.86","534.96","619.96","627.01","644.92","662.09","647.56","605.40","961.65","1059.54","1207.10","1323.58","1511.14","1387.16","1447.69","1839.50","2033.77","2334.52","3423.86","4563.71","5072.56","5200.54","5969.98","5792.89","6956.07","7862.95","9134.99","8823.67","8958.90","8607.81","7719.45","7751.21","8513.33","8733.31","8595.17","9356.01","11120.71","11124.63","11565.37"
"IMF.FAD:GDD(2.0.0)","CRI.B1GQ_V_XDC.A","OBS_VALUE","Costa Rica","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","1.41","1.53","1.68","1.91","2.09","2.21","2.26","2.49","2.61","2.71","2.91","2.94","3.18","3.42","3.63","3.95","4.31","4.66","5.15","5.68","6.56","7.17","8.25","10.21","13.28","16.88","20.77","26.45","30.34","34.75","41.60","57.37","97.96","129.92","163.78","198.85","247.74","285.87","351.39","427.92","525.31","881.04","1151.92","1362.41","1647.12","2079.86","2425.73","2934.16","3519.45","4072.33","4627.05","5254.08","5965.39","6885.56","8150.14","9577.02","11613.32","13889.05","16208.97","17626.15","19802.01","21623.52","23752.87","25462.95","28001.33","30171.92","32056.29","34343.65","36014.72","37832.15","36495.25","40326.63","44810.03","47059.27","49115.93"
"IMF.FAD:GDD(2.0.0)","CRI.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Costa Rica","Debt instruments, Central government, Percent of GDP","Annual","Units","29.38","25.64","21.47","19.53","16.06","15.80","15.29","16.23","14.24","17.07","16.12","20.31","19.68","21.79","22.71","24.08","24.75","26.67","27.69","25.67","28.62","30.42","31.84","32.82","30.35","26.07","29.49","27.80","41.71","39.51","37.72","32.26","31.83","29.79","25.23","22.83","26.14","21.18","18.22","19.31","18.54","28.36","23.32","24.43","26.97","29.06","33.69","30.56","40.69","38.98","38.85","39.64","41.44","40.57","41.00","37.32","33.04","26.98","24.01","25.99","28.08","29.50","33.75","35.09","37.48","39.77","43.78","46.78","51.58","56.08","66.93","67.74","63.07","61.17","59.78"
"IMF.FAD:GDD(2.0.0)","CHL.B1GQ_V_XDC.A","OBS_VALUE","Chile","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.01","0.01","0.02","0.03","0.04","0.05","0.07","0.10","0.13","0.25","1.21","9.69","37.33","135.50","303.02","521.48","839.11","1132.26","1340.60","1304.80","1640.27","1993.74","2792.49","3600.43","4829.20","6357.25","7978.99","10132.31","13357.26","16895.06","20149.65","24167.36","29408.54","32393.86","35946.99","37741.62","38461.78","42215.03","45409.05","48428.96","52897.34","60391.76","68467.94","81577.53","90159.48","93867.12","96138.48","110777.87","121509.30","129973.39","137309.19","147951.29","158622.90","168764.69","179314.91","189434.87","195531.72","201257.75","239418.12","263065.44","281857.49","311630.88"
"IMF.FAD:GDD(2.0.0)","HRV.B1GQ_V_XDC.A","OBS_VALUE","Croatia, Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.17","13.84","15.57","17.11","19.51","21.52","22.12","23.97","25.76","28.30","31.16","33.64","36.18","39.50","43.27","46.56","44.68","44.49","45.19","44.79","45.07","44.87","45.97","47.57","49.74","52.22","54.91","50.75","58.35","67.62","78.05","85.49"
"IMF.FAD:GDD(2.0.0)","EGY.B1GQ_V_XDC.A","OBS_VALUE","Egypt, Arab Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","0.98","1.04","0.97","1.03","1.08","1.14","1.19","1.26","1.32","1.44","1.53","1.60","1.73","1.84","1.97","2.32","2.83","2.99","3.00","3.27","3.46","3.74","3.97","4.08","4.75","5.96","7.05","8.63","10.29","13.16","16.47","18.03","21.33","26.08","29.32","34.19","37.85","54.15","64.77","80.75","101.05","116.92","146.26","165.17","184.01","214.50","241.21","270.44","302.19","323.43","357.61","377.16","398.40","438.99","510.28","566.22","649.50","783.14","941.60","1095.85","1268.71","1441.68","1769.10","1958.50","2242.00","2576.70","2863.90","3655.90","4666.20","5596.00","6152.60","6663.10","7842.50","10155.50","13902.70"
"IMF.FAD:GDD(2.0.0)","CIV.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Côte d'Ivoire","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","11.24","15.03","15.25","16.21","17.02","17.10","19.82","23.41","27.60","33.01","34.74","44.13","56.37","61.42","","95.32","91.55","105.95","102.96","122.62","132.11","144.85","140.44","146.98","173.87","143.73","141.47","121.06","","78.02","73.99","71.17","62.98","56.38","56.72","58.16","57.47","53.53","51.24","46.48","45.61","50.03","24.69","24.62","26.71","29.17","31.12","32.60","35.32","37.22","46.32","50.17","56.04","57.53","59.25"
"IMF.FAD:GDD(2.0.0)","EGY.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Egypt, Arab Republic of","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","16.02","19.21","27.02","26.16","","24.06","32.25","36.72","39.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","DOM.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Dominican Republic","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.67","13.78","14.75","24.27","26.73","17.48","18.83","16.58","22.52","26.89","27.14","28.32","31.48","36.82","35.28","33.26","34.51","36.05","36.82","39.60","55.93","49.96","45.21","44.87","46.12"
"IMF.FAD:GDD(2.0.0)","DNK.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Denmark","Debt instruments, Central government, Percent of GDP","Annual","Units","46.32","41.07","38.71","36.12","29.38","29.83","28.60","27.08","26.14","23.11","19.92","16.40","15.08","13.47","10.75","7.86","6.09","5.82","5.29","4.75","4.80","5.02","5.28","4.96","4.56","4.34","7.55","10.79","19.46","26.30","34.10","44.06","56.55","67.97","70.45","68.54","66.20","63.28","61.42","59.87","61.45","62.31","66.73","78.43","75.61","74.35","72.54","67.94","62.83","59.52","53.64","50.63","50.20","48.29","45.61","38.18","31.70","27.00","31.09","36.28","38.12","40.99","40.02","38.42","38.43","33.61","30.85","29.38","27.60","26.59","34.66","28.32","22.67","22.17","20.24"
"IMF.FAD:GDD(2.0.0)","ECU.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Ecuador","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.34","55.71","60.29","69.38","65.28","54.33","54.30","47.30","50.44","74.92","66.54","52.24","46.28","42.35","37.85","33.38","27.11","25.78","20.79","15.54","18.18","17.32","20.13","22.57","27.25","31.61","36.45","41.24","42.99","","","","","",""
"IMF.FAD:GDD(2.0.0)","DJI.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Djibouti","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.94","53.13","55.97","55.25","58.46","58.13","58.06","63.68","66.27","65.30","60.31","58.35","56.64","59.26","29.53","27.88","25.68","25.05","24.57","26.86","40.26","45.92","47.99","47.46","41.12","42.06","40.28","38.30","35.44","33.25"
"IMF.FAD:GDD(2.0.0)","SLV.B1GQ_V_XDC.A","OBS_VALUE","El Salvador","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","0.36","0.43","0.45","0.51","0.57","0.62","0.67","0.68","0.67","0.65","0.69","0.70","0.78","0.82","0.91","0.97","1.02","1.09","1.16","1.20","1.27","1.33","1.43","1.60","1.99","2.50","2.78","3.30","3.54","3.97","3.91","3.45","3.41","3.26","2.38","2.32","2.33","2.37","2.77","3.17","4.82","5.25","5.81","6.68","7.68","8.92","9.59","10.22","10.94","11.28","11.78","12.28","12.66","13.24","13.72","14.70","16.00","17.01","17.99","17.60","18.45","20.28","21.39","21.99","22.59","23.44","24.19","24.98","26.02","26.88","24.92","29.04","31.99","34.02","35.34"
"IMF.FAD:GDD(2.0.0)","GNQ.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Equatorial Guinea, Republic of","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146.23","221.07","260.67","259.29","257.94","183.76","152.47","141.32","154.50","187.03","157.00","169.47","136.87","152.58","215.97","136.87","91.19","46.26","59.23","60.48","36.63","25.48","19.45","6.77","4.54","2.85","1.22","0.75","0.49","4.34","7.89","7.17","7.10","6.27","12.56","31.66","41.14","36.24","40.57","43.19","49.39","42.29","29.76","36.27","36.20"
"IMF.FAD:GDD(2.0.0)","GAB.B1GQ_V_XDC.A","OBS_VALUE","Gabon","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","111.29","128.09","137.04","150.84","166.69","182.74","202.80","217.97","235.08","257.12","282.22","307.76","345.08","392.44","468.80","639.34","811.45","732.61","572.50","684.41","963.21","1117.08","1266.06","1405.67","1550.07","1678.29","1693.20","1111.76","1214.95","1422.22","1725.76","1623.13","1576.33","1630.20","2477.83","2635.85","3101.85","3310.89","2816.67","3057.34","3842.28","3679.03","3701.27","3776.24","4097.53","4989.26","5309.45","5961.58","6944.82","5738.12","7111.48","8581.58","8766.49","8690.52","8988.33","8503.44","8310.62","8669.07","9343.90","9886.90","8830.78","10782.81","12750.06","12165.19","12593.36"
"IMF.FAD:GDD(2.0.0)","GEO.B1GQ_V_XDC.A","OBS_VALUE","Georgia","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.94","2.53","3.98","4.68","5.16","5.83","6.21","6.86","7.67","8.80","10.10","11.95","14.18","17.47","19.61","18.49","22.15","26.10","27.90","29.14","31.72","34.55","36.55","41.34","45.37","49.73","49.79","60.72","72.86","80.88","91.89"
"IMF.FAD:GDD(2.0.0)","GRC.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Greece","Debt instruments, Central government, Percent of GDP","Annual","Units","11.32","14.96","18.34","15.91","13.71","12.23","11.17","7.46","8.41","10.35","10.18","11.10","13.13","19.24","18.46","19.05","16.04","17.91","19.34","21.28","18.82","19.00","20.12","16.56","17.48","18.18","20.80","23.23","23.65","23.13","24.59","28.77","29.63","33.96","40.50","48.93","49.56","55.11","59.89","62.86","76.90","78.20","83.95","95.07","100.64","102.23","105.66","103.04","100.71","100.39","102.22","98.85","104.54","102.13","107.04","110.60","105.56","104.40","109.77","127.40","152.19","180.85","164.36","180.49","184.09","183.24","187.08","185.31","198.74","192.25","223.23","210.40","192.58","180.52","169.99"
"IMF.FAD:GDD(2.0.0)","DEU.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Germany","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","8.52","8.27","8.83","8.46","8.20","8.25","9.77","9.83","8.52","7.78","7.16","7.26","7.06","7.58","10.61","11.42","12.33","13.43","14.17","15.15","17.12","18.63","19.63","20.14","20.59","20.58","21.09","21.59","21.00","23.17","22.78","24.82","27.05","28.76","35.44","37.21","37.70","38.18","39.14","38.27","36.45","37.08","38.93","39.77","41.17","41.00","39.35","39.85","44.03","51.59","49.47","50.09","49.01","47.30","44.92","43.18","40.94","38.97","37.22","44.36","45.79","45.03","44.36","43.97"
"IMF.FAD:GDD(2.0.0)","ISL.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Iceland","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","14.49","11.45","12.32","16.17","16.60","18.08","19.28","20.46","22.23","23.07","26.46","28.30","30.28","30.82","27.64","25.45","26.73","31.16","31.32","33.57","39.55","47.15","49.47","51.46","49.03","45.28","43.20","75.84","75.55","82.72","80.48","84.51","79.00","66.53","69.68","67.48","107.96","124.76","130.00","135.67","131.60","120.19","114.85","95.31","81.55","69.34","61.35","63.76","74.77","71.80","64.08","58.74","59.94"
"IMF.FAD:GDD(2.0.0)","IDN.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Indonesia","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","33.68","26.38","18.87","17.23","16.34","15.76","24.03","17.49","13.56","14.05","23.23","23.67","20.98","26.25","35.04","45.88","41.40","38.65","37.10","35.72","35.25","33.19","32.14","28.35","23.42","23.34","62.54","83.03","87.44","71.10","61.83","56.25","52.04","43.52","35.85","32.33","30.23","26.46","24.43","23.10","22.95","24.88","24.68","27.46","28.35","29.40","29.78","30.18","39.33","40.70","39.48","38.98","39.21"
"IMF.FAD:GDD(2.0.0)","ISR.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Israel","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","243.04","264.47","185.34","151.48","133.57","135.62","137.15","128.15","114.33","110.50","109.02","101.32","90.07","88.67","87.39","89.28","84.04","74.93","78.83","84.91","87.31","86.15","83.31","75.67","68.97","68.68","71.02","67.57","65.82","65.52","64.58","63.54","61.63","59.84","57.91","58.36","57.64","69.58","65.98","58.78","60.02","66.46"
"IMF.FAD:GDD(2.0.0)","IRL.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Ireland","Debt instruments, Central government, Percent of GDP","Annual","Units","37.68","45.61","47.43","49.22","55.98","63.82","67.31","70.15","72.79","70.34","73.64","73.66","73.51","74.48","70.89","73.42","78.05","76.97","66.10","63.59","62.24","59.67","55.88","52.06","58.90","65.65","70.16","67.49","69.77","74.55","75.84","80.70","77.86","87.13","91.95","93.11","102.10","104.74","101.84","92.62","86.30","83.92","81.79","81.74","","77.38","69.48","61.26","51.11","48.25","38.92","35.10","32.56","31.37","29.61","28.82","26.09","26.44","45.10","64.68","89.66","113.02","122.37","121.07","105.17","77.02","75.68","68.32","69.29","63.44","63.87","58.88","48.99","49.69","44.79"
"IMF.FAD:GDD(2.0.0)","HKG.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.56","3.47","3.74","5.54","4.96","4.59","4.18","3.92","4.88","5.52","6.10","6.77","7.67","7.48","7.27","7.51","6.99","6.60","6.17","8.36","10.73","14.60","17.43",""
"IMF.FAD:GDD(2.0.0)","IND.B1GQ_V_XDC.A","OBS_VALUE","India","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","128.04","135.08","132.06","139.65","130.45","136.49","154.18","156.34","172.45","175.83","180.34","190.26","204.56","209.56","255.75","267.22","299.52","367.97","389.23","421.20","468.20","501.20","552.50","672.40","793.80","852.10","918.10","1040.20","1126.70","1235.60","1470.60","1727.80","1932.60","2250.70","2521.90","2845.30","3183.70","3618.70","4293.60","4932.80","5761.10","6622.60","7612.00","8759.90","10275.70","12055.80","13948.20","15452.90","17723.00","19882.60","21398.90","23152.40","24926.10","27925.30","31863.30","36321.30","42546.30","48986.60","55141.50","63664.10","76344.70","87363.30","99440.10","112335.20","124679.60","137718.70","153916.70","170900.40","188996.70","201035.90","198541.00","235974.00","268904.70","301229.60","330728.48"
"IMF.FAD:GDD(2.0.0)","LVA.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Latvia, Republic of","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.93","13.38","10.14","8.71","11.97","12.23","13.97","13.32","13.27","13.13","10.51","8.74","6.83","16.12","32.20","39.79","38.82","37.27","36.86","39.54","35.43","39.60","37.28","36.22","36.56","42.63","47.26","46.45","44.83","47.39"
"IMF.FAD:GDD(2.0.0)","MKD.B1GQ_V_XDC.A","OBS_VALUE","North Macedonia, Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.45","0.95","12.41","62.24","154.03","178.35","185.63","195.61","205.03","219.92","248.65","252.39","258.58","268.69","280.79","308.45","334.84","372.89","414.89","414.62","437.30","464.19","466.70","501.89","527.63","558.95","594.79","618.11","660.88","692.68","669.28","729.44","816.08","897.69","948.90"
"IMF.FAD:GDD(2.0.0)","LAO.B1GQ_V_XDC.A","OBS_VALUE","Lao People's Democratic Republic","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","0.15","0.31","0.36","0.42","0.47","0.51","0.57","0.63","0.67","0.86","1.23","1.91","2.64","3.01","5.61","6.17","6.23","19.79","22.64","39.65","72.54","103.87","167.93","247.89","321.86","469.36","852.82","1224.85","1443.36","1687.85","1901.15","2215.01","2836.74","3450.46","4399.45","4399.45","9920.03","14132.20","16671.69","19693.98","23650.99","28059.24","32483.36","39704.19","45647.65","51950.01","54789.54","61996.76","71961.76","81609.86","93867.57","106797.29","117251.58","129279.12","140697.75","152414.20","163080.40","167668.97","180751.07","217350.48","280240.54","342330.31"
"IMF.FAD:GDD(2.0.0)","LBY.B1GQ_V_XDC.A","OBS_VALUE","Libya","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","0.22","0.24","0.34","0.48","0.73","0.99","1.31","1.57","2.10","2.61","2.57","2.35","2.56","2.82","3.70","4.21","5.44","6.29","6.22","8.58","11.90","10.28","10.25","9.77","9.15","9.00","7.80","6.83","7.40","8.22","8.95","9.82","10.43","10.20","10.90","11.68","13.32","14.38","14.45","17.22","20.23","21.30","26.85","34.70","44.44","63.92","78.94","85.90","106.10","76.23","95.49","58.97","116.76","95.82","73.00","67.29","69.40","93.61","104.67","96.84","65.07","158.99","208.15","211.91","204.23"
"IMF.FAD:GDD(2.0.0)","LSO.B1GQ_V_XDC.A","OBS_VALUE","Lesotho, Kingdom of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","0.02","0.02","0.03","0.03","0.04","0.04","0.04","0.05","0.06","0.08","0.09","0.11","0.14","0.16","0.19","0.23","0.27","0.22","0.29","0.30","0.33","0.38","0.39","0.45","0.52","0.63","0.75","0.88","1.13","1.36","1.64","2.05","2.46","2.83","3.25","3.74","4.20","4.73","5.24","5.72","6.40","7.38","8.32","9.01","10.00","11.07","12.10","12.54","14.64","15.15","16.95","19.13","20.97","23.75","27.40","30.36","31.01","31.51","34.01","34.36","34.24","36.31","38.66","41.47","44.45"
"IMF.FAD:GDD(2.0.0)","MHL.B1GQ_V_XDC.A","OBS_VALUE","Marshall Islands, Republic of the","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.04","0.04","0.05","0.05","0.06","0.07","0.07","0.08","0.08","0.09","0.10","0.10","0.11","0.13","0.12","0.11","0.11","0.11","0.12","0.12","0.13","0.13","0.13","0.14","0.14","0.15","0.15","0.15","0.16","0.17","0.18","0.19","0.19","0.18","0.20","0.21","0.22","0.23","0.24","0.26","0.25","0.26","0.28"
"IMF.FAD:GDD(2.0.0)","MRT.B1GQ_V_XDC.A","OBS_VALUE","Mauritania, Islamic Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","0.94","0.97","0.99","1.32","1.50","1.57","1.66","1.83","1.82","2.05","2.21","2.35","2.62","3.31","3.61","4.15","4.34","4.42","5.20","5.73","6.35","6.83","7.60","8.16","9.26","10.50","11.82","12.67","14.34","14.46","16.84","18.84","22.32","24.03","27.14","29.26","31.46","38.30","41.61","42.52","44.63","48.29","53.95","62.68","77.98","105.28","112.39","124.02","123.69","155.30","190.17","199.57","217.18","199.57","200.22","225.47","243.41","266.64","289.66","307.21","332.60","353.02","388.67","419.69"
"IMF.FAD:GDD(2.0.0)","MWI.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Malawi","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","17.50","15.79","17.71","20.97","19.77","19.39","20.70","22.22","25.40","24.85","25.31","29.22","32.52","33.38","32.99","36.80","42.83","51.55","43.54","40.10","38.04","32.62","43.02","41.20","72.48","65.71","40.93","34.79","58.59","62.13","61.47","","101.51","84.74","74.66","70.93","17.91","18.95","23.52","23.49","19.31","19.98","28.61","35.35","33.51","35.46","37.08","39.98","40.81","41.19","53.86","66.55","75.50","86.12","74.38"
