"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.FAD:GDD(2.0.0)","GMB.B1GQ_V_XDC.A","OBS_VALUE","Gambia, The","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","0.12","0.12","0.13","0.13","0.14","0.15","0.18","0.19","0.20","0.23","0.20","0.23","0.27","0.33","0.39","0.52","0.67","0.85","0.86","1.03","1.04","1.14","1.25","1.45","1.48","1.88","2.60","3.56","3.92","4.66","5.68","6.64","7.29","8.01","8.33","8.68","9.30","10.03","10.74","11.81","12.91","15.73","17.66","24.05","28.89","29.37","29.58","31.83","34.66","38.64","43.23","41.53","45.39","49.46","51.31","58.58","64.39","70.14","80.45","90.79","93.33","105.49","121.09","146.70","173.41"
"IMF.FAD:GDD(2.0.0)","FRA.B1GQ_V_XDC.A","OBS_VALUE","France","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","16.43","20.13","23.71","24.72","26.17","28.00","31.11","34.64","39.86","43.52","48.29","52.69","58.83","65.95","73.16","78.75","84.55","91.33","99.31","113.22","126.42","140.86","157.40","180.00","207.58","233.86","270.92","305.54","347.72","395.28","447.42","504.71","579.25","642.95","699.50","749.58","807.71","848.79","917.93","988.88","1043.98","1082.83","1121.46","1134.84","1172.96","1213.80","1246.97","1289.67","1346.32","1395.15","1473.52","1530.07","1578.33","1622.31","1696.11","1762.05","1846.02","1937.88","1990.00","1935.84","1996.08","2062.14","2088.29","2120.35","2153.73","2201.40","2231.82","2291.68","2355.36","2432.21","2318.28","2508.10","2654.06","2826.31","2922.24"
"IMF.FAD:GDD(2.0.0)","GRC.B1GQ_V_XDC.A","OBS_VALUE","Greece","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","0.15","0.15","0.20","0.24","0.27","0.31","0.33","0.35","0.36","0.38","0.43","0.46","0.52","0.58","0.67","0.75","0.81","0.88","1.01","1.15","1.27","1.47","1.93","2.21","2.66","3.31","3.88","4.73","5.87","7.01","8.39","10.56","12.59","15.66","19.11","22.84","25.73","31.31","37.21","44.91","55.46","64.11","72.19","81.87","91.77","100.66","111.19","121.09","128.67","136.16","147.44","158.90","174.10","188.91","194.77","214.30","229.28","238.74","234.32","223.59","203.48","185.90","178.11","176.07","175.36","174.45","177.38","180.62","185.18","167.54","184.57","207.85","225.20","237.57"
"IMF.FAD:GDD(2.0.0)","ERI.B1GQ_V_XDC.A","OBS_VALUE","Eritrea, The State of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.18","1.42","1.70","1.96","2.67","3.05","3.68","4.14","4.61","5.01","5.26","6.59","7.88","9.35","11.83","13.06","14.41","15.68","14.19","19.94","24.44","31.75","34.67","30.10","40.04","30.95","33.37","28.70","30.24","29.88","","","","",""
"IMF.FAD:GDD(2.0.0)","GMB.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Gambia, The","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","5.10","5.40","6.26","8.98","14.55","13.52","19.13","27.28","37.26","42.92","47.87","56.28","69.50","64.01","82.25","73.03","66.90","67.96","58.76","71.02","63.47","67.31","68.82","71.44","68.81","72.16","70.17","73.25","75.23","93.88","91.69","81.30","82.60","87.34","38.02","39.53","38.87","42.95","49.24","49.49","58.24","71.09","69.37","80.66","86.98","83.60","82.97","85.89","83.11","83.86","76.83","73.49"
"IMF.FAD:GDD(2.0.0)","GUY.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Guyana","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","25.33","22.16","20.03","23.00","23.25","24.13","29.69","25.10","42.36","47.25","53.99","46.94","66.69","88.16","102.20","99.23","112.47","125.02","138.87","199.06","233.78","230.65","256.38","279.97","204.03","262.92","243.62","305.29","265.26","316.16","280.00","236.16","210.63","146.97","128.30","120.76","107.04","110.99","100.63","105.08","95.62","91.77","90.74","74.50","46.99","47.60","51.69","52.52","51.19","44.30","41.05","38.28","41.83","43.84","42.89","47.03","43.56","51.08","41.17","24.83","26.65","24.27"
"IMF.FAD:GDD(2.0.0)","FIN.B1GQ_V_XDC.A","OBS_VALUE","Finland","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","0.98","1.42","1.48","1.46","1.62","1.79","1.99","2.17","2.33","2.54","2.83","3.21","3.44","3.73","4.21","4.66","4.99","5.46","6.26","7.15","7.96","8.74","10.19","12.40","15.65","18.15","20.62","22.63","25.07","29.07","33.68","38.09","42.83","47.79","53.50","58.29","62.74","67.75","76.75","85.93","90.96","86.91","84.79","85.61","90.65","98.45","101.98","110.76","120.43","126.89","136.39","144.61","148.44","151.71","158.74","164.67","172.86","187.06","194.25","181.74","188.15","197.66","200.38","203.50","205.86","210.19","215.72","224.71","231.91","238.52","236.39","248.76","266.14","272.78","276.17"
"IMF.FAD:GDD(2.0.0)","ERI.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Eritrea, The State of","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.78","57.06","64.51","111.16","","219.10","238.57","243.44","263.99","193.51","205.37","199.05","201.28","259.67","207.05","201.79","171.57","171.58","232.43","204.48","271.41","251.23","290.39","267.09","260.39","","","","",""
"IMF.FAD:GDD(2.0.0)","ETH.B1GQ_V_XDC.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","2.97","3.36","3.42","3.53","3.64","3.74","3.92","3.85","3.79","4.09","4.19","4.38","4.56","4.78","5.26","5.86","6.08","6.48","6.90","7.30","8.02","8.47","8.53","9.00","9.99","9.93","10.80","12.28","13.07","14.37","15.29","15.69","16.50","18.35","17.34","20.30","21.09","22.54","23.36","24.58","26.07","28.83","30.42","39.02","41.45","49.58","55.87","57.87","55.65","59.80","67.13","68.55","67.07","73.99","87.42","107.35","132.67","173.30","250.13","337.61","385.94","515.08","747.33","866.92","1060.83","1297.96","1568.10","1832.79","2200.12","2690.75","3374.35","4341.02","6157.02","8723.12","11752.14"
"IMF.FAD:GDD(2.0.0)","LVA.B1GQ_V_XDC.A","OBS_VALUE","Latvia, Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.11","0.25","1.72","2.51","3.49","3.93","4.54","5.25","5.85","6.10","6.70","7.32","8.14","9.14","10.63","13.10","16.29","21.51","23.35","18.48","17.72","19.12","21.10","21.96","22.79","23.74","24.50","26.02","28.15","29.57","29.22","32.28","36.10","39.37","40.21"
"IMF.FAD:GDD(2.0.0)","KAZ.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Kazakhstan, Republic of","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.62","17.66","15.36","13.22","9.99","7.06","5.94","5.32","6.33","9.51","10.19","9.71","11.69","12.22","14.15","21.20","18.90","18.75","18.88","18.48","23.58","22.31","21.21","20.67","24.95"
"IMF.FAD:GDD(2.0.0)","KWT.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Kuwait","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.08","21.36","24.57","","45.29","27.89","28.76","37.68","34.91","26.45","24.26","25.62","25.49","21.37","23.02","21.27","17.25","13.86","10.20","7.79","7.05","5.38","6.65","6.16","4.64","3.60","3.09","3.43","4.60","9.88","19.62","14.26","10.52","10.23","7.19","2.94","3.17","3.04"
"IMF.FAD:GDD(2.0.0)","KOR.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Korea, Republic of","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","16.61","","13.47","13.15","12.83","9.06","6.46","6.04","4.37","3.68","2.71","","10.60","14.53","18.35","17.91","18.64","21.48","20.39","20.08","18.40","15.74","18.55","18.82","20.53","19.32","16.95","16.23","14.54","15.26","12.65","12.36","11.87","11.07","10.81","10.09","8.94","7.88","7.25","9.00","12.83","14.63","14.94","15.44","15.57","18.29","20.80","24.00","26.13","25.48","24.76","27.57","27.10","27.81","28.25","29.54","30.70","31.97","32.29","32.44","32.48","34.25","39.80","42.27","44.47","45.50","44.77"
"IMF.FAD:GDD(2.0.0)","JPN.B1GQ_V_XDC.A","OBS_VALUE","Japan","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","4167.77","5772.23","6516.18","7354.44","8166.46","8977.25","10106.38","11646.75","12376.01","14148.06","17172.04","20740.27","23535.90","26936.59","31685.96","35252.15","40941.02","47978.15","56821.01","66746.66","78670.03","86560.52","99102.57","120665.74","143990.23","159096.12","178666.83","199098.62","219244.45","237631.54","256076.00","274615.80","288612.90","301844.10","319663.60","340395.30","357276.20","373273.10","400566.90","428994.10","461295.00","491418.80","504161.30","504497.80","510916.20","521613.60","535562.00","543545.30","536497.40","528069.90","535417.80","531653.90","524478.70","523968.70","529400.90","532515.60","535170.20","539281.70","527823.80","494938.40","505530.60","497449.00","500474.60","508700.60","518811.10","538032.40","544364.60","553073.00","556630.10","557910.90","539646.10","553068.30","560464.30","591912.50","609432.60"
"IMF.FAD:GDD(2.0.0)","KAZ.B1GQ_V_XDC.A","OBS_VALUE","Kazakhstan, Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.10","0.17","2.44","29.88","423.47","1014.19","1415.75","1672.14","1733.26","2016.46","2599.90","3250.59","3776.28","4611.98","5870.13","7590.59","10213.73","12849.79","16052.92","17007.65","21815.52","28243.05","31015.19","35999.03","39675.83","40884.13","46971.15","54378.86","61819.54","69532.63","70649.03","83951.59","103765.52","119442.29","134339.76"
"IMF.FAD:GDD(2.0.0)","ITA.B1GQ_V_XDC.A","OBS_VALUE","Italy","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","5.21","6.07","6.54","7.24","7.71","8.50","9.25","9.93","10.67","11.33","13.13","14.60","16.40","18.79","20.56","22.13","23.97","26.41","28.62","31.60","35.56","38.74","42.46","51.36","64.88","73.61","92.89","113.83","134.80","164.73","211.92","253.86","299.63","348.89","398.91","447.69","494.98","541.47","601.70","660.64","719.13","785.55","826.71","851.51","900.64","990.52","1047.75","1095.09","1141.26","1177.55","1244.74","1308.62","1355.52","1399.39","1457.36","1499.07","1559.86","1621.71","1643.72","1584.11","1617.94","1657.36","1632.90","1621.26","1635.87","1663.28","1704.86","1744.49","1777.74","1804.07","1670.01","1842.51","1998.07","2131.39","2192.18"
"IMF.FAD:GDD(2.0.0)","JPN.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Japan","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","7.58","7.44","8.38","11.46","10.59","10.94","14.00","18.03","22.15","28.92","32.46","33.75","38.09","42.22","47.27","49.05","51.83","57.25","58.29","54.67","48.81","46.26","45.04","47.62","51.43","56.77","62.21","65.88","63.68","72.00","80.73","89.20","99.46","104.72","113.74","122.95","131.27","133.38","134.08","140.69","150.92","156.78","168.35","176.72","183.27","186.44","188.25","193.12","191.26","192.42","197.46","205.56","214.13","214.77","205.65","200.93"
"IMF.FAD:GDD(2.0.0)","KOS.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Kosovo, Republic of","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.90","6.45","5.57","8.56","9.42","11.19","13.42","14.47","16.38","17.14","17.67","22.49","21.58","20.04","17.52","16.91"
"IMF.FAD:GDD(2.0.0)","JAM.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Jamaica","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","16.05","16.18","17.33","19.07","20.47","22.77","22.04","21.35","22.89","23.86","24.33","27.56","34.27","52.82","53.89","65.02","","124.04","143.63","144.14","211.75","237.77","232.17","200.57","205.79","179.36","168.15","128.79","175.08","100.38","106.19","90.41","85.21","70.23","74.41","75.60","86.75","93.69","110.65","122.24","128.78","123.25","127.72","121.07","118.25","128.89","145.21","143.74","141.73","146.68","141.67","140.29","124.03","115.43","103.01","95.60","94.74","108.68","98.98","80.87","74.21","69.92"
"IMF.FAD:GDD(2.0.0)","JAM.B1GQ_V_XDC.A","OBS_VALUE","Jamaica","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","0.27","0.30","0.34","0.41","0.50","0.51","0.52","0.56","0.60","0.62","0.63","0.72","0.78","0.81","0.88","0.97","1.07","1.29","1.40","1.61","1.92","2.33","2.73","2.80","3.04","3.85","4.14","4.57","5.02","5.76","7.10","9.24","11.26","13.03","14.70","17.51","21.05","33.58","51.85","99.55","135.72","180.40","231.15","274.46","297.40","321.17","346.98","387.09","422.92","470.55","544.51","622.66","700.28","784.34","885.63","997.44","1065.32","1152.78","1240.70","1314.13","1432.10","1541.90","1659.68","1760.98","1895.03","2027.25","2110.43","1966.93","2210.22","2623.26","2994.28","3155.99"
"IMF.FAD:GDD(2.0.0)","JOR.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Jordan","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","19.78","24.16","31.34","35.22","40.70","41.34","41.80","38.60","43.95","46.67","46.19","51.05","53.41","61.25","68.69","72.35","85.22","84.31","101.89","129.27","195.44","227.52","207.74","155.06","140.59","129.02","117.83","116.49","108.97","110.80","109.00","99.26","94.41","94.88","88.79","81.53","72.96","66.30","64.25","54.24","57.96","59.44","62.07","70.52","75.58","75.01","78.42","77.43","75.66","74.30","78.02","87.95","98.23","97.88","96.96","95.90"
"IMF.FAD:GDD(2.0.0)","JOR.B1GQ_V_XDC.A","OBS_VALUE","Jordan","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","0.05","0.04","0.06","0.07","0.07","0.08","0.09","0.10","0.11","0.11","0.14","0.16","0.18","0.21","0.21","0.24","0.23","0.25","0.28","0.29","0.33","0.41","0.56","0.68","0.83","0.99","1.17","1.46","1.66","1.80","1.92","1.98","2.25","2.30","2.36","2.44","2.78","2.98","3.67","3.94","4.45","4.79","5.00","5.24","5.79","5.97","6.19","6.57","7.07","7.50","8.35","9.31","11.20","12.73","16.08","17.42","19.27","20.96","22.46","24.46","26.16","27.40","28.32","29.54","30.79","31.60","31.03","32.87","34.54","36.27","37.88"
"IMF.FAD:GDD(2.0.0)","KOS.B1GQ_V_XDC.A","OBS_VALUE","Kosovo, Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.40","2.80","2.89","3.00","2.98","3.07","3.20","3.55","3.54","3.61","4.03","4.56","4.80","5.07","5.33","5.67","6.04","6.36","6.67","7.06","6.77","7.96","8.90","9.68","10.31"
"IMF.FAD:GDD(2.0.0)","KWT.B1GQ_V_XDC.A","OBS_VALUE","Kuwait","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","0.65","0.68","0.74","0.75","0.85","0.87","0.95","0.99","1.03","1.38","1.46","1.60","3.81","3.48","3.84","4.05","4.26","6.84","7.75","7.04","6.21","6.08","6.42","6.45","5.20","6.23","5.77","7.14","5.33","3.13","5.83","7.23","7.38","8.11","9.43","9.21","7.91","9.17","11.57","10.70","11.59","14.27","17.52","23.59","29.47","32.58","39.62","30.50","33.08","42.51","48.72","49.39","46.29","34.47","33.06","36.61","41.87","42.77","34.01","44.78","56.33","50.29","48.63"
"IMF.FAD:GDD(2.0.0)","IND.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","India","Debt instruments, Central government, Percent of GDP","Annual","Units","26.13","25.18","26.39","24.65","24.86","29.63","25.48","27.38","23.73","33.58","34.46","36.79","36.21","35.43","33.81","36.73","36.38","33.99","40.31","38.78","38.18","37.58","37.16","34.13","30.61","31.38","33.26","35.94","35.91","37.91","38.03","37.18","41.70","39.65","41.56","44.28","47.86","48.87","48.91","50.46","50.77","50.11","42.83","51.77","49.73","47.43","45.66","","55.84","56.29","56.57","58.01","60.87","58.22","56.10","53.06","49.55","48.29","48.49","50.22","45.62","45.77","47.09","46.98","46.03","45.77","45.53","44.27","44.13","46.70","55.03","54.42","54.48","55.03","53.82"
"IMF.FAD:GDD(2.0.0)","KIR.B1GQ_V_XDC.A","OBS_VALUE","Kiribati","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.02","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.04","0.04","0.04","0.04","0.05","0.05","0.05","0.05","0.08","0.09","0.09","0.09","0.10","0.11","0.12","0.12","0.13","0.13","0.14","0.15","0.14","0.15","0.15","0.16","0.18","0.18","0.18","0.19","0.20","0.21","0.22","0.25","0.28","0.29","0.31","0.31","0.32","0.38","0.39","0.43","0.47"
"IMF.FAD:GDD(2.0.0)","KOR.B1GQ_V_XDC.A","OBS_VALUE","Korea, Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","49.09","67.95","117.14","155.47","202.70","210.57","223.72","251.79","301.82","365.00","517.46","736.53","826.64","1060.30","1304.33","1688.08","2206.37","2821.40","3473.30","4318.20","5603.30","8033.20","10709.00","14699.70","18907.20","25567.10","32952.60","40423.30","50591.80","58429.20","69523.50","80395.80","90277.00","105744.50","125228.00","150300.30","170708.40","206712.60","249964.90","286437.40","325647.70","384996.60","452187.20","507768.40","560502.00","556786.90","613069.30","675732.60","732723.10","813225.40","868110.60","942885.30","995175.50","1045663.20","1134541.30","1202972.90","1255305.40","1379460.20","1448575.70","1504674.10","1570938.10","1638484.80","1740776.00","1833026.50","1934233.90","2006974.60","2040594.30","2058466.60","2221913.00","2323781.50","2401189.40","2549120.70"
"IMF.FAD:GDD(2.0.0)","KIR.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Kiribati","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.46","5.03","7.72","8.43","7.31","10.93","12.29","12.27","11.02","10.72","9.81","11.84","12.69","17.01","13.26","12.31","13.62","12.12","12.87","11.11","13.85","10.27","9.43","8.80","8.13","8.86","8.97","18.80","21.23","20.16","18.98","18.96","20.98","17.35","16.32","11.42","9.92"
"IMF.FAD:GDD(2.0.0)","IDN.B1GQ_V_XDC.A","OBS_VALUE","Indonesia","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","1.01","1.20","3.44","7.36","13.84","50.85","576.93","1213.63","3034.82","3816.15","4563.21","5097.90","5936.04","8656.71","13101.94","16376.90","20976.77","25359.57","30612.14","43764.91","62257.71","70029.20","75268.73","93789.90","109999.80","118901.20","129820.30","156517.90","180840.10","216981.60","254781.00","301434.90","341591.60","398454.60","461820.40","549170.80","643480.00","758418.50","1154797.60","1328760.70","1511556.60","1790590.70","1981482.20","2190134.70","2497011.50","3017393.80","3631835.30","4297113.40","5414841.90","6011375.00","6864133.10","7831726.00","8615704.50","9546134.00","10569705.30","11526332.80","12401728.50","13589825.70","14838756.00","15832657.20","15443353.20","16976751.40","19588459.90","20892348.50","22138964.00"
"IMF.FAD:GDD(2.0.0)","KEN.B1GQ_V_XDC.A","OBS_VALUE","Kenya","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","5.15","6.51","6.64","6.74","7.86","9.00","9.31","9.95","10.07","9.93","10.82","10.84","11.89","12.86","13.55","14.19","16.37","16.83","18.37","19.35","21.21","23.50","28.95","33.53","40.32","48.39","55.99","70.37","77.76","86.31","99.79","114.60","133.21","150.14","168.68","191.37","224.43","249.50","279.09","321.09","370.86","421.26","485.26","607.79","703.23","817.97","1031.72","1153.81","1245.35","1307.66","1386.82","1468.86","1498.59","1624.35","1804.38","1987.63","2139.08","2471.07","2840.22","3275.64","3597.63","4162.51","4767.19","5311.32","6003.84","6884.32","7594.06","8483.40","9340.31","10237.73","10714.09","12027.66","13489.65","15108.81","16441.04"
"IMF.FAD:GDD(2.0.0)","ITA.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Italy","Debt instruments, Central government, Percent of GDP","Annual","Units","30.93","31.48","33.43","34.38","36.16","35.95","34.92","34.14","33.96","35.09","31.35","30.00","29.04","27.32","27.32","28.52","29.69","29.06","30.49","30.77","31.14","34.52","38.05","40.65","40.96","48.09","48.06","49.85","54.87","54.15","51.39","54.20","58.55","64.55","69.37","76.06","80.74","85.03","87.30","89.93","93.81","96.41","103.07","112.88","119.91","117.43","117.41","114.76","112.04","110.43","105.67","105.24","102.75","100.88","100.30","101.16","100.31","97.41","100.07","109.35","112.05","112.65","119.46","125.76","129.26","129.55","129.36","129.14","129.82","129.70","149.94","141.61","134.64","131.54","132.50"
"IMF.FAD:GDD(2.0.0)","AUS.B1GQ_V_XDC.A","OBS_VALUE","Australia","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","8.41","9.21","9.65","10.53","11.47","12.44","13.35","13.56","14.68","16.24","17.18","17.28","18.59","20.40","22.40","24.24","25.85","28.24","31.03","34.69","38.48","42.49","46.36","54.90","65.52","76.44","90.14","100.33","111.05","126.55","142.98","163.93","183.85","198.89","224.13","248.84","270.51","304.06","345.74","389.24","414.94","416.44","432.50","454.58","482.97","511.43","542.40","573.07","606.13","638.38","687.43","730.49","782.37","830.19","894.33","964.21","1039.95","1133.01","1235.36","1264.78","1364.46","1468.21","1515.87","1569.45","1613.99","1639.52","1697.37","1801.20","1894.25","1993.43","1973.59","2202.57","2482.84","2620.92","2722.07"
"IMF.FAD:GDD(2.0.0)","IRQ.B1GQ_V_XDC.A","OBS_VALUE","Iraq","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","2.19","2.38","2.54","2.57","3.04","3.32","3.60","3.63","4.12","4.28","4.67","5.41","5.41","6.06","12.75","15.20","19.94","22.45","26.84","42.32","59.26","41.40","47.47","49.25","55.44","57.57","55.97","66.51","74.43","78.12","86.56","74.09","183.77","462.50","2289.50","7211.81","8840.17","12149.44","17065.88","36248.67","50149.14","40726.64","41219.40","29989.13","53235.36","73533.60","95587.95","111455.81","157026.06","130642.19","162064.57","217327.11","254225.49","273587.53","273603.02","207121.63","198774.37","224636.32","272083.89","279757.64","217413.59","305592.42","417686.13","356378.61","360720.91"
"IMF.FAD:GDD(2.0.0)","KEN.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Kenya","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","9.68","9.08","10.04","9.63","10.18","9.52","10.27","10.46","9.95","10.59","13.43","13.13","13.38","15.03","16.53","16.79","19.07","19.50","23.03","26.91","26.12","25.58","28.83","31.29","36.32","33.87","33.44","37.57","43.04","41.16","61.64","57.01","52.08","40.54","35.98","35.89","38.41","43.12","41.28","42.01","43.79","40.75","37.41","37.07","34.19","34.25","35.96","36.69","35.69","37.62","39.76","41.28","45.83","50.40","53.87","56.45","59.08","67.96","68.23","67.80","73.04","65.59"
"IMF.FAD:GDD(2.0.0)","MDV.B1GQ_V_XDC.A","OBS_VALUE","Maldives","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","0.06","0.07","0.08","0.09","0.10","0.11","0.12","0.14","0.15","0.16","0.18","0.23","0.21","0.28","0.27","0.32","0.42","0.47","0.55","0.62","0.67","0.80","0.95","1.13","1.37","1.57","1.82","2.21","2.69","3.23","3.79","4.43","5.48","6.21","7.68","8.16","8.90","9.43","9.82","10.60","13.47","15.70","14.89","20.16","23.92","29.08","30.02","33.13","40.51","44.35","50.63","56.87","63.46","67.77","74.11","83.18","88.08","57.10","80.77","95.05","101.41","108.16"
"IMF.FAD:GDD(2.0.0)","MNE.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Montenegro","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.48","42.29","40.23","38.57","32.31","27.41","28.83","38.08","40.66","45.44","53.42","57.49","56.19","62.30","60.77","61.13","67.62","74.91","103.47","82.54","67.97","58.30",""
"IMF.FAD:GDD(2.0.0)","MEX.B1GQ_V_XDC.A","OBS_VALUE","Mexico","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","0.06","0.07","0.08","0.08","0.10","0.12","0.14","0.16","0.18","0.20","0.22","0.24","0.26","0.29","0.33","0.36","0.40","0.44","0.49","0.54","0.60","0.66","0.75","0.91","1.20","1.46","1.77","2.36","3.00","3.95","5.56","7.61","12.26","22.08","36.41","59.05","96.93","239.42","486.08","641.68","865.19","1112.91","1323.38","1651.78","1868.53","2440.39","3284.16","4144.91","5092.99","6035.00","7016.60","7437.11","7827.76","8259.53","9248.39","9999.60","11120.12","12046.75","12927.76","12749.12","13968.15","15268.44","16529.12","16954.01","18137.65","19228.61","20758.79","22536.21","24176.67","25121.82","24086.76","26690.03","29516.05","31855.57","33913.83"
"IMF.FAD:GDD(2.0.0)","MRT.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Mauritania, Islamic Republic of","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","7.23","9.80","12.51","19.23","23.28","24.67","43.77","52.39","64.89","58.21","60.65","65.58","80.36","85.80","95.96","112.77","116.07","118.11","110.94","107.57","107.94","96.40","85.10","104.82","104.17","101.69","101.74","100.24","101.09","","55.53","63.46","59.45","22.94","22.01","71.06","38.00","61.50","57.24","54.34","43.95","38.84","39.32","40.73","49.54","59.89","57.55","55.66","59.18","57.69","56.49","54.45","50.46","47.45","44.92"
"IMF.FAD:GDD(2.0.0)","MLT.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Malta","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","16.59","19.45","22.90","23.87","25.90","34.64","37.05","33.05","30.87","27.88","25.67","22.10","18.72","17.61","","14.39","12.84","12.12","14.31","14.81","14.23","11.90","15.26","17.63","17.24","22.93","25.39","27.20","31.38","31.92","33.87","39.84","49.71","53.63","55.04","52.30","55.28","55.75","61.63","64.33","63.61","59.07","57.08","56.53","61.82","60.77","63.77","62.16","61.26","57.32","52.19","50.39","42.85","38.89","36.51","47.09","48.56","48.33","47.42","46.58"
