"ccode","year","RAI","SelfR","SharedR","SE_GE","STR_GTR","NT_SE","NT_SR","HL","F","R","LD","G","P","D","B","Fed","logG","logP"
"deu",2013,37.67,25.67,12,0.395498722791672,0.498506754636765,0.100360885262489,0.11238095164299,0,0,0,0.853,40884.89268,80645605,49.01,1,1,10.6185159016691,18.2055748663203
"deu",2014,37.67,25.67,12,0.398545145988464,0.500539362430573,0.0983096659183502,0.10948321968317,3,0,1,0.845,41602.46613,80982500,47.3,1,1,10.6359147264634,18.209743639912
"dnk",1990,12.25,12.1,0.15,NA,NA,NA,NA,0,0,0,0.88,39306.79392,5140939,61.45,NA,NA,10.5791526561989,15.4527463055714
"dnk",1991,12.25,12.1,0.15,NA,NA,NA,NA,0,0,0,0.881,39776.59618,5154298,62.31,NA,NA,10.5910339826334,15.4553414876926
"dnk",1992,12.25,12.1,0.15,NA,NA,NA,NA,3,0,1,0.881,40447.23283,5171370,66.73,NA,NA,10.6077535105051,15.4586482017097
"dnk",1993,12.25,12.1,0.15,NA,NA,NA,NA,0,0,0,0.881,40280.89359,5188628,78.43,NA,NA,10.6036325310452,15.4619798656663
"dnk",1994,12.25,12.1,0.15,NA,NA,NA,NA,0,0,0,0.881,42270.65209,5206180,75.61,NA,NA,10.6518483202221,15.4653569394287
"dnk",1995,12.25,12.1,0.15,NA,NA,NA,NA,0,0,0,0.88,43328.52934,5233373,74.35,NA,NA,10.6765665732394,15.4705665612395
"dnk",1996,12.25,12.1,0.15,NA,NA,NA,NA,0,0,0,0.88,44331.61996,5263074,72.54,NA,NA,10.6994534702702,15.4762258246589
"dnk",1997,12.25,12.1,0.15,NA,NA,NA,NA,0,0,0,0.88,45546.58962,5284991,67.94,NA,NA,10.7264910287545,15.4803814743522
"dnk",1998,12.25,12.1,0.15,NA,NA,NA,NA,4,0,1,0.879,46437.19211,5304219,62.83,NA,NA,10.7458559712363,15.4840130995882
"dnk",1999,12.25,12.1,0.15,NA,NA,NA,NA,2.5,0,0.5,0.878,47657.17319,5321799,59.52,NA,NA,10.771788436892,15.4873219620501
"dnk",2000,14.14,13.98,0.15,NA,NA,NA,NA,1.5,0,0,0.878,49266.98828,5339616,53.64,NA,NA,10.8050095268176,15.4906642982384
"dnk",2001,14.14,13.98,0.15,NA,NA,NA,NA,0,0,0,0.879,49557.151,5358783,50.63,NA,NA,10.810881848215,15.4942474550279
"dnk",2002,14.14,13.98,0.15,NA,NA,NA,NA,0,0,0,0.88,49624.59654,5375931,50.2,NA,NA,10.8122418877801,15.4974423262813
"dnk",2003,14.14,13.98,0.15,NA,NA,NA,NA,3,0,0,0.88,49708.09091,5390574,48.29,NA,NA,10.8139229938049,15.5001624307216
"dnk",2004,14.14,13.98,0.15,NA,NA,NA,NA,3,0,1,0.88,50956.30454,5404523,45.61,NA,NA,10.8387237707406,15.5027467535422
"dnk",2005,14.14,13.98,0.15,NA,NA,NA,NA,1,0,1,0.895,52015.18412,5419432,38.18,NA,NA,10.8592909572469,15.5055015708763
"dnk",2006,14.14,13.98,0.15,NA,NA,NA,NA,1,0,1,0.896,53823.15903,5437272,31.7,NA,NA,10.8934591187679,15.5087880224655
"dnk",2007,7.34,7.19,0.15,NA,NA,NA,NA,0,0,0,0.896,54113.97715,5461438,27,NA,NA,10.898847789137,15.5132226830087
"dnk",2008,7.34,7.19,0.15,NA,NA,NA,NA,0,0,0,0.895,53572.53466,5493621,31.09,NA,NA,10.8887918026708,15.5190981589113
"dnk",2009,7.34,7.19,0.15,NA,NA,NA,NA,0,0,0,0.895,50635.91181,5523095,36.28,NA,NA,10.8324163231089,15.5244489495321
"dnk",2010,7.34,7.19,0.15,NA,NA,NA,NA,0,0,0,0.895,51209.44928,5547683,38.12,NA,NA,10.8436793502492,15.5288909210772
"dnk",2011,7.34,7.19,0.15,NA,NA,NA,NA,3.33333333333333,0,1,0.894,51667.53132,5570572,40.99,NA,NA,10.852584842319,15.5330082996291
"dnk",2012,7.34,7.19,0.15,NA,NA,NA,NA,3,0,1,0.895,51470.68985,5591572,40.02,NA,NA,10.8487677955102,15.5367710220553
"dnk",2013,7.34,7.19,0.15,NA,NA,NA,NA,3,0,1,0.895,51970.39093,5614932,38.42,NA,NA,10.8584294301986,15.5409400356628
"dnk",2014,7.34,7.19,0.15,NA,NA,NA,NA,3,0,1,0.895,52368.3626,5643475,38.43,NA,NA,10.8660579207928,15.5460105684929
"dom",1990,4.73,3.23,1.5,NA,NA,NA,NA,0,0,0,0.216,2772.770656,7151166,NA,NA,NA,7.92760233610096,15.7827859782977
"dom",1991,4.73,3.23,1.5,NA,NA,NA,NA,0,0,0,0.203,2741.939081,7299853,NA,NA,NA,7.91642064288056,15.8033647689296
"dom",1992,4.73,3.23,1.5,NA,NA,NA,NA,0,0,0,0.203,2989.606302,7447474,NA,NA,NA,8.00289698614336,15.8233854724591
"dom",1993,4.73,3.23,1.5,NA,NA,NA,NA,0,0,0,0.201,3147.670603,7594572,NA,NA,NA,8.05441796715015,15.8429443395604
"dom",1994,4.73,3.23,1.5,NA,NA,NA,NA,4,0,1,0.196,3167.944941,7741694,NA,NA,NA,8.06083837304844,15.862131084668
"dom",1995,4.73,3.23,1.5,NA,NA,NA,NA,0,0,0,0.205,3286.361492,7888115,NA,NA,NA,8.09753630228487,15.8808677542658
"dom",1996,4.73,3.23,1.5,NA,NA,NA,NA,0,0,0,0.281,3419.506004,8032894,NA,NA,NA,8.13725137634886,15.8990554195006
"dom",1997,4.73,3.23,1.5,NA,NA,NA,NA,0,0,0,0.357,3659.50819,8174078,NA,NA,NA,8.20508404304944,15.9164784855125
"dom",1998,4.73,3.23,1.5,NA,NA,NA,NA,0,0,0,0.372,3840.871803,8310362,NA,NA,NA,8.25345465184515,15.9330137278564
"dom",1999,4.73,3.23,1.5,NA,NA,NA,NA,0,0,0,0.378,4004.198768,8446208,NA,NA,NA,8.29509878156061,15.9492281412152
"dom",2000,4.73,3.23,1.5,NA,NA,NA,NA,0,0,0,0.391,4123.105732,8584190,11.67,NA,NA,8.32436197681175,15.9654326972509
"dom",2001,3.22,1.72,1.5,NA,NA,NA,NA,0,0,0,0.391,4158.984303,8720283,13.78,NA,NA,8.33302616551122,15.981162249487
"dom",2002,3.22,1.72,1.5,NA,NA,NA,NA,0,0,0,0.388,4280.801824,8852235,14.75,NA,NA,8.36189561308559,15.9961805274735
"dom",2003,3.22,1.72,1.5,NA,NA,NA,NA,0,0,0,0.385,4162.666861,8980620,24.27,NA,NA,8.33391122021198,16.0105794802113
"dom",2004,3.22,1.72,1.5,NA,NA,NA,NA,3,0,0,0.379,4212.010441,9104892,26.73,NA,NA,8.34569535212069,16.024322409459
"dom",2005,3.22,1.72,1.5,NA,NA,NA,NA,0,0,0,0.383,4549.24957,9225034,17.48,NA,NA,8.42271756867227,16.0374314335209
"dom",2006,3.22,1.72,1.5,NA,NA,NA,NA,0,0,0,0.378,4904.717158,9341183,18.83,NA,NA,8.49795270632052,16.0499434617133
"dom",2007,3.42,1.92,1.5,NA,NA,NA,NA,0,0,0,0.376,5204.785007,9455658,16.58,NA,NA,8.55733367510473,16.0621238504613
"dom",2008,3.62,2.12,1.5,NA,NA,NA,NA,0,0,0,0.376,5308.92665,9573130,22.52,NA,NA,8.57714495632699,16.0744707736963
"dom",2009,3.62,2.12,1.5,NA,NA,NA,NA,0,0,0,0.377,5294.649534,9695265,26.89,NA,NA,8.57445206774299,16.0871481799625
"dom",2010,3.62,2.12,1.5,NA,NA,NA,NA,0,0,0,0.371,5666.456334,9820175,27.14,NA,NA,8.64231921615196,16.0999495009458
"dom",2011,3.62,2.12,1.5,NA,NA,NA,NA,0,0,0,0.364,5773.574035,9945621,28.32,NA,NA,8.66104658455383,16.1126429117596
"dom",2012,3.62,2.12,1.5,NA,NA,NA,NA,0,0,0,0.366,5860.298933,10070411,31.48,NA,NA,8.67595589372731,16.1251120781618
"dom",2013,3.62,2.12,1.5,NA,NA,NA,NA,0,0,0,0.354,6075.034,10193833,36.82,NA,NA,8.71194286490091,16.1372934875623
"dom",2014,3.62,2.12,1.5,NA,NA,NA,NA,0,0,0,0.352,6430.278111,10315528,35.28,NA,NA,8.76877306839585,16.1491608907683
"ecu",1990,7.99,7.99,0,NA,NA,NA,NA,0,0,0,0.467,3919.717581,10473673,59.34,NA,NA,8.27377488452583,16.16437533317
"ecu",1991,7.99,7.99,0,NA,NA,NA,NA,3,0,1,0.467,4000.568198,10702380,55.71,NA,NA,8.29419167951395,16.1859767046048
"ecu",1992,7.99,7.99,0,NA,NA,NA,NA,0,0,0,0.466,4000.031462,10930128,60.29,NA,NA,8.29405750557109,16.2070335709716
"ecu",1993,9.66,9.66,0,NA,NA,NA,NA,0,0,0,0.456,3996.993775,11154274,69.38,NA,NA,8.29329780129205,16.2273333008083
"ecu",1994,9.66,9.66,0,NA,NA,NA,NA,0,0,0,0.45,4087.34069,11372197,65.28,NA,NA,8.31564983952242,16.2466820748531
"ecu",1995,9.66,9.66,0,NA,NA,NA,NA,4,1.5,1,0.45,4100.687353,11590514,54.33,NA,NA,8.31890988571437,16.2656975629089
"ecu",1996,9.67,9.67,0,NA,NA,NA,NA,4,0,1,0.441,4093.841545,11810950,54.3,NA,NA,8.31723906127094,16.2845376252432
"ecu",1997,9.67,9.67,0,NA,NA,NA,NA,4,0,1,0.45,4192.855232,12031127,47.3,NA,NA,8.34113722045977,16.3030077660234
"ecu",1998,10.67,10.67,0,NA,NA,NA,NA,4,0,1,0.459,4252.043486,12251184,50.44,NA,NA,8.35515496659675,16.3211331433456
"ecu",1999,10.67,10.67,0,NA,NA,NA,NA,0,0,0,0.454,3979.192936,12470795,74.92,NA,NA,8.28883429781636,16.3389000686313
"ecu",2000,10.67,10.67,0,NA,NA,NA,NA,0,0,0,0.445,3953.398797,12689206,66.54,NA,NA,8.28233094285275,16.3562622687811
"ecu",2001,10.67,10.67,0,NA,NA,NA,NA,0,0,0,0.445,4049.000189,12910740,52.24,NA,NA,8.30622526271035,16.3735700810872
"ecu",2002,9.52,9.52,0,NA,NA,NA,NA,0,0,0,0.446,4174.897936,13138472,46.28,NA,NA,8.33684519051907,16.3910552781098
"ecu",2003,9.52,9.52,0,NA,NA,NA,NA,0,0,0,0.454,4220.212985,13372306,42.35,NA,NA,8.34764087613562,16.4086964098978
"ecu",2004,9.67,9.67,0,NA,NA,NA,NA,0,0,0,0.452,4430.23718,13608701,37.85,NA,NA,8.39620840110938,16.4262199255464
"ecu",2005,9.67,9.67,0,NA,NA,NA,NA,3,0,1,0.454,4589.328492,13846163,33.38,NA,NA,8.43148899431277,16.4435187125038
"ecu",2006,9.67,9.67,0,NA,NA,NA,NA,3,0,0,0.451,4706.980568,14086131,27.11,NA,NA,8.4568019130731,16.4607012542584
"ecu",2007,9.67,9.67,0,NA,NA,NA,NA,1,0,0,0.407,4715.303598,14328773,25.78,NA,NA,8.45856858281435,16.4777801715745
"ecu",2008,9.67,9.67,0,NA,NA,NA,NA,3,0,1,0.343,4939.90215,14575202,20.79,NA,NA,8.50510080229349,16.494832149453
"ecu",2009,9.67,9.67,0,NA,NA,NA,NA,3,0,1,0.329,4909.336817,14825954,15.54,NA,NA,8.49889414384531,16.5118898515365
"ecu",2010,9.67,9.67,0,NA,NA,NA,NA,0,0,0,0.309,5022.203744,15076695,18.18,NA,NA,8.5216241091853,16.5286607320678
"ecu",2011,9.7,9.7,0,NA,NA,NA,NA,0,0,0,0.304,5359.457246,15326227,17.32,NA,NA,8.58661798886307,16.5450761018344
"ecu",2012,9.7,9.7,0,NA,NA,NA,NA,0,0,0,0.306,5579.856243,15572194,20.13,NA,NA,8.62691829214026,16.5609974458933
"ecu",2013,9.7,9.7,0,NA,NA,NA,NA,4,0,1,0.265,5893.321727,15807128,22.57,NA,NA,8.68157507812113,16.575971535505
"ecu",2014,9.7,9.7,0,NA,NA,NA,NA,0,0,0,0.262,6055.041728,16035124,27.25,NA,NA,8.70864654745808,16.5902921241634
"esp",1990,32.69,20.75,11.94,NA,0.205284968018532,NA,NA,3,0,0,0.811,19174.77083,38867322,34.35,1,0,9.86135067466469,17.4756644041339
"esp",1991,32.69,20.75,11.94,NA,0.201090902090073,NA,NA,3,0,0,0.811,19612.9766,38966376,35.86,1,0,9.88394669757458,17.4782096783794
"esp",1992,32.69,20.75,11.94,NA,0.202919200062752,NA,NA,4,0,1,0.811,19698.51177,39157685,35.98,1,0,9.88829836720239,17.4831072574338
"esp",1993,32.69,20.75,11.94,NA,0.213672369718552,NA,NA,4,0,1,0.818,19394.49314,39361262,39.26,1,0,9.87274444599301,17.4882926926424
"esp",1994,32.69,20.75,11.94,NA,0.212093636393547,NA,NA,4,0,1,0.818,19762.38863,39549108,48.97,1,0,9.89153584608123,17.4930536981941
"esp",1995,32.71,20.76,11.95,0.326964944601059,0.214364051818848,0.55452436208725,1.38619458675385,3.5,0,1,0.818,20217.90319,39724050,51.39,1,0,9.91432378739509,17.4974673556895
"esp",1996,32.71,20.76,11.95,0.342559069395065,0.212348252534866,0.55975329875946,1.40803718566895,4,0,1,0.82,20658.84028,39889852,54.78,1,0,9.9358986075066,17.5016325136716
"esp",1997,33.65,21.7,11.95,0.352664589881897,0.25118425488472,0.520066738128662,1.1300060749054,0,0,0,0.82,21310.43119,40057389,53.75,1,0,9.96695195905032,17.5058237088437
"esp",1998,34,22.05,11.95,0.36352264881134,0.255369812250137,0.509864926338196,1.09379434585571,4,0,1,0.82,22135.4045,40223509,52.13,1,0,10.0049336192256,17.5099621836548
"esp",1999,34,22.05,11.95,0.38406965136528,0.259175330400467,0.526659488677979,1.14135706424713,2.5,0,0.5,0.82,23017.83877,40386875,50.96,1,0,10.0440247929857,17.51401541391
"esp",2000,34,22.05,11.95,0.403219401836395,0.25965428352356,0.525263130664825,1.17101943492889,1.5,0,0,0.817,24106.88185,40567864,48.61,1,0,10.0902526326579,17.5184867840554
"esp",2001,34,22.05,11.95,0.412555873394012,0.254954040050507,0.526489496231079,1.21995949745178,3,0,1,0.817,24878.37845,40850412,45.01,1,0,10.1217543698899,17.5254274648987
"esp",2002,35,22.05,12.95,0.449869364500046,0.31187891960144,0.491438031196594,1.03821325302124,3.5,0,0,0.817,25205.31548,41431558,42.89,1,0,10.1348101830026,17.5395534189463
"esp",2003,35,22.05,12.95,0.467600077390671,0.326373606920242,0.486909955739975,1.03026151657104,4,0,0,0.796,25481.16537,42187645,39.93,1,0,10.1456948452964,17.5576379636282
"esp",2004,35,22.05,12.95,0.464078456163406,0.338423073291779,0.496448010206223,0.993514001369476,0,0,0,0.808,25825.31065,42921895,38.59,1,0,10.1591103229571,17.5748926266626
"esp",2005,35,22.05,12.95,0.48321533203125,0.337270647287369,0.472141623497009,0.928635895252228,0,0,0,0.811,26294.44738,43653155,35.75,1,0,10.1771130696398,17.5917861171338
"esp",2006,35,22.05,12.95,0.489526927471161,0.341625034809113,0.472575753927231,0.895003199577332,0,0,0,0.812,26899.09215,44397319,32.48,1,0,10.1998478159498,17.6086896426965
"esp",2007,35.14,22.19,12.95,0.497370272874832,0.329012274742126,0.462224632501602,0.91566127538681,0,0,0,0.808,27338.79542,45226803,29.59,1,0,10.2160620500535,17.627200455781
"esp",2008,35.14,22.19,12.95,0.497594863176346,0.36325278878212,0.448187291622162,1.01223647594452,0,0,0,0.819,27112.52629,45954106,33.16,1,0,10.2077511247981,17.6431537607716
"esp",2009,35.14,22.19,12.95,0.493373453617096,0.418708115816116,0.478335976600647,1.1792414188385,0,0,0,0.821,25860.81426,46362946,45.45,1,0,10.1604841390691,17.6520111205773
"esp",2010,35.52,22.56,12.95,0.482707768678665,0.358551025390625,0.399567395448685,1.00395572185516,0,0,0,0.825,25766.25158,46576897,51.17,1,0,10.1568208363339,17.6566152036279
"esp",2011,35.52,22.56,12.95,0.461954712867737,0.382761687040329,0.281221985816956,0.646778106689453,4,0,1,0.821,25510.55797,46742697,58.37,1,0,10.1468476834956,17.6601685875926
"esp",2012,35.52,22.56,12.95,0.406716763973236,0.42854180932045,0.365646243095398,0.666705965995789,3,0,1,0.799,24763.56827,46773055,77.13,1,0,10.1171288307123,17.6608178472182
"esp",2013,35.52,22.56,12.95,0.424237877130508,0.368846654891968,0.433244407176971,0.846115410327911,3,0,1,0.778,24498.55595,46604197,87.55,1,0,10.1063694539794,17.657201159418
"esp",2014,35.52,22.56,12.95,0.430276304483414,0.361294895410538,0.416946709156036,0.808156311511993,1,0,1,0.774,24947.85125,46460733,91.17,1,0,10.1245429752264,17.6541180621946
"est",1992,0,0,0,NA,NA,NA,NA,4,0,0,0.384,6934.170666,1533091,NA,0,0,8.84421673886391,14.2427965168228
"est",1993,0,0,0,NA,NA,NA,NA,0,0,0,0.809,6706.560001,1494128,NA,0,0,8.81084143099563,14.2170533170424
"est",1994,0,0,0,NA,NA,NA,NA,0,0,0,0.797,6738.999144,1462514,NA,0,0,8.8156666979244,14.1956674306919
"est",1995,0,0,0,0.249688550829887,0.0120476465672255,0.874910891056061,7.39457845687866,0,0,0,0.802,7170.946077,1436634,NA,0,0,8.8777928742615,14.1778134353343
"est",1996,0,0,0,0.25789400935173,0.0215634740889072,0.815523326396942,5.94422292709351,0,0,0,0.804,7637.257083,1415594,NA,0,0,8.94079379714752,14.163059788959
"est",1997,0,0,0,0.262486457824707,0.0211256630718708,0.84204488992691,5.25464963912964,0,0,0,0.806,8732.990857,1399535,NA,0,0,9.07486318546483,14.1516505965567
"est",1998,0,0,0,0.239209726452827,0.0207900926470757,0.848369359970093,6.27899694442749,0,0,0,0.805,9199.935341,1386156,NA,0,0,9.12695173486026,14.1420450065108
"est",1999,0,0,0,0.23191986978054,0.0219915118068457,0.838255941867828,6.25487279891968,0,0,0,0.807,9133.895934,1390244,NA,0,0,9.11974760042407,14.14498982927
"est",2000,0,0,0,0.229633629322052,0.0241285134106874,0.818698525428772,5.62938022613525,1,0,0,0.808,10006.76963,1396985,3.33,0,0,9.21101710594009,14.1498269008873
"est",2001,0,0,0,0.276491761207581,0.0233013089746237,0.813688814640045,5.91830062866211,0,0,0,0.808,10662.9455,1388115,2.92,0,0,9.27452997287317,14.1434572696427
"est",2002,0,0,0,0.2781702876091,0.0217071454972029,0.781780481338501,4.79570770263672,0,0,0,0.811,11474.66227,1379350,3.47,0,0,9.34789660268734,14.1371229316785
"est",2003,0,0,0,0.276039749383926,0.0191924795508385,0.822522759437561,5.68016529083252,0,0,0,0.808,12424.04415,1370720,3.13,0,0,9.42738891842813,14.1308467071979
"est",2004,0,0,0,0.280999273061752,0.0178727451711893,0.784231007099152,5.46009016036987,0,0,0,0.811,13348.52845,1362550,2.82,0,0,9.49916142928837,14.1248685020939
"est",2005,0,0,0,0.279591828584671,0.0179627686738968,0.816380739212036,5.55254697799683,0,0,0,0.811,14703.61797,1354775,2.3,0,0,9.59584886289233,14.1191459468473
"est",2006,0,0,0,0.276783525943756,0.0154252201318741,0.839683592319489,5.95761728286743,0,0,0,0.811,16234.5152,1346810,2.09,0,0,9.69489482268055,14.1132493912489
"est",2007,0,0,0,0.277687191963196,0.0137991523370147,0.822326302528381,6.2759313583374,0,0,0,0.811,17543.46618,1340680,1.44,0,0,9.77243686213822,14.108687505898
"est",2008,0,0,0,0.272665441036224,0.0184009838849306,0.807051360607147,6.01520919799805,0,0,0,0.811,16688.99777,1337090,1.81,0,0,9.72250496512245,14.1060061687026
"est",2009,0,0,0,0.246999442577362,0.0190619342029095,0.814868688583374,5.67356824874878,0,0,0,0.814,14274.85111,1334515,4.25,0,0,9.56625460434723,14.1040784879284
"est",2010,0,0,0,0.245052471756935,0.022733885794878,0.857312202453613,5.17600011825562,0,0,0,0.829,14657.93981,1331475,4.5,0,0,9.59273743418728,14.1017979082431
"est",2011,0,0,0,0.2501140832901,0.0240657571703196,0.850961208343506,5.16126489639282,2,0,1,0.832,15820.92234,1327439,4.52,0,0,9.66908854177132,14.0987620800067
"est",2012,0,0,0,0.247858420014381,0.020589604973793,0.83028781414032,5.44070386886597,0,0,0,0.832,16460.68435,1322696,11.91,0,0,9.70873004991599,14.0951826358922
"est",2013,0,0,0,0.260483115911484,0.0175784770399332,0.797631859779358,5.41073369979858,1,0,1,0.834,16809.53267,1317997,11.96,0,0,9.72970142530235,14.091623717866
"est",2014,0,0,0,0.244262382388115,0.0163830537348986,0.840997993946075,5.33170413970947,1,0,1,0.838,17413.68676,1314545,11.87,0,0,9.76501177140089,14.089001156115
"fin",1990,2.39,2.35,0.04,NA,NA,NA,NA,0,0,0,0.819,31291.52226,4986431,9.98,NA,NA,10.3511024855275,15.4222309813674
"fin",1991,2.39,2.35,0.04,NA,NA,NA,NA,0,0,0,0.823,29290.9774,5013740,16.46,NA,NA,10.2850348090158,15.4276927015493
"fin",1992,2.39,2.35,0.04,NA,NA,NA,NA,0,0,0,0.822,28162.35123,5041992,33.22,NA,NA,10.24574130217,15.4333118000568
"fin",1993,8.36,8.32,0.04,NA,NA,NA,NA,0,0,0,0.831,27807.86147,5066447,48.3,NA,NA,10.2330740463928,15.4381503409454
"fin",1994,8.36,8.32,0.04,NA,NA,NA,NA,0,0,0,0.831,28785.91957,5088333,51.32,NA,NA,10.2676416427522,15.4424608299737
"fin",1995,8.36,8.32,0.04,NA,NA,NA,NA,0,0,0,0.832,29890.52433,5107790,51.3,NA,NA,10.3052967971114,15.4462773833082
"fin",1996,8.36,8.32,0.04,NA,NA,NA,NA,0,0,0,0.832,30883.83472,5124573,51.96,NA,NA,10.337988177776,15.4495577624445
"fin",1997,8.36,8.32,0.04,NA,NA,NA,NA,0,0,0,0.832,32762.11791,5139835,49.32,NA,NA,10.3970281851447,15.4525315357488
"fin",1998,8.36,8.32,0.04,NA,NA,NA,NA,0,0,0,0.832,34457.45559,5153498,44.11,NA,NA,10.4474806707337,15.4551862653731
"fin",1999,8.36,8.32,0.04,NA,NA,NA,NA,0,0,0,0.833,35886.49491,5165474,41.59,NA,NA,10.4881163173496,15.4575074278643
"fin",2000,8.36,8.32,0.04,NA,NA,NA,NA,1,0,0,0.834,37872.60203,5176209,45.14,NA,NA,10.5419832280681,15.4595834930185
"fin",2001,8.36,8.32,0.04,NA,NA,NA,NA,0,0,0,0.834,38784.13081,5188008,43.44,NA,NA,10.5657664422059,15.4618603664373
"fin",2002,8.36,8.32,0.04,NA,NA,NA,NA,0,0,0,0.834,39343.0699,5200598,42.64,NA,NA,10.5800751239773,15.4642841769397
"fin",2003,8.36,8.32,0.04,NA,NA,NA,NA,0,0,0,0.831,40038.98397,5213014,45.16,NA,NA,10.5976088577326,15.4666687493403
"fin",2004,8.36,8.32,0.04,NA,NA,NA,NA,0,0,0,0.83,41521.96287,5228172,44.94,NA,NA,10.6339777920113,15.4695722529555
"fin",2005,8.37,8.33,0.04,NA,NA,NA,NA,0,0,0,0.83,42529.35069,5246096,42.14,NA,NA,10.6579497210256,15.4729947388984
"fin",2006,8.37,8.33,0.04,NA,NA,NA,NA,0,0,0,0.842,44069.39588,5266268,40.22,NA,NA,10.6935208495506,15.4768325102615
"fin",2007,8.37,8.33,0.04,NA,NA,NA,NA,1,0,0,0.842,46213.6899,5288720,36,NA,NA,10.7410313513581,15.4810868085825
"fin",2008,8.37,8.33,0.04,NA,NA,NA,NA,1,0,0,0.842,46359.87328,5313399,34.72,NA,NA,10.7441895640591,15.4857423014275
"fin",2009,8.37,8.33,0.04,NA,NA,NA,NA,0,0,0,0.842,42412.51335,5338871,44.13,NA,NA,10.6551987238581,15.4905247653624
"fin",2010,7.11,7.07,0.04,NA,NA,NA,NA,0,0,0,0.842,43556.53858,5363352,50.11,NA,NA,10.6818151106205,15.495099710717
"fin",2011,7.11,7.07,0.04,NA,NA,NA,NA,1,0,1,0.843,44391.45357,5388272,52.02,NA,NA,10.7008022427301,15.499735297792
"fin",2012,7.11,7.07,0.04,NA,NA,NA,NA,0,0,0,0.844,43507.93454,5413971,57.86,NA,NA,10.6806986036617,15.5044933926588
"fin",2013,7.09,7.05,0.04,NA,NA,NA,NA,1,0,1,0.858,42883.6385,5438972,60.81,NA,NA,10.6662456452232,15.5091006303867
"fin",2014,7.09,7.05,0.04,NA,NA,NA,NA,3,0,1,0.858,42502.48802,5461512,64.81,NA,NA,10.6573178948461,15.5132362324619
"fra",1990,20.61,20.6,0.01,NA,NA,NA,NA,4,0.333333333333333,0.666666666666667,0.802,27992.97515,58261012,27.36,NA,NA,10.2397088701798,17.8804436797532
"fra",1991,20.61,20.6,0.01,NA,NA,NA,NA,3.66666666666667,0.333333333333333,0,0.802,28197.23595,58554242,27.98,NA,NA,10.2469792361649,17.8854640962802
"fra",1992,20.61,20.6,0.01,NA,NA,NA,NA,4,0,0.5,0.803,28482.51947,58846584,31.21,NA,NA,10.2570458261497,17.8904443441065
"fra",1993,20.61,20.6,0.01,NA,NA,NA,NA,3.4,0,0.4,0.798,28257.09625,59103094,36.62,NA,NA,10.2490998997207,17.8947938329519
"fra",1994,20.61,20.6,0.01,NA,NA,NA,NA,3.66666666666667,0,0.666666666666667,0.801,28822.50065,59324863,40.51,NA,NA,10.2689116336589,17.8985390509703
"fra",1995,20.61,20.6,0.01,NA,NA,NA,NA,4,0,1,0.798,29379.61584,59541294,45.86,NA,NA,10.2880563740808,17.9021806466043
"fra",1996,20.64,20.63,0.01,NA,NA,NA,NA,4,0,1,0.802,29683.77861,59754504,48.22,NA,NA,10.2983560008356,17.905755126688
"fra",1997,20.65,20.64,0.01,NA,NA,NA,NA,0,0,0,0.8,30325.52287,59968066,49.43,NA,NA,10.319744975873,17.9093227451666
"fra",1998,20.66,20.65,0.01,NA,NA,NA,NA,4,0,1,0.798,31256.50738,60190684,50.71,NA,NA,10.3499828696464,17.9130281474733
"fra",1999,20.66,20.65,0.01,NA,NA,NA,NA,2.66666666666667,0,0.333333333333333,0.798,32152.72075,60501986,50.64,NA,NA,10.3782523528347,17.9181867489086
"fra",2000,20.66,20.65,0.01,NA,NA,NA,NA,1.5,0,0,0.798,33255.13796,60918661,49.45,NA,NA,10.411964559259,17.9250501061042
"fra",2001,20.97,20.96,0.01,NA,NA,NA,NA,4,0,1,0.798,33640.6738,61364377,49.46,NA,NA,10.4234911436128,17.9323400455952
"fra",2002,20.97,20.96,0.01,NA,NA,NA,NA,0,0,0,0.801,33753.5783,61812142,51.62,NA,NA,10.4268417143843,17.9396103756216
"fra",2003,20.97,20.96,0.01,NA,NA,NA,NA,0,0,0,0.802,33840.61757,62249855,54.72,NA,NA,10.4294170632581,17.9466667639891
"fra",2004,20.97,20.96,0.01,NA,NA,NA,NA,3.5,0.5,1,0.802,34557.14711,62707588,54.61,NA,NA,10.4503696706102,17.9539930190144
"fra",2005,20.97,20.96,0.01,NA,NA,NA,NA,3.33333333333333,0.333333333333333,0.666666666666667,0.802,34946.03725,63180854,55.13,NA,NA,10.4615603578287,17.9615118701826
"fra",2006,20.97,20.96,0.01,NA,NA,NA,NA,0,0,0,0.802,35645.41624,63622342,52.25,NA,NA,10.4813758408577,17.9684752559309
"fra",2007,20.97,20.96,0.01,NA,NA,NA,NA,0,0,0,0.807,36322.16851,64016890,52.15,NA,NA,10.5001835366047,17.9746575127568
"fra",2008,20.97,20.96,0.01,NA,NA,NA,NA,0,0,0,0.816,36257.36589,64375116,56.32,NA,NA,10.4983978366066,17.9802377188883
"fra",2009,21.13,21.12,0.01,NA,NA,NA,NA,1,0,0,0.816,35052.85108,64706436,68.11,NA,NA,10.4646122323785,17.9853712290215
"fra",2010,21.52,21.51,0.01,NA,NA,NA,NA,0,0,0,0.816,35578.1968,65026211,69.33,NA,NA,10.4794882797782,17.9903009927319
"fra",2011,21.13,21.12,0.01,NA,NA,NA,NA,2.5,0,0.5,0.818,36269.95615,65340830,70.63,NA,NA,10.4987450232881,17.9951276668419
